,date,from,to,load,pv
18361,2017-07-12 00:00:00,2017-07-12 06:15:00,2017-07-12 06:30:00,21397.0,74.56
18362,2017-07-12 00:00:00,2017-07-12 06:30:00,2017-07-12 06:45:00,21992.0,102.58
18363,2017-07-12 00:00:00,2017-07-12 06:45:00,2017-07-12 07:00:00,22495.0,145.3
18364,2017-07-12 00:00:00,2017-07-12 07:00:00,2017-07-12 07:15:00,22954.0,190.9
18365,2017-07-12 00:00:00,2017-07-12 07:15:00,2017-07-12 07:30:00,23383.0,253.15
18366,2017-07-12 00:00:00,2017-07-12 07:30:00,2017-07-12 07:45:00,23716.0,312.63
18367,2017-07-12 00:00:00,2017-07-12 07:45:00,2017-07-12 08:00:00,24226.0,354.6
18368,2017-07-12 00:00:00,2017-07-12 08:00:00,2017-07-12 08:15:00,24503.0,410.81
18369,2017-07-12 00:00:00,2017-07-12 08:15:00,2017-07-12 08:30:00,25069.0,449.52
18370,2017-07-12 00:00:00,2017-07-12 08:30:00,2017-07-12 08:45:00,25349.0,496.03
18371,2017-07-12 00:00:00,2017-07-12 08:45:00,2017-07-12 09:00:00,25437.0,546.01
18372,2017-07-12 00:00:00,2017-07-12 09:00:00,2017-07-12 09:15:00,25340.0,569.67
18373,2017-07-12 00:00:00,2017-07-12 09:15:00,2017-07-12 09:30:00,25335.0,629.02
18374,2017-07-12 00:00:00,2017-07-12 09:30:00,2017-07-12 09:45:00,25400.0,681.35
18375,2017-07-12 00:00:00,2017-07-12 09:45:00,2017-07-12 10:00:00,25418.0,743.72
18376,2017-07-12 00:00:00,2017-07-12 10:00:00,2017-07-12 10:15:00,25736.0,844.79
18377,2017-07-12 00:00:00,2017-07-12 10:15:00,2017-07-12 10:30:00,25861.0,919.33
18378,2017-07-12 00:00:00,2017-07-12 10:30:00,2017-07-12 10:45:00,26270.0,1023.08
18379,2017-07-12 00:00:00,2017-07-12 10:45:00,2017-07-12 11:00:00,26287.0,1097.25
18380,2017-07-12 00:00:00,2017-07-12 11:00:00,2017-07-12 11:15:00,26303.0,1120.04
18381,2017-07-12 00:00:00,2017-07-12 11:15:00,2017-07-12 11:30:00,26349.0,1165.0
18382,2017-07-12 00:00:00,2017-07-12 11:30:00,2017-07-12 11:45:00,26642.0,1196.59
18383,2017-07-12 00:00:00,2017-07-12 11:45:00,2017-07-12 12:00:00,27003.0,1288.96
18384,2017-07-12 00:00:00,2017-07-12 12:00:00,2017-07-12 12:15:00,26794.0,1328.59
18385,2017-07-12 00:00:00,2017-07-12 12:15:00,2017-07-12 12:30:00,26618.0,1370.72
18386,2017-07-12 00:00:00,2017-07-12 12:30:00,2017-07-12 12:45:00,26197.0,1445.14
18387,2017-07-12 00:00:00,2017-07-12 12:45:00,2017-07-12 13:00:00,26036.0,1466.25
18388,2017-07-12 00:00:00,2017-07-12 13:00:00,2017-07-12 13:15:00,26068.0,1520.4
18389,2017-07-12 00:00:00,2017-07-12 13:15:00,2017-07-12 13:30:00,26215.0,1647.62
18390,2017-07-12 00:00:00,2017-07-12 13:30:00,2017-07-12 13:45:00,26189.0,1843.34
18391,2017-07-12 00:00:00,2017-07-12 13:45:00,2017-07-12 14:00:00,25923.0,1960.59
18392,2017-07-12 00:00:00,2017-07-12 14:00:00,2017-07-12 14:15:00,25963.0,1944.05
18393,2017-07-12 00:00:00,2017-07-12 14:15:00,2017-07-12 14:30:00,26013.0,1908.04
18394,2017-07-12 00:00:00,2017-07-12 14:30:00,2017-07-12 14:45:00,25819.0,1894.95
18395,2017-07-12 00:00:00,2017-07-12 14:45:00,2017-07-12 15:00:00,25596.0,1879.51
18396,2017-07-12 00:00:00,2017-07-12 15:00:00,2017-07-12 15:15:00,25901.0,1884.0
18397,2017-07-12 00:00:00,2017-07-12 15:15:00,2017-07-12 15:30:00,25791.0,1923.59
18398,2017-07-12 00:00:00,2017-07-12 15:30:00,2017-07-12 15:45:00,25635.0,1943.58
18399,2017-07-12 00:00:00,2017-07-12 15:45:00,2017-07-12 16:00:00,25340.0,1925.33
18400,2017-07-12 00:00:00,2017-07-12 16:00:00,2017-07-12 16:15:00,24996.0,1932.31
18401,2017-07-12 00:00:00,2017-07-12 16:15:00,2017-07-12 16:30:00,24846.0,1895.87
18402,2017-07-12 00:00:00,2017-07-12 16:30:00,2017-07-12 16:45:00,25042.0,1847.55
18403,2017-07-12 00:00:00,2017-07-12 16:45:00,2017-07-12 17:00:00,25036.0,1820.41
18404,2017-07-12 00:00:00,2017-07-12 17:00:00,2017-07-12 17:15:00,24743.0,1797.12
18405,2017-07-12 00:00:00,2017-07-12 17:15:00,2017-07-12 17:30:00,24735.0,1695.33
18406,2017-07-12 00:00:00,2017-07-12 17:30:00,2017-07-12 17:45:00,24860.0,1592.29
18407,2017-07-12 00:00:00,2017-07-12 17:45:00,2017-07-12 18:00:00,24811.0,1534.4
18408,2017-07-12 00:00:00,2017-07-12 18:00:00,2017-07-12 18:15:00,24683.0,1430.58
18409,2017-07-12 00:00:00,2017-07-12 18:15:00,2017-07-12 18:30:00,24472.0,1251.71
18410,2017-07-12 00:00:00,2017-07-12 18:30:00,2017-07-12 18:45:00,24412.0,1178.55
18411,2017-07-12 00:00:00,2017-07-12 18:45:00,2017-07-12 19:00:00,24441.0,1038.97
18412,2017-07-12 00:00:00,2017-07-12 19:00:00,2017-07-12 19:15:00,24393.0,970.95
18413,2017-07-12 00:00:00,2017-07-12 19:15:00,2017-07-12 19:30:00,24306.0,852.82
18414,2017-07-12 00:00:00,2017-07-12 19:30:00,2017-07-12 19:45:00,24122.0,720.67
18415,2017-07-12 00:00:00,2017-07-12 19:45:00,2017-07-12 20:00:00,23989.0,568.36
18416,2017-07-12 00:00:00,2017-07-12 20:00:00,2017-07-12 20:15:00,23828.0,436.29
18417,2017-07-12 00:00:00,2017-07-12 20:15:00,2017-07-12 20:30:00,23429.0,323.47
18418,2017-07-12 00:00:00,2017-07-12 20:30:00,2017-07-12 20:45:00,23168.0,224.72
18419,2017-07-12 00:00:00,2017-07-12 20:45:00,2017-07-12 21:00:00,23107.0,128.74
18420,2017-07-12 00:00:00,2017-07-12 21:00:00,2017-07-12 21:15:00,22747.0,72.14
18421,2017-07-12 00:00:00,2017-07-12 21:15:00,2017-07-12 21:30:00,22430.0,0.0
18422,2017-07-12 00:00:00,2017-07-12 21:30:00,2017-07-12 21:45:00,22286.0,0.0
18423,2017-07-12 00:00:00,2017-07-12 21:45:00,2017-07-12 22:00:00,22056.0,0.0
18424,2017-07-12 00:00:00,2017-07-12 22:00:00,2017-07-12 22:15:00,21818.0,0.0
18425,2017-07-12 00:00:00,2017-07-12 22:15:00,2017-07-12 22:30:00,21781.0,0.0
18426,2017-07-12 00:00:00,2017-07-12 22:30:00,2017-07-12 22:45:00,21365.0,0.0
18427,2017-07-12 00:00:00,2017-07-12 22:45:00,2017-07-12 23:00:00,21035.0,0.0
18428,2017-07-12 00:00:00,2017-07-12 23:00:00,2017-07-12 23:15:00,19950.0,0.0
18429,2017-07-12 00:00:00,2017-07-12 23:15:00,2017-07-12 23:30:00,19834.0,0.0
18430,2017-07-12 00:00:00,2017-07-12 23:30:00,2017-07-12 23:45:00,19586.0,0.0
18431,2017-07-12 00:00:00,2017-07-12 23:45:00,2017-07-13 00:00:00,19345.0,0.0
18432,2017-07-13 00:00:00,2017-07-13 00:00:00,2017-07-13 00:15:00,18845.0,0.0
18433,2017-07-13 00:00:00,2017-07-13 00:15:00,2017-07-13 00:30:00,18559.0,0.0
18434,2017-07-13 00:00:00,2017-07-13 00:30:00,2017-07-13 00:45:00,18384.0,0.0
18435,2017-07-13 00:00:00,2017-07-13 00:45:00,2017-07-13 01:00:00,18249.0,0.0
18436,2017-07-13 00:00:00,2017-07-13 01:00:00,2017-07-13 01:15:00,18006.0,0.0
18437,2017-07-13 00:00:00,2017-07-13 01:15:00,2017-07-13 01:30:00,17750.0,0.0
18438,2017-07-13 00:00:00,2017-07-13 01:30:00,2017-07-13 01:45:00,17576.0,0.0
18439,2017-07-13 00:00:00,2017-07-13 01:45:00,2017-07-13 02:00:00,17316.0,0.0
18440,2017-07-13 00:00:00,2017-07-13 02:00:00,2017-07-13 02:15:00,17306.0,0.0
18441,2017-07-13 00:00:00,2017-07-13 02:15:00,2017-07-13 02:30:00,17183.0,0.0
18442,2017-07-13 00:00:00,2017-07-13 02:30:00,2017-07-13 02:45:00,17204.0,0.0
18443,2017-07-13 00:00:00,2017-07-13 02:45:00,2017-07-13 03:00:00,17281.0,0.0
18444,2017-07-13 00:00:00,2017-07-13 03:00:00,2017-07-13 03:15:00,17359.0,0.0
18445,2017-07-13 00:00:00,2017-07-13 03:15:00,2017-07-13 03:30:00,17291.0,0.0
18446,2017-07-13 00:00:00,2017-07-13 03:30:00,2017-07-13 03:45:00,17216.0,0.0
18447,2017-07-13 00:00:00,2017-07-13 03:45:00,2017-07-13 04:00:00,17214.0,0.0
18448,2017-07-13 00:00:00,2017-07-13 04:00:00,2017-07-13 04:15:00,17320.0,0.0
18449,2017-07-13 00:00:00,2017-07-13 04:15:00,2017-07-13 04:30:00,17502.0,0.0
18450,2017-07-13 00:00:00,2017-07-13 04:30:00,2017-07-13 04:45:00,17597.0,0.0
18451,2017-07-13 00:00:00,2017-07-13 04:45:00,2017-07-13 05:00:00,17673.0,0.0
18452,2017-07-13 00:00:00,2017-07-13 05:00:00,2017-07-13 05:15:00,18414.0,0.0
18453,2017-07-13 00:00:00,2017-07-13 05:15:00,2017-07-13 05:30:00,18543.0,0.22
18454,2017-07-13 00:00:00,2017-07-13 05:30:00,2017-07-13 05:45:00,18730.0,13.84
18455,2017-07-13 00:00:00,2017-07-13 05:45:00,2017-07-13 06:00:00,19308.0,56.96
18456,2017-07-13 00:00:00,2017-07-13 06:00:00,2017-07-13 06:15:00,20462.0,115.96
18457,2017-07-13 00:00:00,2017-07-13 06:15:00,2017-07-13 06:30:00,21113.0,180.26
18458,2017-07-13 00:00:00,2017-07-13 06:30:00,2017-07-13 06:45:00,21536.0,275.0
18459,2017-07-13 00:00:00,2017-07-13 06:45:00,2017-07-13 07:00:00,22028.0,398.74
18460,2017-07-13 00:00:00,2017-07-13 07:00:00,2017-07-13 07:15:00,22487.0,552.63
18461,2017-07-13 00:00:00,2017-07-13 07:15:00,2017-07-13 07:30:00,22974.0,742.05
18462,2017-07-13 00:00:00,2017-07-13 07:30:00,2017-07-13 07:45:00,23297.0,946.68
18463,2017-07-13 00:00:00,2017-07-13 07:45:00,2017-07-13 08:00:00,23644.0,1155.92
18464,2017-07-13 00:00:00,2017-07-13 08:00:00,2017-07-13 08:15:00,24061.0,1404.82
18465,2017-07-13 00:00:00,2017-07-13 08:15:00,2017-07-13 08:30:00,24384.0,1651.31
18466,2017-07-13 00:00:00,2017-07-13 08:30:00,2017-07-13 08:45:00,24503.0,1941.56
18467,2017-07-13 00:00:00,2017-07-13 08:45:00,2017-07-13 09:00:00,24510.0,2221.84
18468,2017-07-13 00:00:00,2017-07-13 09:00:00,2017-07-13 09:15:00,24466.0,2538.09
18469,2017-07-13 00:00:00,2017-07-13 09:15:00,2017-07-13 09:30:00,24753.0,2861.14
18470,2017-07-13 00:00:00,2017-07-13 09:30:00,2017-07-13 09:45:00,24836.0,3052.36
18471,2017-07-13 00:00:00,2017-07-13 09:45:00,2017-07-13 10:00:00,25015.0,3279.46
18472,2017-07-13 00:00:00,2017-07-13 10:00:00,2017-07-13 10:15:00,25204.0,3458.44
18473,2017-07-13 00:00:00,2017-07-13 10:15:00,2017-07-13 10:30:00,25335.0,3638.47
18474,2017-07-13 00:00:00,2017-07-13 10:30:00,2017-07-13 10:45:00,25679.0,3717.89
18475,2017-07-13 00:00:00,2017-07-13 10:45:00,2017-07-13 11:00:00,25644.0,3781.52
18476,2017-07-13 00:00:00,2017-07-13 11:00:00,2017-07-13 11:15:00,25261.0,3810.7
18477,2017-07-13 00:00:00,2017-07-13 11:15:00,2017-07-13 11:30:00,25426.0,3872.24
18478,2017-07-13 00:00:00,2017-07-13 11:30:00,2017-07-13 11:45:00,25457.0,3984.98
18479,2017-07-13 00:00:00,2017-07-13 11:45:00,2017-07-13 12:00:00,25553.0,4011.96
18480,2017-07-13 00:00:00,2017-07-13 12:00:00,2017-07-13 12:15:00,25287.0,4137.76
18481,2017-07-13 00:00:00,2017-07-13 12:15:00,2017-07-13 12:30:00,25460.0,4175.26
18482,2017-07-13 00:00:00,2017-07-13 12:30:00,2017-07-13 12:45:00,25460.0,4192.98
18483,2017-07-13 00:00:00,2017-07-13 12:45:00,2017-07-13 13:00:00,25567.0,4254.55
18484,2017-07-13 00:00:00,2017-07-13 13:00:00,2017-07-13 13:15:00,25513.0,4310.47
18485,2017-07-13 00:00:00,2017-07-13 13:15:00,2017-07-13 13:30:00,25431.0,4367.25
18486,2017-07-13 00:00:00,2017-07-13 13:30:00,2017-07-13 13:45:00,25066.0,4358.73
18487,2017-07-13 00:00:00,2017-07-13 13:45:00,2017-07-13 14:00:00,25103.0,4446.41
18488,2017-07-13 00:00:00,2017-07-13 14:00:00,2017-07-13 14:15:00,24863.0,4382.4
18489,2017-07-13 00:00:00,2017-07-13 14:15:00,2017-07-13 14:30:00,24982.0,4361.52
18490,2017-07-13 00:00:00,2017-07-13 14:30:00,2017-07-13 14:45:00,24830.0,4269.49
18491,2017-07-13 00:00:00,2017-07-13 14:45:00,2017-07-13 15:00:00,24800.0,4285.07
18492,2017-07-13 00:00:00,2017-07-13 15:00:00,2017-07-13 15:15:00,24633.0,4189.32
18493,2017-07-13 00:00:00,2017-07-13 15:15:00,2017-07-13 15:30:00,24661.0,4163.16
18494,2017-07-13 00:00:00,2017-07-13 15:30:00,2017-07-13 15:45:00,24511.0,4013.23
18495,2017-07-13 00:00:00,2017-07-13 15:45:00,2017-07-13 16:00:00,24383.0,3916.12
18496,2017-07-13 00:00:00,2017-07-13 16:00:00,2017-07-13 16:15:00,24240.0,3773.46
18497,2017-07-13 00:00:00,2017-07-13 16:15:00,2017-07-13 16:30:00,24134.0,3663.99
18498,2017-07-13 00:00:00,2017-07-13 16:30:00,2017-07-13 16:45:00,24004.0,3466.29
18499,2017-07-13 00:00:00,2017-07-13 16:45:00,2017-07-13 17:00:00,23694.0,3245.29
18500,2017-07-13 00:00:00,2017-07-13 17:00:00,2017-07-13 17:15:00,23803.0,3025.35
18501,2017-07-13 00:00:00,2017-07-13 17:15:00,2017-07-13 17:30:00,23627.0,2797.53
18502,2017-07-13 00:00:00,2017-07-13 17:30:00,2017-07-13 17:45:00,23744.0,2539.6
18503,2017-07-13 00:00:00,2017-07-13 17:45:00,2017-07-13 18:00:00,23626.0,2279.69
18504,2017-07-13 00:00:00,2017-07-13 18:00:00,2017-07-13 18:15:00,23558.0,2020.11
18505,2017-07-13 00:00:00,2017-07-13 18:15:00,2017-07-13 18:30:00,23502.0,1835.26
18506,2017-07-13 00:00:00,2017-07-13 18:30:00,2017-07-13 18:45:00,23579.0,1610.37
18507,2017-07-13 00:00:00,2017-07-13 18:45:00,2017-07-13 19:00:00,23411.0,1340.98
18508,2017-07-13 00:00:00,2017-07-13 19:00:00,2017-07-13 19:15:00,23502.0,1127.34
18509,2017-07-13 00:00:00,2017-07-13 19:15:00,2017-07-13 19:30:00,23456.0,937.59
18510,2017-07-13 00:00:00,2017-07-13 19:30:00,2017-07-13 19:45:00,23255.0,738.91
18511,2017-07-13 00:00:00,2017-07-13 19:45:00,2017-07-13 20:00:00,23026.0,594.69
18512,2017-07-13 00:00:00,2017-07-13 20:00:00,2017-07-13 20:15:00,22740.0,457.14
18513,2017-07-13 00:00:00,2017-07-13 20:15:00,2017-07-13 20:30:00,22598.0,365.3
18514,2017-07-13 00:00:00,2017-07-13 20:30:00,2017-07-13 20:45:00,22372.0,269.66
18515,2017-07-13 00:00:00,2017-07-13 20:45:00,2017-07-13 21:00:00,21982.0,165.44
18516,2017-07-13 00:00:00,2017-07-13 21:00:00,2017-07-13 21:15:00,21830.0,85.27
18517,2017-07-13 00:00:00,2017-07-13 21:15:00,2017-07-13 21:30:00,21610.0,0.0
18518,2017-07-13 00:00:00,2017-07-13 21:30:00,2017-07-13 21:45:00,21459.0,0.0
18519,2017-07-13 00:00:00,2017-07-13 21:45:00,2017-07-13 22:00:00,21377.0,0.0
18520,2017-07-13 00:00:00,2017-07-13 22:00:00,2017-07-13 22:15:00,21169.0,0.0
18521,2017-07-13 00:00:00,2017-07-13 22:15:00,2017-07-13 22:30:00,21067.0,0.0
18522,2017-07-13 00:00:00,2017-07-13 22:30:00,2017-07-13 22:45:00,20733.0,0.0
18523,2017-07-13 00:00:00,2017-07-13 22:45:00,2017-07-13 23:00:00,20360.0,0.0
18524,2017-07-13 00:00:00,2017-07-13 23:00:00,2017-07-13 23:15:00,19745.0,0.0
18525,2017-07-13 00:00:00,2017-07-13 23:15:00,2017-07-13 23:30:00,19365.0,0.0
18526,2017-07-13 00:00:00,2017-07-13 23:30:00,2017-07-13 23:45:00,19095.0,0.0
18527,2017-07-13 00:00:00,2017-07-13 23:45:00,2017-07-14 00:00:00,18859.0,0.0
18528,2017-07-14 00:00:00,2017-07-14 00:00:00,2017-07-14 00:15:00,18644.0,0.0
18529,2017-07-14 00:00:00,2017-07-14 00:15:00,2017-07-14 00:30:00,18410.0,0.0
18530,2017-07-14 00:00:00,2017-07-14 00:30:00,2017-07-14 00:45:00,18130.0,0.0
18531,2017-07-14 00:00:00,2017-07-14 00:45:00,2017-07-14 01:00:00,17934.0,0.0
18532,2017-07-14 00:00:00,2017-07-14 01:00:00,2017-07-14 01:15:00,17969.0,0.0
18533,2017-07-14 00:00:00,2017-07-14 01:15:00,2017-07-14 01:30:00,17980.0,0.0
18534,2017-07-14 00:00:00,2017-07-14 01:30:00,2017-07-14 01:45:00,17746.0,0.0
18535,2017-07-14 00:00:00,2017-07-14 01:45:00,2017-07-14 02:00:00,17545.0,0.0
18536,2017-07-14 00:00:00,2017-07-14 02:00:00,2017-07-14 02:15:00,17334.0,0.0
18537,2017-07-14 00:00:00,2017-07-14 02:15:00,2017-07-14 02:30:00,17388.0,0.0
18538,2017-07-14 00:00:00,2017-07-14 02:30:00,2017-07-14 02:45:00,17377.0,0.0
18539,2017-07-14 00:00:00,2017-07-14 02:45:00,2017-07-14 03:00:00,17472.0,0.0
18540,2017-07-14 00:00:00,2017-07-14 03:00:00,2017-07-14 03:15:00,17432.0,0.0
18541,2017-07-14 00:00:00,2017-07-14 03:15:00,2017-07-14 03:30:00,17463.0,0.0
18542,2017-07-14 00:00:00,2017-07-14 03:30:00,2017-07-14 03:45:00,17424.0,0.0
18543,2017-07-14 00:00:00,2017-07-14 03:45:00,2017-07-14 04:00:00,17496.0,0.0
18544,2017-07-14 00:00:00,2017-07-14 04:00:00,2017-07-14 04:15:00,17579.0,0.0
18545,2017-07-14 00:00:00,2017-07-14 04:15:00,2017-07-14 04:30:00,17612.0,0.0
18546,2017-07-14 00:00:00,2017-07-14 04:30:00,2017-07-14 04:45:00,17870.0,0.0
18547,2017-07-14 00:00:00,2017-07-14 04:45:00,2017-07-14 05:00:00,18007.0,0.0
18548,2017-07-14 00:00:00,2017-07-14 05:00:00,2017-07-14 05:15:00,18534.0,0.0
18549,2017-07-14 00:00:00,2017-07-14 05:15:00,2017-07-14 05:30:00,18680.0,0.1
18550,2017-07-14 00:00:00,2017-07-14 05:30:00,2017-07-14 05:45:00,18981.0,10.93
18551,2017-07-14 00:00:00,2017-07-14 05:45:00,2017-07-14 06:00:00,19394.0,51.24
18552,2017-07-14 00:00:00,2017-07-14 06:00:00,2017-07-14 06:15:00,20149.0,108.0
18553,2017-07-14 00:00:00,2017-07-14 06:15:00,2017-07-14 06:30:00,20809.0,168.75
18554,2017-07-14 00:00:00,2017-07-14 06:30:00,2017-07-14 06:45:00,21569.0,242.84
18555,2017-07-14 00:00:00,2017-07-14 06:45:00,2017-07-14 07:00:00,22249.0,350.41
18556,2017-07-14 00:00:00,2017-07-14 07:00:00,2017-07-14 07:15:00,22782.0,468.32
18557,2017-07-14 00:00:00,2017-07-14 07:15:00,2017-07-14 07:30:00,23182.0,601.02
18558,2017-07-14 00:00:00,2017-07-14 07:30:00,2017-07-14 07:45:00,23582.0,750.57
18559,2017-07-14 00:00:00,2017-07-14 07:45:00,2017-07-14 08:00:00,23991.0,933.08
18560,2017-07-14 00:00:00,2017-07-14 08:00:00,2017-07-14 08:15:00,24300.0,1093.63
18561,2017-07-14 00:00:00,2017-07-14 08:15:00,2017-07-14 08:30:00,24621.0,1310.68
18562,2017-07-14 00:00:00,2017-07-14 08:30:00,2017-07-14 08:45:00,24789.0,1506.29
18563,2017-07-14 00:00:00,2017-07-14 08:45:00,2017-07-14 09:00:00,24884.0,1705.49
18564,2017-07-14 00:00:00,2017-07-14 09:00:00,2017-07-14 09:15:00,24700.0,1934.87
18565,2017-07-14 00:00:00,2017-07-14 09:15:00,2017-07-14 09:30:00,25030.0,2183.87
18566,2017-07-14 00:00:00,2017-07-14 09:30:00,2017-07-14 09:45:00,25071.0,2400.76
18567,2017-07-14 00:00:00,2017-07-14 09:45:00,2017-07-14 10:00:00,25291.0,2717.84
18568,2017-07-14 00:00:00,2017-07-14 10:00:00,2017-07-14 10:15:00,25245.0,2935.35
18569,2017-07-14 00:00:00,2017-07-14 10:15:00,2017-07-14 10:30:00,25394.0,3095.2
18570,2017-07-14 00:00:00,2017-07-14 10:30:00,2017-07-14 10:45:00,25634.0,3344.32
18571,2017-07-14 00:00:00,2017-07-14 10:45:00,2017-07-14 11:00:00,25901.0,3515.79
18572,2017-07-14 00:00:00,2017-07-14 11:00:00,2017-07-14 11:15:00,25832.0,3520.97
18573,2017-07-14 00:00:00,2017-07-14 11:15:00,2017-07-14 11:30:00,25736.0,3502.89
18574,2017-07-14 00:00:00,2017-07-14 11:30:00,2017-07-14 11:45:00,25902.0,3532.27
18575,2017-07-14 00:00:00,2017-07-14 11:45:00,2017-07-14 12:00:00,25929.0,3533.96
18576,2017-07-14 00:00:00,2017-07-14 12:00:00,2017-07-14 12:15:00,26173.0,3667.61
18577,2017-07-14 00:00:00,2017-07-14 12:15:00,2017-07-14 12:30:00,26492.0,3673.94
18578,2017-07-14 00:00:00,2017-07-14 12:30:00,2017-07-14 12:45:00,26882.0,3566.42
18579,2017-07-14 00:00:00,2017-07-14 12:45:00,2017-07-14 13:00:00,26721.0,3415.85
18580,2017-07-14 00:00:00,2017-07-14 13:00:00,2017-07-14 13:15:00,26618.0,3209.78
18581,2017-07-14 00:00:00,2017-07-14 13:15:00,2017-07-14 13:30:00,26203.0,3070.73
18582,2017-07-14 00:00:00,2017-07-14 13:30:00,2017-07-14 13:45:00,25688.0,2810.88
18583,2017-07-14 00:00:00,2017-07-14 13:45:00,2017-07-14 14:00:00,25408.0,2720.83
18584,2017-07-14 00:00:00,2017-07-14 14:00:00,2017-07-14 14:15:00,25560.0,2661.21
18585,2017-07-14 00:00:00,2017-07-14 14:15:00,2017-07-14 14:30:00,25368.0,2557.95
18586,2017-07-14 00:00:00,2017-07-14 14:30:00,2017-07-14 14:45:00,25161.0,2510.22
18587,2017-07-14 00:00:00,2017-07-14 14:45:00,2017-07-14 15:00:00,24891.0,2437.27
18588,2017-07-14 00:00:00,2017-07-14 15:00:00,2017-07-14 15:15:00,24888.0,2408.53
18589,2017-07-14 00:00:00,2017-07-14 15:15:00,2017-07-14 15:30:00,24735.0,2422.56
18590,2017-07-14 00:00:00,2017-07-14 15:30:00,2017-07-14 15:45:00,24544.0,2347.62
18591,2017-07-14 00:00:00,2017-07-14 15:45:00,2017-07-14 16:00:00,24507.0,2402.87
18592,2017-07-14 00:00:00,2017-07-14 16:00:00,2017-07-14 16:15:00,24451.0,2242.3
18593,2017-07-14 00:00:00,2017-07-14 16:15:00,2017-07-14 16:30:00,24337.0,2096.7
18594,2017-07-14 00:00:00,2017-07-14 16:30:00,2017-07-14 16:45:00,24227.0,1914.09
18595,2017-07-14 00:00:00,2017-07-14 16:45:00,2017-07-14 17:00:00,24249.0,1759.53
18596,2017-07-14 00:00:00,2017-07-14 17:00:00,2017-07-14 17:15:00,24374.0,1643.53
18597,2017-07-14 00:00:00,2017-07-14 17:15:00,2017-07-14 17:30:00,24202.0,1495.78
18598,2017-07-14 00:00:00,2017-07-14 17:30:00,2017-07-14 17:45:00,24244.0,1331.05
18599,2017-07-14 00:00:00,2017-07-14 17:45:00,2017-07-14 18:00:00,24199.0,1225.55
18600,2017-07-14 00:00:00,2017-07-14 18:00:00,2017-07-14 18:15:00,23939.0,1063.54
18601,2017-07-14 00:00:00,2017-07-14 18:15:00,2017-07-14 18:30:00,23546.0,897.02
18602,2017-07-14 00:00:00,2017-07-14 18:30:00,2017-07-14 18:45:00,23468.0,796.42
18603,2017-07-14 00:00:00,2017-07-14 18:45:00,2017-07-14 19:00:00,23550.0,690.22
18604,2017-07-14 00:00:00,2017-07-14 19:00:00,2017-07-14 19:15:00,23195.0,619.74
18605,2017-07-14 00:00:00,2017-07-14 19:15:00,2017-07-14 19:30:00,22942.0,537.4
18606,2017-07-14 00:00:00,2017-07-14 19:30:00,2017-07-14 19:45:00,22761.0,452.31
18607,2017-07-14 00:00:00,2017-07-14 19:45:00,2017-07-14 20:00:00,22678.0,371.49
18608,2017-07-14 00:00:00,2017-07-14 20:00:00,2017-07-14 20:15:00,22674.0,294.7
18609,2017-07-14 00:00:00,2017-07-14 20:15:00,2017-07-14 20:30:00,22292.0,218.42
18610,2017-07-14 00:00:00,2017-07-14 20:30:00,2017-07-14 20:45:00,22060.0,145.36
18611,2017-07-14 00:00:00,2017-07-14 20:45:00,2017-07-14 21:00:00,21631.0,90.56
18612,2017-07-14 00:00:00,2017-07-14 21:00:00,2017-07-14 21:15:00,21267.0,48.19
18613,2017-07-14 00:00:00,2017-07-14 21:15:00,2017-07-14 21:30:00,20899.0,0.0
18614,2017-07-14 00:00:00,2017-07-14 21:30:00,2017-07-14 21:45:00,20604.0,0.0
18615,2017-07-14 00:00:00,2017-07-14 21:45:00,2017-07-14 22:00:00,20602.0,0.0
18616,2017-07-14 00:00:00,2017-07-14 22:00:00,2017-07-14 22:15:00,20575.0,0.0
18617,2017-07-14 00:00:00,2017-07-14 22:15:00,2017-07-14 22:30:00,20315.0,0.0
18618,2017-07-14 00:00:00,2017-07-14 22:30:00,2017-07-14 22:45:00,19928.0,0.0
18619,2017-07-14 00:00:00,2017-07-14 22:45:00,2017-07-14 23:00:00,19712.0,0.0
18620,2017-07-14 00:00:00,2017-07-14 23:00:00,2017-07-14 23:15:00,19825.0,0.0
18621,2017-07-14 00:00:00,2017-07-14 23:15:00,2017-07-14 23:30:00,19476.0,0.0
18622,2017-07-14 00:00:00,2017-07-14 23:30:00,2017-07-14 23:45:00,19234.0,0.0
18623,2017-07-14 00:00:00,2017-07-14 23:45:00,2017-07-15 00:00:00,18986.0,0.0
18624,2017-07-15 00:00:00,2017-07-15 00:00:00,2017-07-15 00:15:00,18050.0,0.0
18625,2017-07-15 00:00:00,2017-07-15 00:15:00,2017-07-15 00:30:00,17892.0,0.0
18626,2017-07-15 00:00:00,2017-07-15 00:30:00,2017-07-15 00:45:00,17537.0,0.0
18627,2017-07-15 00:00:00,2017-07-15 00:45:00,2017-07-15 01:00:00,17460.0,0.0
18628,2017-07-15 00:00:00,2017-07-15 01:00:00,2017-07-15 01:15:00,17352.0,0.0
18629,2017-07-15 00:00:00,2017-07-15 01:15:00,2017-07-15 01:30:00,17401.0,0.0
18630,2017-07-15 00:00:00,2017-07-15 01:30:00,2017-07-15 01:45:00,17167.0,0.0
18631,2017-07-15 00:00:00,2017-07-15 01:45:00,2017-07-15 02:00:00,17143.0,0.0
