,date,from,to,load,pv
11252,2017-04-29 00:00:00,2017-04-29 05:00:00,2017-04-29 05:15:00,17731.0,0.0
11253,2017-04-29 00:00:00,2017-04-29 05:15:00,2017-04-29 05:30:00,17636.0,0.0
11254,2017-04-29 00:00:00,2017-04-29 05:30:00,2017-04-29 05:45:00,17501.0,0.0
11255,2017-04-29 00:00:00,2017-04-29 05:45:00,2017-04-29 06:00:00,17648.0,0.0
11256,2017-04-29 00:00:00,2017-04-29 06:00:00,2017-04-29 06:15:00,17881.0,6.92
11257,2017-04-29 00:00:00,2017-04-29 06:15:00,2017-04-29 06:30:00,17799.0,54.59
11258,2017-04-29 00:00:00,2017-04-29 06:30:00,2017-04-29 06:45:00,17956.0,120.5
11259,2017-04-29 00:00:00,2017-04-29 06:45:00,2017-04-29 07:00:00,18238.0,176.92
11260,2017-04-29 00:00:00,2017-04-29 07:00:00,2017-04-29 07:15:00,18617.0,303.73
11261,2017-04-29 00:00:00,2017-04-29 07:15:00,2017-04-29 07:30:00,18676.0,462.52
11262,2017-04-29 00:00:00,2017-04-29 07:30:00,2017-04-29 07:45:00,18799.0,637.76
11263,2017-04-29 00:00:00,2017-04-29 07:45:00,2017-04-29 08:00:00,18993.0,823.24
11264,2017-04-29 00:00:00,2017-04-29 08:00:00,2017-04-29 08:15:00,19169.0,1022.18
11265,2017-04-29 00:00:00,2017-04-29 08:15:00,2017-04-29 08:30:00,19341.0,1265.7
11266,2017-04-29 00:00:00,2017-04-29 08:30:00,2017-04-29 08:45:00,19320.0,1539.47
11267,2017-04-29 00:00:00,2017-04-29 08:45:00,2017-04-29 09:00:00,19315.0,1810.26
11268,2017-04-29 00:00:00,2017-04-29 09:00:00,2017-04-29 09:15:00,19235.0,2083.97
11269,2017-04-29 00:00:00,2017-04-29 09:15:00,2017-04-29 09:30:00,19039.0,2418.68
11270,2017-04-29 00:00:00,2017-04-29 09:30:00,2017-04-29 09:45:00,18991.0,2788.48
11271,2017-04-29 00:00:00,2017-04-29 09:45:00,2017-04-29 10:00:00,18854.0,3095.89
11272,2017-04-29 00:00:00,2017-04-29 10:00:00,2017-04-29 10:15:00,18730.0,3314.58
11273,2017-04-29 00:00:00,2017-04-29 10:15:00,2017-04-29 10:30:00,18672.0,3434.16
11274,2017-04-29 00:00:00,2017-04-29 10:30:00,2017-04-29 10:45:00,18614.0,3425.67
11275,2017-04-29 00:00:00,2017-04-29 10:45:00,2017-04-29 11:00:00,18765.0,3490.5
11276,2017-04-29 00:00:00,2017-04-29 11:00:00,2017-04-29 11:15:00,18604.0,3513.04
11277,2017-04-29 00:00:00,2017-04-29 11:15:00,2017-04-29 11:30:00,18558.0,3492.86
11278,2017-04-29 00:00:00,2017-04-29 11:30:00,2017-04-29 11:45:00,18637.0,3483.64
11279,2017-04-29 00:00:00,2017-04-29 11:45:00,2017-04-29 12:00:00,18338.0,3358.07
11280,2017-04-29 00:00:00,2017-04-29 12:00:00,2017-04-29 12:15:00,18178.0,3334.68
11281,2017-04-29 00:00:00,2017-04-29 12:15:00,2017-04-29 12:30:00,17880.0,3408.35
11282,2017-04-29 00:00:00,2017-04-29 12:30:00,2017-04-29 12:45:00,17906.0,3491.86
11283,2017-04-29 00:00:00,2017-04-29 12:45:00,2017-04-29 13:00:00,17951.0,3511.12
11284,2017-04-29 00:00:00,2017-04-29 13:00:00,2017-04-29 13:15:00,17991.0,3573.85
11285,2017-04-29 00:00:00,2017-04-29 13:15:00,2017-04-29 13:30:00,17605.0,3672.42
11286,2017-04-29 00:00:00,2017-04-29 13:30:00,2017-04-29 13:45:00,17514.0,3707.51
11287,2017-04-29 00:00:00,2017-04-29 13:45:00,2017-04-29 14:00:00,17131.0,3724.44
11288,2017-04-29 00:00:00,2017-04-29 14:00:00,2017-04-29 14:15:00,16837.0,3686.27
11289,2017-04-29 00:00:00,2017-04-29 14:15:00,2017-04-29 14:30:00,16568.0,3673.54
11290,2017-04-29 00:00:00,2017-04-29 14:30:00,2017-04-29 14:45:00,16464.0,3704.18
11291,2017-04-29 00:00:00,2017-04-29 14:45:00,2017-04-29 15:00:00,16296.0,3629.22
11292,2017-04-29 00:00:00,2017-04-29 15:00:00,2017-04-29 15:15:00,16228.0,3619.99
11293,2017-04-29 00:00:00,2017-04-29 15:15:00,2017-04-29 15:30:00,16097.0,3584.12
11294,2017-04-29 00:00:00,2017-04-29 15:30:00,2017-04-29 15:45:00,16157.0,3529.93
11295,2017-04-29 00:00:00,2017-04-29 15:45:00,2017-04-29 16:00:00,16028.0,3438.5
11296,2017-04-29 00:00:00,2017-04-29 16:00:00,2017-04-29 16:15:00,16247.0,3309.92
11297,2017-04-29 00:00:00,2017-04-29 16:15:00,2017-04-29 16:30:00,16247.0,3174.76
11298,2017-04-29 00:00:00,2017-04-29 16:30:00,2017-04-29 16:45:00,16375.0,3049.61
11299,2017-04-29 00:00:00,2017-04-29 16:45:00,2017-04-29 17:00:00,16449.0,2930.41
11300,2017-04-29 00:00:00,2017-04-29 17:00:00,2017-04-29 17:15:00,16695.0,2744.39
11301,2017-04-29 00:00:00,2017-04-29 17:15:00,2017-04-29 17:30:00,16937.0,2524.08
11302,2017-04-29 00:00:00,2017-04-29 17:30:00,2017-04-29 17:45:00,17275.0,2315.85
11303,2017-04-29 00:00:00,2017-04-29 17:45:00,2017-04-29 18:00:00,17749.0,2014.07
11304,2017-04-29 00:00:00,2017-04-29 18:00:00,2017-04-29 18:15:00,18168.0,1731.89
11305,2017-04-29 00:00:00,2017-04-29 18:15:00,2017-04-29 18:30:00,18309.0,1490.78
11306,2017-04-29 00:00:00,2017-04-29 18:30:00,2017-04-29 18:45:00,18742.0,1222.5
11307,2017-04-29 00:00:00,2017-04-29 18:45:00,2017-04-29 19:00:00,19085.0,958.7
11308,2017-04-29 00:00:00,2017-04-29 19:00:00,2017-04-29 19:15:00,19507.0,750.38
11309,2017-04-29 00:00:00,2017-04-29 19:15:00,2017-04-29 19:30:00,19709.0,544.22
11310,2017-04-29 00:00:00,2017-04-29 19:30:00,2017-04-29 19:45:00,19890.0,403.64
11311,2017-04-29 00:00:00,2017-04-29 19:45:00,2017-04-29 20:00:00,19666.0,291.8
11312,2017-04-29 00:00:00,2017-04-29 20:00:00,2017-04-29 20:15:00,19667.0,195.15
11313,2017-04-29 00:00:00,2017-04-29 20:15:00,2017-04-29 20:30:00,19517.0,101.88
11314,2017-04-29 00:00:00,2017-04-29 20:30:00,2017-04-29 20:45:00,19253.0,29.8
11315,2017-04-29 00:00:00,2017-04-29 20:45:00,2017-04-29 21:00:00,18960.0,1.73
11316,2017-04-29 00:00:00,2017-04-29 21:00:00,2017-04-29 21:15:00,19287.0,0.0
11317,2017-04-29 00:00:00,2017-04-29 21:15:00,2017-04-29 21:30:00,19516.0,0.0
11318,2017-04-29 00:00:00,2017-04-29 21:30:00,2017-04-29 21:45:00,19219.0,0.0
11319,2017-04-29 00:00:00,2017-04-29 21:45:00,2017-04-29 22:00:00,19112.0,0.0
11320,2017-04-29 00:00:00,2017-04-29 22:00:00,2017-04-29 22:15:00,19050.0,0.0
11321,2017-04-29 00:00:00,2017-04-29 22:15:00,2017-04-29 22:30:00,19032.0,0.0
11322,2017-04-29 00:00:00,2017-04-29 22:30:00,2017-04-29 22:45:00,18756.0,0.0
11323,2017-04-29 00:00:00,2017-04-29 22:45:00,2017-04-29 23:00:00,18505.0,0.0
11324,2017-04-29 00:00:00,2017-04-29 23:00:00,2017-04-29 23:15:00,18133.0,0.0
11325,2017-04-29 00:00:00,2017-04-29 23:15:00,2017-04-29 23:30:00,17807.0,0.0
11326,2017-04-29 00:00:00,2017-04-29 23:30:00,2017-04-29 23:45:00,17366.0,0.0
11327,2017-04-29 00:00:00,2017-04-29 23:45:00,2017-04-30 00:00:00,17077.0,0.0
11328,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-04-30 00:15:00,16942.0,0.0
11329,2017-04-30 00:00:00,2017-04-30 00:15:00,2017-04-30 00:30:00,16855.0,0.0
11330,2017-04-30 00:00:00,2017-04-30 00:30:00,2017-04-30 00:45:00,16484.0,0.0
11331,2017-04-30 00:00:00,2017-04-30 00:45:00,2017-04-30 01:00:00,16264.0,0.0
11332,2017-04-30 00:00:00,2017-04-30 01:00:00,2017-04-30 01:15:00,16000.0,0.0
11333,2017-04-30 00:00:00,2017-04-30 01:15:00,2017-04-30 01:30:00,15922.0,0.0
11334,2017-04-30 00:00:00,2017-04-30 01:30:00,2017-04-30 01:45:00,15851.0,0.0
11335,2017-04-30 00:00:00,2017-04-30 01:45:00,2017-04-30 02:00:00,15768.0,0.0
11336,2017-04-30 00:00:00,2017-04-30 02:00:00,2017-04-30 02:15:00,15730.0,0.0
11337,2017-04-30 00:00:00,2017-04-30 02:15:00,2017-04-30 02:30:00,15539.0,0.0
11338,2017-04-30 00:00:00,2017-04-30 02:30:00,2017-04-30 02:45:00,15530.0,0.0
11339,2017-04-30 00:00:00,2017-04-30 02:45:00,2017-04-30 03:00:00,15507.0,0.0
11340,2017-04-30 00:00:00,2017-04-30 03:00:00,2017-04-30 03:15:00,15731.0,0.0
11341,2017-04-30 00:00:00,2017-04-30 03:15:00,2017-04-30 03:30:00,15759.0,0.0
11342,2017-04-30 00:00:00,2017-04-30 03:30:00,2017-04-30 03:45:00,15865.0,0.0
11343,2017-04-30 00:00:00,2017-04-30 03:45:00,2017-04-30 04:00:00,15978.0,0.0
11344,2017-04-30 00:00:00,2017-04-30 04:00:00,2017-04-30 04:15:00,15980.0,0.0
11345,2017-04-30 00:00:00,2017-04-30 04:15:00,2017-04-30 04:30:00,16043.0,0.0
11346,2017-04-30 00:00:00,2017-04-30 04:30:00,2017-04-30 04:45:00,16036.0,0.0
11347,2017-04-30 00:00:00,2017-04-30 04:45:00,2017-04-30 05:00:00,16036.0,0.0
11348,2017-04-30 00:00:00,2017-04-30 05:00:00,2017-04-30 05:15:00,15991.0,0.0
11349,2017-04-30 00:00:00,2017-04-30 05:15:00,2017-04-30 05:30:00,16016.0,0.0
11350,2017-04-30 00:00:00,2017-04-30 05:30:00,2017-04-30 05:45:00,15887.0,0.0
11351,2017-04-30 00:00:00,2017-04-30 05:45:00,2017-04-30 06:00:00,15751.0,0.0
11352,2017-04-30 00:00:00,2017-04-30 06:00:00,2017-04-30 06:15:00,15531.0,12.05
11353,2017-04-30 00:00:00,2017-04-30 06:15:00,2017-04-30 06:30:00,15512.0,68.36
11354,2017-04-30 00:00:00,2017-04-30 06:30:00,2017-04-30 06:45:00,15591.0,118.71
11355,2017-04-30 00:00:00,2017-04-30 06:45:00,2017-04-30 07:00:00,15687.0,176.45
11356,2017-04-30 00:00:00,2017-04-30 07:00:00,2017-04-30 07:15:00,15944.0,335.8
11357,2017-04-30 00:00:00,2017-04-30 07:15:00,2017-04-30 07:30:00,16238.0,595.67
11358,2017-04-30 00:00:00,2017-04-30 07:30:00,2017-04-30 07:45:00,16428.0,879.82
11359,2017-04-30 00:00:00,2017-04-30 07:45:00,2017-04-30 08:00:00,16853.0,1212.88
11360,2017-04-30 00:00:00,2017-04-30 08:00:00,2017-04-30 08:15:00,17141.0,1537.66
11361,2017-04-30 00:00:00,2017-04-30 08:15:00,2017-04-30 08:30:00,17536.0,1897.05
11362,2017-04-30 00:00:00,2017-04-30 08:30:00,2017-04-30 08:45:00,17872.0,2210.39
11363,2017-04-30 00:00:00,2017-04-30 08:45:00,2017-04-30 09:00:00,18239.0,2614.94
11364,2017-04-30 00:00:00,2017-04-30 09:00:00,2017-04-30 09:15:00,18674.0,3013.68
11365,2017-04-30 00:00:00,2017-04-30 09:15:00,2017-04-30 09:30:00,18813.0,3329.25
11366,2017-04-30 00:00:00,2017-04-30 09:30:00,2017-04-30 09:45:00,19016.0,3589.33
11367,2017-04-30 00:00:00,2017-04-30 09:45:00,2017-04-30 10:00:00,19234.0,3859.39
11368,2017-04-30 00:00:00,2017-04-30 10:00:00,2017-04-30 10:15:00,19254.0,4164.9
11369,2017-04-30 00:00:00,2017-04-30 10:15:00,2017-04-30 10:30:00,19233.0,4413.59
11370,2017-04-30 00:00:00,2017-04-30 10:30:00,2017-04-30 10:45:00,19324.0,4658.21
11371,2017-04-30 00:00:00,2017-04-30 10:45:00,2017-04-30 11:00:00,19447.0,4793.93
11372,2017-04-30 00:00:00,2017-04-30 11:00:00,2017-04-30 11:15:00,19325.0,4916.74
11373,2017-04-30 00:00:00,2017-04-30 11:15:00,2017-04-30 11:30:00,19476.0,5049.96
11374,2017-04-30 00:00:00,2017-04-30 11:30:00,2017-04-30 11:45:00,19721.0,5213.48
11375,2017-04-30 00:00:00,2017-04-30 11:45:00,2017-04-30 12:00:00,19746.0,5344.82
11376,2017-04-30 00:00:00,2017-04-30 12:00:00,2017-04-30 12:15:00,20181.0,5520.4
11377,2017-04-30 00:00:00,2017-04-30 12:15:00,2017-04-30 12:30:00,20189.0,5568.16
11378,2017-04-30 00:00:00,2017-04-30 12:30:00,2017-04-30 12:45:00,20068.0,5605.86
11379,2017-04-30 00:00:00,2017-04-30 12:45:00,2017-04-30 13:00:00,19797.0,5631.16
11380,2017-04-30 00:00:00,2017-04-30 13:00:00,2017-04-30 13:15:00,19612.0,5604.58
11381,2017-04-30 00:00:00,2017-04-30 13:15:00,2017-04-30 13:30:00,19503.0,5585.98
11382,2017-04-30 00:00:00,2017-04-30 13:30:00,2017-04-30 13:45:00,19204.0,5552.55
11383,2017-04-30 00:00:00,2017-04-30 13:45:00,2017-04-30 14:00:00,18737.0,5494.54
11384,2017-04-30 00:00:00,2017-04-30 14:00:00,2017-04-30 14:15:00,18733.0,5401.13
11385,2017-04-30 00:00:00,2017-04-30 14:15:00,2017-04-30 14:30:00,18863.0,5354.58
11386,2017-04-30 00:00:00,2017-04-30 14:30:00,2017-04-30 14:45:00,18756.0,5295.45
11387,2017-04-30 00:00:00,2017-04-30 14:45:00,2017-04-30 15:00:00,18641.0,5184.65
11388,2017-04-30 00:00:00,2017-04-30 15:00:00,2017-04-30 15:15:00,18529.0,5043.75
11389,2017-04-30 00:00:00,2017-04-30 15:15:00,2017-04-30 15:30:00,18253.0,4868.44
11390,2017-04-30 00:00:00,2017-04-30 15:30:00,2017-04-30 15:45:00,18067.0,4707.61
11391,2017-04-30 00:00:00,2017-04-30 15:45:00,2017-04-30 16:00:00,18084.0,4557.56
11392,2017-04-30 00:00:00,2017-04-30 16:00:00,2017-04-30 16:15:00,18363.0,4386.87
11393,2017-04-30 00:00:00,2017-04-30 16:15:00,2017-04-30 16:30:00,18315.0,4153.7
11394,2017-04-30 00:00:00,2017-04-30 16:30:00,2017-04-30 16:45:00,18172.0,3869.62
11395,2017-04-30 00:00:00,2017-04-30 16:45:00,2017-04-30 17:00:00,18168.0,3631.26
11396,2017-04-30 00:00:00,2017-04-30 17:00:00,2017-04-30 17:15:00,18093.0,3280.0
11397,2017-04-30 00:00:00,2017-04-30 17:15:00,2017-04-30 17:30:00,18164.0,2957.26
11398,2017-04-30 00:00:00,2017-04-30 17:30:00,2017-04-30 17:45:00,18353.0,2635.6
11399,2017-04-30 00:00:00,2017-04-30 17:45:00,2017-04-30 18:00:00,18718.0,2293.2
11400,2017-04-30 00:00:00,2017-04-30 18:00:00,2017-04-30 18:15:00,18269.0,1949.51
11401,2017-04-30 00:00:00,2017-04-30 18:15:00,2017-04-30 18:30:00,18128.0,1616.83
11402,2017-04-30 00:00:00,2017-04-30 18:30:00,2017-04-30 18:45:00,18261.0,1289.67
11403,2017-04-30 00:00:00,2017-04-30 18:45:00,2017-04-30 19:00:00,18331.0,997.35
11404,2017-04-30 00:00:00,2017-04-30 19:00:00,2017-04-30 19:15:00,18788.0,736.82
11405,2017-04-30 00:00:00,2017-04-30 19:15:00,2017-04-30 19:30:00,18789.0,518.36
11406,2017-04-30 00:00:00,2017-04-30 19:30:00,2017-04-30 19:45:00,18830.0,374.17
11407,2017-04-30 00:00:00,2017-04-30 19:45:00,2017-04-30 20:00:00,19063.0,273.41
11408,2017-04-30 00:00:00,2017-04-30 20:00:00,2017-04-30 20:15:00,19108.0,208.7
11409,2017-04-30 00:00:00,2017-04-30 20:15:00,2017-04-30 20:30:00,18913.0,117.69
11410,2017-04-30 00:00:00,2017-04-30 20:30:00,2017-04-30 20:45:00,18651.0,39.56
11411,2017-04-30 00:00:00,2017-04-30 20:45:00,2017-04-30 21:00:00,18780.0,3.4
11412,2017-04-30 00:00:00,2017-04-30 21:00:00,2017-04-30 21:15:00,18919.0,0.0
11413,2017-04-30 00:00:00,2017-04-30 21:15:00,2017-04-30 21:30:00,18994.0,0.0
11414,2017-04-30 00:00:00,2017-04-30 21:30:00,2017-04-30 21:45:00,18919.0,0.0
11415,2017-04-30 00:00:00,2017-04-30 21:45:00,2017-04-30 22:00:00,18726.0,0.0
11416,2017-04-30 00:00:00,2017-04-30 22:00:00,2017-04-30 22:15:00,18808.0,0.0
11417,2017-04-30 00:00:00,2017-04-30 22:15:00,2017-04-30 22:30:00,18504.0,0.0
11418,2017-04-30 00:00:00,2017-04-30 22:30:00,2017-04-30 22:45:00,18283.0,0.0
11419,2017-04-30 00:00:00,2017-04-30 22:45:00,2017-04-30 23:00:00,18250.0,0.0
11420,2017-04-30 00:00:00,2017-04-30 23:00:00,2017-04-30 23:15:00,17777.0,0.0
11421,2017-04-30 00:00:00,2017-04-30 23:15:00,2017-04-30 23:30:00,17669.0,0.0
11422,2017-04-30 00:00:00,2017-04-30 23:30:00,2017-04-30 23:45:00,17375.0,0.0
11423,2017-04-30 00:00:00,2017-04-30 23:45:00,2017-05-01 00:00:00,17115.0,0.0
11424,2017-05-01 00:00:00,2017-05-01 00:00:00,2017-05-01 00:15:00,17029.0,0.0
11425,2017-05-01 00:00:00,2017-05-01 00:15:00,2017-05-01 00:30:00,16666.0,0.0
11426,2017-05-01 00:00:00,2017-05-01 00:30:00,2017-05-01 00:45:00,16508.0,0.0
11427,2017-05-01 00:00:00,2017-05-01 00:45:00,2017-05-01 01:00:00,16362.0,0.0
11428,2017-05-01 00:00:00,2017-05-01 01:00:00,2017-05-01 01:15:00,16054.0,0.0
11429,2017-05-01 00:00:00,2017-05-01 01:15:00,2017-05-01 01:30:00,15811.0,0.0
11430,2017-05-01 00:00:00,2017-05-01 01:30:00,2017-05-01 01:45:00,15722.0,0.0
11431,2017-05-01 00:00:00,2017-05-01 01:45:00,2017-05-01 02:00:00,15607.0,0.0
11432,2017-05-01 00:00:00,2017-05-01 02:00:00,2017-05-01 02:15:00,15349.0,0.0
11433,2017-05-01 00:00:00,2017-05-01 02:15:00,2017-05-01 02:30:00,15241.0,0.0
11434,2017-05-01 00:00:00,2017-05-01 02:30:00,2017-05-01 02:45:00,15217.0,0.0
11435,2017-05-01 00:00:00,2017-05-01 02:45:00,2017-05-01 03:00:00,15383.0,0.0
11436,2017-05-01 00:00:00,2017-05-01 03:00:00,2017-05-01 03:15:00,15209.0,0.0
11437,2017-05-01 00:00:00,2017-05-01 03:15:00,2017-05-01 03:30:00,15147.0,0.0
11438,2017-05-01 00:00:00,2017-05-01 03:30:00,2017-05-01 03:45:00,15220.0,0.0
11439,2017-05-01 00:00:00,2017-05-01 03:45:00,2017-05-01 04:00:00,15076.0,0.0
11440,2017-05-01 00:00:00,2017-05-01 04:00:00,2017-05-01 04:15:00,15155.0,0.0
11441,2017-05-01 00:00:00,2017-05-01 04:15:00,2017-05-01 04:30:00,15285.0,0.0
11442,2017-05-01 00:00:00,2017-05-01 04:30:00,2017-05-01 04:45:00,15251.0,0.0
11443,2017-05-01 00:00:00,2017-05-01 04:45:00,2017-05-01 05:00:00,15197.0,0.0
11444,2017-05-01 00:00:00,2017-05-01 05:00:00,2017-05-01 05:15:00,15229.0,0.0
11445,2017-05-01 00:00:00,2017-05-01 05:15:00,2017-05-01 05:30:00,15048.0,0.0
11446,2017-05-01 00:00:00,2017-05-01 05:30:00,2017-05-01 05:45:00,15038.0,0.0
11447,2017-05-01 00:00:00,2017-05-01 05:45:00,2017-05-01 06:00:00,14894.0,0.0
11448,2017-05-01 00:00:00,2017-05-01 06:00:00,2017-05-01 06:15:00,14875.0,11.86
11449,2017-05-01 00:00:00,2017-05-01 06:15:00,2017-05-01 06:30:00,14791.0,59.33
11450,2017-05-01 00:00:00,2017-05-01 06:30:00,2017-05-01 06:45:00,14763.0,110.01
11451,2017-05-01 00:00:00,2017-05-01 06:45:00,2017-05-01 07:00:00,14673.0,177.2
11452,2017-05-01 00:00:00,2017-05-01 07:00:00,2017-05-01 07:15:00,14755.0,284.56
11453,2017-05-01 00:00:00,2017-05-01 07:15:00,2017-05-01 07:30:00,14990.0,422.07
11454,2017-05-01 00:00:00,2017-05-01 07:30:00,2017-05-01 07:45:00,15296.0,551.65
11455,2017-05-01 00:00:00,2017-05-01 07:45:00,2017-05-01 08:00:00,15509.0,666.25
11456,2017-05-01 00:00:00,2017-05-01 08:00:00,2017-05-01 08:15:00,15634.0,779.93
11457,2017-05-01 00:00:00,2017-05-01 08:15:00,2017-05-01 08:30:00,15995.0,863.16
11458,2017-05-01 00:00:00,2017-05-01 08:30:00,2017-05-01 08:45:00,16451.0,956.5
11459,2017-05-01 00:00:00,2017-05-01 08:45:00,2017-05-01 09:00:00,16822.0,1028.1
11460,2017-05-01 00:00:00,2017-05-01 09:00:00,2017-05-01 09:15:00,17134.0,1108.86
11461,2017-05-01 00:00:00,2017-05-01 09:15:00,2017-05-01 09:30:00,17527.0,1206.67
11462,2017-05-01 00:00:00,2017-05-01 09:30:00,2017-05-01 09:45:00,18019.0,1305.02
11463,2017-05-01 00:00:00,2017-05-01 09:45:00,2017-05-01 10:00:00,18529.0,1382.56
11464,2017-05-01 00:00:00,2017-05-01 10:00:00,2017-05-01 10:15:00,18877.0,1432.32
11465,2017-05-01 00:00:00,2017-05-01 10:15:00,2017-05-01 10:30:00,19277.0,1459.4
11466,2017-05-01 00:00:00,2017-05-01 10:30:00,2017-05-01 10:45:00,19419.0,1445.46
11467,2017-05-01 00:00:00,2017-05-01 10:45:00,2017-05-01 11:00:00,19528.0,1452.53
11468,2017-05-01 00:00:00,2017-05-01 11:00:00,2017-05-01 11:15:00,19848.0,1465.46
11469,2017-05-01 00:00:00,2017-05-01 11:15:00,2017-05-01 11:30:00,20220.0,1475.1
11470,2017-05-01 00:00:00,2017-05-01 11:30:00,2017-05-01 11:45:00,20587.0,1481.82
11471,2017-05-01 00:00:00,2017-05-01 11:45:00,2017-05-01 12:00:00,20698.0,1473.32
11472,2017-05-01 00:00:00,2017-05-01 12:00:00,2017-05-01 12:15:00,20620.0,1467.34
11473,2017-05-01 00:00:00,2017-05-01 12:15:00,2017-05-01 12:30:00,20532.0,1417.41
11474,2017-05-01 00:00:00,2017-05-01 12:30:00,2017-05-01 12:45:00,20463.0,1426.62
11475,2017-05-01 00:00:00,2017-05-01 12:45:00,2017-05-01 13:00:00,20383.0,1421.3
11476,2017-05-01 00:00:00,2017-05-01 13:00:00,2017-05-01 13:15:00,20118.0,1429.83
11477,2017-05-01 00:00:00,2017-05-01 13:15:00,2017-05-01 13:30:00,19970.0,1465.93
11478,2017-05-01 00:00:00,2017-05-01 13:30:00,2017-05-01 13:45:00,19824.0,1448.24
11479,2017-05-01 00:00:00,2017-05-01 13:45:00,2017-05-01 14:00:00,19652.0,1472.74
11480,2017-05-01 00:00:00,2017-05-01 14:00:00,2017-05-01 14:15:00,19598.0,1458.55
11481,2017-05-01 00:00:00,2017-05-01 14:15:00,2017-05-01 14:30:00,19568.0,1436.19
11482,2017-05-01 00:00:00,2017-05-01 14:30:00,2017-05-01 14:45:00,19548.0,1397.38
11483,2017-05-01 00:00:00,2017-05-01 14:45:00,2017-05-01 15:00:00,19316.0,1351.53
11484,2017-05-01 00:00:00,2017-05-01 15:00:00,2017-05-01 15:15:00,19282.0,1333.26
11485,2017-05-01 00:00:00,2017-05-01 15:15:00,2017-05-01 15:30:00,19195.0,1294.9
11486,2017-05-01 00:00:00,2017-05-01 15:30:00,2017-05-01 15:45:00,19097.0,1261.33
11487,2017-05-01 00:00:00,2017-05-01 15:45:00,2017-05-01 16:00:00,19037.0,1261.97
11488,2017-05-01 00:00:00,2017-05-01 16:00:00,2017-05-01 16:15:00,18985.0,1195.28
11489,2017-05-01 00:00:00,2017-05-01 16:15:00,2017-05-01 16:30:00,18977.0,1143.44
11490,2017-05-01 00:00:00,2017-05-01 16:30:00,2017-05-01 16:45:00,19050.0,1075.09
11491,2017-05-01 00:00:00,2017-05-01 16:45:00,2017-05-01 17:00:00,19082.0,1000.21
11492,2017-05-01 00:00:00,2017-05-01 17:00:00,2017-05-01 17:15:00,19239.0,926.72
11493,2017-05-01 00:00:00,2017-05-01 17:15:00,2017-05-01 17:30:00,19356.0,872.47
11494,2017-05-01 00:00:00,2017-05-01 17:30:00,2017-05-01 17:45:00,19327.0,779.86
11495,2017-05-01 00:00:00,2017-05-01 17:45:00,2017-05-01 18:00:00,19620.0,710.71
11496,2017-05-01 00:00:00,2017-05-01 18:00:00,2017-05-01 18:15:00,19651.0,628.82
11497,2017-05-01 00:00:00,2017-05-01 18:15:00,2017-05-01 18:30:00,19709.0,555.82
11498,2017-05-01 00:00:00,2017-05-01 18:30:00,2017-05-01 18:45:00,19713.0,482.26
11499,2017-05-01 00:00:00,2017-05-01 18:45:00,2017-05-01 19:00:00,19635.0,409.03
11500,2017-05-01 00:00:00,2017-05-01 19:00:00,2017-05-01 19:15:00,19667.0,335.04
11501,2017-05-01 00:00:00,2017-05-01 19:15:00,2017-05-01 19:30:00,19835.0,251.43
11502,2017-05-01 00:00:00,2017-05-01 19:30:00,2017-05-01 19:45:00,19801.0,178.44
11503,2017-05-01 00:00:00,2017-05-01 19:45:00,2017-05-01 20:00:00,19554.0,117.28
11504,2017-05-01 00:00:00,2017-05-01 20:00:00,2017-05-01 20:15:00,19662.0,70.8
11505,2017-05-01 00:00:00,2017-05-01 20:15:00,2017-05-01 20:30:00,19427.0,37.9
11506,2017-05-01 00:00:00,2017-05-01 20:30:00,2017-05-01 20:45:00,19240.0,12.62
11507,2017-05-01 00:00:00,2017-05-01 20:45:00,2017-05-01 21:00:00,19215.0,1.48
11508,2017-05-01 00:00:00,2017-05-01 21:00:00,2017-05-01 21:15:00,19484.0,0.0
11509,2017-05-01 00:00:00,2017-05-01 21:15:00,2017-05-01 21:30:00,19425.0,0.0
11510,2017-05-01 00:00:00,2017-05-01 21:30:00,2017-05-01 21:45:00,19233.0,0.0
11511,2017-05-01 00:00:00,2017-05-01 21:45:00,2017-05-01 22:00:00,19267.0,0.0
11512,2017-05-01 00:00:00,2017-05-01 22:00:00,2017-05-01 22:15:00,19217.0,0.0
11513,2017-05-01 00:00:00,2017-05-01 22:15:00,2017-05-01 22:30:00,19050.0,0.0
11514,2017-05-01 00:00:00,2017-05-01 22:30:00,2017-05-01 22:45:00,18661.0,0.0
11515,2017-05-01 00:00:00,2017-05-01 22:45:00,2017-05-01 23:00:00,18447.0,0.0
11516,2017-05-01 00:00:00,2017-05-01 23:00:00,2017-05-01 23:15:00,17921.0,0.0
11517,2017-05-01 00:00:00,2017-05-01 23:15:00,2017-05-01 23:30:00,17640.0,0.0
11518,2017-05-01 00:00:00,2017-05-01 23:30:00,2017-05-01 23:45:00,17313.0,0.0
11519,2017-05-01 00:00:00,2017-05-01 23:45:00,2017-05-02 00:00:00,17031.0,0.0
11520,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-05-02 00:15:00,16678.0,0.0
11521,2017-05-02 00:00:00,2017-05-02 00:15:00,2017-05-02 00:30:00,16286.0,0.0
11522,2017-05-02 00:00:00,2017-05-02 00:30:00,2017-05-02 00:45:00,16052.0,0.0
