"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"16.05.2016 05:15 - 16.05.2016 05:30","5456","6428"
"16.05.2016 05:30 - 16.05.2016 05:45","5568","6408"
"16.05.2016 05:45 - 16.05.2016 06:00","5585","6521"
"16.05.2016 06:00 - 16.05.2016 06:15","5582","6591"
"16.05.2016 06:15 - 16.05.2016 06:30","5889","6505"
"16.05.2016 06:30 - 16.05.2016 06:45","5895","6662"
"16.05.2016 06:45 - 16.05.2016 07:00","6095","6621"
"16.05.2016 07:00 - 16.05.2016 07:15","6259","6852"
"16.05.2016 07:15 - 16.05.2016 07:30","6439","7099"
"16.05.2016 07:30 - 16.05.2016 07:45","7027","7287"
"16.05.2016 07:45 - 16.05.2016 08:00","7656","7523"
"16.05.2016 08:00 - 16.05.2016 08:15","7933","7661"
"16.05.2016 08:15 - 16.05.2016 08:30","7916","7771"
"16.05.2016 08:30 - 16.05.2016 08:45","7971","7904"
"16.05.2016 08:45 - 16.05.2016 09:00","8003","8302"
"16.05.2016 09:00 - 16.05.2016 09:15","8139","8200"
"16.05.2016 09:15 - 16.05.2016 09:30","8444","8586"
"16.05.2016 09:30 - 16.05.2016 09:45","8301","8751"
"16.05.2016 09:45 - 16.05.2016 10:00","8356","8702"
"16.05.2016 10:00 - 16.05.2016 10:15","8535","8824"
"16.05.2016 10:15 - 16.05.2016 10:30","8595","8855"
"16.05.2016 10:30 - 16.05.2016 10:45","8671","8985"
"16.05.2016 10:45 - 16.05.2016 11:00","8768","9181"
"16.05.2016 11:00 - 16.05.2016 11:15","8914","9246"
"16.05.2016 11:15 - 16.05.2016 11:30","9052","9714"
"16.05.2016 11:30 - 16.05.2016 11:45","9158","10184"
"16.05.2016 11:45 - 16.05.2016 12:00","9966","9748"
"16.05.2016 12:00 - 16.05.2016 12:15","8192","9874"
"16.05.2016 12:15 - 16.05.2016 12:30","7777","9721"
"16.05.2016 12:30 - 16.05.2016 12:45","7955","9321"
"16.05.2016 12:45 - 16.05.2016 13:00","7194","9133"
"16.05.2016 13:00 - 16.05.2016 13:15","8017","8982"
"16.05.2016 13:15 - 16.05.2016 13:30","7643","8565"
"16.05.2016 13:30 - 16.05.2016 13:45","7519","8323"
"16.05.2016 13:45 - 16.05.2016 14:00","7793","8421"
"16.05.2016 14:00 - 16.05.2016 14:15","7758","8672"
"16.05.2016 14:15 - 16.05.2016 14:30","7387","8354"
"16.05.2016 14:30 - 16.05.2016 14:45","6942","8580"
"16.05.2016 14:45 - 16.05.2016 15:00","7245","8528"
"16.05.2016 15:00 - 16.05.2016 15:15","6915","8474"
"16.05.2016 15:15 - 16.05.2016 15:30","7315","8422"
"16.05.2016 15:30 - 16.05.2016 15:45","7200","8375"
"16.05.2016 15:45 - 16.05.2016 16:00","7287","8241"
"16.05.2016 16:00 - 16.05.2016 16:15","6864","8334"
"16.05.2016 16:15 - 16.05.2016 16:30","7017","8157"
"16.05.2016 16:30 - 16.05.2016 16:45","6629","8246"
"16.05.2016 16:45 - 16.05.2016 17:00","7335","8367"
"16.05.2016 17:00 - 16.05.2016 17:15","7551","8334"
"16.05.2016 17:15 - 16.05.2016 17:30","7574","8547"
"16.05.2016 17:30 - 16.05.2016 17:45","7369","8455"
"16.05.2016 17:45 - 16.05.2016 18:00","7758","8472"
"16.05.2016 18:00 - 16.05.2016 18:15","7829","8927"
"16.05.2016 18:15 - 16.05.2016 18:30","7516","9130"
"16.05.2016 18:30 - 16.05.2016 18:45","7743","9102"
"16.05.2016 18:45 - 16.05.2016 19:00","7895","9440"
"16.05.2016 19:00 - 16.05.2016 19:15","7382","9352"
"16.05.2016 19:15 - 16.05.2016 19:30","7390","9235"
"16.05.2016 19:30 - 16.05.2016 19:45","7391","9239"
"16.05.2016 19:45 - 16.05.2016 20:00","7682","9274"
"16.05.2016 20:00 - 16.05.2016 20:15","7807","9090"
"16.05.2016 20:15 - 16.05.2016 20:30","7329","8888"
"16.05.2016 20:30 - 16.05.2016 20:45","7470","8802"
"16.05.2016 20:45 - 16.05.2016 21:00","7216","8688"
"16.05.2016 21:00 - 16.05.2016 21:15","7481","8825"
"16.05.2016 21:15 - 16.05.2016 21:30","7379","8797"
"16.05.2016 21:30 - 16.05.2016 21:45","8589","8879"
"16.05.2016 21:45 - 16.05.2016 22:00","6753","8744"
"16.05.2016 22:00 - 16.05.2016 22:15","6730","8787"
"16.05.2016 22:15 - 16.05.2016 22:30","6636","8402"
"16.05.2016 22:30 - 16.05.2016 22:45","6527","8277"
"16.05.2016 22:45 - 16.05.2016 23:00","6586","8548"
"16.05.2016 23:00 - 16.05.2016 23:15","6664","8541"
"16.05.2016 23:15 - 16.05.2016 23:30","6580","8191"
"16.05.2016 23:30 - 16.05.2016 23:45","6412","7945"
"16.05.2016 23:45 - 17.05.2016 00:00","6518","7902"
"17.05.2016 00:00 - 17.05.2016 00:15","7033","7662"
"17.05.2016 00:15 - 17.05.2016 00:30","7069","7416"
"17.05.2016 00:30 - 17.05.2016 00:45","7033","7465"
"17.05.2016 00:45 - 17.05.2016 01:00","6974","2808"
"17.05.2016 01:00 - 17.05.2016 01:15","6899","2738"
"17.05.2016 01:15 - 17.05.2016 01:30","6831","2640"
"17.05.2016 01:30 - 17.05.2016 01:45","6762","2516"
"17.05.2016 01:45 - 17.05.2016 02:00","6731","2573"
"17.05.2016 02:00 - 17.05.2016 02:15","6714","2495"
"17.05.2016 02:15 - 17.05.2016 02:30","6705","2522"
"17.05.2016 02:30 - 17.05.2016 02:45","6733","2639"
"17.05.2016 02:45 - 17.05.2016 03:00","6759","2718"
"17.05.2016 03:00 - 17.05.2016 03:15","6809","2778"
"17.05.2016 03:15 - 17.05.2016 03:30","6833","2871"
"17.05.2016 03:30 - 17.05.2016 03:45","6846","2959"
"17.05.2016 03:45 - 17.05.2016 04:00","6874","2988"
"17.05.2016 04:00 - 17.05.2016 04:15","7010","3110"
"17.05.2016 04:15 - 17.05.2016 04:30","7076","3073"
"17.05.2016 04:30 - 17.05.2016 04:45","7150","3420"
"17.05.2016 04:45 - 17.05.2016 05:00","7237","3591"
"17.05.2016 05:00 - 17.05.2016 05:15","7445","3838"
"17.05.2016 05:15 - 17.05.2016 05:30","7543","3895"
"17.05.2016 05:30 - 17.05.2016 05:45","7726","4121"
"17.05.2016 05:45 - 17.05.2016 06:00","7901","4392"
"17.05.2016 06:00 - 17.05.2016 06:15","8189","4795"
"17.05.2016 06:15 - 17.05.2016 06:30","8548","5084"
"17.05.2016 06:30 - 17.05.2016 06:45","8815","5468"
"17.05.2016 06:45 - 17.05.2016 07:00","9085","5677"
"17.05.2016 07:00 - 17.05.2016 07:15","9330","5885"
"17.05.2016 07:15 - 17.05.2016 07:30","9567","6014"
"17.05.2016 07:30 - 17.05.2016 07:45","10553","6046"
"17.05.2016 07:45 - 17.05.2016 08:00","10726","5973"
"17.05.2016 08:00 - 17.05.2016 08:15","10769","5692"
"17.05.2016 08:15 - 17.05.2016 08:30","10855","5424"
"17.05.2016 08:30 - 17.05.2016 08:45","10854","5331"
"17.05.2016 08:45 - 17.05.2016 09:00","10824","11709"
"17.05.2016 09:00 - 17.05.2016 09:15","10889","11619"
"17.05.2016 09:15 - 17.05.2016 09:30","10925","11905"
"17.05.2016 09:30 - 17.05.2016 09:45","10925","12046"
"17.05.2016 09:45 - 17.05.2016 10:00","11005","12178"
"17.05.2016 10:00 - 17.05.2016 10:15","11038","12222"
"17.05.2016 10:15 - 17.05.2016 10:30","11081","12507"
"17.05.2016 10:30 - 17.05.2016 10:45","11100","12632"
"17.05.2016 10:45 - 17.05.2016 11:00","11139","12536"
"17.05.2016 11:00 - 17.05.2016 11:15","11197","12676"
"17.05.2016 11:15 - 17.05.2016 11:30","11266","12804"
"17.05.2016 11:30 - 17.05.2016 11:45","11304","12640"
"17.05.2016 11:45 - 17.05.2016 12:00","10861","12510"
"17.05.2016 12:00 - 17.05.2016 12:15","11046","12554"
"17.05.2016 12:15 - 17.05.2016 12:30","11092","12332"
"17.05.2016 12:30 - 17.05.2016 12:45","10932","12367"
"17.05.2016 12:45 - 17.05.2016 13:00","10971","12229"
"17.05.2016 13:00 - 17.05.2016 13:15","10676","12073"
"17.05.2016 13:15 - 17.05.2016 13:30","10763","12074"
"17.05.2016 13:30 - 17.05.2016 13:45","10648","12024"
"17.05.2016 13:45 - 17.05.2016 14:00","10509","12231"
"17.05.2016 14:00 - 17.05.2016 14:15","10515","12465"
"17.05.2016 14:15 - 17.05.2016 14:30","10234","12196"
"17.05.2016 14:30 - 17.05.2016 14:45","10279","12053"
"17.05.2016 14:45 - 17.05.2016 15:00","10778","12052"
"17.05.2016 15:00 - 17.05.2016 15:15","11077","12057"
"17.05.2016 15:15 - 17.05.2016 15:30","10472","11731"
"17.05.2016 15:30 - 17.05.2016 15:45","10454","12013"
"17.05.2016 15:45 - 17.05.2016 16:00","10409","12094"
"17.05.2016 16:00 - 17.05.2016 16:15","10502","12131"
"17.05.2016 16:15 - 17.05.2016 16:30","10804","11911"
"17.05.2016 16:30 - 17.05.2016 16:45","10953","11807"
"17.05.2016 16:45 - 17.05.2016 17:00","10448","11885"
"17.05.2016 17:00 - 17.05.2016 17:15","10469","11807"
"17.05.2016 17:15 - 17.05.2016 17:30","10487","11770"
"17.05.2016 17:30 - 17.05.2016 17:45","10582","11882"
"17.05.2016 17:45 - 17.05.2016 18:00","10558","11971"
"17.05.2016 18:00 - 17.05.2016 18:15","10486","11993"
"17.05.2016 18:15 - 17.05.2016 18:30","10620","11899"
"17.05.2016 18:30 - 17.05.2016 18:45","10675","11773"
"17.05.2016 18:45 - 17.05.2016 19:00","10760","11783"
"17.05.2016 19:00 - 17.05.2016 19:15","10794","11673"
"17.05.2016 19:15 - 17.05.2016 19:30","10772","11626"
"17.05.2016 19:30 - 17.05.2016 19:45","10735","11692"
"17.05.2016 19:45 - 17.05.2016 20:00","10686","11675"
"17.05.2016 20:00 - 17.05.2016 20:15","10541","11277"
"17.05.2016 20:15 - 17.05.2016 20:30","10250","11011"
"17.05.2016 20:30 - 17.05.2016 20:45","10097","10868"
"17.05.2016 20:45 - 17.05.2016 21:00","9999","10807"
"17.05.2016 21:00 - 17.05.2016 21:15","9606","10577"
"17.05.2016 21:15 - 17.05.2016 21:30","9632","10544"
"17.05.2016 21:30 - 17.05.2016 21:45","9628","10626"
"17.05.2016 21:45 - 17.05.2016 22:00","9572","10342"
"17.05.2016 22:00 - 17.05.2016 22:15","9477","10278"
"17.05.2016 22:15 - 17.05.2016 22:30","9323","10066"
"17.05.2016 22:30 - 17.05.2016 22:45","9122","9868"
"17.05.2016 22:45 - 17.05.2016 23:00","8804","9642"
"17.05.2016 23:00 - 17.05.2016 23:15","8504","9350"
"17.05.2016 23:15 - 17.05.2016 23:30","8300","9209"
"17.05.2016 23:30 - 17.05.2016 23:45","8111","9067"
"17.05.2016 23:45 - 18.05.2016 00:00","8082","8907"
"18.05.2016 00:00 - 18.05.2016 00:15","8294","8801"
"18.05.2016 00:15 - 18.05.2016 00:30","8269","8466"
"18.05.2016 00:30 - 18.05.2016 00:45","8197","8507"
"18.05.2016 00:45 - 18.05.2016 01:00","8104","8472"
"18.05.2016 01:00 - 18.05.2016 01:15","8009","8450"
"18.05.2016 01:15 - 18.05.2016 01:30","7930","8453"
"18.05.2016 01:30 - 18.05.2016 01:45","7856","8340"
"18.05.2016 01:45 - 18.05.2016 02:00","7811","8353"
"18.05.2016 02:00 - 18.05.2016 02:15","7776","8209"
"18.05.2016 02:15 - 18.05.2016 02:30","7747","8251"
"18.05.2016 02:30 - 18.05.2016 02:45","7746","8114"
"18.05.2016 02:45 - 18.05.2016 03:00","7774","8103"
"18.05.2016 03:00 - 18.05.2016 03:15","7825","8340"
"18.05.2016 03:15 - 18.05.2016 03:30","7861","8407"
"18.05.2016 03:30 - 18.05.2016 03:45","7856","8302"
"18.05.2016 03:45 - 18.05.2016 04:00","7849","8317"
"18.05.2016 04:00 - 18.05.2016 04:15","7995","8587"
"18.05.2016 04:15 - 18.05.2016 04:30","8054","8676"
"18.05.2016 04:30 - 18.05.2016 04:45","8125","8823"
"18.05.2016 04:45 - 18.05.2016 05:00","8207","8806"
"18.05.2016 05:00 - 18.05.2016 05:15","8403","9122"
"18.05.2016 05:15 - 18.05.2016 05:30","8536","9239"
"18.05.2016 05:30 - 18.05.2016 05:45","8718","9334"
"18.05.2016 05:45 - 18.05.2016 06:00","8947","9502"
"18.05.2016 06:00 - 18.05.2016 06:15","9292","9918"
"18.05.2016 06:15 - 18.05.2016 06:30","9611","10370"
"18.05.2016 06:30 - 18.05.2016 06:45","9932","10678"
"18.05.2016 06:45 - 18.05.2016 07:00","10162","10877"
"18.05.2016 07:00 - 18.05.2016 07:15","10429","11182"
"18.05.2016 07:15 - 18.05.2016 07:30","10663","11501"
"18.05.2016 07:30 - 18.05.2016 07:45","10325","11701"
"18.05.2016 07:45 - 18.05.2016 08:00","10580","11947"
"18.05.2016 08:00 - 18.05.2016 08:15","10610","12037"
"18.05.2016 08:15 - 18.05.2016 08:30","10666","12001"
"18.05.2016 08:30 - 18.05.2016 08:45","10639","11932"
"18.05.2016 08:45 - 18.05.2016 09:00","10577","11905"
"18.05.2016 09:00 - 18.05.2016 09:15","10610","11786"
"18.05.2016 09:15 - 18.05.2016 09:30","10669","11855"
"18.05.2016 09:30 - 18.05.2016 09:45","10526","11731"
"18.05.2016 09:45 - 18.05.2016 10:00","10674","11944"
"18.05.2016 10:00 - 18.05.2016 10:15","10700","11896"
"18.05.2016 10:15 - 18.05.2016 10:30","10753","11707"
"18.05.2016 10:30 - 18.05.2016 10:45","10780","11580"
"18.05.2016 10:45 - 18.05.2016 11:00","10807","11678"
"18.05.2016 11:00 - 18.05.2016 11:15","10820","11798"
"18.05.2016 11:15 - 18.05.2016 11:30","10875","12018"
"18.05.2016 11:30 - 18.05.2016 11:45","10913","12004"
"18.05.2016 11:45 - 18.05.2016 12:00","10586","12204"
"18.05.2016 12:00 - 18.05.2016 12:15","10650","12315"
"18.05.2016 12:15 - 18.05.2016 12:30","10802","12593"
"18.05.2016 12:30 - 18.05.2016 12:45","10562","12834"
"18.05.2016 12:45 - 18.05.2016 13:00","10641","12717"
"18.05.2016 13:00 - 18.05.2016 13:15","10479","12760"
"18.05.2016 13:15 - 18.05.2016 13:30","10510","12933"
"18.05.2016 13:30 - 18.05.2016 13:45","10424","12814"
"18.05.2016 13:45 - 18.05.2016 14:00","10188","12590"
"18.05.2016 14:00 - 18.05.2016 14:15","10189","12579"
"18.05.2016 14:15 - 18.05.2016 14:30","9898","12650"
"18.05.2016 14:30 - 18.05.2016 14:45","10016","12529"
"18.05.2016 14:45 - 18.05.2016 15:00","10533","12409"
"18.05.2016 15:00 - 18.05.2016 15:15","10930","12322"
"18.05.2016 15:15 - 18.05.2016 15:30","10132","12001"
"18.05.2016 15:30 - 18.05.2016 15:45","10098","12049"
"18.05.2016 15:45 - 18.05.2016 16:00","10073","11797"
"18.05.2016 16:00 - 18.05.2016 16:15","10275","11723"
"18.05.2016 16:15 - 18.05.2016 16:30","10728","11761"
"18.05.2016 16:30 - 18.05.2016 16:45","11029","11715"
"18.05.2016 16:45 - 18.05.2016 17:00","10224","11572"
"18.05.2016 17:00 - 18.05.2016 17:15","10260","11613"
"18.05.2016 17:15 - 18.05.2016 17:30","10290","11683"
"18.05.2016 17:30 - 18.05.2016 17:45","10503","11809"
"18.05.2016 17:45 - 18.05.2016 18:00","10412","11780"
"18.05.2016 18:00 - 18.05.2016 18:15","10340","11802"
"18.05.2016 18:15 - 18.05.2016 18:30","10561","11755"
"18.05.2016 18:30 - 18.05.2016 18:45","10534","11783"
"18.05.2016 18:45 - 18.05.2016 19:00","10610","11749"
"18.05.2016 19:00 - 18.05.2016 19:15","10579","11686"
"18.05.2016 19:15 - 18.05.2016 19:30","10549","11771"
"18.05.2016 19:30 - 18.05.2016 19:45","10473","11771"
"18.05.2016 19:45 - 18.05.2016 20:00","10482","11717"
"18.05.2016 20:00 - 18.05.2016 20:15","10265","11523"
"18.05.2016 20:15 - 18.05.2016 20:30","9569","11310"
"18.05.2016 20:30 - 18.05.2016 20:45","9778","11154"
"18.05.2016 20:45 - 18.05.2016 21:00","9708","10905"
"18.05.2016 21:00 - 18.05.2016 21:15","9259","10837"
"18.05.2016 21:15 - 18.05.2016 21:30","9216","10921"
"18.05.2016 21:30 - 18.05.2016 21:45","9474","10818"
"18.05.2016 21:45 - 18.05.2016 22:00","9143","10487"
"18.05.2016 22:00 - 18.05.2016 22:15","9043","10423"
"18.05.2016 22:15 - 18.05.2016 22:30","8893","10190"
"18.05.2016 22:30 - 18.05.2016 22:45","8669","9883"
"18.05.2016 22:45 - 18.05.2016 23:00","8355","9572"
"18.05.2016 23:00 - 18.05.2016 23:15","8066","9376"
"18.05.2016 23:15 - 18.05.2016 23:30","7860","9286"
"18.05.2016 23:30 - 18.05.2016 23:45","7668","9140"
"18.05.2016 23:45 - 19.05.2016 00:00","7621","8918"
"19.05.2016 00:00 - 19.05.2016 00:15","7795","8836"
"19.05.2016 00:15 - 19.05.2016 00:30","7749","8798"
"19.05.2016 00:30 - 19.05.2016 00:45","7679","8707"
"19.05.2016 00:45 - 19.05.2016 01:00","7599","8504"
"19.05.2016 01:00 - 19.05.2016 01:15","7511","8492"
"19.05.2016 01:15 - 19.05.2016 01:30","7433","8458"
"19.05.2016 01:30 - 19.05.2016 01:45","7363","8323"
"19.05.2016 01:45 - 19.05.2016 02:00","7326","8296"
"19.05.2016 02:00 - 19.05.2016 02:15","7296","8266"
"19.05.2016 02:15 - 19.05.2016 02:30","7275","8187"
"19.05.2016 02:30 - 19.05.2016 02:45","7289","8178"
"19.05.2016 02:45 - 19.05.2016 03:00","7312","8107"
"19.05.2016 03:00 - 19.05.2016 03:15","7359","8122"
"19.05.2016 03:15 - 19.05.2016 03:30","7382","8331"
"19.05.2016 03:30 - 19.05.2016 03:45","7383","8374"
"19.05.2016 03:45 - 19.05.2016 04:00","7391","8356"
"19.05.2016 04:00 - 19.05.2016 04:15","7537","8471"
"19.05.2016 04:15 - 19.05.2016 04:30","7592","8647"
"19.05.2016 04:30 - 19.05.2016 04:45","7660","8756"
"19.05.2016 04:45 - 19.05.2016 05:00","7739","8765"
"19.05.2016 05:00 - 19.05.2016 05:15","7941","8859"
"19.05.2016 05:15 - 19.05.2016 05:30","8039","9054"
"19.05.2016 05:30 - 19.05.2016 05:45","8220","9081"
"19.05.2016 05:45 - 19.05.2016 06:00","8421","9310"
"19.05.2016 06:00 - 19.05.2016 06:15","8730","9752"
"19.05.2016 06:15 - 19.05.2016 06:30","9055","10039"
"19.05.2016 06:30 - 19.05.2016 06:45","9331","10434"
"19.05.2016 06:45 - 19.05.2016 07:00","9574","10826"
"19.05.2016 07:00 - 19.05.2016 07:15","9827","11177"
"19.05.2016 07:15 - 19.05.2016 07:30","10059","11369"
"19.05.2016 07:30 - 19.05.2016 07:45","10661","11449"
"19.05.2016 07:45 - 19.05.2016 08:00","10800","11670"
"19.05.2016 08:00 - 19.05.2016 08:15","10847","11823"
"19.05.2016 08:15 - 19.05.2016 08:30","10946","12023"
"19.05.2016 08:30 - 19.05.2016 08:45","10954","12043"
"19.05.2016 08:45 - 19.05.2016 09:00","10937","11881"
"19.05.2016 09:00 - 19.05.2016 09:15","11015","11913"
"19.05.2016 09:15 - 19.05.2016 09:30","11038","11888"
"19.05.2016 09:30 - 19.05.2016 09:45","11096","12012"
"19.05.2016 09:45 - 19.05.2016 10:00","11151","12009"
"19.05.2016 10:00 - 19.05.2016 10:15","11187","12037"
"19.05.2016 10:15 - 19.05.2016 10:30","11224","12006"
"19.05.2016 10:30 - 19.05.2016 10:45","11240","11930"
"19.05.2016 10:45 - 19.05.2016 11:00","11284","11892"
"19.05.2016 11:00 - 19.05.2016 11:15","11359","12046"
"19.05.2016 11:15 - 19.05.2016 11:30","11433","12091"
"19.05.2016 11:30 - 19.05.2016 11:45","11470","12172"
"19.05.2016 11:45 - 19.05.2016 12:00","10973","12264"
"19.05.2016 12:00 - 19.05.2016 12:15","11215","12261"
"19.05.2016 12:15 - 19.05.2016 12:30","11218","12337"
"19.05.2016 12:30 - 19.05.2016 12:45","11090","12432"
"19.05.2016 12:45 - 19.05.2016 13:00","11116","12466"
"19.05.2016 13:00 - 19.05.2016 13:15","10768","12442"
"19.05.2016 13:15 - 19.05.2016 13:30","10880","12378"
"19.05.2016 13:30 - 19.05.2016 13:45","10756","12209"
"19.05.2016 13:45 - 19.05.2016 14:00","10655","12060"
"19.05.2016 14:00 - 19.05.2016 14:15","10663","12005"
"19.05.2016 14:15 - 19.05.2016 14:30","10385","11882"
"19.05.2016 14:30 - 19.05.2016 14:45","10404","11758"
"19.05.2016 14:45 - 19.05.2016 15:00","10898","11736"
"19.05.2016 15:00 - 19.05.2016 15:15","11164","11792"
"19.05.2016 15:15 - 19.05.2016 15:30","10625","11752"
"19.05.2016 15:30 - 19.05.2016 15:45","10609","11597"
"19.05.2016 15:45 - 19.05.2016 16:00","10559","11494"
"19.05.2016 16:00 - 19.05.2016 16:15","10607","11376"
"19.05.2016 16:15 - 19.05.2016 16:30","10853","11359"
"19.05.2016 16:30 - 19.05.2016 16:45","10953","11415"
"19.05.2016 16:45 - 19.05.2016 17:00","10555","11333"
"19.05.2016 17:00 - 19.05.2016 17:15","10569","11320"
"19.05.2016 17:15 - 19.05.2016 17:30","10580","11394"
"19.05.2016 17:30 - 19.05.2016 17:45","10627","11440"
"19.05.2016 17:45 - 19.05.2016 18:00","10628","11560"
"19.05.2016 18:00 - 19.05.2016 18:15","10555","11497"
"19.05.2016 18:15 - 19.05.2016 18:30","10658","11538"
"19.05.2016 18:30 - 19.05.2016 18:45","10745","11674"
"19.05.2016 18:45 - 19.05.2016 19:00","10833","11548"
"19.05.2016 19:00 - 19.05.2016 19:15","10893","11632"
"19.05.2016 19:15 - 19.05.2016 19:30","10876","11609"
"19.05.2016 19:30 - 19.05.2016 19:45","10854","11517"
"19.05.2016 19:45 - 19.05.2016 20:00","10776","11536"
"19.05.2016 20:00 - 19.05.2016 20:15","10666","11317"
"19.05.2016 20:15 - 19.05.2016 20:30","10536","11176"
"19.05.2016 20:30 - 19.05.2016 20:45","10236","10899"
"19.05.2016 20:45 - 19.05.2016 21:00","10128","10732"
"19.05.2016 21:00 - 19.05.2016 21:15","9763","10795"
"19.05.2016 21:15 - 19.05.2016 21:30","9813","10807"
"19.05.2016 21:30 - 19.05.2016 21:45","9694","10728"
"19.05.2016 21:45 - 19.05.2016 22:00","9760","10485"
"19.05.2016 22:00 - 19.05.2016 22:15","9667","10347"
"19.05.2016 22:15 - 19.05.2016 22:30","9515","10208"
"19.05.2016 22:30 - 19.05.2016 22:45","9323","10018"
"19.05.2016 22:45 - 19.05.2016 23:00","9002","9849"
"19.05.2016 23:00 - 19.05.2016 23:15","8695","9419"
"19.05.2016 23:15 - 19.05.2016 23:30","8492","9251"
"19.05.2016 23:30 - 19.05.2016 23:45","8305","9118"
"19.05.2016 23:45 - 20.05.2016 00:00","8172","8987"
"20.05.2016 00:00 - 20.05.2016 00:15","8135","8905"
"20.05.2016 00:15 - 20.05.2016 00:30","8039","8729"
"20.05.2016 00:30 - 20.05.2016 00:45","7950","8727"
"20.05.2016 00:45 - 20.05.2016 01:00","7858","8532"
"20.05.2016 01:00 - 20.05.2016 01:15","7764","8329"
"20.05.2016 01:15 - 20.05.2016 01:30","7683","8148"
"20.05.2016 01:30 - 20.05.2016 01:45","7611","8229"
"20.05.2016 01:45 - 20.05.2016 02:00","7570","8217"
"20.05.2016 02:00 - 20.05.2016 02:15","7535","8137"
"20.05.2016 02:15 - 20.05.2016 02:30","7507","8100"
"20.05.2016 02:30 - 20.05.2016 02:45","7510","8245"
"20.05.2016 02:45 - 20.05.2016 03:00","7533","8170"
"20.05.2016 03:00 - 20.05.2016 03:15","7578","8108"
"20.05.2016 03:15 - 20.05.2016 03:30","7601","8145"
"20.05.2016 03:30 - 20.05.2016 03:45","7595","8355"
"20.05.2016 03:45 - 20.05.2016 04:00","7593","8405"
"20.05.2016 04:00 - 20.05.2016 04:15","7738","8511"
"20.05.2016 04:15 - 20.05.2016 04:30","7787","8491"
"20.05.2016 04:30 - 20.05.2016 04:45","7848","8853"
"20.05.2016 04:45 - 20.05.2016 05:00","7918","8844"
"20.05.2016 05:00 - 20.05.2016 05:15","8111","8750"
"20.05.2016 05:15 - 20.05.2016 05:30","8206","8806"
"20.05.2016 05:30 - 20.05.2016 05:45","8380","8905"
"20.05.2016 05:45 - 20.05.2016 06:00","8583","9148"
"20.05.2016 06:00 - 20.05.2016 06:15","8889","9767"
"20.05.2016 06:15 - 20.05.2016 06:30","9198","10287"
"20.05.2016 06:30 - 20.05.2016 06:45","9478","10777"
"20.05.2016 06:45 - 20.05.2016 07:00","9709","10984"
"20.05.2016 07:00 - 20.05.2016 07:15","9961","11345"
"20.05.2016 07:15 - 20.05.2016 07:30","10190","11727"
"20.05.2016 07:30 - 20.05.2016 07:45","10494","11907"
"20.05.2016 07:45 - 20.05.2016 08:00","10648","12006"
"20.05.2016 08:00 - 20.05.2016 08:15","10702","12059"
"20.05.2016 08:15 - 20.05.2016 08:30","10796","11979"
"20.05.2016 08:30 - 20.05.2016 08:45","10809","11989"
"20.05.2016 08:45 - 20.05.2016 09:00","10795","11709"
"20.05.2016 09:00 - 20.05.2016 09:15","10872","11526"
"20.05.2016 09:15 - 20.05.2016 09:30","10909","11540"
"20.05.2016 09:30 - 20.05.2016 09:45","10954","11549"
"20.05.2016 09:45 - 20.05.2016 10:00","11014","11690"
"20.05.2016 10:00 - 20.05.2016 10:15","11053","11682"
"20.05.2016 10:15 - 20.05.2016 10:30","11095","11748"
"20.05.2016 10:30 - 20.05.2016 10:45","11113","11806"
"20.05.2016 10:45 - 20.05.2016 11:00","11161","11911"
"20.05.2016 11:00 - 20.05.2016 11:15","11234","12079"
"20.05.2016 11:15 - 20.05.2016 11:30","11310","12255"
"20.05.2016 11:30 - 20.05.2016 11:45","11351","12769"
"20.05.2016 11:45 - 20.05.2016 12:00","10900","12524"
"20.05.2016 12:00 - 20.05.2016 12:15","11084","12326"
"20.05.2016 12:15 - 20.05.2016 12:30","11105","12055"
"20.05.2016 12:30 - 20.05.2016 12:45","10954","12141"
"20.05.2016 12:45 - 20.05.2016 13:00","10977","11972"
"20.05.2016 13:00 - 20.05.2016 13:15","10622","11752"
"20.05.2016 13:15 - 20.05.2016 13:30","10738","11730"
"20.05.2016 13:30 - 20.05.2016 13:45","10613","11546"
"20.05.2016 13:45 - 20.05.2016 14:00","10496","11429"
"20.05.2016 14:00 - 20.05.2016 14:15","10500","11259"
"20.05.2016 14:15 - 20.05.2016 14:30","10215","11537"
"20.05.2016 14:30 - 20.05.2016 14:45","10241","11418"
"20.05.2016 14:45 - 20.05.2016 15:00","10745","11208"
"20.05.2016 15:00 - 20.05.2016 15:15","11012","11164"
"20.05.2016 15:15 - 20.05.2016 15:30","10458","11120"
"20.05.2016 15:30 - 20.05.2016 15:45","10451","11300"
"20.05.2016 15:45 - 20.05.2016 16:00","10398","11315"
"20.05.2016 16:00 - 20.05.2016 16:15","10467","11403"
"20.05.2016 16:15 - 20.05.2016 16:30","10737","11565"
"20.05.2016 16:30 - 20.05.2016 16:45","10829","11307"
"20.05.2016 16:45 - 20.05.2016 17:00","10403","11100"
"20.05.2016 17:00 - 20.05.2016 17:15","10430","11306"
"20.05.2016 17:15 - 20.05.2016 17:30","10447","11397"
"20.05.2016 17:30 - 20.05.2016 17:45","10514","11439"
"20.05.2016 17:45 - 20.05.2016 18:00","10503","11604"
