"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"17.05.2017 19:00 - 17.05.2017 19:15","10852","11513"
"17.05.2017 19:15 - 17.05.2017 19:30","10834","11674"
"17.05.2017 19:30 - 17.05.2017 19:45","10809","11666"
"17.05.2017 19:45 - 17.05.2017 20:00","10733","11619"
"17.05.2017 20:00 - 17.05.2017 20:15","10619","11295"
"17.05.2017 20:15 - 17.05.2017 20:30","10455","10984"
"17.05.2017 20:30 - 17.05.2017 20:45","10184","10640"
"17.05.2017 20:45 - 17.05.2017 21:00","10082","10218"
"17.05.2017 21:00 - 17.05.2017 21:15","9707","10231"
"17.05.2017 21:15 - 17.05.2017 21:30","9753","10074"
"17.05.2017 21:30 - 17.05.2017 21:45","9667","9930"
"17.05.2017 21:45 - 17.05.2017 22:00","9705","9771"
"17.05.2017 22:00 - 17.05.2017 22:15","9612","9537"
"17.05.2017 22:15 - 17.05.2017 22:30","9460","9297"
"17.05.2017 22:30 - 17.05.2017 22:45","9266","9370"
"17.05.2017 22:45 - 17.05.2017 23:00","8945","9155"
"17.05.2017 23:00 - 17.05.2017 23:15","8640","9096"
"17.05.2017 23:15 - 17.05.2017 23:30","8436","8942"
"17.05.2017 23:30 - 17.05.2017 23:45","8249","8822"
"17.05.2017 23:45 - 18.05.2017 00:00","8159","8635"
"18.05.2017 00:00 - 18.05.2017 00:15","8222","8587"
"18.05.2017 00:15 - 18.05.2017 00:30","8152","8370"
"18.05.2017 00:30 - 18.05.2017 00:45","8069","8520"
"18.05.2017 00:45 - 18.05.2017 01:00","7978","8439"
"18.05.2017 01:00 - 18.05.2017 01:15","7883","8454"
"18.05.2017 01:15 - 18.05.2017 01:30","7801","8323"
"18.05.2017 01:30 - 18.05.2017 01:45","7729","8188"
"18.05.2017 01:45 - 18.05.2017 02:00","7688","8189"
"18.05.2017 02:00 - 18.05.2017 02:15","7652","8213"
"18.05.2017 02:15 - 18.05.2017 02:30","7623","8143"
"18.05.2017 02:30 - 18.05.2017 02:45","7626","8136"
"18.05.2017 02:45 - 18.05.2017 03:00","7649","8175"
"18.05.2017 03:00 - 18.05.2017 03:15","7694","8120"
"18.05.2017 03:15 - 18.05.2017 03:30","7719","N/A"
"18.05.2017 03:30 - 18.05.2017 03:45","7712","8230"
"18.05.2017 03:45 - 18.05.2017 04:00","7708","8205"
"18.05.2017 04:00 - 18.05.2017 04:15","7857","8201"
"18.05.2017 04:15 - 18.05.2017 04:30","7907","8445"
"18.05.2017 04:30 - 18.05.2017 04:45","7970","8574"
"18.05.2017 04:45 - 18.05.2017 05:00","8044","8478"
"18.05.2017 05:00 - 18.05.2017 05:15","8239","8669"
"18.05.2017 05:15 - 18.05.2017 05:30","8341","8597"
"18.05.2017 05:30 - 18.05.2017 05:45","8518","8820"
"18.05.2017 05:45 - 18.05.2017 06:00","8732","8994"
"18.05.2017 06:00 - 18.05.2017 06:15","9052","9523"
"18.05.2017 06:15 - 18.05.2017 06:30","9358","10012"
"18.05.2017 06:30 - 18.05.2017 06:45","9644","10654"
"18.05.2017 06:45 - 18.05.2017 07:00","9872","11168"
"18.05.2017 07:00 - 18.05.2017 07:15","10130","11701"
"18.05.2017 07:15 - 18.05.2017 07:30","10359","11803"
"18.05.2017 07:30 - 18.05.2017 07:45","10627","12059"
"18.05.2017 07:45 - 18.05.2017 08:00","10768","12089"
"18.05.2017 08:00 - 18.05.2017 08:15","10817","12144"
"18.05.2017 08:15 - 18.05.2017 08:30","10915","12311"
"18.05.2017 08:30 - 18.05.2017 08:45","10924","12218"
"18.05.2017 08:45 - 18.05.2017 09:00","10907","12152"
"18.05.2017 09:00 - 18.05.2017 09:15","10985","11958"
"18.05.2017 09:15 - 18.05.2017 09:30","11011","11950"
"18.05.2017 09:30 - 18.05.2017 09:45","11067","11998"
"18.05.2017 09:45 - 18.05.2017 10:00","11123","12037"
"18.05.2017 10:00 - 18.05.2017 10:15","11160","11994"
"18.05.2017 10:15 - 18.05.2017 10:30","11198","12192"
"18.05.2017 10:30 - 18.05.2017 10:45","11214","12337"
"18.05.2017 10:45 - 18.05.2017 11:00","11259","12512"
"18.05.2017 11:00 - 18.05.2017 11:15","11334","12527"
"18.05.2017 11:15 - 18.05.2017 11:30","11408","12655"
"18.05.2017 11:30 - 18.05.2017 11:45","11446","12658"
"18.05.2017 11:45 - 18.05.2017 12:00","10961","12805"
"18.05.2017 12:00 - 18.05.2017 12:15","11188","12924"
"18.05.2017 12:15 - 18.05.2017 12:30","11195","12937"
"18.05.2017 12:30 - 18.05.2017 12:45","11062","12812"
"18.05.2017 12:45 - 18.05.2017 13:00","11088","12929"
"18.05.2017 13:00 - 18.05.2017 13:15","10736","12992"
"18.05.2017 13:15 - 18.05.2017 13:30","10850","12725"
"18.05.2017 13:30 - 18.05.2017 13:45","10725","12626"
"18.05.2017 13:45 - 18.05.2017 14:00","10621","12448"
"18.05.2017 14:00 - 18.05.2017 14:15","10629","12563"
"18.05.2017 14:15 - 18.05.2017 14:30","10349","12318"
"18.05.2017 14:30 - 18.05.2017 14:45","10369","12361"
"18.05.2017 14:45 - 18.05.2017 15:00","10865","12181"
"18.05.2017 15:00 - 18.05.2017 15:15","11129","12152"
"18.05.2017 15:15 - 18.05.2017 15:30","10589","12112"
"18.05.2017 15:30 - 18.05.2017 15:45","10576","11952"
"18.05.2017 15:45 - 18.05.2017 16:00","10525","11866"
"18.05.2017 16:00 - 18.05.2017 16:15","10577","11731"
"18.05.2017 16:15 - 18.05.2017 16:30","10827","11811"
"18.05.2017 16:30 - 18.05.2017 16:45","10923","11710"
"18.05.2017 16:45 - 18.05.2017 17:00","10524","11769"
"18.05.2017 17:00 - 18.05.2017 17:15","10541","11555"
"18.05.2017 17:15 - 18.05.2017 17:30","10553","11604"
"18.05.2017 17:30 - 18.05.2017 17:45","10603","11597"
"18.05.2017 17:45 - 18.05.2017 18:00","10602","11799"
"18.05.2017 18:00 - 18.05.2017 18:15","10530","11756"
"18.05.2017 18:15 - 18.05.2017 18:30","10635","11868"
"18.05.2017 18:30 - 18.05.2017 18:45","10720","11815"
"18.05.2017 18:45 - 18.05.2017 19:00","10809","11690"
"18.05.2017 19:00 - 18.05.2017 19:15","10868","11608"
"18.05.2017 19:15 - 18.05.2017 19:30","10850","11610"
"18.05.2017 19:30 - 18.05.2017 19:45","10828","11715"
"18.05.2017 19:45 - 18.05.2017 20:00","10750","11969"
"18.05.2017 20:00 - 18.05.2017 20:15","10640","12101"
"18.05.2017 20:15 - 18.05.2017 20:30","10507","11552"
"18.05.2017 20:30 - 18.05.2017 20:45","10209","11197"
"18.05.2017 20:45 - 18.05.2017 21:00","10105","11033"
"18.05.2017 21:00 - 18.05.2017 21:15","9732","10801"
"18.05.2017 21:15 - 18.05.2017 21:30","9784","10664"
"18.05.2017 21:30 - 18.05.2017 21:45","9680","10643"
"18.05.2017 21:45 - 18.05.2017 22:00","9735","10520"
"18.05.2017 22:00 - 18.05.2017 22:15","9642","10223"
"18.05.2017 22:15 - 18.05.2017 22:30","9490","10455"
"18.05.2017 22:30 - 18.05.2017 22:45","9298","10252"
"18.05.2017 22:45 - 18.05.2017 23:00","8978","9885"
"18.05.2017 23:00 - 18.05.2017 23:15","8672","9752"
"18.05.2017 23:15 - 18.05.2017 23:30","8469","9649"
"18.05.2017 23:30 - 18.05.2017 23:45","8282","9396"
"18.05.2017 23:45 - 19.05.2017 00:00","8123","9172"
"19.05.2017 00:00 - 19.05.2017 00:15","8027","8964"
"19.05.2017 00:15 - 19.05.2017 00:30","7914","8952"
"19.05.2017 00:30 - 19.05.2017 00:45","7823","8913"
"19.05.2017 00:45 - 19.05.2017 01:00","7732","8747"
"19.05.2017 01:00 - 19.05.2017 01:15","7639","8518"
"19.05.2017 01:15 - 19.05.2017 01:30","7559","8500"
"19.05.2017 01:30 - 19.05.2017 01:45","7488","8508"
"19.05.2017 01:45 - 19.05.2017 02:00","7448","8322"
"19.05.2017 02:00 - 19.05.2017 02:15","7415","8226"
"19.05.2017 02:15 - 19.05.2017 02:30","7388","8274"
"19.05.2017 02:30 - 19.05.2017 02:45","7394","8152"
"19.05.2017 02:45 - 19.05.2017 03:00","7416","7971"
"19.05.2017 03:00 - 19.05.2017 03:15","7461","7962"
"19.05.2017 03:15 - 19.05.2017 03:30","7483","7907"
"19.05.2017 03:30 - 19.05.2017 03:45","7478","8146"
"19.05.2017 03:45 - 19.05.2017 04:00","7480","8526"
"19.05.2017 04:00 - 19.05.2017 04:15","7622","8872"
"19.05.2017 04:15 - 19.05.2017 04:30","7671","8796"
"19.05.2017 04:30 - 19.05.2017 04:45","7731","8607"
"19.05.2017 04:45 - 19.05.2017 05:00","7801","8508"
"19.05.2017 05:00 - 19.05.2017 05:15","7993","8827"
"19.05.2017 05:15 - 19.05.2017 05:30","8084","8883"
"19.05.2017 05:30 - 19.05.2017 05:45","8255","8888"
"19.05.2017 05:45 - 19.05.2017 06:00","8451","9188"
"19.05.2017 06:00 - 19.05.2017 06:15","8746","9856"
"19.05.2017 06:15 - 19.05.2017 06:30","9060","10337"
"19.05.2017 06:30 - 19.05.2017 06:45","9334","10615"
"19.05.2017 06:45 - 19.05.2017 07:00","9568","11071"
"19.05.2017 07:00 - 19.05.2017 07:15","9816","11452"
"19.05.2017 07:15 - 19.05.2017 07:30","10046","11629"
"19.05.2017 07:30 - 19.05.2017 07:45","10452","11809"
"19.05.2017 07:45 - 19.05.2017 08:00","10611","11948"
"19.05.2017 08:00 - 19.05.2017 08:15","10670","12187"
"19.05.2017 08:15 - 19.05.2017 08:30","10759","12125"
"19.05.2017 08:30 - 19.05.2017 08:45","10765","12355"
"19.05.2017 08:45 - 19.05.2017 09:00","10748","12149"
"19.05.2017 09:00 - 19.05.2017 09:15","10825","12317"
"19.05.2017 09:15 - 19.05.2017 09:30","10868","12169"
"19.05.2017 09:30 - 19.05.2017 09:45","10897","12099"
"19.05.2017 09:45 - 19.05.2017 10:00","10959","12223"
"19.05.2017 10:00 - 19.05.2017 10:15","11000","12201"
"19.05.2017 10:15 - 19.05.2017 10:30","11043","11977"
"19.05.2017 10:30 - 19.05.2017 10:45","11062","12016"
"19.05.2017 10:45 - 19.05.2017 11:00","11108","12157"
"19.05.2017 11:00 - 19.05.2017 11:15","11173","12269"
"19.05.2017 11:15 - 19.05.2017 11:30","11246","12427"
"19.05.2017 11:30 - 19.05.2017 11:45","11287","12364"
"19.05.2017 11:45 - 19.05.2017 12:00","10896","12473"
"19.05.2017 12:00 - 19.05.2017 12:15","11021","12397"
"19.05.2017 12:15 - 19.05.2017 12:30","11058","12308"
"19.05.2017 12:30 - 19.05.2017 12:45","10899","12196"
"19.05.2017 12:45 - 19.05.2017 13:00","10920","12264"
"19.05.2017 13:00 - 19.05.2017 13:15","10573","12252"
"19.05.2017 13:15 - 19.05.2017 13:30","10684","12218"
"19.05.2017 13:30 - 19.05.2017 13:45","10552","11993"
"19.05.2017 13:45 - 19.05.2017 14:00","10430","11983"
"19.05.2017 14:00 - 19.05.2017 14:15","10434","11955"
"19.05.2017 14:15 - 19.05.2017 14:30","10145","12018"
"19.05.2017 14:30 - 19.05.2017 14:45","10181","12076"
"19.05.2017 14:45 - 19.05.2017 15:00","10688","12050"
"19.05.2017 15:00 - 19.05.2017 15:15","10959","12038"
"19.05.2017 15:15 - 19.05.2017 15:30","10390","11870"
"19.05.2017 15:30 - 19.05.2017 15:45","10391","11673"
"19.05.2017 15:45 - 19.05.2017 16:00","10333","11519"
"19.05.2017 16:00 - 19.05.2017 16:15","10421","11276"
"19.05.2017 16:15 - 19.05.2017 16:30","10711","11252"
"19.05.2017 16:30 - 19.05.2017 16:45","10807","11291"
"19.05.2017 16:45 - 19.05.2017 17:00","10357","11187"
"19.05.2017 17:00 - 19.05.2017 17:15","10388","11297"
"19.05.2017 17:15 - 19.05.2017 17:30","10407","11426"
"19.05.2017 17:30 - 19.05.2017 17:45","10481","11311"
"19.05.2017 17:45 - 19.05.2017 18:00","10464","11412"
"19.05.2017 18:00 - 19.05.2017 18:15","10391","11398"
"19.05.2017 18:15 - 19.05.2017 18:30","10509","11531"
"19.05.2017 18:30 - 19.05.2017 18:45","10569","11777"
"19.05.2017 18:45 - 19.05.2017 19:00","10662","11597"
"19.05.2017 19:00 - 19.05.2017 19:15","10715","11450"
"19.05.2017 19:15 - 19.05.2017 19:30","10687","11714"
"19.05.2017 19:30 - 19.05.2017 19:45","10661","11597"
"19.05.2017 19:45 - 19.05.2017 20:00","10603","11200"
"19.05.2017 20:00 - 19.05.2017 20:15","10476","11208"
"19.05.2017 20:15 - 19.05.2017 20:30","10285","10837"
"19.05.2017 20:30 - 19.05.2017 20:45","10049","10774"
"19.05.2017 20:45 - 19.05.2017 21:00","9959","10498"
"19.05.2017 21:00 - 19.05.2017 21:15","9542","10081"
"19.05.2017 21:15 - 19.05.2017 21:30","9595","10230"
"19.05.2017 21:30 - 19.05.2017 21:45","9591","9844"
"19.05.2017 21:45 - 19.05.2017 22:00","9532","9744"
"19.05.2017 22:00 - 19.05.2017 22:15","9439","9756"
"19.05.2017 22:15 - 19.05.2017 22:30","9285","9491"
"19.05.2017 22:30 - 19.05.2017 22:45","9091","9427"
"19.05.2017 22:45 - 19.05.2017 23:00","8785","9539"
"19.05.2017 23:00 - 19.05.2017 23:15","8495","9498"
"19.05.2017 23:15 - 19.05.2017 23:30","8295","9300"
"19.05.2017 23:30 - 19.05.2017 23:45","8106","9128"
"19.05.2017 23:45 - 20.05.2017 00:00","7857","8786"
"20.05.2017 00:00 - 20.05.2017 00:15","7574","8564"
"20.05.2017 00:15 - 20.05.2017 00:30","7417","8355"
"20.05.2017 00:30 - 20.05.2017 00:45","7288","8419"
"20.05.2017 00:45 - 20.05.2017 01:00","7171","8659"
"20.05.2017 01:00 - 20.05.2017 01:15","7068","8524"
"20.05.2017 01:15 - 20.05.2017 01:30","6983","8272"
"20.05.2017 01:30 - 20.05.2017 01:45","6903","8039"
"20.05.2017 01:45 - 20.05.2017 02:00","6860","7621"
"20.05.2017 02:00 - 20.05.2017 02:15","6820","7586"
"20.05.2017 02:15 - 20.05.2017 02:30","6766","7687"
"20.05.2017 02:30 - 20.05.2017 02:45","6728","7727"
"20.05.2017 02:45 - 20.05.2017 03:00","6737","7831"
"20.05.2017 03:00 - 20.05.2017 03:15","6759","7373"
"20.05.2017 03:15 - 20.05.2017 03:30","6762","7443"
"20.05.2017 03:30 - 20.05.2017 03:45","6743","7744"
"20.05.2017 03:45 - 20.05.2017 04:00","6724","7810"
"20.05.2017 04:00 - 20.05.2017 04:15","6794","7698"
"20.05.2017 04:15 - 20.05.2017 04:30","6788","7702"
"20.05.2017 04:30 - 20.05.2017 04:45","6770","7919"
"20.05.2017 04:45 - 20.05.2017 05:00","6744","7822"
"20.05.2017 05:00 - 20.05.2017 05:15","6832","7716"
"20.05.2017 05:15 - 20.05.2017 05:30","6785","7384"
"20.05.2017 05:30 - 20.05.2017 05:45","6835","7518"
"20.05.2017 05:45 - 20.05.2017 06:00","6842","7828"
"20.05.2017 06:00 - 20.05.2017 06:15","6815","7968"
"20.05.2017 06:15 - 20.05.2017 06:30","7017","8001"
"20.05.2017 06:30 - 20.05.2017 06:45","7114","7896"
"20.05.2017 06:45 - 20.05.2017 07:00","7242","8177"
"20.05.2017 07:00 - 20.05.2017 07:15","7383","8525"
"20.05.2017 07:15 - 20.05.2017 07:30","7586","8657"
"20.05.2017 07:30 - 20.05.2017 07:45","8241","8991"
"20.05.2017 07:45 - 20.05.2017 08:00","8563","9175"
"20.05.2017 08:00 - 20.05.2017 08:15","8713","9229"
"20.05.2017 08:15 - 20.05.2017 08:30","8814","9380"
"20.05.2017 08:30 - 20.05.2017 08:45","8999","9681"
"20.05.2017 08:45 - 20.05.2017 09:00","9070","9952"
"20.05.2017 09:00 - 20.05.2017 09:15","9201","10286"
"20.05.2017 09:15 - 20.05.2017 09:30","9356","10511"
"20.05.2017 09:30 - 20.05.2017 09:45","9423","10532"
"20.05.2017 09:45 - 20.05.2017 10:00","9518","10297"
"20.05.2017 10:00 - 20.05.2017 10:15","9602","10417"
"20.05.2017 10:15 - 20.05.2017 10:30","9673","10470"
"20.05.2017 10:30 - 20.05.2017 10:45","9722","10763"
"20.05.2017 10:45 - 20.05.2017 11:00","9849","10816"
"20.05.2017 11:00 - 20.05.2017 11:15","10025","10779"
"20.05.2017 11:15 - 20.05.2017 11:30","10169","10948"
"20.05.2017 11:30 - 20.05.2017 11:45","10273","11366"
"20.05.2017 11:45 - 20.05.2017 12:00","9701","11325"
"20.05.2017 12:00 - 20.05.2017 12:15","9854","11136"
"20.05.2017 12:15 - 20.05.2017 12:30","9877","10913"
"20.05.2017 12:30 - 20.05.2017 12:45","9503","10532"
"20.05.2017 12:45 - 20.05.2017 13:00","9519","10570"
"20.05.2017 13:00 - 20.05.2017 13:15","9022","10495"
"20.05.2017 13:15 - 20.05.2017 13:30","9237","10259"
"20.05.2017 13:30 - 20.05.2017 13:45","9182","10160"
"20.05.2017 13:45 - 20.05.2017 14:00","8921","9875"
"20.05.2017 14:00 - 20.05.2017 14:15","8889","9754"
"20.05.2017 14:15 - 20.05.2017 14:30","8564","9517"
"20.05.2017 14:30 - 20.05.2017 14:45","8581","9472"
"20.05.2017 14:45 - 20.05.2017 15:00","9127","9456"
"20.05.2017 15:00 - 20.05.2017 15:15","9379","9540"
"20.05.2017 15:15 - 20.05.2017 15:30","8782","9611"
"20.05.2017 15:30 - 20.05.2017 15:45","8751","9427"
"20.05.2017 15:45 - 20.05.2017 16:00","8737","9327"
"20.05.2017 16:00 - 20.05.2017 16:15","8822","9211"
"20.05.2017 16:15 - 20.05.2017 16:30","9227","9202"
"20.05.2017 16:30 - 20.05.2017 16:45","9235","9403"
"20.05.2017 16:45 - 20.05.2017 17:00","8636","9327"
"20.05.2017 17:00 - 20.05.2017 17:15","8797","9236"
"20.05.2017 17:15 - 20.05.2017 17:30","8848","9484"
"20.05.2017 17:30 - 20.05.2017 17:45","9119","9492"
"20.05.2017 17:45 - 20.05.2017 18:00","9027","9557"
"20.05.2017 18:00 - 20.05.2017 18:15","9113","9388"
"20.05.2017 18:15 - 20.05.2017 18:30","9320","9585"
"20.05.2017 18:30 - 20.05.2017 18:45","9421","9556"
"20.05.2017 18:45 - 20.05.2017 19:00","9510","9580"
"20.05.2017 19:00 - 20.05.2017 19:15","9645","9678"
"20.05.2017 19:15 - 20.05.2017 19:30","9714","9646"
"20.05.2017 19:30 - 20.05.2017 19:45","9635","9665"
"20.05.2017 19:45 - 20.05.2017 20:00","9194","9670"
"20.05.2017 20:00 - 20.05.2017 20:15","9470","9455"
"20.05.2017 20:15 - 20.05.2017 20:30","9498","9257"
"20.05.2017 20:30 - 20.05.2017 20:45","8860","9058"
"20.05.2017 20:45 - 20.05.2017 21:00","9055","8979"
"20.05.2017 21:00 - 20.05.2017 21:15","8563","8870"
"20.05.2017 21:15 - 20.05.2017 21:30","8661","8960"
"20.05.2017 21:30 - 20.05.2017 21:45","8912","8988"
"20.05.2017 21:45 - 20.05.2017 22:00","9131","8982"
"20.05.2017 22:00 - 20.05.2017 22:15","9091","8886"
"20.05.2017 22:15 - 20.05.2017 22:30","8976","8628"
"20.05.2017 22:30 - 20.05.2017 22:45","8831","8634"
"20.05.2017 22:45 - 20.05.2017 23:00","8449","8348"
"20.05.2017 23:00 - 20.05.2017 23:15","8069","8156"
"20.05.2017 23:15 - 20.05.2017 23:30","7870","8111"
"20.05.2017 23:30 - 20.05.2017 23:45","7698","7954"
"20.05.2017 23:45 - 21.05.2017 00:00","7560","7611"
"21.05.2017 00:00 - 21.05.2017 00:15","7535","7559"
"21.05.2017 00:15 - 21.05.2017 00:30","7443","7448"
"21.05.2017 00:30 - 21.05.2017 00:45","7325","7269"
"21.05.2017 00:45 - 21.05.2017 01:00","7207","7168"
"21.05.2017 01:00 - 21.05.2017 01:15","7104","7080"
"21.05.2017 01:15 - 21.05.2017 01:30","7017","7039"
"21.05.2017 01:30 - 21.05.2017 01:45","6936","7025"
"21.05.2017 01:45 - 21.05.2017 02:00","6892","6855"
"21.05.2017 02:00 - 21.05.2017 02:15","6850","7059"
"21.05.2017 02:15 - 21.05.2017 02:30","6793","6977"
"21.05.2017 02:30 - 21.05.2017 02:45","6749","6837"
"21.05.2017 02:45 - 21.05.2017 03:00","6757","6893"
"21.05.2017 03:00 - 21.05.2017 03:15","6777","6901"
"21.05.2017 03:15 - 21.05.2017 03:30","6778","6861"
"21.05.2017 03:30 - 21.05.2017 03:45","6756","6854"
"21.05.2017 03:45 - 21.05.2017 04:00","6733","6975"
"21.05.2017 04:00 - 21.05.2017 04:15","6800","6909"
"21.05.2017 04:15 - 21.05.2017 04:30","6791","6923"
"21.05.2017 04:30 - 21.05.2017 04:45","6768","6770"
"21.05.2017 04:45 - 21.05.2017 05:00","6736","6843"
"21.05.2017 05:00 - 21.05.2017 05:15","6818","6791"
"21.05.2017 05:15 - 21.05.2017 05:30","6767","6772"
"21.05.2017 05:30 - 21.05.2017 05:45","6809","6666"
"21.05.2017 05:45 - 21.05.2017 06:00","6811","6616"
"21.05.2017 06:00 - 21.05.2017 06:15","6773","6854"
"21.05.2017 06:15 - 21.05.2017 06:30","6960","6860"
"21.05.2017 06:30 - 21.05.2017 06:45","7055","6829"
"21.05.2017 06:45 - 21.05.2017 07:00","7172","6899"
"21.05.2017 07:00 - 21.05.2017 07:15","7308","7219"
"21.05.2017 07:15 - 21.05.2017 07:30","7509","7438"
"21.05.2017 07:30 - 21.05.2017 07:45","7976","7517"
"21.05.2017 07:45 - 21.05.2017 08:00","8318","7774"
"21.05.2017 08:00 - 21.05.2017 08:15","8479","7826"
"21.05.2017 08:15 - 21.05.2017 08:30","8585","8099"
"21.05.2017 08:30 - 21.05.2017 08:45","8791","8141"
"21.05.2017 08:45 - 21.05.2017 09:00","8874","8420"
"21.05.2017 09:00 - 21.05.2017 09:15","9016","8582"
"21.05.2017 09:15 - 21.05.2017 09:30","9180","8657"
"21.05.2017 09:30 - 21.05.2017 09:45","9259","8839"
"21.05.2017 09:45 - 21.05.2017 10:00","9355","8876"
"21.05.2017 10:00 - 21.05.2017 10:15","9445","9018"
"21.05.2017 10:15 - 21.05.2017 10:30","9518","9332"
"21.05.2017 10:30 - 21.05.2017 10:45","9571","9455"
"21.05.2017 10:45 - 21.05.2017 11:00","9707","9595"
"21.05.2017 11:00 - 21.05.2017 11:15","9900","9787"
"21.05.2017 11:15 - 21.05.2017 11:30","10054","10095"
"21.05.2017 11:30 - 21.05.2017 11:45","10165","10121"
"21.05.2017 11:45 - 21.05.2017 12:00","9560","9901"
"21.05.2017 12:00 - 21.05.2017 12:15","9732","9990"
"21.05.2017 12:15 - 21.05.2017 12:30","9743","9718"
"21.05.2017 12:30 - 21.05.2017 12:45","9352","9759"
"21.05.2017 12:45 - 21.05.2017 13:00","9369","9508"
"21.05.2017 13:00 - 21.05.2017 13:15","8855","8829"
"21.05.2017 13:15 - 21.05.2017 13:30","9081","9031"
"21.05.2017 13:30 - 21.05.2017 13:45","9034","8690"
"21.05.2017 13:45 - 21.05.2017 14:00","8764","8547"
"21.05.2017 14:00 - 21.05.2017 14:15","8730","8371"
"21.05.2017 14:15 - 21.05.2017 14:30","8405","8329"
"21.05.2017 14:30 - 21.05.2017 14:45","8414","8328"
"21.05.2017 14:45 - 21.05.2017 15:00","8955","8215"
"21.05.2017 15:00 - 21.05.2017 15:15","9196","8245"
"21.05.2017 15:15 - 21.05.2017 15:30","8614","8138"
"21.05.2017 15:30 - 21.05.2017 15:45","8576","8122"
"21.05.2017 15:45 - 21.05.2017 16:00","8568","8066"
"21.05.2017 16:00 - 21.05.2017 16:15","8644","8010"
"21.05.2017 16:15 - 21.05.2017 16:30","9044","8040"
"21.05.2017 16:30 - 21.05.2017 16:45","9036","8159"
"21.05.2017 16:45 - 21.05.2017 17:00","8456","8049"
"21.05.2017 17:00 - 21.05.2017 17:15","8626","8419"
"21.05.2017 17:15 - 21.05.2017 17:30","8678","8395"
"21.05.2017 17:30 - 21.05.2017 17:45","8964","8496"
"21.05.2017 17:45 - 21.05.2017 18:00","8870","8583"
"21.05.2017 18:00 - 21.05.2017 18:15","8976","8792"
"21.05.2017 18:15 - 21.05.2017 18:30","9187","8946"
"21.05.2017 18:30 - 21.05.2017 18:45","9299","9067"
"21.05.2017 18:45 - 21.05.2017 19:00","9387","9112"
"21.05.2017 19:00 - 21.05.2017 19:15","9532","9119"
"21.05.2017 19:15 - 21.05.2017 19:30","9612","9203"
"21.05.2017 19:30 - 21.05.2017 19:45","9527","9266"
"21.05.2017 19:45 - 21.05.2017 20:00","9044","9072"
"21.05.2017 20:00 - 21.05.2017 20:15","9363","9018"
"21.05.2017 20:15 - 21.05.2017 20:30","9432","8885"
"21.05.2017 20:30 - 21.05.2017 20:45","8739","8787"
"21.05.2017 20:45 - 21.05.2017 21:00","8957","8779"
"21.05.2017 21:00 - 21.05.2017 21:15","8470","8750"
"21.05.2017 21:15 - 21.05.2017 21:30","8574","8591"
"21.05.2017 21:30 - 21.05.2017 21:45","8838","8646"
"21.05.2017 21:45 - 21.05.2017 22:00","9099","8834"
"21.05.2017 22:00 - 21.05.2017 22:15","9067","8733"
"21.05.2017 22:15 - 21.05.2017 22:30","8955","8738"
"21.05.2017 22:30 - 21.05.2017 22:45","8815","8499"
"21.05.2017 22:45 - 21.05.2017 23:00","8425","8461"
"21.05.2017 23:00 - 21.05.2017 23:15","8036","8298"
"21.05.2017 23:15 - 21.05.2017 23:30","7838","8088"
"21.05.2017 23:30 - 21.05.2017 23:45","7667","8041"
"21.05.2017 23:45 - 22.05.2017 00:00","7450","7866"
"22.05.2017 00:00 - 22.05.2017 00:15","7249","7782"
"22.05.2017 00:15 - 22.05.2017 00:30","7134","7735"
"22.05.2017 00:30 - 22.05.2017 00:45","7059","7654"
"22.05.2017 00:45 - 22.05.2017 01:00","6988","7562"
"22.05.2017 01:00 - 22.05.2017 01:15","6913","7379"
"22.05.2017 01:15 - 22.05.2017 01:30","6829","7470"
"22.05.2017 01:30 - 22.05.2017 01:45","6770","7329"
"22.05.2017 01:45 - 22.05.2017 02:00","6761","7312"
"22.05.2017 02:00 - 22.05.2017 02:15","6752","7262"
"22.05.2017 02:15 - 22.05.2017 02:30","6718","7195"
"22.05.2017 02:30 - 22.05.2017 02:45","6714","7284"
"22.05.2017 02:45 - 22.05.2017 03:00","6744","7379"
"22.05.2017 03:00 - 22.05.2017 03:15","6776","7439"
"22.05.2017 03:15 - 22.05.2017 03:30","6746","7426"
"22.05.2017 03:30 - 22.05.2017 03:45","6750","7459"
"22.05.2017 03:45 - 22.05.2017 04:00","6777","7589"
"22.05.2017 04:00 - 22.05.2017 04:15","7070","7712"
"22.05.2017 04:15 - 22.05.2017 04:30","7145","7819"
"22.05.2017 04:30 - 22.05.2017 04:45","7260","7895"
"22.05.2017 04:45 - 22.05.2017 05:00","7360","8005"
"22.05.2017 05:00 - 22.05.2017 05:15","7660","8144"
"22.05.2017 05:15 - 22.05.2017 05:30","7806","8137"
"22.05.2017 05:30 - 22.05.2017 05:45","8079","8500"
"22.05.2017 05:45 - 22.05.2017 06:00","8391","8807"
"22.05.2017 06:00 - 22.05.2017 06:15","8811","9185"
"22.05.2017 06:15 - 22.05.2017 06:30","9250","9666"
"22.05.2017 06:30 - 22.05.2017 06:45","9541","9927"
"22.05.2017 06:45 - 22.05.2017 07:00","9839","10260"
"22.05.2017 07:00 - 22.05.2017 07:15","10117","10654"
"22.05.2017 07:15 - 22.05.2017 07:30","10342","10862"
"22.05.2017 07:30 - 22.05.2017 07:45","10526","11068"
