"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"16.04.2015 09:15 - 16.04.2015 09:30","10614","11199"
"16.04.2015 09:30 - 16.04.2015 09:45","10658","11059"
"16.04.2015 09:45 - 16.04.2015 10:00","10696","10789"
"16.04.2015 10:00 - 16.04.2015 10:15","10758","10781"
"16.04.2015 10:15 - 16.04.2015 10:30","10808","10900"
"16.04.2015 10:30 - 16.04.2015 10:45","10880","10768"
"16.04.2015 10:45 - 16.04.2015 11:00","10944","10847"
"16.04.2015 11:00 - 16.04.2015 11:15","11056","11045"
"16.04.2015 11:15 - 16.04.2015 11:30","11131","11130"
"16.04.2015 11:30 - 16.04.2015 11:45","11146","11053"
"16.04.2015 11:45 - 16.04.2015 12:00","11111","11110"
"16.04.2015 12:00 - 16.04.2015 12:15","11011","11019"
"16.04.2015 12:15 - 16.04.2015 12:30","10859","11121"
"16.04.2015 12:30 - 16.04.2015 12:45","10928","11053"
"16.04.2015 12:45 - 16.04.2015 13:00","10890","10824"
"16.04.2015 13:00 - 16.04.2015 13:15","10891","10616"
"16.04.2015 13:15 - 16.04.2015 13:30","10851","10527"
"16.04.2015 13:30 - 16.04.2015 13:45","10809","10578"
"16.04.2015 13:45 - 16.04.2015 14:00","10739","10444"
"16.04.2015 14:00 - 16.04.2015 14:15","10696","10529"
"16.04.2015 14:15 - 16.04.2015 14:30","10694","10619"
"16.04.2015 14:30 - 16.04.2015 14:45","10681","10410"
"16.04.2015 14:45 - 16.04.2015 15:00","10768","10256"
"16.04.2015 15:00 - 16.04.2015 15:15","10705","10283"
"16.04.2015 15:15 - 16.04.2015 15:30","10624","10133"
"16.04.2015 15:30 - 16.04.2015 15:45","10529","9937"
"16.04.2015 15:45 - 16.04.2015 16:00","10460","9809"
"16.04.2015 16:00 - 16.04.2015 16:15","10282","9820"
"16.04.2015 16:15 - 16.04.2015 16:30","10217","9860"
"16.04.2015 16:30 - 16.04.2015 16:45","10177","10068"
"16.04.2015 16:45 - 16.04.2015 17:00","10221","9994"
"16.04.2015 17:00 - 16.04.2015 17:15","10258","10109"
"16.04.2015 17:15 - 16.04.2015 17:30","10299","10168"
"16.04.2015 17:30 - 16.04.2015 17:45","10374","10022"
"16.04.2015 17:45 - 16.04.2015 18:00","10437","9313"
"16.04.2015 18:00 - 16.04.2015 18:15","10407","8982"
"16.04.2015 18:15 - 16.04.2015 18:30","10470","9105"
"16.04.2015 18:30 - 16.04.2015 18:45","10569","9303"
"16.04.2015 18:45 - 16.04.2015 19:00","10643","9269"
"16.04.2015 19:00 - 16.04.2015 19:15","10694","8966"
"16.04.2015 19:15 - 16.04.2015 19:30","10628","9139"
"16.04.2015 19:30 - 16.04.2015 19:45","10627","9292"
"16.04.2015 19:45 - 16.04.2015 20:00","10641","9384"
"16.04.2015 20:00 - 16.04.2015 20:15","10468","9163"
"16.04.2015 20:15 - 16.04.2015 20:30","10270","9267"
"16.04.2015 20:30 - 16.04.2015 20:45","10126","9269"
"16.04.2015 20:45 - 16.04.2015 21:00","9876","9187"
"16.04.2015 21:00 - 16.04.2015 21:15","9773","9001"
"16.04.2015 21:15 - 16.04.2015 21:30","9612","8873"
"16.04.2015 21:30 - 16.04.2015 21:45","9448","8672"
"16.04.2015 21:45 - 16.04.2015 22:00","9242","8536"
"16.04.2015 22:00 - 16.04.2015 22:15","9145","8293"
"16.04.2015 22:15 - 16.04.2015 22:30","8972","8321"
"16.04.2015 22:30 - 16.04.2015 22:45","8716","8094"
"16.04.2015 22:45 - 16.04.2015 23:00","8480","7891"
"16.04.2015 23:00 - 16.04.2015 23:15","8298","7670"
"16.04.2015 23:15 - 16.04.2015 23:30","8124","7307"
"16.04.2015 23:30 - 16.04.2015 23:45","7945","7157"
"16.04.2015 23:45 - 17.04.2015 00:00","7647","7027"
"17.04.2015 00:00 - 17.04.2015 00:15","7210","6777"
"17.04.2015 00:15 - 17.04.2015 00:30","7053","6561"
"17.04.2015 00:30 - 17.04.2015 00:45","6956","6612"
"17.04.2015 00:45 - 17.04.2015 01:00","6868","6477"
"17.04.2015 01:00 - 17.04.2015 01:15","6791","6408"
"17.04.2015 01:15 - 17.04.2015 01:30","6731","6206"
"17.04.2015 01:30 - 17.04.2015 01:45","6676","6268"
"17.04.2015 01:45 - 17.04.2015 02:00","6624","5965"
"17.04.2015 02:00 - 17.04.2015 02:15","6600","5907"
"17.04.2015 02:15 - 17.04.2015 02:30","6600","5925"
"17.04.2015 02:30 - 17.04.2015 02:45","6628","6194"
"17.04.2015 02:45 - 17.04.2015 03:00","6669","6155"
"17.04.2015 03:00 - 17.04.2015 03:15","6705","6189"
"17.04.2015 03:15 - 17.04.2015 03:30","6743","6227"
"17.04.2015 03:30 - 17.04.2015 03:45","6796","6268"
"17.04.2015 03:45 - 17.04.2015 04:00","6851","6426"
"17.04.2015 04:00 - 17.04.2015 04:15","6977","6504"
"17.04.2015 04:15 - 17.04.2015 04:30","7090","6473"
"17.04.2015 04:30 - 17.04.2015 04:45","7181","6635"
"17.04.2015 04:45 - 17.04.2015 05:00","7306","6840"
"17.04.2015 05:00 - 17.04.2015 05:15","7518","7009"
"17.04.2015 05:15 - 17.04.2015 05:30","7649","7232"
"17.04.2015 05:30 - 17.04.2015 05:45","7865","7346"
"17.04.2015 05:45 - 17.04.2015 06:00","8094","7640"
"17.04.2015 06:00 - 17.04.2015 06:15","8500","7967"
"17.04.2015 06:15 - 17.04.2015 06:30","8870","8234"
"17.04.2015 06:30 - 17.04.2015 06:45","9144","8411"
"17.04.2015 06:45 - 17.04.2015 07:00","9373","8675"
"17.04.2015 07:00 - 17.04.2015 07:15","9616","9005"
"17.04.2015 07:15 - 17.04.2015 07:30","9800","9380"
"17.04.2015 07:30 - 17.04.2015 07:45","9992","9502"
"17.04.2015 07:45 - 17.04.2015 08:00","10124","9551"
"17.04.2015 08:00 - 17.04.2015 08:15","10168","9512"
"17.04.2015 08:15 - 17.04.2015 08:30","10227","9528"
"17.04.2015 08:30 - 17.04.2015 08:45","10188","9443"
"17.04.2015 08:45 - 17.04.2015 09:00","10192","9332"
"17.04.2015 09:00 - 17.04.2015 09:15","10235","9226"
"17.04.2015 09:15 - 17.04.2015 09:30","10272","9382"
"17.04.2015 09:30 - 17.04.2015 09:45","10301","9466"
"17.04.2015 09:45 - 17.04.2015 10:00","10333","9646"
"17.04.2015 10:00 - 17.04.2015 10:15","10417","9845"
"17.04.2015 10:15 - 17.04.2015 10:30","10466","9923"
"17.04.2015 10:30 - 17.04.2015 10:45","10517","9973"
"17.04.2015 10:45 - 17.04.2015 11:00","10580","9863"
"17.04.2015 11:00 - 17.04.2015 11:15","10665","10116"
"17.04.2015 11:15 - 17.04.2015 11:30","10752","9864"
"17.04.2015 11:30 - 17.04.2015 11:45","10760","9915"
"17.04.2015 11:45 - 17.04.2015 12:00","10733","9819"
"17.04.2015 12:00 - 17.04.2015 12:15","10686","9588"
"17.04.2015 12:15 - 17.04.2015 12:30","10621","9517"
"17.04.2015 12:30 - 17.04.2015 12:45","10622","9664"
"17.04.2015 12:45 - 17.04.2015 13:00","10623","9480"
"17.04.2015 13:00 - 17.04.2015 13:15","10614","9317"
"17.04.2015 13:15 - 17.04.2015 13:30","10500","9320"
"17.04.2015 13:30 - 17.04.2015 13:45","10409","9272"
"17.04.2015 13:45 - 17.04.2015 14:00","10320","8913"
"17.04.2015 14:00 - 17.04.2015 14:15","10303","9168"
"17.04.2015 14:15 - 17.04.2015 14:30","10291","9348"
"17.04.2015 14:30 - 17.04.2015 14:45","10213","9309"
"17.04.2015 14:45 - 17.04.2015 15:00","10204","9093"
"17.04.2015 15:00 - 17.04.2015 15:15","10185","8951"
"17.04.2015 15:15 - 17.04.2015 15:30","10107","8780"
"17.04.2015 15:30 - 17.04.2015 15:45","10029","8455"
"17.04.2015 15:45 - 17.04.2015 16:00","9961","8811"
"17.04.2015 16:00 - 17.04.2015 16:15","9880","8926"
"17.04.2015 16:15 - 17.04.2015 16:30","9822","8991"
"17.04.2015 16:30 - 17.04.2015 16:45","9746","8763"
"17.04.2015 16:45 - 17.04.2015 17:00","9700","8593"
"17.04.2015 17:00 - 17.04.2015 17:15","9697","8504"
"17.04.2015 17:15 - 17.04.2015 17:30","9703","8657"
"17.04.2015 17:30 - 17.04.2015 17:45","9769","8557"
"17.04.2015 17:45 - 17.04.2015 18:00","9812","8950"
"17.04.2015 18:00 - 17.04.2015 18:15","9799","9156"
"17.04.2015 18:15 - 17.04.2015 18:30","9905","8887"
"17.04.2015 18:30 - 17.04.2015 18:45","9979","8836"
"17.04.2015 18:45 - 17.04.2015 19:00","10049","8997"
"17.04.2015 19:00 - 17.04.2015 19:15","10115","9118"
"17.04.2015 19:15 - 17.04.2015 19:30","10102","8984"
"17.04.2015 19:30 - 17.04.2015 19:45","10068","8740"
"17.04.2015 19:45 - 17.04.2015 20:00","10174","8610"
"17.04.2015 20:00 - 17.04.2015 20:15","10065","8761"
"17.04.2015 20:15 - 17.04.2015 20:30","9911","8845"
"17.04.2015 20:30 - 17.04.2015 20:45","9781","8895"
"17.04.2015 20:45 - 17.04.2015 21:00","9580","8636"
"17.04.2015 21:00 - 17.04.2015 21:15","9481","8674"
"17.04.2015 21:15 - 17.04.2015 21:30","9372","8668"
"17.04.2015 21:30 - 17.04.2015 21:45","9224","8382"
"17.04.2015 21:45 - 17.04.2015 22:00","9046","7882"
"17.04.2015 22:00 - 17.04.2015 22:15","8905","7941"
"17.04.2015 22:15 - 17.04.2015 22:30","8755","8066"
"17.04.2015 22:30 - 17.04.2015 22:45","8373","7808"
"17.04.2015 22:45 - 17.04.2015 23:00","8159","7398"
"17.04.2015 23:00 - 17.04.2015 23:15","7982","7397"
"17.04.2015 23:15 - 17.04.2015 23:30","7827","7240"
"17.04.2015 23:30 - 17.04.2015 23:45","7673","6920"
"17.04.2015 23:45 - 18.04.2015 00:00","7365","6687"
"18.04.2015 00:00 - 18.04.2015 00:15","6903","6662"
"18.04.2015 00:15 - 18.04.2015 00:30","6699","6644"
"18.04.2015 00:30 - 18.04.2015 00:45","6570","6434"
"18.04.2015 00:45 - 18.04.2015 01:00","6465","6268"
"18.04.2015 01:00 - 18.04.2015 01:15","6385","6131"
"18.04.2015 01:15 - 18.04.2015 01:30","6317","6095"
"18.04.2015 01:30 - 18.04.2015 01:45","6254","5784"
"18.04.2015 01:45 - 18.04.2015 02:00","6196","5783"
"18.04.2015 02:00 - 18.04.2015 02:15","6173","5748"
"18.04.2015 02:15 - 18.04.2015 02:30","6168","6002"
"18.04.2015 02:30 - 18.04.2015 02:45","6171","5935"
"18.04.2015 02:45 - 18.04.2015 03:00","6195","5782"
"18.04.2015 03:00 - 18.04.2015 03:15","6213","5861"
"18.04.2015 03:15 - 18.04.2015 03:30","6229","5898"
"18.04.2015 03:30 - 18.04.2015 03:45","6244","5977"
"18.04.2015 03:45 - 18.04.2015 04:00","6245","6017"
"18.04.2015 04:00 - 18.04.2015 04:15","6308","6174"
"18.04.2015 04:15 - 18.04.2015 04:30","6372","6201"
"18.04.2015 04:30 - 18.04.2015 04:45","6387","6075"
"18.04.2015 04:45 - 18.04.2015 05:00","6403","6211"
"18.04.2015 05:00 - 18.04.2015 05:15","6473","6293"
"18.04.2015 05:15 - 18.04.2015 05:30","6489","6224"
"18.04.2015 05:30 - 18.04.2015 05:45","6505","6208"
"18.04.2015 05:45 - 18.04.2015 06:00","6500","6045"
"18.04.2015 06:00 - 18.04.2015 06:15","6554","5876"
"18.04.2015 06:15 - 18.04.2015 06:30","6623","6052"
"18.04.2015 06:30 - 18.04.2015 06:45","6703","6156"
"18.04.2015 06:45 - 18.04.2015 07:00","6806","6248"
"18.04.2015 07:00 - 18.04.2015 07:15","6987","6499"
"18.04.2015 07:15 - 18.04.2015 07:30","7147","6640"
"18.04.2015 07:30 - 18.04.2015 07:45","7391","6990"
"18.04.2015 07:45 - 18.04.2015 08:00","7568","7069"
"18.04.2015 08:00 - 18.04.2015 08:15","7760","7354"
"18.04.2015 08:15 - 18.04.2015 08:30","7924","7455"
"18.04.2015 08:30 - 18.04.2015 08:45","8001","7626"
"18.04.2015 08:45 - 18.04.2015 09:00","8134","7709"
"18.04.2015 09:00 - 18.04.2015 09:15","8277","8051"
"18.04.2015 09:15 - 18.04.2015 09:30","8373","8038"
"18.04.2015 09:30 - 18.04.2015 09:45","8451","8074"
"18.04.2015 09:45 - 18.04.2015 10:00","8515","8303"
"18.04.2015 10:00 - 18.04.2015 10:15","8600","8360"
"18.04.2015 10:15 - 18.04.2015 10:30","8681","8379"
"18.04.2015 10:30 - 18.04.2015 10:45","8768","8670"
"18.04.2015 10:45 - 18.04.2015 11:00","8869","8903"
"18.04.2015 11:00 - 18.04.2015 11:15","9056","8804"
"18.04.2015 11:15 - 18.04.2015 11:30","9186","8867"
"18.04.2015 11:30 - 18.04.2015 11:45","9269","9113"
"18.04.2015 11:45 - 18.04.2015 12:00","9194","9035"
"18.04.2015 12:00 - 18.04.2015 12:15","9088","8674"
"18.04.2015 12:15 - 18.04.2015 12:30","8954","8579"
"18.04.2015 12:30 - 18.04.2015 12:45","8878","8409"
"18.04.2015 12:45 - 18.04.2015 13:00","8766","8018"
"18.04.2015 13:00 - 18.04.2015 13:15","8713","8261"
"18.04.2015 13:15 - 18.04.2015 13:30","8572","7940"
"18.04.2015 13:30 - 18.04.2015 13:45","8461","7947"
"18.04.2015 13:45 - 18.04.2015 14:00","8344","7801"
"18.04.2015 14:00 - 18.04.2015 14:15","8318","7725"
"18.04.2015 14:15 - 18.04.2015 14:30","8219","7568"
"18.04.2015 14:30 - 18.04.2015 14:45","8117","7504"
"18.04.2015 14:45 - 18.04.2015 15:00","8016","7223"
"18.04.2015 15:00 - 18.04.2015 15:15","7953","7487"
"18.04.2015 15:15 - 18.04.2015 15:30","7906","7332"
"18.04.2015 15:30 - 18.04.2015 15:45","7851","7295"
"18.04.2015 15:45 - 18.04.2015 16:00","7795","7309"
"18.04.2015 16:00 - 18.04.2015 16:15","7892","7482"
"18.04.2015 16:15 - 18.04.2015 16:30","7863","7443"
"18.04.2015 16:30 - 18.04.2015 16:45","7826","7349"
"18.04.2015 16:45 - 18.04.2015 17:00","7815","7179"
"18.04.2015 17:00 - 18.04.2015 17:15","7858","7047"
"18.04.2015 17:15 - 18.04.2015 17:30","7912","6977"
"18.04.2015 17:30 - 18.04.2015 17:45","8020","7059"
"18.04.2015 17:45 - 18.04.2015 18:00","8095","6967"
"18.04.2015 18:00 - 18.04.2015 18:15","8182","7382"
"18.04.2015 18:15 - 18.04.2015 18:30","8349","7647"
"18.04.2015 18:30 - 18.04.2015 18:45","8439","7726"
"18.04.2015 18:45 - 18.04.2015 19:00","8488","7694"
"18.04.2015 19:00 - 18.04.2015 19:15","8489","7662"
"18.04.2015 19:15 - 18.04.2015 19:30","8462","7590"
"18.04.2015 19:30 - 18.04.2015 19:45","8429","7520"
"18.04.2015 19:45 - 18.04.2015 20:00","8333","7435"
"18.04.2015 20:00 - 18.04.2015 20:15","8248","7638"
"18.04.2015 20:15 - 18.04.2015 20:30","8086","7708"
"18.04.2015 20:30 - 18.04.2015 20:45","7893","7683"
"18.04.2015 20:45 - 18.04.2015 21:00","7773","7701"
"18.04.2015 21:00 - 18.04.2015 21:15","7671","7526"
"18.04.2015 21:15 - 18.04.2015 21:30","7539","7349"
"18.04.2015 21:30 - 18.04.2015 21:45","7415","7141"
"18.04.2015 21:45 - 18.04.2015 22:00","7317","7049"
"18.04.2015 22:00 - 18.04.2015 22:15","7283","6972"
"18.04.2015 22:15 - 18.04.2015 22:30","7164","6799"
"18.04.2015 22:30 - 18.04.2015 22:45","7017","6750"
"18.04.2015 22:45 - 18.04.2015 23:00","6887","6617"
"18.04.2015 23:00 - 18.04.2015 23:15","6772","6354"
"18.04.2015 23:15 - 18.04.2015 23:30","6634","6286"
"18.04.2015 23:30 - 18.04.2015 23:45","6488","6144"
"18.04.2015 23:45 - 19.04.2015 00:00","6182","5991"
"19.04.2015 00:00 - 19.04.2015 00:15","5644","5688"
"19.04.2015 00:15 - 19.04.2015 00:30","5450","5734"
"19.04.2015 00:30 - 19.04.2015 00:45","5344","5667"
"19.04.2015 00:45 - 19.04.2015 01:00","5269","5373"
"19.04.2015 01:00 - 19.04.2015 01:15","5206","5257"
"19.04.2015 01:15 - 19.04.2015 01:30","5141","5195"
"19.04.2015 01:30 - 19.04.2015 01:45","5077","5156"
"19.04.2015 01:45 - 19.04.2015 02:00","5042","4975"
"19.04.2015 02:00 - 19.04.2015 02:15","5041","4789"
"19.04.2015 02:15 - 19.04.2015 02:30","5034","4909"
"19.04.2015 02:30 - 19.04.2015 02:45","5026","4871"
"19.04.2015 02:45 - 19.04.2015 03:00","5035","4984"
"19.04.2015 03:00 - 19.04.2015 03:15","5057","5035"
"19.04.2015 03:15 - 19.04.2015 03:30","5079","5008"
"19.04.2015 03:30 - 19.04.2015 03:45","5092","5033"
"19.04.2015 03:45 - 19.04.2015 04:00","5097","5043"
"19.04.2015 04:00 - 19.04.2015 04:15","5168","5077"
"19.04.2015 04:15 - 19.04.2015 04:30","5225","5046"
"19.04.2015 04:30 - 19.04.2015 04:45","5243","5166"
"19.04.2015 04:45 - 19.04.2015 05:00","5231","5171"
"19.04.2015 05:00 - 19.04.2015 05:15","5256","5157"
"19.04.2015 05:15 - 19.04.2015 05:30","5238","5271"
"19.04.2015 05:30 - 19.04.2015 05:45","5245","5260"
"19.04.2015 05:45 - 19.04.2015 06:00","5198","5032"
"19.04.2015 06:00 - 19.04.2015 06:15","5146","4819"
"19.04.2015 06:15 - 19.04.2015 06:30","5160","4727"
"19.04.2015 06:30 - 19.04.2015 06:45","5215","4802"
"19.04.2015 06:45 - 19.04.2015 07:00","5298","4831"
"19.04.2015 07:00 - 19.04.2015 07:15","5479","5108"
"19.04.2015 07:15 - 19.04.2015 07:30","5648","5284"
"19.04.2015 07:30 - 19.04.2015 07:45","5909","5333"
"19.04.2015 07:45 - 19.04.2015 08:00","6121","5667"
"19.04.2015 08:00 - 19.04.2015 08:15","6341","6194"
"19.04.2015 08:15 - 19.04.2015 08:30","6548","6454"
"19.04.2015 08:30 - 19.04.2015 08:45","6687","6445"
"19.04.2015 08:45 - 19.04.2015 09:00","6830","6578"
"19.04.2015 09:00 - 19.04.2015 09:15","7009","6866"
"19.04.2015 09:15 - 19.04.2015 09:30","7126","6947"
"19.04.2015 09:30 - 19.04.2015 09:45","7242","6790"
"19.04.2015 09:45 - 19.04.2015 10:00","7347","6783"
"19.04.2015 10:00 - 19.04.2015 10:15","7461","6852"
"19.04.2015 10:15 - 19.04.2015 10:30","7596","6977"
"19.04.2015 10:30 - 19.04.2015 10:45","7739","7009"
"19.04.2015 10:45 - 19.04.2015 11:00","7922","7110"
"19.04.2015 11:00 - 19.04.2015 11:15","8178","7375"
"19.04.2015 11:15 - 19.04.2015 11:30","8390","7460"
"19.04.2015 11:30 - 19.04.2015 11:45","8482","7516"
"19.04.2015 11:45 - 19.04.2015 12:00","8402","7564"
"19.04.2015 12:00 - 19.04.2015 12:15","8269","7549"
"19.04.2015 12:15 - 19.04.2015 12:30","8072","7590"
"19.04.2015 12:30 - 19.04.2015 12:45","8002","7429"
"19.04.2015 12:45 - 19.04.2015 13:00","7871","7197"
"19.04.2015 13:00 - 19.04.2015 13:15","7826","7019"
"19.04.2015 13:15 - 19.04.2015 13:30","7674","6994"
"19.04.2015 13:30 - 19.04.2015 13:45","7598","6849"
"19.04.2015 13:45 - 19.04.2015 14:00","7506","6623"
"19.04.2015 14:00 - 19.04.2015 14:15","7507","6421"
"19.04.2015 14:15 - 19.04.2015 14:30","7434","6559"
"19.04.2015 14:30 - 19.04.2015 14:45","7349","6511"
"19.04.2015 14:45 - 19.04.2015 15:00","7250","6477"
"19.04.2015 15:00 - 19.04.2015 15:15","7178","6387"
"19.04.2015 15:15 - 19.04.2015 15:30","7139","6351"
"19.04.2015 15:30 - 19.04.2015 15:45","7098","6169"
"19.04.2015 15:45 - 19.04.2015 16:00","7021","6133"
"19.04.2015 16:00 - 19.04.2015 16:15","7041","5835"
"19.04.2015 16:15 - 19.04.2015 16:30","6988","5852"
"19.04.2015 16:30 - 19.04.2015 16:45","6984","5720"
"19.04.2015 16:45 - 19.04.2015 17:00","7018","5762"
"19.04.2015 17:00 - 19.04.2015 17:15","7089","5885"
"19.04.2015 17:15 - 19.04.2015 17:30","0","5903"
"19.04.2015 17:30 - 19.04.2015 17:45","7384","6169"
"19.04.2015 17:45 - 19.04.2015 18:00","7508","6164"
"19.04.2015 18:00 - 19.04.2015 18:15","7662","6625"
"19.04.2015 18:15 - 19.04.2015 18:30","7816","6874"
"19.04.2015 18:30 - 19.04.2015 18:45","7902","6896"
"19.04.2015 18:45 - 19.04.2015 19:00","7959","6977"
"19.04.2015 19:00 - 19.04.2015 19:15","8017","7115"
"19.04.2015 19:15 - 19.04.2015 19:30","8009","6899"
"19.04.2015 19:30 - 19.04.2015 19:45","8053","6847"
"19.04.2015 19:45 - 19.04.2015 20:00","7940","6818"
"19.04.2015 20:00 - 19.04.2015 20:15","7924","6910"
"19.04.2015 20:15 - 19.04.2015 20:30","7821","6972"
"19.04.2015 20:30 - 19.04.2015 20:45","7708","6987"
"19.04.2015 20:45 - 19.04.2015 21:00","7622","6942"
"19.04.2015 21:00 - 19.04.2015 21:15","7573","6957"
"19.04.2015 21:15 - 19.04.2015 21:30","7482","6867"
"19.04.2015 21:30 - 19.04.2015 21:45","7444","6760"
"19.04.2015 21:45 - 19.04.2015 22:00","7437","6768"
"19.04.2015 22:00 - 19.04.2015 22:15","7460","6629"
"19.04.2015 22:15 - 19.04.2015 22:30","7348","6471"
"19.04.2015 22:30 - 19.04.2015 22:45","7208","6335"
"19.04.2015 22:45 - 19.04.2015 23:00","7031","6209"
"19.04.2015 23:00 - 19.04.2015 23:15","6865","6050"
"19.04.2015 23:15 - 19.04.2015 23:30","6715","5879"
"19.04.2015 23:30 - 19.04.2015 23:45","6583","5633"
"19.04.2015 23:45 - 20.04.2015 00:00","6352","5605"
"20.04.2015 00:00 - 20.04.2015 00:15","5981","5547"
"20.04.2015 00:15 - 20.04.2015 00:30","5831","5484"
"20.04.2015 00:30 - 20.04.2015 00:45","5755","5361"
"20.04.2015 00:45 - 20.04.2015 01:00","5697","5470"
"20.04.2015 01:00 - 20.04.2015 01:15","5645","5381"
"20.04.2015 01:15 - 20.04.2015 01:30","5592","5231"
"20.04.2015 01:30 - 20.04.2015 01:45","5548","5241"
"20.04.2015 01:45 - 20.04.2015 02:00","5525","5282"
"20.04.2015 02:00 - 20.04.2015 02:15","5532","5227"
"20.04.2015 02:15 - 20.04.2015 02:30","5540","5210"
"20.04.2015 02:30 - 20.04.2015 02:45","5558","5153"
"20.04.2015 02:45 - 20.04.2015 03:00","5603","5205"
"20.04.2015 03:00 - 20.04.2015 03:15","5661","5231"
"20.04.2015 03:15 - 20.04.2015 03:30","5720","5206"
"20.04.2015 03:30 - 20.04.2015 03:45","5782","5344"
"20.04.2015 03:45 - 20.04.2015 04:00","5833","5340"
"20.04.2015 04:00 - 20.04.2015 04:15","6003","5550"
"20.04.2015 04:15 - 20.04.2015 04:30","6149","5598"
"20.04.2015 04:30 - 20.04.2015 04:45","6286","5819"
"20.04.2015 04:45 - 20.04.2015 05:00","6407","6012"
"20.04.2015 05:00 - 20.04.2015 05:15","6647","6396"
"20.04.2015 05:15 - 20.04.2015 05:30","6788","6614"
"20.04.2015 05:30 - 20.04.2015 05:45","7037","6778"
"20.04.2015 05:45 - 20.04.2015 06:00","7273","6870"
"20.04.2015 06:00 - 20.04.2015 06:15","7703","7224"
"20.04.2015 06:15 - 20.04.2015 06:30","8099","7600"
"20.04.2015 06:30 - 20.04.2015 06:45","8400","8149"
"20.04.2015 06:45 - 20.04.2015 07:00","8648","8367"
"20.04.2015 07:00 - 20.04.2015 07:15","8964","8719"
"20.04.2015 07:15 - 20.04.2015 07:30","9209","8803"
"20.04.2015 07:30 - 20.04.2015 07:45","9434","9181"
"20.04.2015 07:45 - 20.04.2015 08:00","9571","9420"
"20.04.2015 08:00 - 20.04.2015 08:15","9662","9344"
"20.04.2015 08:15 - 20.04.2015 08:30","9738","9387"
"20.04.2015 08:30 - 20.04.2015 08:45","9726","9196"
"20.04.2015 08:45 - 20.04.2015 09:00","9535","9217"
"20.04.2015 09:00 - 20.04.2015 09:15","9613","9037"
"20.04.2015 09:15 - 20.04.2015 09:30","9619","8919"
"20.04.2015 09:30 - 20.04.2015 09:45","9664","8939"
"20.04.2015 09:45 - 20.04.2015 10:00","9718","8986"
"20.04.2015 10:00 - 20.04.2015 10:15","9769","9076"
"20.04.2015 10:15 - 20.04.2015 10:30","9784","9141"
"20.04.2015 10:30 - 20.04.2015 10:45","9853","9034"
"20.04.2015 10:45 - 20.04.2015 11:00","9867","9027"
"20.04.2015 11:00 - 20.04.2015 11:15","9931","8991"
"20.04.2015 11:15 - 20.04.2015 11:30","9998","9122"
"20.04.2015 11:30 - 20.04.2015 11:45","9968","9179"
"20.04.2015 11:45 - 20.04.2015 12:00","9895","9179"
"20.04.2015 12:00 - 20.04.2015 12:15","9789","9110"
"20.04.2015 12:15 - 20.04.2015 12:30","9579","9004"
"20.04.2015 12:30 - 20.04.2015 12:45","9605","9021"
"20.04.2015 12:45 - 20.04.2015 13:00","9546","8962"
"20.04.2015 13:00 - 20.04.2015 13:15","9542","8610"
"20.04.2015 13:15 - 20.04.2015 13:30","9477","8417"
"20.04.2015 13:30 - 20.04.2015 13:45","9383","8866"
"20.04.2015 13:45 - 20.04.2015 14:00","9282","8730"
"20.04.2015 14:00 - 20.04.2015 14:15","9304","8963"
"20.04.2015 14:15 - 20.04.2015 14:30","9289","9045"
"20.04.2015 14:30 - 20.04.2015 14:45","9261","9181"
"20.04.2015 14:45 - 20.04.2015 15:00","9192","8578"
"20.04.2015 15:00 - 20.04.2015 15:15","9133","9089"
"20.04.2015 15:15 - 20.04.2015 15:30","9017","8959"
"20.04.2015 15:30 - 20.04.2015 15:45","8880","8884"
"20.04.2015 15:45 - 20.04.2015 16:00","8756","8805"
"20.04.2015 16:00 - 20.04.2015 16:15","8637","8707"
"20.04.2015 16:15 - 20.04.2015 16:30","8534","8745"
"20.04.2015 16:30 - 20.04.2015 16:45","8456","8829"
"20.04.2015 16:45 - 20.04.2015 17:00","8406","8871"
"20.04.2015 17:00 - 20.04.2015 17:15","8424","8658"
"20.04.2015 17:15 - 20.04.2015 17:30","8495","8715"
"20.04.2015 17:30 - 20.04.2015 17:45","8618","8641"
"20.04.2015 17:45 - 20.04.2015 18:00","8708","8645"
"20.04.2015 18:00 - 20.04.2015 18:15","8783","8490"
"20.04.2015 18:15 - 20.04.2015 18:30","8911","8438"
"20.04.2015 18:30 - 20.04.2015 18:45","9016","8669"
"20.04.2015 18:45 - 20.04.2015 19:00","9138","8629"
"20.04.2015 19:00 - 20.04.2015 19:15","9235","8738"
"20.04.2015 19:15 - 20.04.2015 19:30","9247","8640"
"20.04.2015 19:30 - 20.04.2015 19:45","9268","8495"
"20.04.2015 19:45 - 20.04.2015 20:00","9326","8646"
"20.04.2015 20:00 - 20.04.2015 20:15","9228","8592"
"20.04.2015 20:15 - 20.04.2015 20:30","9081","8631"
"20.04.2015 20:30 - 20.04.2015 20:45","8951","8613"
"20.04.2015 20:45 - 20.04.2015 21:00","8746","8602"
"20.04.2015 21:00 - 20.04.2015 21:15","8677","8622"
"20.04.2015 21:15 - 20.04.2015 21:30","8522","8499"
"20.04.2015 21:30 - 20.04.2015 21:45","8373","8223"
"20.04.2015 21:45 - 20.04.2015 22:00","8165","8081"
