"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(50Hertz)","Actual Total Load [MW] - CTA|DE(50Hertz)"
"05.08.2015 21:45 - 05.08.2015 22:00","9976","9976"
"05.08.2015 22:00 - 05.08.2015 22:15","9781","9781"
"05.08.2015 22:15 - 05.08.2015 22:30","9454","9454"
"05.08.2015 22:30 - 05.08.2015 22:45","9353","9353"
"05.08.2015 22:45 - 05.08.2015 23:00","9177","9177"
"05.08.2015 23:00 - 05.08.2015 23:15","8964","8964"
"05.08.2015 23:15 - 05.08.2015 23:30","8711","8711"
"05.08.2015 23:30 - 05.08.2015 23:45","8677","8677"
"05.08.2015 23:45 - 06.08.2015 00:00","8411","8411"
"06.08.2015 00:00 - 06.08.2015 00:15","8376","8376"
"06.08.2015 00:15 - 06.08.2015 00:30","8150","8150"
"06.08.2015 00:30 - 06.08.2015 00:45","8145","8145"
"06.08.2015 00:45 - 06.08.2015 01:00","8011","8011"
"06.08.2015 01:00 - 06.08.2015 01:15","7984","7984"
"06.08.2015 01:15 - 06.08.2015 01:30","7719","7719"
"06.08.2015 01:30 - 06.08.2015 01:45","7699","7699"
"06.08.2015 01:45 - 06.08.2015 02:00","7608","7608"
"06.08.2015 02:00 - 06.08.2015 02:15","7611","7611"
"06.08.2015 02:15 - 06.08.2015 02:30","7540","7540"
"06.08.2015 02:30 - 06.08.2015 02:45","7613","7613"
"06.08.2015 02:45 - 06.08.2015 03:00","7538","7538"
"06.08.2015 03:00 - 06.08.2015 03:15","7494","7494"
"06.08.2015 03:15 - 06.08.2015 03:30","7471","7471"
"06.08.2015 03:30 - 06.08.2015 03:45","7649","7649"
"06.08.2015 03:45 - 06.08.2015 04:00","7706","7706"
"06.08.2015 04:00 - 06.08.2015 04:15","7720","7720"
"06.08.2015 04:15 - 06.08.2015 04:30","7796","7796"
"06.08.2015 04:30 - 06.08.2015 04:45","7979","7979"
"06.08.2015 04:45 - 06.08.2015 05:00","7977","7977"
"06.08.2015 05:00 - 06.08.2015 05:15","8240","8240"
"06.08.2015 05:15 - 06.08.2015 05:30","8267","8267"
"06.08.2015 05:30 - 06.08.2015 05:45","8494","8494"
"06.08.2015 05:45 - 06.08.2015 06:00","8624","8624"
"06.08.2015 06:00 - 06.08.2015 06:15","8982","8982"
"06.08.2015 06:15 - 06.08.2015 06:30","9339","9339"
"06.08.2015 06:30 - 06.08.2015 06:45","9649","9649"
"06.08.2015 06:45 - 06.08.2015 07:00","9889","9889"
"06.08.2015 07:00 - 06.08.2015 07:15","10222","10222"
"06.08.2015 07:15 - 06.08.2015 07:30","10505","10505"
"06.08.2015 07:30 - 06.08.2015 07:45","10701","10701"
"06.08.2015 07:45 - 06.08.2015 08:00","10911","10911"
"06.08.2015 08:00 - 06.08.2015 08:15","11044","11044"
"06.08.2015 08:15 - 06.08.2015 08:30","11075","11075"
"06.08.2015 08:30 - 06.08.2015 08:45","11033","11033"
"06.08.2015 08:45 - 06.08.2015 09:00","11035","11035"
"06.08.2015 09:00 - 06.08.2015 09:15","11004","11004"
"06.08.2015 09:15 - 06.08.2015 09:30","11091","11091"
"06.08.2015 09:30 - 06.08.2015 09:45","11161","11161"
"06.08.2015 09:45 - 06.08.2015 10:00","11316","11316"
"06.08.2015 10:00 - 06.08.2015 10:15","11258","11258"
"06.08.2015 10:15 - 06.08.2015 10:30","11372","11372"
"06.08.2015 10:30 - 06.08.2015 10:45","11392","11392"
"06.08.2015 10:45 - 06.08.2015 11:00","11413","11413"
"06.08.2015 11:00 - 06.08.2015 11:15","11601","11601"
"06.08.2015 11:15 - 06.08.2015 11:30","11586","11586"
"06.08.2015 11:30 - 06.08.2015 11:45","11711","11711"
"06.08.2015 11:45 - 06.08.2015 12:00","11623","11623"
"06.08.2015 12:00 - 06.08.2015 12:15","11647","11647"
"06.08.2015 12:15 - 06.08.2015 12:30","11493","11493"
"06.08.2015 12:30 - 06.08.2015 12:45","11479","11479"
"06.08.2015 12:45 - 06.08.2015 13:00","10958","10958"
"06.08.2015 13:00 - 06.08.2015 13:15","9746","9746"
"06.08.2015 13:15 - 06.08.2015 13:30","10315","10315"
"06.08.2015 13:30 - 06.08.2015 13:45","11301","11301"
"06.08.2015 13:45 - 06.08.2015 14:00","11237","11237"
"06.08.2015 14:00 - 06.08.2015 14:15","11175","11175"
"06.08.2015 14:15 - 06.08.2015 14:30","11231","11231"
"06.08.2015 14:30 - 06.08.2015 14:45","11252","11252"
"06.08.2015 14:45 - 06.08.2015 15:00","11257","11257"
"06.08.2015 15:00 - 06.08.2015 15:15","11119","11119"
"06.08.2015 15:15 - 06.08.2015 15:30","11052","11052"
"06.08.2015 15:30 - 06.08.2015 15:45","11052","11052"
"06.08.2015 15:45 - 06.08.2015 16:00","11047","11047"
"06.08.2015 16:00 - 06.08.2015 16:15","11059","11059"
"06.08.2015 16:15 - 06.08.2015 16:30","10975","10975"
"06.08.2015 16:30 - 06.08.2015 16:45","11021","11021"
"06.08.2015 16:45 - 06.08.2015 17:00","11069","11069"
"06.08.2015 17:00 - 06.08.2015 17:15","11008","11008"
"06.08.2015 17:15 - 06.08.2015 17:30","11006","11006"
"06.08.2015 17:30 - 06.08.2015 17:45","11061","11061"
"06.08.2015 17:45 - 06.08.2015 18:00","11005","11005"
"06.08.2015 18:00 - 06.08.2015 18:15","11043","11043"
"06.08.2015 18:15 - 06.08.2015 18:30","11089","11089"
"06.08.2015 18:30 - 06.08.2015 18:45","11050","11050"
"06.08.2015 18:45 - 06.08.2015 19:00","11232","11232"
"06.08.2015 19:00 - 06.08.2015 19:15","11259","11259"
"06.08.2015 19:15 - 06.08.2015 19:30","11208","11208"
"06.08.2015 19:30 - 06.08.2015 19:45","10976","10976"
"06.08.2015 19:45 - 06.08.2015 20:00","10867","10867"
"06.08.2015 20:00 - 06.08.2015 20:15","10755","10755"
"06.08.2015 20:15 - 06.08.2015 20:30","10506","10506"
"06.08.2015 20:30 - 06.08.2015 20:45","10365","10365"
"06.08.2015 20:45 - 06.08.2015 21:00","10273","10273"
"06.08.2015 21:00 - 06.08.2015 21:15","10346","10346"
"06.08.2015 21:15 - 06.08.2015 21:30","10417","10417"
"06.08.2015 21:30 - 06.08.2015 21:45","10296","10296"
"06.08.2015 21:45 - 06.08.2015 22:00","10083","10083"
"06.08.2015 22:00 - 06.08.2015 22:15","10045","10045"
"06.08.2015 22:15 - 06.08.2015 22:30","9887","9887"
"06.08.2015 22:30 - 06.08.2015 22:45","9594","9594"
"06.08.2015 22:45 - 06.08.2015 23:00","9403","9403"
"06.08.2015 23:00 - 06.08.2015 23:15","9319","9319"
"06.08.2015 23:15 - 06.08.2015 23:30","9188","9188"
"06.08.2015 23:30 - 06.08.2015 23:45","8905","8905"
"06.08.2015 23:45 - 07.08.2015 00:00","8809","8809"
"07.08.2015 00:00 - 07.08.2015 00:15","8702","8702"
"07.08.2015 00:15 - 07.08.2015 00:30","8581","8581"
"07.08.2015 00:30 - 07.08.2015 00:45","8486","8486"
"07.08.2015 00:45 - 07.08.2015 01:00","8441","8441"
"07.08.2015 01:00 - 07.08.2015 01:15","8311","8311"
"07.08.2015 01:15 - 07.08.2015 01:30","8154","8154"
"07.08.2015 01:30 - 07.08.2015 01:45","7994","7994"
"07.08.2015 01:45 - 07.08.2015 02:00","8046","8046"
"07.08.2015 02:00 - 07.08.2015 02:15","7962","7962"
"07.08.2015 02:15 - 07.08.2015 02:30","7893","7893"
"07.08.2015 02:30 - 07.08.2015 02:45","7805","7805"
"07.08.2015 02:45 - 07.08.2015 03:00","7889","7889"
"07.08.2015 03:00 - 07.08.2015 03:15","7856","7856"
"07.08.2015 03:15 - 07.08.2015 03:30","7915","7915"
"07.08.2015 03:30 - 07.08.2015 03:45","7841","7841"
"07.08.2015 03:45 - 07.08.2015 04:00","7924","7924"
"07.08.2015 04:00 - 07.08.2015 04:15","7969","7969"
"07.08.2015 04:15 - 07.08.2015 04:30","7923","7923"
"07.08.2015 04:30 - 07.08.2015 04:45","8073","8073"
"07.08.2015 04:45 - 07.08.2015 05:00","8176","8176"
"07.08.2015 05:00 - 07.08.2015 05:15","8484","8484"
"07.08.2015 05:15 - 07.08.2015 05:30","8402","8402"
"07.08.2015 05:30 - 07.08.2015 05:45","8535","8535"
"07.08.2015 05:45 - 07.08.2015 06:00","8670","8670"
"07.08.2015 06:00 - 07.08.2015 06:15","9041","9041"
"07.08.2015 06:15 - 07.08.2015 06:30","9278","9278"
"07.08.2015 06:30 - 07.08.2015 06:45","9750","9750"
"07.08.2015 06:45 - 07.08.2015 07:00","10008","10008"
"07.08.2015 07:00 - 07.08.2015 07:15","10272","10272"
"07.08.2015 07:15 - 07.08.2015 07:30","10774","10774"
"07.08.2015 07:30 - 07.08.2015 07:45","10713","10713"
"07.08.2015 07:45 - 07.08.2015 08:00","10932","10932"
"07.08.2015 08:00 - 07.08.2015 08:15","11046","11046"
"07.08.2015 08:15 - 07.08.2015 08:30","11118","11118"
"07.08.2015 08:30 - 07.08.2015 08:45","11039","11039"
"07.08.2015 08:45 - 07.08.2015 09:00","11153","11153"
"07.08.2015 09:00 - 07.08.2015 09:15","11004","11004"
"07.08.2015 09:15 - 07.08.2015 09:30","11098","11098"
"07.08.2015 09:30 - 07.08.2015 09:45","11147","11147"
"07.08.2015 09:45 - 07.08.2015 10:00","11359","11359"
"07.08.2015 10:00 - 07.08.2015 10:15","11404","11404"
"07.08.2015 10:15 - 07.08.2015 10:30","11488","11488"
"07.08.2015 10:30 - 07.08.2015 10:45","11679","11679"
"07.08.2015 10:45 - 07.08.2015 11:00","11711","11711"
"07.08.2015 11:00 - 07.08.2015 11:15","11660","11660"
"07.08.2015 11:15 - 07.08.2015 11:30","11683","11683"
"07.08.2015 11:30 - 07.08.2015 11:45","11826","11826"
"07.08.2015 11:45 - 07.08.2015 12:00","11467","11467"
"07.08.2015 12:00 - 07.08.2015 12:15","11703","11703"
"07.08.2015 12:15 - 07.08.2015 12:30","11585","11585"
"07.08.2015 12:30 - 07.08.2015 12:45","11530","11530"
"07.08.2015 12:45 - 07.08.2015 13:00","11418","11418"
"07.08.2015 13:00 - 07.08.2015 13:15","11263","11263"
"07.08.2015 13:15 - 07.08.2015 13:30","11283","11283"
"07.08.2015 13:30 - 07.08.2015 13:45","11166","11166"
"07.08.2015 13:45 - 07.08.2015 14:00","11140","11140"
"07.08.2015 14:00 - 07.08.2015 14:15","11132","11132"
"07.08.2015 14:15 - 07.08.2015 14:30","11110","11110"
"07.08.2015 14:30 - 07.08.2015 14:45","11141","11141"
"07.08.2015 14:45 - 07.08.2015 15:00","11268","11268"
"07.08.2015 15:00 - 07.08.2015 15:15","11204","11204"
"07.08.2015 15:15 - 07.08.2015 15:30","11270","11270"
"07.08.2015 15:30 - 07.08.2015 15:45","11084","11084"
"07.08.2015 15:45 - 07.08.2015 16:00","11041","11041"
"07.08.2015 16:00 - 07.08.2015 16:15","10995","10995"
"07.08.2015 16:15 - 07.08.2015 16:30","11242","11242"
"07.08.2015 16:30 - 07.08.2015 16:45","10999","10999"
"07.08.2015 16:45 - 07.08.2015 17:00","11000","11000"
"07.08.2015 17:00 - 07.08.2015 17:15","10998","10998"
"07.08.2015 17:15 - 07.08.2015 17:30","11107","11107"
"07.08.2015 17:30 - 07.08.2015 17:45","11015","11015"
"07.08.2015 17:45 - 07.08.2015 18:00","10954","10954"
"07.08.2015 18:00 - 07.08.2015 18:15","10812","10812"
"07.08.2015 18:15 - 07.08.2015 18:30","10908","10908"
"07.08.2015 18:30 - 07.08.2015 18:45","10894","10894"
"07.08.2015 18:45 - 07.08.2015 19:00","10882","10882"
"07.08.2015 19:00 - 07.08.2015 19:15","10911","10911"
"07.08.2015 19:15 - 07.08.2015 19:30","10872","10872"
"07.08.2015 19:30 - 07.08.2015 19:45","10595","10595"
"07.08.2015 19:45 - 07.08.2015 20:00","10553","10553"
"07.08.2015 20:00 - 07.08.2015 20:15","10248","10248"
"07.08.2015 20:15 - 07.08.2015 20:30","10082","10082"
"07.08.2015 20:30 - 07.08.2015 20:45","9975","9975"
"07.08.2015 20:45 - 07.08.2015 21:00","9783","9783"
"07.08.2015 21:00 - 07.08.2015 21:15","9846","9846"
"07.08.2015 21:15 - 07.08.2015 21:30","9794","9794"
"07.08.2015 21:30 - 07.08.2015 21:45","9680","9680"
"07.08.2015 21:45 - 07.08.2015 22:00","9678","9678"
"07.08.2015 22:00 - 07.08.2015 22:15","9601","9601"
"07.08.2015 22:15 - 07.08.2015 22:30","9347","9347"
"07.08.2015 22:30 - 07.08.2015 22:45","9217","9217"
"07.08.2015 22:45 - 07.08.2015 23:00","9076","9076"
"07.08.2015 23:00 - 07.08.2015 23:15","8877","8877"
"07.08.2015 23:15 - 07.08.2015 23:30","8675","8675"
"07.08.2015 23:30 - 07.08.2015 23:45","8503","8503"
"07.08.2015 23:45 - 08.08.2015 00:00","8331","8331"
"08.08.2015 00:00 - 08.08.2015 00:15","8270","8270"
"08.08.2015 00:15 - 08.08.2015 00:30","8091","8091"
"08.08.2015 00:30 - 08.08.2015 00:45","7947","7947"
"08.08.2015 00:45 - 08.08.2015 01:00","7920","7920"
"08.08.2015 01:00 - 08.08.2015 01:15","7729","7729"
"08.08.2015 01:15 - 08.08.2015 01:30","7519","7519"
"08.08.2015 01:30 - 08.08.2015 01:45","7617","7617"
"08.08.2015 01:45 - 08.08.2015 02:00","7632","7632"
"08.08.2015 02:00 - 08.08.2015 02:15","7461","7461"
"08.08.2015 02:15 - 08.08.2015 02:30","7425","7425"
"08.08.2015 02:30 - 08.08.2015 02:45","7328","7328"
"08.08.2015 02:45 - 08.08.2015 03:00","7230","7230"
"08.08.2015 03:00 - 08.08.2015 03:15","7473","7473"
"08.08.2015 03:15 - 08.08.2015 03:30","7420","7420"
"08.08.2015 03:30 - 08.08.2015 03:45","7418","7418"
"08.08.2015 03:45 - 08.08.2015 04:00","7385","7385"
"08.08.2015 04:00 - 08.08.2015 04:15","7340","7340"
"08.08.2015 04:15 - 08.08.2015 04:30","7250","7250"
"08.08.2015 04:30 - 08.08.2015 04:45","7252","7252"
"08.08.2015 04:45 - 08.08.2015 05:00","7173","7173"
"08.08.2015 05:00 - 08.08.2015 05:15","7327","7327"
"08.08.2015 05:15 - 08.08.2015 05:30","7326","7326"
"08.08.2015 05:30 - 08.08.2015 05:45","7280","7280"
"08.08.2015 05:45 - 08.08.2015 06:00","7387","7387"
"08.08.2015 06:00 - 08.08.2015 06:15","7313","7313"
"08.08.2015 06:15 - 08.08.2015 06:30","7485","7485"
"08.08.2015 06:30 - 08.08.2015 06:45","7770","7770"
"08.08.2015 06:45 - 08.08.2015 07:00","8328","8328"
"08.08.2015 07:00 - 08.08.2015 07:15","8356","8356"
"08.08.2015 07:15 - 08.08.2015 07:30","8549","8549"
"08.08.2015 07:30 - 08.08.2015 07:45","8724","8724"
"08.08.2015 07:45 - 08.08.2015 08:00","8919","8919"
"08.08.2015 08:00 - 08.08.2015 08:15","9244","9244"
"08.08.2015 08:15 - 08.08.2015 08:30","9253","9253"
"08.08.2015 08:30 - 08.08.2015 08:45","9253","9253"
"08.08.2015 08:45 - 08.08.2015 09:00","9215","9215"
"08.08.2015 09:00 - 08.08.2015 09:15","9522","9522"
"08.08.2015 09:15 - 08.08.2015 09:30","9691","9691"
"08.08.2015 09:30 - 08.08.2015 09:45","9932","9932"
"08.08.2015 09:45 - 08.08.2015 10:00","9908","9908"
"08.08.2015 10:00 - 08.08.2015 10:15","10119","10119"
"08.08.2015 10:15 - 08.08.2015 10:30","10139","10139"
"08.08.2015 10:30 - 08.08.2015 10:45","10227","10227"
"08.08.2015 10:45 - 08.08.2015 11:00","10071","10071"
"08.08.2015 11:00 - 08.08.2015 11:15","10227","10227"
"08.08.2015 11:15 - 08.08.2015 11:30","10042","10042"
"08.08.2015 11:30 - 08.08.2015 11:45","10341","10341"
"08.08.2015 11:45 - 08.08.2015 12:00","10427","10427"
"08.08.2015 12:00 - 08.08.2015 12:15","10379","10379"
"08.08.2015 12:15 - 08.08.2015 12:30","10154","10154"
"08.08.2015 12:30 - 08.08.2015 12:45","10100","10100"
"08.08.2015 12:45 - 08.08.2015 13:00","9968","9968"
"08.08.2015 13:00 - 08.08.2015 13:15","9949","9949"
"08.08.2015 13:15 - 08.08.2015 13:30","9814","9814"
"08.08.2015 13:30 - 08.08.2015 13:45","9625","9625"
"08.08.2015 13:45 - 08.08.2015 14:00","9533","9533"
"08.08.2015 14:00 - 08.08.2015 14:15","9669","9669"
"08.08.2015 14:15 - 08.08.2015 14:30","9401","9401"
"08.08.2015 14:30 - 08.08.2015 14:45","9252","9252"
"08.08.2015 14:45 - 08.08.2015 15:00","9414","9414"
"08.08.2015 15:00 - 08.08.2015 15:15","9255","9255"
"08.08.2015 15:15 - 08.08.2015 15:30","8925","8925"
"08.08.2015 15:30 - 08.08.2015 15:45","8964","8964"
"08.08.2015 15:45 - 08.08.2015 16:00","8905","8905"
"08.08.2015 16:00 - 08.08.2015 16:15","8862","8862"
"08.08.2015 16:15 - 08.08.2015 16:30","8776","8776"
"08.08.2015 16:30 - 08.08.2015 16:45","8792","8792"
"08.08.2015 16:45 - 08.08.2015 17:00","8888","8888"
"08.08.2015 17:00 - 08.08.2015 17:15","8789","8789"
"08.08.2015 17:15 - 08.08.2015 17:30","8971","8971"
"08.08.2015 17:30 - 08.08.2015 17:45","9362","9362"
"08.08.2015 17:45 - 08.08.2015 18:00","9331","9331"
"08.08.2015 18:00 - 08.08.2015 18:15","9428","9428"
"08.08.2015 18:15 - 08.08.2015 18:30","9645","9645"
"08.08.2015 18:30 - 08.08.2015 18:45","9845","9845"
"08.08.2015 18:45 - 08.08.2015 19:00","9708","9708"
"08.08.2015 19:00 - 08.08.2015 19:15","9687","9687"
"08.08.2015 19:15 - 08.08.2015 19:30","9677","9677"
"08.08.2015 19:30 - 08.08.2015 19:45","9703","9703"
"08.08.2015 19:45 - 08.08.2015 20:00","9717","9717"
"08.08.2015 20:00 - 08.08.2015 20:15","9398","9398"
"08.08.2015 20:15 - 08.08.2015 20:30","9084","9084"
"08.08.2015 20:30 - 08.08.2015 20:45","9023","9023"
"08.08.2015 20:45 - 08.08.2015 21:00","8994","8994"
"08.08.2015 21:00 - 08.08.2015 21:15","9014","9014"
"08.08.2015 21:15 - 08.08.2015 21:30","8953","8953"
"08.08.2015 21:30 - 08.08.2015 21:45","8937","8937"
"08.08.2015 21:45 - 08.08.2015 22:00","8780","8780"
"08.08.2015 22:00 - 08.08.2015 22:15","8864","8864"
"08.08.2015 22:15 - 08.08.2015 22:30","8613","8613"
"08.08.2015 22:30 - 08.08.2015 22:45","8468","8468"
"08.08.2015 22:45 - 08.08.2015 23:00","8324","8324"
"08.08.2015 23:00 - 08.08.2015 23:15","8228","8228"
"08.08.2015 23:15 - 08.08.2015 23:30","7893","7893"
"08.08.2015 23:30 - 08.08.2015 23:45","7783","7783"
"08.08.2015 23:45 - 09.08.2015 00:00","7800","7800"
"09.08.2015 00:00 - 09.08.2015 00:15","7577","7577"
"09.08.2015 00:15 - 09.08.2015 00:30","7426","7426"
"09.08.2015 00:30 - 09.08.2015 00:45","7206","7206"
"09.08.2015 00:45 - 09.08.2015 01:00","7166","7166"
"09.08.2015 01:00 - 09.08.2015 01:15","6957","6957"
"09.08.2015 01:15 - 09.08.2015 01:30","6984","6984"
"09.08.2015 01:30 - 09.08.2015 01:45","6813","6813"
"09.08.2015 01:45 - 09.08.2015 02:00","6689","6689"
"09.08.2015 02:00 - 09.08.2015 02:15","6725","6725"
"09.08.2015 02:15 - 09.08.2015 02:30","6671","6671"
"09.08.2015 02:30 - 09.08.2015 02:45","6599","6599"
"09.08.2015 02:45 - 09.08.2015 03:00","6576","6576"
"09.08.2015 03:00 - 09.08.2015 03:15","6500","6500"
"09.08.2015 03:15 - 09.08.2015 03:30","6431","6431"
"09.08.2015 03:30 - 09.08.2015 03:45","6624","6624"
"09.08.2015 03:45 - 09.08.2015 04:00","6547","6547"
"09.08.2015 04:00 - 09.08.2015 04:15","6581","6581"
"09.08.2015 04:15 - 09.08.2015 04:30","6543","6543"
"09.08.2015 04:30 - 09.08.2015 04:45","6617","6617"
"09.08.2015 04:45 - 09.08.2015 05:00","6625","6625"
"09.08.2015 05:00 - 09.08.2015 05:15","6664","6664"
"09.08.2015 05:15 - 09.08.2015 05:30","6550","6550"
"09.08.2015 05:30 - 09.08.2015 05:45","6476","6476"
"09.08.2015 05:45 - 09.08.2015 06:00","6428","6428"
"09.08.2015 06:00 - 09.08.2015 06:15","6384","6384"
"09.08.2015 06:15 - 09.08.2015 06:30","6432","6432"
"09.08.2015 06:30 - 09.08.2015 06:45","6617","6617"
"09.08.2015 06:45 - 09.08.2015 07:00","6735","6735"
"09.08.2015 07:00 - 09.08.2015 07:15","6955","6955"
"09.08.2015 07:15 - 09.08.2015 07:30","7219","7219"
"09.08.2015 07:30 - 09.08.2015 07:45","7226","7226"
"09.08.2015 07:45 - 09.08.2015 08:00","7435","7435"
"09.08.2015 08:00 - 09.08.2015 08:15","7542","7542"
"09.08.2015 08:15 - 09.08.2015 08:30","7796","7796"
"09.08.2015 08:30 - 09.08.2015 08:45","7863","7863"
"09.08.2015 08:45 - 09.08.2015 09:00","7942","7942"
"09.08.2015 09:00 - 09.08.2015 09:15","8013","8013"
"09.08.2015 09:15 - 09.08.2015 09:30","8051","8051"
"09.08.2015 09:30 - 09.08.2015 09:45","7961","7961"
"09.08.2015 09:45 - 09.08.2015 10:00","7963","7963"
"09.08.2015 10:00 - 09.08.2015 10:15","8130","8130"
"09.08.2015 10:15 - 09.08.2015 10:30","8181","8181"
"09.08.2015 10:30 - 09.08.2015 10:45","8435","8435"
"09.08.2015 10:45 - 09.08.2015 11:00","8429","8429"
"09.08.2015 11:00 - 09.08.2015 11:15","8703","8703"
"09.08.2015 11:15 - 09.08.2015 11:30","8974","8974"
"09.08.2015 11:30 - 09.08.2015 11:45","9121","9121"
"09.08.2015 11:45 - 09.08.2015 12:00","8956","8956"
"09.08.2015 12:00 - 09.08.2015 12:15","8775","8775"
"09.08.2015 12:15 - 09.08.2015 12:30","8611","8611"
"09.08.2015 12:30 - 09.08.2015 12:45","8446","8446"
"09.08.2015 12:45 - 09.08.2015 13:00","8348","8348"
"09.08.2015 13:00 - 09.08.2015 13:15","8260","8260"
"09.08.2015 13:15 - 09.08.2015 13:30","8236","8236"
"09.08.2015 13:30 - 09.08.2015 13:45","8097","8097"
"09.08.2015 13:45 - 09.08.2015 14:00","8031","8031"
"09.08.2015 14:00 - 09.08.2015 14:15","8138","8138"
"09.08.2015 14:15 - 09.08.2015 14:30","8049","8049"
"09.08.2015 14:30 - 09.08.2015 14:45","8012","8012"
"09.08.2015 14:45 - 09.08.2015 15:00","7938","7938"
"09.08.2015 15:00 - 09.08.2015 15:15","8095","8095"
"09.08.2015 15:15 - 09.08.2015 15:30","7985","7985"
"09.08.2015 15:30 - 09.08.2015 15:45","7961","7961"
"09.08.2015 15:45 - 09.08.2015 16:00","8044","8044"
"09.08.2015 16:00 - 09.08.2015 16:15","8105","8105"
"09.08.2015 16:15 - 09.08.2015 16:30","8101","8101"
"09.08.2015 16:30 - 09.08.2015 16:45","7983","7983"
"09.08.2015 16:45 - 09.08.2015 17:00","8085","8085"
"09.08.2015 17:00 - 09.08.2015 17:15","8136","8136"
"09.08.2015 17:15 - 09.08.2015 17:30","8211","8211"
"09.08.2015 17:30 - 09.08.2015 17:45","8273","8273"
"09.08.2015 17:45 - 09.08.2015 18:00","8553","8553"
"09.08.2015 18:00 - 09.08.2015 18:15","8604","8604"
"09.08.2015 18:15 - 09.08.2015 18:30","8626","8626"
"09.08.2015 18:30 - 09.08.2015 18:45","8744","8744"
"09.08.2015 18:45 - 09.08.2015 19:00","8899","8899"
"09.08.2015 19:00 - 09.08.2015 19:15","8893","8893"
"09.08.2015 19:15 - 09.08.2015 19:30","8660","8660"
"09.08.2015 19:30 - 09.08.2015 19:45","8763","8763"
"09.08.2015 19:45 - 09.08.2015 20:00","8809","8809"
"09.08.2015 20:00 - 09.08.2015 20:15","8763","8763"
"09.08.2015 20:15 - 09.08.2015 20:30","8440","8440"
"09.08.2015 20:30 - 09.08.2015 20:45","8461","8461"
"09.08.2015 20:45 - 09.08.2015 21:00","8558","8558"
"09.08.2015 21:00 - 09.08.2015 21:15","8625","8625"
"09.08.2015 21:15 - 09.08.2015 21:30","8682","8682"
"09.08.2015 21:30 - 09.08.2015 21:45","8774","8774"
"09.08.2015 21:45 - 09.08.2015 22:00","8775","8775"
"09.08.2015 22:00 - 09.08.2015 22:15","8544","8544"
"09.08.2015 22:15 - 09.08.2015 22:30","8519","8519"
"09.08.2015 22:30 - 09.08.2015 22:45","8437","8437"
"09.08.2015 22:45 - 09.08.2015 23:00","8384","8384"
"09.08.2015 23:00 - 09.08.2015 23:15","8151","8151"
"09.08.2015 23:15 - 09.08.2015 23:30","8007","8007"
"09.08.2015 23:30 - 09.08.2015 23:45","7826","7826"
"09.08.2015 23:45 - 10.08.2015 00:00","7808","7808"
"10.08.2015 00:00 - 10.08.2015 00:15","7618","7618"
"10.08.2015 00:15 - 10.08.2015 00:30","7437","7437"
"10.08.2015 00:30 - 10.08.2015 00:45","7296","7296"
"10.08.2015 00:45 - 10.08.2015 01:00","7355","7355"
"10.08.2015 01:00 - 10.08.2015 01:15","7201","7201"
"10.08.2015 01:15 - 10.08.2015 01:30","7085","7085"
"10.08.2015 01:30 - 10.08.2015 01:45","7078","7078"
"10.08.2015 01:45 - 10.08.2015 02:00","6989","6989"
"10.08.2015 02:00 - 10.08.2015 02:15","7042","7042"
"10.08.2015 02:15 - 10.08.2015 02:30","6907","6907"
"10.08.2015 02:30 - 10.08.2015 02:45","6897","6897"
"10.08.2015 02:45 - 10.08.2015 03:00","6963","6963"
"10.08.2015 03:00 - 10.08.2015 03:15","6965","6965"
"10.08.2015 03:15 - 10.08.2015 03:30","6832","6832"
"10.08.2015 03:30 - 10.08.2015 03:45","6899","6899"
"10.08.2015 03:45 - 10.08.2015 04:00","7021","7021"
"10.08.2015 04:00 - 10.08.2015 04:15","7018","7018"
"10.08.2015 04:15 - 10.08.2015 04:30","6995","6995"
"10.08.2015 04:30 - 10.08.2015 04:45","7148","7148"
"10.08.2015 04:45 - 10.08.2015 05:00","7337","7337"
"10.08.2015 05:00 - 10.08.2015 05:15","7660","7660"
"10.08.2015 05:15 - 10.08.2015 05:30","7694","7694"
"10.08.2015 05:30 - 10.08.2015 05:45","7771","7771"
"10.08.2015 05:45 - 10.08.2015 06:00","7990","7990"
"10.08.2015 06:00 - 10.08.2015 06:15","8445","8445"
"10.08.2015 06:15 - 10.08.2015 06:30","8751","8751"
"10.08.2015 06:30 - 10.08.2015 06:45","8942","8942"
"10.08.2015 06:45 - 10.08.2015 07:00","9371","9371"
"10.08.2015 07:00 - 10.08.2015 07:15","9702","9702"
"10.08.2015 07:15 - 10.08.2015 07:30","10033","10033"
"10.08.2015 07:30 - 10.08.2015 07:45","10275","10275"
"10.08.2015 07:45 - 10.08.2015 08:00","10439","10439"
"10.08.2015 08:00 - 10.08.2015 08:15","10621","10621"
"10.08.2015 08:15 - 10.08.2015 08:30","10679","10679"
"10.08.2015 08:30 - 10.08.2015 08:45","10728","10728"
"10.08.2015 08:45 - 10.08.2015 09:00","10743","10743"
"10.08.2015 09:00 - 10.08.2015 09:15","10647","10647"
"10.08.2015 09:15 - 10.08.2015 09:30","10683","10683"
"10.08.2015 09:30 - 10.08.2015 09:45","10666","10666"
"10.08.2015 09:45 - 10.08.2015 10:00","10844","10844"
"10.08.2015 10:00 - 10.08.2015 10:15","10829","10829"
"10.08.2015 10:15 - 10.08.2015 10:30","10907","10907"
