,daily_cost
0,1.5745770288396548
1,2.356589454559394
2,2.531909421199506
3,2.0566410862337494
4,1.8483633353102622
5,2.706220242753607
6,2.446544000058421
7,2.010996574293394
8,2.29883379625046
9,2.8724299848116193
10,2.4811391419324105
11,2.5459299579634913
12,2.4699253321538652
13,1.9411572948766516
14,1.7631415096536065
15,2.2092252885952934
16,1.760734638511844
17,1.7993980473252331
18,1.7997267022359773
19,1.5383174929916765
20,1.1050948775203837
21,1.467443103090393
22,2.658981454372408
23,2.2852860923704092
24,1.2563870358721765
25,1.576368347661271
26,1.6107704368381013
27,1.44083748426951
28,2.0845964944948165
29,2.561288553285995
30,1.7732993690804029
31,1.293016249552925
32,1.791825119994237
33,1.7496769200234001
34,1.0875228277252367
35,1.1678490974023439
36,1.957412956850701
37,2.0164926296204397
38,1.6766674131578547
39,2.4489995485414915
40,1.2159128805325947
41,1.0454970543235493
42,0.10627398306443459
43,0.2267631093276541
44,0.182873971566341
45,0.6222605230425313
46,2.109709817060408
47,1.4197248078025435
48,0.6834908931951538
49,1.4291594923770865
50,1.6625252434195934
51,2.205466856962807
52,1.566691564929576
53,0.6602001871979462
54,0.3551606127168454
55,0.47110632141221975
56,0.21654759219542496
57,1.07899195173749
58,1.047358434993508
59,0.6147770182624002
60,0.5240740251539338
61,0.24841442995988539
62,-0.17775042705524857
63,0.5315255294289964
64,0.7773422172114222
65,1.7247441599294149
66,1.5908767497750356
67,-0.5740749488979469
68,-0.7840515901058325
69,-1.4532879494810467
70,-1.5666102325476348
71,-0.831957872161841
72,-0.8371922176827713
73,-1.3094487975399978
74,-0.25109118616287285
75,1.6057675855499323
76,1.1478438250306082
77,0.4451689207742069
78,0.2869623352481314
79,-0.27276423393163274
80,-1.4020742331694547
81,-0.7909625919614611
82,-1.5542109116041778
83,-2.136860551633366
84,-2.845627160258732
85,-1.974445111173587
86,-0.7289379632420152
87,-1.6262901287139861
88,-1.970364741754397
89,-0.9890915913015497
90,-2.0189437606277583
91,-2.219997025231774
92,-2.1059436900828277
93,-1.1341081394765165
94,-0.7937661688266795
95,-1.0272319645042507
96,-1.883447962975041
97,-3.0619257884851896
98,-2.170271813829995
99,-1.3941376203408846
100,-1.161997344586446
101,-0.7388213768555598
102,-0.6416237348347997
103,-0.850139597073738
104,-0.9990899449121255
105,-1.6209835469666705
106,-1.9926282530070498
107,-1.579110798867363
108,-2.681637644266543
109,-1.3164865266657193
110,-0.7268441685580078
111,-2.01525249734522
112,-2.8786416002243373
113,-1.2178688072277581
114,-1.2752901546415947
115,-1.4865405594209733
116,-0.7787664196949371
117,-2.3697499164398295
118,-3.8537856195803553
119,-0.6197835267539595
120,-0.8618888449213862
121,-1.1411182098482318
122,-0.5302674971708514
123,-0.46003985321928553
124,-2.7468464034326256
125,-0.9678158416867815
126,-0.3154511764772163
127,-2.5836844656918565
128,-3.6670700885770957
129,-2.44265690063109
130,-1.8761150072509003
131,-2.607046579610396
132,-2.729014935713392
133,-3.955424605666129
134,-2.8277111381308977
135,-3.27105316181132
136,-1.6071385668957427
137,0.5240091409491479
138,-2.763800716906672
139,-3.7467054819213335
140,-4.192568896320212
141,-3.241081595933844
142,-1.9358724303205874
143,-3.25681408753855
144,-4.30736734616478
145,-4.0856565605255755
146,-3.4622487548791847
147,-4.042389612646197
148,-2.6574624044591975
149,-3.089355168542792
150,-3.6497907884746064
151,-2.889016226989817
152,-2.728854891367848
153,-2.5711070102258
154,-3.5962778934642343
155,-2.3522872667253503
156,-2.223403571933095
157,-2.891182134495482
158,-1.939813466017954
159,-3.4063289666534717
160,-3.371105067253803
161,-3.1098549856483753
162,-2.7210874894769925
163,-3.7314181531814676
164,-2.7698407092653845
165,-2.799829285131427
166,-1.7615406368327067
167,-3.7743225018303055
168,-4.391877545024585
169,-3.494551885896565
170,-3.460062237240078
171,-3.031934876682605
172,-2.8727218905903893
173,-2.0333329786501366
174,-1.4685564534528925
175,-3.8171797386881647
176,-1.7825594595488865
177,-1.4700907407882822
178,-1.4786724760791339
179,-2.232560864416296
180,-0.5999059394155575
181,-1.3280645405904936
182,-3.5360940242479537
183,-3.03000248069782
184,-3.467061674295627
185,-2.979318022435439
186,-2.896708999776432
187,-2.623350907218955
188,-2.924896375407848
189,-2.1566423911238544
190,-2.065962038270208
191,-0.48156635855247787
192,-3.319186602817097
193,-1.817739854909691
194,-2.2667146834570486
195,-1.8901625262711095
196,-3.5786799467651558
197,-3.5262936803552285
198,-2.6715439425414873
199,-1.7246827090342887
200,-3.524859779621912
201,-2.80834487930071
202,-2.4773851441389647
203,-1.468036606519361
204,0.04851928141093209
205,-1.6511716628434479
206,-1.3804255923523763
207,-1.8491414219158862
208,-2.4599766422339053
209,-3.065570998323263
210,-3.304735400660389
211,-1.4893850237017086
212,-2.0610231053056385
213,-1.7711876268719933
214,-1.850048566898245
215,-1.515720170792184
216,-3.072897867957563
217,-4.0253806096354605
218,-0.8647405819490017
219,-2.1885715755488016
220,0.6024384105109304
221,0.8111757713052907
222,-0.01854422501182018
223,-2.588246244818555
224,-3.4136055451935627
225,-1.7160121696354809
226,-2.2666266794021976
227,-1.1564802716921951
228,-0.5743511772450374
229,-1.7359874233694836
230,-2.466164405330276
231,-2.942355523759091
232,-2.791825691875644
233,-2.803902427681255
234,-1.9585194464823537
235,-2.104890208328701
236,-1.8858746505457256
237,-2.495760868885061
