date,from,to,actual,they
2017-01-01 00:00:00,2017-01-01 00:00:00,2017-01-01 00:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 00:15:00,2017-01-01 00:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 00:30:00,2017-01-01 00:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 00:45:00,2017-01-01 01:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 01:00:00,2017-01-01 01:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 01:15:00,2017-01-01 01:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 01:30:00,2017-01-01 01:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 01:45:00,2017-01-01 02:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 02:00:00,2017-01-01 02:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 02:15:00,2017-01-01 02:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 02:30:00,2017-01-01 02:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 02:45:00,2017-01-01 03:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 03:00:00,2017-01-01 03:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 03:15:00,2017-01-01 03:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 03:30:00,2017-01-01 03:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 03:45:00,2017-01-01 04:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 04:00:00,2017-01-01 04:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 04:15:00,2017-01-01 04:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 04:30:00,2017-01-01 04:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 04:45:00,2017-01-01 05:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 05:00:00,2017-01-01 05:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 05:15:00,2017-01-01 05:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 05:30:00,2017-01-01 05:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 05:45:00,2017-01-01 06:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 06:00:00,2017-01-01 06:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 06:15:00,2017-01-01 06:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 06:30:00,2017-01-01 06:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 06:45:00,2017-01-01 07:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 07:00:00,2017-01-01 07:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 07:15:00,2017-01-01 07:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 07:30:00,2017-01-01 07:45:00,0.0,1.0
2017-01-01 00:00:00,2017-01-01 07:45:00,2017-01-01 08:00:00,0.0,1.0
2017-01-01 00:00:00,2017-01-01 08:00:00,2017-01-01 08:15:00,0.74,4.0
2017-01-01 00:00:00,2017-01-01 08:15:00,2017-01-01 08:30:00,12.84,16.0
2017-01-01 00:00:00,2017-01-01 08:30:00,2017-01-01 08:45:00,46.85,67.0
2017-01-01 00:00:00,2017-01-01 08:45:00,2017-01-01 09:00:00,133.5,139.0
2017-01-01 00:00:00,2017-01-01 09:00:00,2017-01-01 09:15:00,243.68,229.0
2017-01-01 00:00:00,2017-01-01 09:15:00,2017-01-01 09:30:00,337.26,338.0
2017-01-01 00:00:00,2017-01-01 09:30:00,2017-01-01 09:45:00,412.05,463.0
2017-01-01 00:00:00,2017-01-01 09:45:00,2017-01-01 10:00:00,529.38,601.0
2017-01-01 00:00:00,2017-01-01 10:00:00,2017-01-01 10:15:00,643.53,744.0
2017-01-01 00:00:00,2017-01-01 10:15:00,2017-01-01 10:30:00,733.33,878.0
2017-01-01 00:00:00,2017-01-01 10:30:00,2017-01-01 10:45:00,812.52,1011.0
2017-01-01 00:00:00,2017-01-01 10:45:00,2017-01-01 11:00:00,891.71,1138.0
2017-01-01 00:00:00,2017-01-01 11:00:00,2017-01-01 11:15:00,978.01,1254.0
2017-01-01 00:00:00,2017-01-01 11:15:00,2017-01-01 11:30:00,1064.32,1354.0
2017-01-01 00:00:00,2017-01-01 11:30:00,2017-01-01 11:45:00,1148.16,1442.0
2017-01-01 00:00:00,2017-01-01 11:45:00,2017-01-01 12:00:00,1235.38,1512.0
2017-01-01 00:00:00,2017-01-01 12:00:00,2017-01-01 12:15:00,1338.75,1562.0
2017-01-01 00:00:00,2017-01-01 12:15:00,2017-01-01 12:30:00,1405.1,1588.0
2017-01-01 00:00:00,2017-01-01 12:30:00,2017-01-01 12:45:00,1465.96,1597.0
2017-01-01 00:00:00,2017-01-01 12:45:00,2017-01-01 13:00:00,1522.09,1584.0
2017-01-01 00:00:00,2017-01-01 13:00:00,2017-01-01 13:15:00,1523.94,1551.0
2017-01-01 00:00:00,2017-01-01 13:15:00,2017-01-01 13:30:00,1527.93,1496.0
2017-01-01 00:00:00,2017-01-01 13:30:00,2017-01-01 13:45:00,1483.93,1412.0
2017-01-01 00:00:00,2017-01-01 13:45:00,2017-01-01 14:00:00,1396.53,1316.0
2017-01-01 00:00:00,2017-01-01 14:00:00,2017-01-01 14:15:00,1277.29,1210.0
2017-01-01 00:00:00,2017-01-01 14:15:00,2017-01-01 14:30:00,1145.14,1092.0
2017-01-01 00:00:00,2017-01-01 14:30:00,2017-01-01 14:45:00,989.47,963.0
2017-01-01 00:00:00,2017-01-01 14:45:00,2017-01-01 15:00:00,824.72,821.0
2017-01-01 00:00:00,2017-01-01 15:00:00,2017-01-01 15:15:00,659.86,671.0
2017-01-01 00:00:00,2017-01-01 15:15:00,2017-01-01 15:30:00,487.83,521.0
2017-01-01 00:00:00,2017-01-01 15:30:00,2017-01-01 15:45:00,333.16,376.0
2017-01-01 00:00:00,2017-01-01 15:45:00,2017-01-01 16:00:00,192.64,236.0
2017-01-01 00:00:00,2017-01-01 16:00:00,2017-01-01 16:15:00,79.05,113.0
2017-01-01 00:00:00,2017-01-01 16:15:00,2017-01-01 16:30:00,18.25,30.0
2017-01-01 00:00:00,2017-01-01 16:30:00,2017-01-01 16:45:00,0.75,9.0
2017-01-01 00:00:00,2017-01-01 16:45:00,2017-01-01 17:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 17:00:00,2017-01-01 17:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 17:15:00,2017-01-01 17:30:00,0.0,4.0
2017-01-01 00:00:00,2017-01-01 17:30:00,2017-01-01 17:45:00,0.0,2.0
2017-01-01 00:00:00,2017-01-01 17:45:00,2017-01-01 18:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 18:00:00,2017-01-01 18:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 18:15:00,2017-01-01 18:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 18:30:00,2017-01-01 18:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 18:45:00,2017-01-01 19:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 19:00:00,2017-01-01 19:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 19:15:00,2017-01-01 19:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 19:30:00,2017-01-01 19:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 19:45:00,2017-01-01 20:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 20:00:00,2017-01-01 20:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 20:15:00,2017-01-01 20:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 20:30:00,2017-01-01 20:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 20:45:00,2017-01-01 21:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 21:00:00,2017-01-01 21:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 21:15:00,2017-01-01 21:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 21:30:00,2017-01-01 21:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 21:45:00,2017-01-01 22:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 22:00:00,2017-01-01 22:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 22:15:00,2017-01-01 22:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 22:30:00,2017-01-01 22:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 22:45:00,2017-01-01 23:00:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 23:00:00,2017-01-01 23:15:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 23:15:00,2017-01-01 23:30:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 23:30:00,2017-01-01 23:45:00,0.0,0.0
2017-01-01 00:00:00,2017-01-01 23:45:00,2017-01-01 00:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 00:00:00,2017-01-02 00:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 00:15:00,2017-01-02 00:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 00:30:00,2017-01-02 00:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 00:45:00,2017-01-02 01:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 01:00:00,2017-01-02 01:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 01:15:00,2017-01-02 01:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 01:30:00,2017-01-02 01:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 01:45:00,2017-01-02 02:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 02:00:00,2017-01-02 02:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 02:15:00,2017-01-02 02:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 02:30:00,2017-01-02 02:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 02:45:00,2017-01-02 03:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 03:00:00,2017-01-02 03:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 03:15:00,2017-01-02 03:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 03:30:00,2017-01-02 03:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 03:45:00,2017-01-02 04:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 04:00:00,2017-01-02 04:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 04:15:00,2017-01-02 04:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 04:30:00,2017-01-02 04:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 04:45:00,2017-01-02 05:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 05:00:00,2017-01-02 05:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 05:15:00,2017-01-02 05:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 05:30:00,2017-01-02 05:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 05:45:00,2017-01-02 06:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 06:00:00,2017-01-02 06:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 06:15:00,2017-01-02 06:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 06:30:00,2017-01-02 06:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 06:45:00,2017-01-02 07:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 07:00:00,2017-01-02 07:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 07:15:00,2017-01-02 07:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 07:30:00,2017-01-02 07:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 07:45:00,2017-01-02 08:00:00,0.0,1.0
2017-01-02 00:00:00,2017-01-02 08:00:00,2017-01-02 08:15:00,0.28,3.0
2017-01-02 00:00:00,2017-01-02 08:15:00,2017-01-02 08:30:00,4.5,12.0
2017-01-02 00:00:00,2017-01-02 08:30:00,2017-01-02 08:45:00,16.56,37.0
2017-01-02 00:00:00,2017-01-02 08:45:00,2017-01-02 09:00:00,49.65,71.0
2017-01-02 00:00:00,2017-01-02 09:00:00,2017-01-02 09:15:00,101.8,113.0
2017-01-02 00:00:00,2017-01-02 09:15:00,2017-01-02 09:30:00,176.0,165.0
2017-01-02 00:00:00,2017-01-02 09:30:00,2017-01-02 09:45:00,317.54,232.0
2017-01-02 00:00:00,2017-01-02 09:45:00,2017-01-02 10:00:00,249.98,306.0
2017-01-02 00:00:00,2017-01-02 10:00:00,2017-01-02 10:15:00,343.73,386.0
2017-01-02 00:00:00,2017-01-02 10:15:00,2017-01-02 10:30:00,442.92,464.0
2017-01-02 00:00:00,2017-01-02 10:30:00,2017-01-02 10:45:00,521.81,538.0
2017-01-02 00:00:00,2017-01-02 10:45:00,2017-01-02 11:00:00,570.54,609.0
2017-01-02 00:00:00,2017-01-02 11:00:00,2017-01-02 11:15:00,624.95,673.0
2017-01-02 00:00:00,2017-01-02 11:15:00,2017-01-02 11:30:00,648.29,729.0
2017-01-02 00:00:00,2017-01-02 11:30:00,2017-01-02 11:45:00,672.4,774.0
2017-01-02 00:00:00,2017-01-02 11:45:00,2017-01-02 12:00:00,633.52,804.0
2017-01-02 00:00:00,2017-01-02 12:00:00,2017-01-02 12:15:00,622.21,824.0
2017-01-02 00:00:00,2017-01-02 12:15:00,2017-01-02 12:30:00,622.18,832.0
2017-01-02 00:00:00,2017-01-02 12:30:00,2017-01-02 12:45:00,619.32,829.0
2017-01-02 00:00:00,2017-01-02 12:45:00,2017-01-02 13:00:00,670.62,814.0
2017-01-02 00:00:00,2017-01-02 13:00:00,2017-01-02 13:15:00,740.11,790.0
2017-01-02 00:00:00,2017-01-02 13:15:00,2017-01-02 13:30:00,734.78,759.0
2017-01-02 00:00:00,2017-01-02 13:30:00,2017-01-02 13:45:00,663.2,713.0
2017-01-02 00:00:00,2017-01-02 13:45:00,2017-01-02 14:00:00,613.78,656.0
2017-01-02 00:00:00,2017-01-02 14:00:00,2017-01-02 14:15:00,610.06,593.0
2017-01-02 00:00:00,2017-01-02 14:15:00,2017-01-02 14:30:00,567.55,523.0
2017-01-02 00:00:00,2017-01-02 14:30:00,2017-01-02 14:45:00,514.76,453.0
2017-01-02 00:00:00,2017-01-02 14:45:00,2017-01-02 15:00:00,407.07,377.0
2017-01-02 00:00:00,2017-01-02 15:00:00,2017-01-02 15:15:00,325.48,304.0
2017-01-02 00:00:00,2017-01-02 15:15:00,2017-01-02 15:30:00,254.18,224.0
2017-01-02 00:00:00,2017-01-02 15:30:00,2017-01-02 15:45:00,176.08,153.0
2017-01-02 00:00:00,2017-01-02 15:45:00,2017-01-02 16:00:00,102.93,94.0
2017-01-02 00:00:00,2017-01-02 16:00:00,2017-01-02 16:15:00,47.35,40.0
2017-01-02 00:00:00,2017-01-02 16:15:00,2017-01-02 16:30:00,13.58,11.0
2017-01-02 00:00:00,2017-01-02 16:30:00,2017-01-02 16:45:00,1.25,3.0
2017-01-02 00:00:00,2017-01-02 16:45:00,2017-01-02 17:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 17:00:00,2017-01-02 17:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 17:15:00,2017-01-02 17:30:00,0.0,1.0
2017-01-02 00:00:00,2017-01-02 17:30:00,2017-01-02 17:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 17:45:00,2017-01-02 18:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 18:00:00,2017-01-02 18:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 18:15:00,2017-01-02 18:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 18:30:00,2017-01-02 18:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 18:45:00,2017-01-02 19:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 19:00:00,2017-01-02 19:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 19:15:00,2017-01-02 19:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 19:30:00,2017-01-02 19:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 19:45:00,2017-01-02 20:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 20:00:00,2017-01-02 20:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 20:15:00,2017-01-02 20:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 20:30:00,2017-01-02 20:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 20:45:00,2017-01-02 21:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 21:00:00,2017-01-02 21:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 21:15:00,2017-01-02 21:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 21:30:00,2017-01-02 21:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 21:45:00,2017-01-02 22:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 22:00:00,2017-01-02 22:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 22:15:00,2017-01-02 22:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 22:30:00,2017-01-02 22:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 22:45:00,2017-01-02 23:00:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 23:00:00,2017-01-02 23:15:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 23:15:00,2017-01-02 23:30:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 23:30:00,2017-01-02 23:45:00,0.0,0.0
2017-01-02 00:00:00,2017-01-02 23:45:00,2017-01-02 00:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 00:00:00,2017-01-03 00:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 00:15:00,2017-01-03 00:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 00:30:00,2017-01-03 00:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 00:45:00,2017-01-03 01:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 01:00:00,2017-01-03 01:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 01:15:00,2017-01-03 01:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 01:30:00,2017-01-03 01:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 01:45:00,2017-01-03 02:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 02:00:00,2017-01-03 02:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 02:15:00,2017-01-03 02:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 02:30:00,2017-01-03 02:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 02:45:00,2017-01-03 03:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 03:00:00,2017-01-03 03:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 03:15:00,2017-01-03 03:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 03:30:00,2017-01-03 03:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 03:45:00,2017-01-03 04:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 04:00:00,2017-01-03 04:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 04:15:00,2017-01-03 04:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 04:30:00,2017-01-03 04:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 04:45:00,2017-01-03 05:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 05:00:00,2017-01-03 05:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 05:15:00,2017-01-03 05:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 05:30:00,2017-01-03 05:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 05:45:00,2017-01-03 06:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 06:00:00,2017-01-03 06:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 06:15:00,2017-01-03 06:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 06:30:00,2017-01-03 06:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 06:45:00,2017-01-03 07:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 07:00:00,2017-01-03 07:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 07:15:00,2017-01-03 07:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 07:30:00,2017-01-03 07:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 07:45:00,2017-01-03 08:00:00,0.0,1.0
2017-01-03 00:00:00,2017-01-03 08:00:00,2017-01-03 08:15:00,0.44,3.0
2017-01-03 00:00:00,2017-01-03 08:15:00,2017-01-03 08:30:00,2.97,11.0
2017-01-03 00:00:00,2017-01-03 08:30:00,2017-01-03 08:45:00,13.67,33.0
2017-01-03 00:00:00,2017-01-03 08:45:00,2017-01-03 09:00:00,34.24,65.0
2017-01-03 00:00:00,2017-01-03 09:00:00,2017-01-03 09:15:00,59.56,102.0
2017-01-03 00:00:00,2017-01-03 09:15:00,2017-01-03 09:30:00,102.92,153.0
2017-01-03 00:00:00,2017-01-03 09:30:00,2017-01-03 09:45:00,132.51,221.0
2017-01-03 00:00:00,2017-01-03 09:45:00,2017-01-03 10:00:00,151.61,288.0
2017-01-03 00:00:00,2017-01-03 10:00:00,2017-01-03 10:15:00,242.71,359.0
2017-01-03 00:00:00,2017-01-03 10:15:00,2017-01-03 10:30:00,291.95,427.0
2017-01-03 00:00:00,2017-01-03 10:30:00,2017-01-03 10:45:00,321.92,491.0
2017-01-03 00:00:00,2017-01-03 10:45:00,2017-01-03 11:00:00,348.24,552.0
2017-01-03 00:00:00,2017-01-03 11:00:00,2017-01-03 11:15:00,407.89,609.0
2017-01-03 00:00:00,2017-01-03 11:15:00,2017-01-03 11:30:00,450.51,663.0
2017-01-03 00:00:00,2017-01-03 11:30:00,2017-01-03 11:45:00,485.9,705.0
2017-01-03 00:00:00,2017-01-03 11:45:00,2017-01-03 12:00:00,544.67,739.0
2017-01-03 00:00:00,2017-01-03 12:00:00,2017-01-03 12:15:00,606.77,768.0
2017-01-03 00:00:00,2017-01-03 12:15:00,2017-01-03 12:30:00,650.43,788.0
2017-01-03 00:00:00,2017-01-03 12:30:00,2017-01-03 12:45:00,702.45,804.0
2017-01-03 00:00:00,2017-01-03 12:45:00,2017-01-03 13:00:00,713.69,820.0
2017-01-03 00:00:00,2017-01-03 13:00:00,2017-01-03 13:15:00,683.39,821.0
2017-01-03 00:00:00,2017-01-03 13:15:00,2017-01-03 13:30:00,662.93,812.0
2017-01-03 00:00:00,2017-01-03 13:30:00,2017-01-03 13:45:00,636.82,782.0
2017-01-03 00:00:00,2017-01-03 13:45:00,2017-01-03 14:00:00,587.31,735.0
2017-01-03 00:00:00,2017-01-03 14:00:00,2017-01-03 14:15:00,515.62,678.0
2017-01-03 00:00:00,2017-01-03 14:15:00,2017-01-03 14:30:00,426.88,613.0
2017-01-03 00:00:00,2017-01-03 14:30:00,2017-01-03 14:45:00,367.61,542.0
2017-01-03 00:00:00,2017-01-03 14:45:00,2017-01-03 15:00:00,298.93,465.0
2017-01-03 00:00:00,2017-01-03 15:00:00,2017-01-03 15:15:00,233.81,388.0
2017-01-03 00:00:00,2017-01-03 15:15:00,2017-01-03 15:30:00,164.89,308.0
2017-01-03 00:00:00,2017-01-03 15:30:00,2017-01-03 15:45:00,108.78,223.0
2017-01-03 00:00:00,2017-01-03 15:45:00,2017-01-03 16:00:00,67.73,143.0
2017-01-03 00:00:00,2017-01-03 16:00:00,2017-01-03 16:15:00,35.32,72.0
2017-01-03 00:00:00,2017-01-03 16:15:00,2017-01-03 16:30:00,10.57,21.0
2017-01-03 00:00:00,2017-01-03 16:30:00,2017-01-03 16:45:00,0.9,6.0
2017-01-03 00:00:00,2017-01-03 16:45:00,2017-01-03 17:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 17:00:00,2017-01-03 17:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 17:15:00,2017-01-03 17:30:00,0.0,3.0
2017-01-03 00:00:00,2017-01-03 17:30:00,2017-01-03 17:45:00,0.0,1.0
2017-01-03 00:00:00,2017-01-03 17:45:00,2017-01-03 18:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 18:00:00,2017-01-03 18:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 18:15:00,2017-01-03 18:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 18:30:00,2017-01-03 18:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 18:45:00,2017-01-03 19:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 19:00:00,2017-01-03 19:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 19:15:00,2017-01-03 19:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 19:30:00,2017-01-03 19:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 19:45:00,2017-01-03 20:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 20:00:00,2017-01-03 20:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 20:15:00,2017-01-03 20:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 20:30:00,2017-01-03 20:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 20:45:00,2017-01-03 21:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 21:00:00,2017-01-03 21:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 21:15:00,2017-01-03 21:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 21:30:00,2017-01-03 21:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 21:45:00,2017-01-03 22:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 22:00:00,2017-01-03 22:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 22:15:00,2017-01-03 22:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 22:30:00,2017-01-03 22:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 22:45:00,2017-01-03 23:00:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 23:00:00,2017-01-03 23:15:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 23:15:00,2017-01-03 23:30:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 23:30:00,2017-01-03 23:45:00,0.0,0.0
2017-01-03 00:00:00,2017-01-03 23:45:00,2017-01-03 00:00:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 00:00:00,2017-01-04 00:15:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 00:15:00,2017-01-04 00:30:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 00:30:00,2017-01-04 00:45:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 00:45:00,2017-01-04 01:00:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 01:00:00,2017-01-04 01:15:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 01:15:00,2017-01-04 01:30:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 01:30:00,2017-01-04 01:45:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 01:45:00,2017-01-04 02:00:00,0.0,0.0
2017-01-04 00:00:00,2017-01-04 02:00:00,2017-01-04 02:15:00,0.0,0.0
