date,from,to,actual,forecast
2010-01-06 00:00:00,2010-01-06 21:00:00,2010-01-06 21:15:00,25043.0,26486.0
2010-01-06 00:00:00,2010-01-06 21:15:00,2010-01-06 21:30:00,25084.0,26251.0
2010-01-06 00:00:00,2010-01-06 21:30:00,2010-01-06 21:45:00,24790.0,25683.0
2010-01-06 00:00:00,2010-01-06 21:45:00,2010-01-06 22:00:00,24643.0,25475.0
2010-01-06 00:00:00,2010-01-06 22:00:00,2010-01-06 22:15:00,24627.0,25042.0
2010-01-06 00:00:00,2010-01-06 22:15:00,2010-01-06 22:30:00,24477.0,24821.0
2010-01-06 00:00:00,2010-01-06 22:30:00,2010-01-06 22:45:00,24143.0,24480.0
2010-01-06 00:00:00,2010-01-06 22:45:00,2010-01-06 23:00:00,23752.0,23827.0
2010-01-06 00:00:00,2010-01-06 23:00:00,2010-01-06 23:15:00,23234.0,23095.0
2010-01-06 00:00:00,2010-01-06 23:15:00,2010-01-06 23:30:00,22727.0,22616.0
2010-01-06 00:00:00,2010-01-06 23:30:00,2010-01-06 23:45:00,22374.0,22141.0
2010-01-06 00:00:00,2010-01-06 23:45:00,2010-01-06 00:00:00,22068.0,21540.0
2010-01-07 00:00:00,2010-01-07 00:00:00,2010-01-07 00:15:00,21651.0,21475.0
2010-01-07 00:00:00,2010-01-07 00:15:00,2010-01-07 00:30:00,21343.0,21012.0
2010-01-07 00:00:00,2010-01-07 00:30:00,2010-01-07 00:45:00,21157.0,20696.0
2010-01-07 00:00:00,2010-01-07 00:45:00,2010-01-07 01:00:00,20963.0,20338.0
2010-01-07 00:00:00,2010-01-07 01:00:00,2010-01-07 01:15:00,20741.0,19992.0
2010-01-07 00:00:00,2010-01-07 01:15:00,2010-01-07 01:30:00,20495.0,19755.0
2010-01-07 00:00:00,2010-01-07 01:30:00,2010-01-07 01:45:00,20290.0,19694.0
2010-01-07 00:00:00,2010-01-07 01:45:00,2010-01-07 02:00:00,20232.0,19570.0
2010-01-07 00:00:00,2010-01-07 02:00:00,2010-01-07 02:15:00,20078.0,19294.0
2010-01-07 00:00:00,2010-01-07 02:15:00,2010-01-07 02:30:00,20122.0,19336.0
2010-01-07 00:00:00,2010-01-07 02:30:00,2010-01-07 02:45:00,19932.0,19367.0
2010-01-07 00:00:00,2010-01-07 02:45:00,2010-01-07 03:00:00,19967.0,19344.0
2010-01-07 00:00:00,2010-01-07 03:00:00,2010-01-07 03:15:00,19706.0,19082.0
2010-01-07 00:00:00,2010-01-07 03:15:00,2010-01-07 03:30:00,19787.0,19110.0
2010-01-07 00:00:00,2010-01-07 03:30:00,2010-01-07 03:45:00,19863.0,19082.0
2010-01-07 00:00:00,2010-01-07 03:45:00,2010-01-07 04:00:00,19850.0,18739.0
2010-01-07 00:00:00,2010-01-07 04:00:00,2010-01-07 04:15:00,19945.0,18448.0
2010-01-07 00:00:00,2010-01-07 04:15:00,2010-01-07 04:30:00,19936.0,18452.0
2010-01-07 00:00:00,2010-01-07 04:30:00,2010-01-07 04:45:00,19987.0,18541.0
2010-01-07 00:00:00,2010-01-07 04:45:00,2010-01-07 05:00:00,20040.0,18586.0
2010-01-07 00:00:00,2010-01-07 05:00:00,2010-01-07 05:15:00,20300.0,18945.0
2010-01-07 00:00:00,2010-01-07 05:15:00,2010-01-07 05:30:00,20531.0,19105.0
2010-01-07 00:00:00,2010-01-07 05:30:00,2010-01-07 05:45:00,20726.0,19562.0
2010-01-07 00:00:00,2010-01-07 05:45:00,2010-01-07 06:00:00,21100.0,19865.0
2010-01-07 00:00:00,2010-01-07 06:00:00,2010-01-07 06:15:00,21747.0,20775.0
2010-01-07 00:00:00,2010-01-07 06:15:00,2010-01-07 06:30:00,22802.0,21720.0
2010-01-07 00:00:00,2010-01-07 06:30:00,2010-01-07 06:45:00,23454.0,22601.0
2010-01-07 00:00:00,2010-01-07 06:45:00,2010-01-07 07:00:00,24235.0,23336.0
2010-01-07 00:00:00,2010-01-07 07:00:00,2010-01-07 07:15:00,25015.0,24016.0
2010-01-07 00:00:00,2010-01-07 07:15:00,2010-01-07 07:30:00,25518.0,24283.0
2010-01-07 00:00:00,2010-01-07 07:30:00,2010-01-07 07:45:00,25876.0,24628.0
2010-01-07 00:00:00,2010-01-07 07:45:00,2010-01-07 08:00:00,26173.0,24915.0
2010-01-07 00:00:00,2010-01-07 08:00:00,2010-01-07 08:15:00,26511.0,25311.0
2010-01-07 00:00:00,2010-01-07 08:15:00,2010-01-07 08:30:00,26533.0,25197.0
2010-01-07 00:00:00,2010-01-07 08:30:00,2010-01-07 08:45:00,26495.0,25275.0
2010-01-07 00:00:00,2010-01-07 08:45:00,2010-01-07 09:00:00,26453.0,25081.0
2010-01-07 00:00:00,2010-01-07 09:00:00,2010-01-07 09:15:00,26397.0,25066.0
2010-01-07 00:00:00,2010-01-07 09:15:00,2010-01-07 09:30:00,26437.0,25136.0
2010-01-07 00:00:00,2010-01-07 09:30:00,2010-01-07 09:45:00,26563.0,25097.0
2010-01-07 00:00:00,2010-01-07 09:45:00,2010-01-07 10:00:00,26611.0,25075.0
2010-01-07 00:00:00,2010-01-07 10:00:00,2010-01-07 10:15:00,26537.0,25102.0
2010-01-07 00:00:00,2010-01-07 10:15:00,2010-01-07 10:30:00,26755.0,25148.0
2010-01-07 00:00:00,2010-01-07 10:30:00,2010-01-07 10:45:00,26826.0,25128.0
2010-01-07 00:00:00,2010-01-07 10:45:00,2010-01-07 11:00:00,26978.0,25245.0
2010-01-07 00:00:00,2010-01-07 11:00:00,2010-01-07 11:15:00,26933.0,25326.0
2010-01-07 00:00:00,2010-01-07 11:15:00,2010-01-07 11:30:00,27073.0,25409.0
2010-01-07 00:00:00,2010-01-07 11:30:00,2010-01-07 11:45:00,27265.0,25372.0
2010-01-07 00:00:00,2010-01-07 11:45:00,2010-01-07 12:00:00,27372.0,25546.0
2010-01-07 00:00:00,2010-01-07 12:00:00,2010-01-07 12:15:00,27270.0,25731.0
2010-01-07 00:00:00,2010-01-07 12:15:00,2010-01-07 12:30:00,27357.0,25850.0
2010-01-07 00:00:00,2010-01-07 12:30:00,2010-01-07 12:45:00,27442.0,25889.0
2010-01-07 00:00:00,2010-01-07 12:45:00,2010-01-07 13:00:00,27392.0,25878.0
2010-01-07 00:00:00,2010-01-07 13:00:00,2010-01-07 13:15:00,27623.0,26057.0
2010-01-07 00:00:00,2010-01-07 13:15:00,2010-01-07 13:30:00,27421.0,26146.0
2010-01-07 00:00:00,2010-01-07 13:30:00,2010-01-07 13:45:00,27194.0,26016.0
2010-01-07 00:00:00,2010-01-07 13:45:00,2010-01-07 14:00:00,26903.0,25796.0
2010-01-07 00:00:00,2010-01-07 14:00:00,2010-01-07 14:15:00,26917.0,25748.0
2010-01-07 00:00:00,2010-01-07 14:15:00,2010-01-07 14:30:00,26865.0,25779.0
2010-01-07 00:00:00,2010-01-07 14:30:00,2010-01-07 14:45:00,26797.0,25816.0
2010-01-07 00:00:00,2010-01-07 14:45:00,2010-01-07 15:00:00,26739.0,25658.0
2010-01-07 00:00:00,2010-01-07 15:00:00,2010-01-07 15:15:00,26724.0,25648.0
2010-01-07 00:00:00,2010-01-07 15:15:00,2010-01-07 15:30:00,26585.0,25430.0
2010-01-07 00:00:00,2010-01-07 15:30:00,2010-01-07 15:45:00,26557.0,25449.0
2010-01-07 00:00:00,2010-01-07 15:45:00,2010-01-07 16:00:00,26449.0,25333.0
2010-01-07 00:00:00,2010-01-07 16:00:00,2010-01-07 16:15:00,26411.0,25502.0
2010-01-07 00:00:00,2010-01-07 16:15:00,2010-01-07 16:30:00,26272.0,25465.0
2010-01-07 00:00:00,2010-01-07 16:30:00,2010-01-07 16:45:00,26361.0,25707.0
2010-01-07 00:00:00,2010-01-07 16:45:00,2010-01-07 17:00:00,26839.0,26254.0
2010-01-07 00:00:00,2010-01-07 17:00:00,2010-01-07 17:15:00,27465.0,26700.0
2010-01-07 00:00:00,2010-01-07 17:15:00,2010-01-07 17:30:00,27817.0,26847.0
2010-01-07 00:00:00,2010-01-07 17:30:00,2010-01-07 17:45:00,27976.0,26946.0
2010-01-07 00:00:00,2010-01-07 17:45:00,2010-01-07 18:00:00,28031.0,26981.0
2010-01-07 00:00:00,2010-01-07 18:00:00,2010-01-07 18:15:00,27982.0,26828.0
2010-01-07 00:00:00,2010-01-07 18:15:00,2010-01-07 18:30:00,27868.0,26850.0
2010-01-07 00:00:00,2010-01-07 18:30:00,2010-01-07 18:45:00,27758.0,26730.0
2010-01-07 00:00:00,2010-01-07 18:45:00,2010-01-07 19:00:00,27708.0,26707.0
2010-01-07 00:00:00,2010-01-07 19:00:00,2010-01-07 19:15:00,27681.0,26670.0
2010-01-07 00:00:00,2010-01-07 19:15:00,2010-01-07 19:30:00,27433.0,26473.0
2010-01-07 00:00:00,2010-01-07 19:30:00,2010-01-07 19:45:00,27203.0,26337.0
2010-01-07 00:00:00,2010-01-07 19:45:00,2010-01-07 20:00:00,27027.0,26163.0
2010-01-07 00:00:00,2010-01-07 20:00:00,2010-01-07 20:15:00,26835.0,25935.0
2010-01-07 00:00:00,2010-01-07 20:15:00,2010-01-07 20:30:00,26493.0,25542.0
2010-01-07 00:00:00,2010-01-07 20:30:00,2010-01-07 20:45:00,26039.0,25162.0
2010-01-07 00:00:00,2010-01-07 20:45:00,2010-01-07 21:00:00,25713.0,24786.0
2010-01-07 00:00:00,2010-01-07 21:00:00,2010-01-07 21:15:00,25770.0,24995.0
2010-01-07 00:00:00,2010-01-07 21:15:00,2010-01-07 21:30:00,25747.0,24834.0
2010-01-07 00:00:00,2010-01-07 21:30:00,2010-01-07 21:45:00,25453.0,24551.0
2010-01-07 00:00:00,2010-01-07 21:45:00,2010-01-07 22:00:00,25090.0,24211.0
2010-01-07 00:00:00,2010-01-07 22:00:00,2010-01-07 22:15:00,25103.0,24041.0
2010-01-07 00:00:00,2010-01-07 22:15:00,2010-01-07 22:30:00,24902.0,23843.0
2010-01-07 00:00:00,2010-01-07 22:30:00,2010-01-07 22:45:00,24410.0,23525.0
2010-01-07 00:00:00,2010-01-07 22:45:00,2010-01-07 23:00:00,23847.0,22995.0
2010-01-07 00:00:00,2010-01-07 23:00:00,2010-01-07 23:15:00,23542.0,22566.0
2010-01-07 00:00:00,2010-01-07 23:15:00,2010-01-07 23:30:00,23228.0,22058.0
2010-01-07 00:00:00,2010-01-07 23:30:00,2010-01-07 23:45:00,22811.0,21592.0
2010-01-07 00:00:00,2010-01-07 23:45:00,2010-01-07 00:00:00,22463.0,21162.0
2010-01-08 00:00:00,2010-01-08 00:00:00,2010-01-08 00:15:00,21833.0,20725.0
2010-01-08 00:00:00,2010-01-08 00:15:00,2010-01-08 00:30:00,21570.0,20309.0
2010-01-08 00:00:00,2010-01-08 00:30:00,2010-01-08 00:45:00,21409.0,20060.0
2010-01-08 00:00:00,2010-01-08 00:45:00,2010-01-08 01:00:00,21219.0,19853.0
2010-01-08 00:00:00,2010-01-08 01:00:00,2010-01-08 01:15:00,21027.0,19560.0
2010-01-08 00:00:00,2010-01-08 01:15:00,2010-01-08 01:30:00,20796.0,19351.0
2010-01-08 00:00:00,2010-01-08 01:30:00,2010-01-08 01:45:00,20668.0,19201.0
2010-01-08 00:00:00,2010-01-08 01:45:00,2010-01-08 02:00:00,20644.0,19139.0
2010-01-08 00:00:00,2010-01-08 02:00:00,2010-01-08 02:15:00,20427.0,19064.0
2010-01-08 00:00:00,2010-01-08 02:15:00,2010-01-08 02:30:00,20497.0,19011.0
2010-01-08 00:00:00,2010-01-08 02:30:00,2010-01-08 02:45:00,20411.0,18976.0
2010-01-08 00:00:00,2010-01-08 02:45:00,2010-01-08 03:00:00,20179.0,18913.0
2010-01-08 00:00:00,2010-01-08 03:00:00,2010-01-08 03:15:00,20271.0,18679.0
2010-01-08 00:00:00,2010-01-08 03:15:00,2010-01-08 03:30:00,20140.0,18652.0
2010-01-08 00:00:00,2010-01-08 03:30:00,2010-01-08 03:45:00,19884.0,18562.0
2010-01-08 00:00:00,2010-01-08 03:45:00,2010-01-08 04:00:00,19868.0,18416.0
2010-01-08 00:00:00,2010-01-08 04:00:00,2010-01-08 04:15:00,19916.0,18312.0
2010-01-08 00:00:00,2010-01-08 04:15:00,2010-01-08 04:30:00,20151.0,18282.0
2010-01-08 00:00:00,2010-01-08 04:30:00,2010-01-08 04:45:00,20017.0,18208.0
2010-01-08 00:00:00,2010-01-08 04:45:00,2010-01-08 05:00:00,20186.0,18348.0
2010-01-08 00:00:00,2010-01-08 05:00:00,2010-01-08 05:15:00,20457.0,18768.0
2010-01-08 00:00:00,2010-01-08 05:15:00,2010-01-08 05:30:00,20559.0,18943.0
2010-01-08 00:00:00,2010-01-08 05:30:00,2010-01-08 05:45:00,20903.0,19211.0
2010-01-08 00:00:00,2010-01-08 05:45:00,2010-01-08 06:00:00,21098.0,19510.0
2010-01-08 00:00:00,2010-01-08 06:00:00,2010-01-08 06:15:00,21828.0,20205.0
2010-01-08 00:00:00,2010-01-08 06:15:00,2010-01-08 06:30:00,22598.0,21000.0
2010-01-08 00:00:00,2010-01-08 06:30:00,2010-01-08 06:45:00,23198.0,21683.0
2010-01-08 00:00:00,2010-01-08 06:45:00,2010-01-08 07:00:00,23977.0,22392.0
2010-01-08 00:00:00,2010-01-08 07:00:00,2010-01-08 07:15:00,24605.0,23024.0
2010-01-08 00:00:00,2010-01-08 07:15:00,2010-01-08 07:30:00,25207.0,23291.0
2010-01-08 00:00:00,2010-01-08 07:30:00,2010-01-08 07:45:00,25519.0,23744.0
2010-01-08 00:00:00,2010-01-08 07:45:00,2010-01-08 08:00:00,25738.0,23841.0
2010-01-08 00:00:00,2010-01-08 08:00:00,2010-01-08 08:15:00,26113.0,24186.0
2010-01-08 00:00:00,2010-01-08 08:15:00,2010-01-08 08:30:00,26196.0,24085.0
2010-01-08 00:00:00,2010-01-08 08:30:00,2010-01-08 08:45:00,26238.0,24094.0
2010-01-08 00:00:00,2010-01-08 08:45:00,2010-01-08 09:00:00,26104.0,23981.0
2010-01-08 00:00:00,2010-01-08 09:00:00,2010-01-08 09:15:00,26007.0,23973.0
2010-01-08 00:00:00,2010-01-08 09:15:00,2010-01-08 09:30:00,26198.0,24086.0
2010-01-08 00:00:00,2010-01-08 09:30:00,2010-01-08 09:45:00,26277.0,23899.0
2010-01-08 00:00:00,2010-01-08 09:45:00,2010-01-08 10:00:00,26314.0,23931.0
2010-01-08 00:00:00,2010-01-08 10:00:00,2010-01-08 10:15:00,26481.0,24083.0
2010-01-08 00:00:00,2010-01-08 10:15:00,2010-01-08 10:30:00,26602.0,24051.0
2010-01-08 00:00:00,2010-01-08 10:30:00,2010-01-08 10:45:00,26595.0,24102.0
2010-01-08 00:00:00,2010-01-08 10:45:00,2010-01-08 11:00:00,26795.0,24201.0
2010-01-08 00:00:00,2010-01-08 11:00:00,2010-01-08 11:15:00,26891.0,24194.0
2010-01-08 00:00:00,2010-01-08 11:15:00,2010-01-08 11:30:00,26977.0,24203.0
2010-01-08 00:00:00,2010-01-08 11:30:00,2010-01-08 11:45:00,26993.0,24274.0
2010-01-08 00:00:00,2010-01-08 11:45:00,2010-01-08 12:00:00,26994.0,24394.0
2010-01-08 00:00:00,2010-01-08 12:00:00,2010-01-08 12:15:00,27117.0,24527.0
2010-01-08 00:00:00,2010-01-08 12:15:00,2010-01-08 12:30:00,27242.0,24641.0
2010-01-08 00:00:00,2010-01-08 12:30:00,2010-01-08 12:45:00,27211.0,24660.0
2010-01-08 00:00:00,2010-01-08 12:45:00,2010-01-08 13:00:00,27136.0,24564.0
2010-01-08 00:00:00,2010-01-08 13:00:00,2010-01-08 13:15:00,27061.0,24484.0
2010-01-08 00:00:00,2010-01-08 13:15:00,2010-01-08 13:30:00,26799.0,24354.0
2010-01-08 00:00:00,2010-01-08 13:30:00,2010-01-08 13:45:00,26819.0,24311.0
2010-01-08 00:00:00,2010-01-08 13:45:00,2010-01-08 14:00:00,26378.0,24274.0
2010-01-08 00:00:00,2010-01-08 14:00:00,2010-01-08 14:15:00,26307.0,24328.0
2010-01-08 00:00:00,2010-01-08 14:15:00,2010-01-08 14:30:00,26281.0,24398.0
2010-01-08 00:00:00,2010-01-08 14:30:00,2010-01-08 14:45:00,26389.0,24351.0
2010-01-08 00:00:00,2010-01-08 14:45:00,2010-01-08 15:00:00,26176.0,24197.0
2010-01-08 00:00:00,2010-01-08 15:00:00,2010-01-08 15:15:00,26028.0,24194.0
2010-01-08 00:00:00,2010-01-08 15:15:00,2010-01-08 15:30:00,25938.0,24096.0
2010-01-08 00:00:00,2010-01-08 15:30:00,2010-01-08 15:45:00,25950.0,24200.0
2010-01-08 00:00:00,2010-01-08 15:45:00,2010-01-08 16:00:00,25804.0,24199.0
2010-01-08 00:00:00,2010-01-08 16:00:00,2010-01-08 16:15:00,25810.0,24348.0
2010-01-08 00:00:00,2010-01-08 16:15:00,2010-01-08 16:30:00,25849.0,24247.0
2010-01-08 00:00:00,2010-01-08 16:30:00,2010-01-08 16:45:00,25946.0,24623.0
2010-01-08 00:00:00,2010-01-08 16:45:00,2010-01-08 17:00:00,26439.0,25223.0
2010-01-08 00:00:00,2010-01-08 17:00:00,2010-01-08 17:15:00,27078.0,25688.0
2010-01-08 00:00:00,2010-01-08 17:15:00,2010-01-08 17:30:00,27338.0,25896.0
2010-01-08 00:00:00,2010-01-08 17:30:00,2010-01-08 17:45:00,27273.0,25862.0
2010-01-08 00:00:00,2010-01-08 17:45:00,2010-01-08 18:00:00,27412.0,25878.0
2010-01-08 00:00:00,2010-01-08 18:00:00,2010-01-08 18:15:00,27250.0,25671.0
2010-01-08 00:00:00,2010-01-08 18:15:00,2010-01-08 18:30:00,27152.0,25694.0
2010-01-08 00:00:00,2010-01-08 18:30:00,2010-01-08 18:45:00,26953.0,25605.0
2010-01-08 00:00:00,2010-01-08 18:45:00,2010-01-08 19:00:00,26776.0,25419.0
2010-01-08 00:00:00,2010-01-08 19:00:00,2010-01-08 19:15:00,26579.0,25162.0
2010-01-08 00:00:00,2010-01-08 19:15:00,2010-01-08 19:30:00,26257.0,24974.0
2010-01-08 00:00:00,2010-01-08 19:30:00,2010-01-08 19:45:00,25789.0,24851.0
2010-01-08 00:00:00,2010-01-08 19:45:00,2010-01-08 20:00:00,25549.0,24774.0
2010-01-08 00:00:00,2010-01-08 20:00:00,2010-01-08 20:15:00,25112.0,24389.0
2010-01-08 00:00:00,2010-01-08 20:15:00,2010-01-08 20:30:00,24810.0,24244.0
2010-01-08 00:00:00,2010-01-08 20:30:00,2010-01-08 20:45:00,24452.0,24003.0
2010-01-08 00:00:00,2010-01-08 20:45:00,2010-01-08 21:00:00,24319.0,23640.0
2010-01-08 00:00:00,2010-01-08 21:00:00,2010-01-08 21:15:00,24309.0,23620.0
2010-01-08 00:00:00,2010-01-08 21:15:00,2010-01-08 21:30:00,24351.0,23558.0
2010-01-08 00:00:00,2010-01-08 21:30:00,2010-01-08 21:45:00,24060.0,23324.0
2010-01-08 00:00:00,2010-01-08 21:45:00,2010-01-08 22:00:00,24011.0,23181.0
2010-01-08 00:00:00,2010-01-08 22:00:00,2010-01-08 22:15:00,24122.0,23340.0
2010-01-08 00:00:00,2010-01-08 22:15:00,2010-01-08 22:30:00,23987.0,23171.0
2010-01-08 00:00:00,2010-01-08 22:30:00,2010-01-08 22:45:00,23781.0,22850.0
2010-01-08 00:00:00,2010-01-08 22:45:00,2010-01-08 23:00:00,23528.0,22639.0
2010-01-08 00:00:00,2010-01-08 23:00:00,2010-01-08 23:15:00,23135.0,22336.0
2010-01-08 00:00:00,2010-01-08 23:15:00,2010-01-08 23:30:00,22771.0,21995.0
2010-01-08 00:00:00,2010-01-08 23:30:00,2010-01-08 23:45:00,22307.0,21601.0
2010-01-08 00:00:00,2010-01-08 23:45:00,2010-01-08 00:00:00,22107.0,21253.0
2010-01-09 00:00:00,2010-01-09 00:00:00,2010-01-09 00:15:00,21715.75,21125.25
2010-01-09 00:00:00,2010-01-09 00:15:00,2010-01-09 00:30:00,21324.5,20997.5
2010-01-09 00:00:00,2010-01-09 00:30:00,2010-01-09 00:45:00,20933.25,20869.75
2010-01-09 00:00:00,2010-01-09 00:45:00,2010-01-09 01:00:00,20542.0,20742.0
2010-01-09 00:00:00,2010-01-09 01:00:00,2010-01-09 01:15:00,20349.25,20558.25
2010-01-09 00:00:00,2010-01-09 01:15:00,2010-01-09 01:30:00,20156.5,20374.5
2010-01-09 00:00:00,2010-01-09 01:30:00,2010-01-09 01:45:00,19963.75,20190.75
2010-01-09 00:00:00,2010-01-09 01:45:00,2010-01-09 02:00:00,19771.0,20007.0
2010-01-09 00:00:00,2010-01-09 02:00:00,2010-01-09 02:15:00,19739.25,19889.0
2010-01-09 00:00:00,2010-01-09 02:15:00,2010-01-09 02:30:00,19707.5,19771.0
2010-01-09 00:00:00,2010-01-09 02:30:00,2010-01-09 02:45:00,19675.75,19653.0
2010-01-09 00:00:00,2010-01-09 02:45:00,2010-01-09 03:00:00,19644.0,19535.0
2010-01-09 00:00:00,2010-01-09 03:00:00,2010-01-09 03:15:00,19553.0,19514.5
2010-01-09 00:00:00,2010-01-09 03:15:00,2010-01-09 03:30:00,19462.0,19494.0
2010-01-09 00:00:00,2010-01-09 03:30:00,2010-01-09 03:45:00,19371.0,19473.5
2010-01-09 00:00:00,2010-01-09 03:45:00,2010-01-09 04:00:00,19280.0,19453.0
2010-01-09 00:00:00,2010-01-09 04:00:00,2010-01-09 04:15:00,19227.25,19280.75
2010-01-09 00:00:00,2010-01-09 04:15:00,2010-01-09 04:30:00,19174.5,19108.5
2010-01-09 00:00:00,2010-01-09 04:30:00,2010-01-09 04:45:00,19121.75,18936.25
2010-01-09 00:00:00,2010-01-09 04:45:00,2010-01-09 05:00:00,19069.0,18764.0
2010-01-09 00:00:00,2010-01-09 05:00:00,2010-01-09 05:15:00,18898.0,18620.5
2010-01-09 00:00:00,2010-01-09 05:15:00,2010-01-09 05:30:00,18727.0,18477.0
2010-01-09 00:00:00,2010-01-09 05:30:00,2010-01-09 05:45:00,18556.0,18333.5
2010-01-09 00:00:00,2010-01-09 05:45:00,2010-01-09 06:00:00,18385.0,18190.0
2010-01-09 00:00:00,2010-01-09 06:00:00,2010-01-09 06:15:00,18371.25,18177.0
2010-01-09 00:00:00,2010-01-09 06:15:00,2010-01-09 06:30:00,18357.5,18164.0
2010-01-09 00:00:00,2010-01-09 06:30:00,2010-01-09 06:45:00,18343.75,18151.0
2010-01-09 00:00:00,2010-01-09 06:45:00,2010-01-09 07:00:00,18330.0,18138.0
2010-01-09 00:00:00,2010-01-09 07:00:00,2010-01-09 07:15:00,18689.0,18311.75
2010-01-09 00:00:00,2010-01-09 07:15:00,2010-01-09 07:30:00,19048.0,18485.5
2010-01-09 00:00:00,2010-01-09 07:30:00,2010-01-09 07:45:00,19407.0,18659.25
2010-01-09 00:00:00,2010-01-09 07:45:00,2010-01-09 08:00:00,19766.0,18833.0
2010-01-09 00:00:00,2010-01-09 08:00:00,2010-01-09 08:15:00,20140.0,19155.75
2010-01-09 00:00:00,2010-01-09 08:15:00,2010-01-09 08:30:00,20514.0,19478.5
2010-01-09 00:00:00,2010-01-09 08:30:00,2010-01-09 08:45:00,20888.0,19801.25
2010-01-09 00:00:00,2010-01-09 08:45:00,2010-01-09 09:00:00,21262.0,20124.0
2010-01-09 00:00:00,2010-01-09 09:00:00,2010-01-09 09:15:00,21588.75,20466.5
2010-01-09 00:00:00,2010-01-09 09:15:00,2010-01-09 09:30:00,21915.5,20809.0
2010-01-09 00:00:00,2010-01-09 09:30:00,2010-01-09 09:45:00,22242.25,21151.5
2010-01-09 00:00:00,2010-01-09 09:45:00,2010-01-09 10:00:00,22569.0,21494.0
2010-01-09 00:00:00,2010-01-09 10:00:00,2010-01-09 10:15:00,22714.0,21623.0
2010-01-09 00:00:00,2010-01-09 10:15:00,2010-01-09 10:30:00,22859.0,21752.0
2010-01-09 00:00:00,2010-01-09 10:30:00,2010-01-09 10:45:00,23004.0,21881.0
2010-01-09 00:00:00,2010-01-09 10:45:00,2010-01-09 11:00:00,23149.0,22010.0
2010-01-09 00:00:00,2010-01-09 11:00:00,2010-01-09 11:15:00,23236.0,22154.0
2010-01-09 00:00:00,2010-01-09 11:15:00,2010-01-09 11:30:00,23323.0,22298.0
2010-01-09 00:00:00,2010-01-09 11:30:00,2010-01-09 11:45:00,23410.0,22442.0
2010-01-09 00:00:00,2010-01-09 11:45:00,2010-01-09 12:00:00,23497.0,22586.0
2010-01-09 00:00:00,2010-01-09 12:00:00,2010-01-09 12:15:00,23479.75,22666.25
2010-01-09 00:00:00,2010-01-09 12:15:00,2010-01-09 12:30:00,23462.5,22746.5
2010-01-09 00:00:00,2010-01-09 12:30:00,2010-01-09 12:45:00,23445.25,22826.75
2010-01-09 00:00:00,2010-01-09 12:45:00,2010-01-09 13:00:00,23428.0,22907.0
2010-01-09 00:00:00,2010-01-09 13:00:00,2010-01-09 13:15:00,23241.0,22805.5
2010-01-09 00:00:00,2010-01-09 13:15:00,2010-01-09 13:30:00,23054.0,22704.0
2010-01-09 00:00:00,2010-01-09 13:30:00,2010-01-09 13:45:00,22867.0,22602.5
2010-01-09 00:00:00,2010-01-09 13:45:00,2010-01-09 14:00:00,22680.0,22501.0
2010-01-09 00:00:00,2010-01-09 14:00:00,2010-01-09 14:15:00,22580.5,22392.25
2010-01-09 00:00:00,2010-01-09 14:15:00,2010-01-09 14:30:00,22481.0,22283.5
2010-01-09 00:00:00,2010-01-09 14:30:00,2010-01-09 14:45:00,22381.5,22174.75
2010-01-09 00:00:00,2010-01-09 14:45:00,2010-01-09 15:00:00,22282.0,22066.0
2010-01-09 00:00:00,2010-01-09 15:00:00,2010-01-09 15:15:00,22243.5,22065.75
2010-01-09 00:00:00,2010-01-09 15:15:00,2010-01-09 15:30:00,22205.0,22065.5
2010-01-09 00:00:00,2010-01-09 15:30:00,2010-01-09 15:45:00,22166.5,22065.25
2010-01-09 00:00:00,2010-01-09 15:45:00,2010-01-09 16:00:00,22128.0,22065.0
2010-01-09 00:00:00,2010-01-09 16:00:00,2010-01-09 16:15:00,22231.0,22233.0
2010-01-09 00:00:00,2010-01-09 16:15:00,2010-01-09 16:30:00,22334.0,22401.0
2010-01-09 00:00:00,2010-01-09 16:30:00,2010-01-09 16:45:00,22437.0,22569.0
2010-01-09 00:00:00,2010-01-09 16:45:00,2010-01-09 17:00:00,22540.0,22737.0
2010-01-09 00:00:00,2010-01-09 17:00:00,2010-01-09 17:15:00,22886.75,22991.0
2010-01-09 00:00:00,2010-01-09 17:15:00,2010-01-09 17:30:00,23233.5,23245.0
2010-01-09 00:00:00,2010-01-09 17:30:00,2010-01-09 17:45:00,23580.25,23499.0
2010-01-09 00:00:00,2010-01-09 17:45:00,2010-01-09 18:00:00,23927.0,23753.0
2010-01-09 00:00:00,2010-01-09 18:00:00,2010-01-09 18:15:00,23895.75,23724.75
2010-01-09 00:00:00,2010-01-09 18:15:00,2010-01-09 18:30:00,23864.5,23696.5
2010-01-09 00:00:00,2010-01-09 18:30:00,2010-01-09 18:45:00,23833.25,23668.25
2010-01-09 00:00:00,2010-01-09 18:45:00,2010-01-09 19:00:00,23802.0,23640.0
2010-01-09 00:00:00,2010-01-09 19:00:00,2010-01-09 19:15:00,23561.5,23430.0
2010-01-09 00:00:00,2010-01-09 19:15:00,2010-01-09 19:30:00,23321.0,23220.0
2010-01-09 00:00:00,2010-01-09 19:30:00,2010-01-09 19:45:00,23080.5,23010.0
2010-01-09 00:00:00,2010-01-09 19:45:00,2010-01-09 20:00:00,22840.0,22800.0
2010-01-09 00:00:00,2010-01-09 20:00:00,2010-01-09 20:15:00,22493.75,22553.25
