,daily_cost,adjusted_daily_cost
0,1.8083006447760732,2.2928119818393697
1,2.2433608684656456,2.568279517675589
2,2.352730202858541,2.6064827505754717
3,2.0805019512884755,2.1295159271082884
4,1.9468114699323928,1.9829884736111483
5,2.4698868756159267,2.4286122533768735
6,2.325951998263511,2.140039590394669
7,2.065034327278882,2.633129917830868
8,2.233551714357364,2.754297863302203
9,2.561654027580324,2.8384367743153165
10,2.323924232269662,2.5293567045345995
11,2.3713123021610536,2.643232185394881
12,2.3261276123151458,2.1637364653977613
13,2.0275801779245635,1.9030990004408537
14,1.9144026476619256,2.448967692236483
15,2.1575202199284913,2.470920503243392
16,1.921148527652584,2.3618051474615993
17,1.9249877313714432,2.0929902063836994
18,1.92421418926518,1.98691013476871
19,1.7743678975946968,1.4404327399612122
20,1.5242440282747916,1.2446078827662603
21,1.7387119056028708,2.3491623136326227
22,2.4252662406950853,2.7306088944965103
23,2.20981587633725,2.500171527820924
24,1.6184273185327245,2.0109230867427037
25,1.7884975295200891,1.9125113469951196
26,1.8155688185234573,1.5859709721063084
27,1.7248499405668771,1.6098904168596426
28,2.104031474361145,2.688637870411523
29,2.3704341334155647,2.6231893984685346
30,1.9014349590289743,2.2296718015909605
31,1.6175500093904722,1.8482621090892124
32,1.9390930396776829,2.3722868523070337
33,1.896757857692116,1.8371226395831877
34,1.508567464416492,1.4209324197942985
35,1.554747998099801,2.161137535852636
36,2.0045654581353283,2.4039162551688156
37,2.048624988404496,2.368114953475413
38,1.8498851455518768,2.1763962451318752
39,2.306914498277516,2.6263325867615697
40,1.5964069334634594,1.7500763428131214
41,1.4857509864921878,1.4141238234400029
42,0.9172119233534364,1.5128598169714962
43,0.9634108191080184,0.966195871948991
44,0.9520547889134836,0.8574326705010324
45,1.2078613355370391,1.4227322403155664
46,2.1040657561443004,2.387275126079815
47,1.6988657396344409,1.5657030857393628
48,1.2793582477266314,1.3401170022007771
49,1.713749973423539,2.4108004404559185
50,1.8243492255277565,2.158567515904857
51,2.16609184681963,2.5425926040894975
52,1.7806355740272166,2.150093573392361
53,1.229473192157327,1.362848709570263
54,1.0616843516046328,0.8657004076503224
55,1.1360093089380776,1.051941974075287
56,0.9949062404524588,1.5234453429446917
57,1.4841329847845317,1.9456924429231908
58,1.4743780972142568,1.8628013771692324
59,1.213149306264915,1.645020194727
60,1.143279771125258,1.334771167948806
61,0.9922864530136236,0.8903007930990511
62,0.7518809577589703,0.7723026320991498
63,1.1820532714223893,1.8426207360810856
64,1.3293485234444309,1.9341119447001238
65,1.8772327647064175,2.3260162318842608
66,1.8055921941323945,2.1651256740650293
67,0.510379007772918,0.4678835268132747
68,0.3876877798163376,0.0270725728449856
69,0.0005719593048965077,-0.4119552097854329
70,-0.07646697460225949,0.12015469312623644
71,0.3488545614859405,0.4170354798597944
72,0.3786506010779248,0.702177576882378
73,0.07967123238047424,-0.14570940752848122
74,0.6997894461427836,0.9475094621740252
75,1.814273335375144,1.8604433703693866
76,1.5556599710934478,1.7343673535211563
77,1.0987101627563804,1.6956473623966333
78,1.0074093095082193,1.3656387240344605
79,0.6928578689296694,1.0321263589563117
80,0.049300542300751315,0.13340697725150663
81,0.3972591753323541,0.5826804835001429
82,-0.048936734067418934,-0.6991272346503288
83,-0.27906997936347433,-0.8666073316951544
84,-0.7030837415854895,-0.6716423253337094
85,-0.21753985368322534,-0.47859123720099417
86,0.4820715934064434,0.7566937558218564
87,0.001969103679509754,-0.15465665194181838
88,-0.20371992969866806,-0.21866480699075028
89,0.3429949465297507,0.225076789991911
90,-0.2238890352855203,-0.5023850298324728
91,-0.3277077517555649,0.11158945921847874
92,-0.28635464646253883,-0.3328505676089461
93,0.2410521415778436,0.5285165395601351
94,0.4775363595668381,0.8665361298096073
95,0.32837052381937304,0.5469884846954036
96,-0.11069099680627924,-0.2836596627039777
97,-0.7992733025547513,-1.3470892912496424
98,-0.3110589207989635,0.2869538822412909
99,0.11769243628606853,0.3468350759212542
100,0.2366790952277805,0.5529584275629156
101,0.5165560401531114,0.8046643391241777
102,0.5421813044281835,0.4223298883274487
103,0.4651515884061839,0.7846452451987133
104,0.349830084868936,0.395041277943251
105,0.0238537701407876,0.19210048239586883
106,-0.18654626565620192,0.5508778554963443
107,0.017479669431050837,0.34074110266814217
108,-0.5655656337758392,-0.7101676421608747
109,0.1637764201598526,0.4002203913005593
110,0.5092237416305779,0.5598856938151853
111,-0.1837448759817117,-0.16959761611628343
112,-0.7146250011315112,-0.42331186961114003
113,0.24411859093204835,0.6133571350006581
114,0.21146195871738416,0.5457674500762009
115,0.08374607684660497,0.3652218346095923
116,0.4772435468014271,0.8411587735553144
117,-0.3642147185480553,-0.7118540056781701
118,-1.2130522543201925,-1.7859090637449255
119,0.5761060004925943,0.8751115825813445
120,0.4215377974118285,1.1297467833181924
121,0.27276992426386226,0.6566943009163884
122,0.6014423498790438,1.026106383067325
123,0.7161472461848691,0.9955257972697651
124,-0.6180641936777895,-0.9861384214237059
125,0.3792468796526447,0.5053776475831939
126,0.7833169824762971,1.47301067393045
127,-0.5151240416382987,-0.4444002012409059
128,-1.0957052415616249,-1.2945355994826149
129,-0.4901264280014719,-0.4604279271285451
130,-0.10566078242500664,0.0776508389945168
131,-0.5256718856975215,-0.7412771669940518
132,-0.6141321932643086,-0.7252334728280585
