"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"13.05.2016 16:15 - 13.05.2016 16:30","22203","22905"
"13.05.2016 16:30 - 13.05.2016 16:45","22083","23177"
"13.05.2016 16:45 - 13.05.2016 17:00","22004","23292"
"13.05.2016 17:00 - 13.05.2016 17:15","21998","23293"
"13.05.2016 17:15 - 13.05.2016 17:30","21991","22942"
"13.05.2016 17:30 - 13.05.2016 17:45","21958","22837"
"13.05.2016 17:45 - 13.05.2016 18:00","21873","22800"
"13.05.2016 18:00 - 13.05.2016 18:15","21745","22643"
"13.05.2016 18:15 - 13.05.2016 18:30","21693","22586"
"13.05.2016 18:30 - 13.05.2016 18:45","21670","22545"
"13.05.2016 18:45 - 13.05.2016 19:00","21618","22610"
"13.05.2016 19:00 - 13.05.2016 19:15","21497","22565"
"13.05.2016 19:15 - 13.05.2016 19:30","21319","22328"
"13.05.2016 19:30 - 13.05.2016 19:45","21163","22095"
"13.05.2016 19:45 - 13.05.2016 20:00","21050","22082"
"13.05.2016 20:00 - 13.05.2016 20:15","20851","21847"
"13.05.2016 20:15 - 13.05.2016 20:30","20570","21419"
"13.05.2016 20:30 - 13.05.2016 20:45","20396","21105"
"13.05.2016 20:45 - 13.05.2016 21:00","20237","20963"
"13.05.2016 21:00 - 13.05.2016 21:15","20084","20877"
"13.05.2016 21:15 - 13.05.2016 21:30","19982","20622"
"13.05.2016 21:30 - 13.05.2016 21:45","19863","20633"
"13.05.2016 21:45 - 13.05.2016 22:00","19676","20402"
"13.05.2016 22:00 - 13.05.2016 22:15","19380","20194"
"13.05.2016 22:15 - 13.05.2016 22:30","19156","20116"
"13.05.2016 22:30 - 13.05.2016 22:45","18822","19600"
"13.05.2016 22:45 - 13.05.2016 23:00","18554","19356"
"13.05.2016 23:00 - 13.05.2016 23:15","18032","18874"
"13.05.2016 23:15 - 13.05.2016 23:30","17654","18580"
"13.05.2016 23:30 - 13.05.2016 23:45","17377","18093"
"13.05.2016 23:45 - 14.05.2016 00:00","17112","17847"
"14.05.2016 00:00 - 14.05.2016 00:15","16863","17162"
"14.05.2016 00:15 - 14.05.2016 00:30","16667","16968"
"14.05.2016 00:30 - 14.05.2016 00:45","16478","17050"
"14.05.2016 00:45 - 14.05.2016 01:00","16309","17021"
"14.05.2016 01:00 - 14.05.2016 01:15","16059","16827"
"14.05.2016 01:15 - 14.05.2016 01:30","15907","16696"
"14.05.2016 01:30 - 14.05.2016 01:45","15801","16761"
"14.05.2016 01:45 - 14.05.2016 02:00","15746","16675"
"14.05.2016 02:00 - 14.05.2016 02:15","15529","16404"
"14.05.2016 02:15 - 14.05.2016 02:30","15446","16189"
"14.05.2016 02:30 - 14.05.2016 02:45","15443","16231"
"14.05.2016 02:45 - 14.05.2016 03:00","15434","16224"
"14.05.2016 03:00 - 14.05.2016 03:15","15383","16012"
"14.05.2016 03:15 - 14.05.2016 03:30","15377","15889"
"14.05.2016 03:30 - 14.05.2016 03:45","15364","15917"
"14.05.2016 03:45 - 14.05.2016 04:00","15347","16016"
"14.05.2016 04:00 - 14.05.2016 04:15","15410","15928"
"14.05.2016 04:15 - 14.05.2016 04:30","15424","15950"
"14.05.2016 04:30 - 14.05.2016 04:45","15507","15853"
"14.05.2016 04:45 - 14.05.2016 05:00","15554","16107"
"14.05.2016 05:00 - 14.05.2016 05:15","15627","16152"
"14.05.2016 05:15 - 14.05.2016 05:30","15641","16017"
"14.05.2016 05:30 - 14.05.2016 05:45","15602","16007"
"14.05.2016 05:45 - 14.05.2016 06:00","15684","15910"
"14.05.2016 06:00 - 14.05.2016 06:15","15937","16042"
"14.05.2016 06:15 - 14.05.2016 06:30","16124","16355"
"14.05.2016 06:30 - 14.05.2016 06:45","16324","16557"
"14.05.2016 06:45 - 14.05.2016 07:00","16492","17028"
"14.05.2016 07:00 - 14.05.2016 07:15","16874","17345"
"14.05.2016 07:15 - 14.05.2016 07:30","17124","17623"
"14.05.2016 07:30 - 14.05.2016 07:45","17457","17960"
"14.05.2016 07:45 - 14.05.2016 08:00","17874","18288"
"14.05.2016 08:00 - 14.05.2016 08:15","18386","18831"
"14.05.2016 08:15 - 14.05.2016 08:30","18727","19248"
"14.05.2016 08:30 - 14.05.2016 08:45","19098","19519"
"14.05.2016 08:45 - 14.05.2016 09:00","19397","20044"
"14.05.2016 09:00 - 14.05.2016 09:15","19694","20434"
"14.05.2016 09:15 - 14.05.2016 09:30","19938","20690"
"14.05.2016 09:30 - 14.05.2016 09:45","20173","20892"
"14.05.2016 09:45 - 14.05.2016 10:00","20351","21203"
"14.05.2016 10:00 - 14.05.2016 10:15","20505","21102"
"14.05.2016 10:15 - 14.05.2016 10:30","20583","21273"
"14.05.2016 10:30 - 14.05.2016 10:45","20664","21402"
"14.05.2016 10:45 - 14.05.2016 11:00","20787","21286"
"14.05.2016 11:00 - 14.05.2016 11:15","20771","21235"
"14.05.2016 11:15 - 14.05.2016 11:30","20841","21180"
"14.05.2016 11:30 - 14.05.2016 11:45","20872","21364"
"14.05.2016 11:45 - 14.05.2016 12:00","20824","21489"
"14.05.2016 12:00 - 14.05.2016 12:15","20684","21304"
"14.05.2016 12:15 - 14.05.2016 12:30","20639","21091"
"14.05.2016 12:30 - 14.05.2016 12:45","20557","21065"
"14.05.2016 12:45 - 14.05.2016 13:00","20482","21002"
"14.05.2016 13:00 - 14.05.2016 13:15","20350","20714"
"14.05.2016 13:15 - 14.05.2016 13:30","20194","20569"
"14.05.2016 13:30 - 14.05.2016 13:45","19997","20492"
"14.05.2016 13:45 - 14.05.2016 14:00","19804","20327"
"14.05.2016 14:00 - 14.05.2016 14:15","19692","20189"
"14.05.2016 14:15 - 14.05.2016 14:30","19592","20063"
"14.05.2016 14:30 - 14.05.2016 14:45","19531","19967"
"14.05.2016 14:45 - 14.05.2016 15:00","19453","19870"
"14.05.2016 15:00 - 14.05.2016 15:15","19403","19790"
"14.05.2016 15:15 - 14.05.2016 15:30","19314","19894"
"14.05.2016 15:30 - 14.05.2016 15:45","19207","19813"
"14.05.2016 15:45 - 14.05.2016 16:00","19070","19686"
"14.05.2016 16:00 - 14.05.2016 16:15","19033","19458"
"14.05.2016 16:15 - 14.05.2016 16:30","18983","19364"
"14.05.2016 16:30 - 14.05.2016 16:45","18922","19286"
"14.05.2016 16:45 - 14.05.2016 17:00","18883","19058"
"14.05.2016 17:00 - 14.05.2016 17:15","18948","19525"
"14.05.2016 17:15 - 14.05.2016 17:30","18998","19594"
"14.05.2016 17:30 - 14.05.2016 17:45","19046","19495"
"14.05.2016 17:45 - 14.05.2016 18:00","19023","19629"
"14.05.2016 18:00 - 14.05.2016 18:15","19044","19900"
"14.05.2016 18:15 - 14.05.2016 18:30","18994","19844"
"14.05.2016 18:30 - 14.05.2016 18:45","18957","19754"
"14.05.2016 18:45 - 14.05.2016 19:00","18876","19798"
"14.05.2016 19:00 - 14.05.2016 19:15","18794","19935"
"14.05.2016 19:15 - 14.05.2016 19:30","18707","19841"
"14.05.2016 19:30 - 14.05.2016 19:45","18548","19728"
"14.05.2016 19:45 - 14.05.2016 20:00","18408","19643"
"14.05.2016 20:00 - 14.05.2016 20:15","18323","19473"
"14.05.2016 20:15 - 14.05.2016 20:30","18032","19123"
"14.05.2016 20:30 - 14.05.2016 20:45","17856","18828"
"14.05.2016 20:45 - 14.05.2016 21:00","17737","18663"
"14.05.2016 21:00 - 14.05.2016 21:15","17701","18603"
"14.05.2016 21:15 - 14.05.2016 21:30","17635","18517"
"14.05.2016 21:30 - 14.05.2016 21:45","17634","18417"
"14.05.2016 21:45 - 14.05.2016 22:00","17609","18239"
"14.05.2016 22:00 - 14.05.2016 22:15","17538","18270"
"14.05.2016 22:15 - 14.05.2016 22:30","17370","18089"
"14.05.2016 22:30 - 14.05.2016 22:45","17088","17666"
"14.05.2016 22:45 - 14.05.2016 23:00","16901","17365"
"14.05.2016 23:00 - 14.05.2016 23:15","16505","17012"
"14.05.2016 23:15 - 14.05.2016 23:30","16178","16701"
"14.05.2016 23:30 - 14.05.2016 23:45","15914","16411"
"14.05.2016 23:45 - 15.05.2016 00:00","15666","16140"
"15.05.2016 00:00 - 15.05.2016 00:15","15021","15727"
"15.05.2016 00:15 - 15.05.2016 00:30","14859","15632"
"15.05.2016 00:30 - 15.05.2016 00:45","14670","15512"
"15.05.2016 00:45 - 15.05.2016 01:00","14478","15237"
"15.05.2016 01:00 - 15.05.2016 01:15","14324","14865"
"15.05.2016 01:15 - 15.05.2016 01:30","14125","14672"
"15.05.2016 01:30 - 15.05.2016 01:45","14053","14627"
"15.05.2016 01:45 - 15.05.2016 02:00","14027","14419"
"15.05.2016 02:00 - 15.05.2016 02:15","13808","14237"
"15.05.2016 02:15 - 15.05.2016 02:30","13890","14285"
"15.05.2016 02:30 - 15.05.2016 02:45","13742","14082"
"15.05.2016 02:45 - 15.05.2016 03:00","13725","13983"
"15.05.2016 03:00 - 15.05.2016 03:15","13671","14066"
"15.05.2016 03:15 - 15.05.2016 03:30","13657","14016"
"15.05.2016 03:30 - 15.05.2016 03:45","13651","13999"
"15.05.2016 03:45 - 15.05.2016 04:00","13596","13964"
"15.05.2016 04:00 - 15.05.2016 04:15","13657","13983"
"15.05.2016 04:15 - 15.05.2016 04:30","13666","14043"
"15.05.2016 04:30 - 15.05.2016 04:45","13735","14064"
"15.05.2016 04:45 - 15.05.2016 05:00","13696","13949"
"15.05.2016 05:00 - 15.05.2016 05:15","13713","14036"
"15.05.2016 05:15 - 15.05.2016 05:30","13607","13928"
"15.05.2016 05:30 - 15.05.2016 05:45","13494","13797"
"15.05.2016 05:45 - 15.05.2016 06:00","13450","13695"
"15.05.2016 06:00 - 15.05.2016 06:15","13370","13691"
"15.05.2016 06:15 - 15.05.2016 06:30","13337","14059"
"15.05.2016 06:30 - 15.05.2016 06:45","13355","14179"
"15.05.2016 06:45 - 15.05.2016 07:00","13414","14321"
"15.05.2016 07:00 - 15.05.2016 07:15","13570","14409"
"15.05.2016 07:15 - 15.05.2016 07:30","13748","14676"
"15.05.2016 07:30 - 15.05.2016 07:45","14014","15023"
"15.05.2016 07:45 - 15.05.2016 08:00","14318","15268"
"15.05.2016 08:00 - 15.05.2016 08:15","14708","15383"
"15.05.2016 08:15 - 15.05.2016 08:30","15074","15721"
"15.05.2016 08:30 - 15.05.2016 08:45","15495","15882"
"15.05.2016 08:45 - 15.05.2016 09:00","15835","16213"
"15.05.2016 09:00 - 15.05.2016 09:15","16151","16712"
"15.05.2016 09:15 - 15.05.2016 09:30","16439","16987"
"15.05.2016 09:30 - 15.05.2016 09:45","16628","17455"
"15.05.2016 09:45 - 15.05.2016 10:00","16859","17656"
"15.05.2016 10:00 - 15.05.2016 10:15","17046","17939"
"15.05.2016 10:15 - 15.05.2016 10:30","17257","18076"
"15.05.2016 10:30 - 15.05.2016 10:45","17375","18198"
"15.05.2016 10:45 - 15.05.2016 11:00","17567","18701"
"15.05.2016 11:00 - 15.05.2016 11:15","17757","18786"
"15.05.2016 11:15 - 15.05.2016 11:30","18033","19056"
"15.05.2016 11:30 - 15.05.2016 11:45","18243","19348"
"15.05.2016 11:45 - 15.05.2016 12:00","18256","19278"
"15.05.2016 12:00 - 15.05.2016 12:15","18265","19170"
"15.05.2016 12:15 - 15.05.2016 12:30","18267","19201"
"15.05.2016 12:30 - 15.05.2016 12:45","18109","19020"
"15.05.2016 12:45 - 15.05.2016 13:00","17975","18774"
"15.05.2016 13:00 - 15.05.2016 13:15","17750","18733"
"15.05.2016 13:15 - 15.05.2016 13:30","17593","18591"
"15.05.2016 13:30 - 15.05.2016 13:45","17438","18674"
"15.05.2016 13:45 - 15.05.2016 14:00","17226","18376"
"15.05.2016 14:00 - 15.05.2016 14:15","17212","18149"
"15.05.2016 14:15 - 15.05.2016 14:30","17056","17876"
"15.05.2016 14:30 - 15.05.2016 14:45","16915","17693"
"15.05.2016 14:45 - 15.05.2016 15:00","16790","17575"
"15.05.2016 15:00 - 15.05.2016 15:15","16772","17578"
"15.05.2016 15:15 - 15.05.2016 15:30","16684","17485"
"15.05.2016 15:30 - 15.05.2016 15:45","16569","17296"
"15.05.2016 15:45 - 15.05.2016 16:00","16366","17347"
"15.05.2016 16:00 - 15.05.2016 16:15","16350","17464"
"15.05.2016 16:15 - 15.05.2016 16:30","16315","17513"
"15.05.2016 16:30 - 15.05.2016 16:45","16316","17440"
"15.05.2016 16:45 - 15.05.2016 17:00","16250","17481"
"15.05.2016 17:00 - 15.05.2016 17:15","16310","17511"
"15.05.2016 17:15 - 15.05.2016 17:30","16391","17430"
"15.05.2016 17:30 - 15.05.2016 17:45","16446","17321"
"15.05.2016 17:45 - 15.05.2016 18:00","16435","17373"
"15.05.2016 18:00 - 15.05.2016 18:15","16491","17730"
"15.05.2016 18:15 - 15.05.2016 18:30","16503","17941"
"15.05.2016 18:30 - 15.05.2016 18:45","16558","17780"
"15.05.2016 18:45 - 15.05.2016 19:00","16549","17772"
"15.05.2016 19:00 - 15.05.2016 19:15","16559","17909"
"15.05.2016 19:15 - 15.05.2016 19:30","16504","17646"
"15.05.2016 19:30 - 15.05.2016 19:45","16401","17479"
"15.05.2016 19:45 - 15.05.2016 20:00","16335","17517"
"15.05.2016 20:00 - 15.05.2016 20:15","16432","17457"
"15.05.2016 20:15 - 15.05.2016 20:30","16378","17238"
"15.05.2016 20:30 - 15.05.2016 20:45","16273","17018"
"15.05.2016 20:45 - 15.05.2016 21:00","16260","16939"
"15.05.2016 21:00 - 15.05.2016 21:15","16366","16962"
"15.05.2016 21:15 - 15.05.2016 21:30","16374","17007"
"15.05.2016 21:30 - 15.05.2016 21:45","16415","17163"
"15.05.2016 21:45 - 15.05.2016 22:00","16469","17301"
"15.05.2016 22:00 - 15.05.2016 22:15","16600","17151"
"15.05.2016 22:15 - 15.05.2016 22:30","16511","16781"
"15.05.2016 22:30 - 15.05.2016 22:45","16248","16383"
"15.05.2016 22:45 - 15.05.2016 23:00","15979","16281"
"15.05.2016 23:00 - 15.05.2016 23:15","15719","15824"
"15.05.2016 23:15 - 15.05.2016 23:30","15425","15519"
"15.05.2016 23:30 - 15.05.2016 23:45","15165","15197"
"15.05.2016 23:45 - 16.05.2016 00:00","14887","15133"
"16.05.2016 00:00 - 16.05.2016 00:15","14328","14857"
"16.05.2016 00:15 - 16.05.2016 00:30","14153","14595"
"16.05.2016 00:30 - 16.05.2016 00:45","13938","14471"
"16.05.2016 00:45 - 16.05.2016 01:00","13776","14378"
"16.05.2016 01:00 - 16.05.2016 01:15","13588","14165"
"16.05.2016 01:15 - 16.05.2016 01:30","13500","13975"
"16.05.2016 01:30 - 16.05.2016 01:45","13450","13977"
"16.05.2016 01:45 - 16.05.2016 02:00","13387","13938"
"16.05.2016 02:00 - 16.05.2016 02:15","13288","13744"
"16.05.2016 02:15 - 16.05.2016 02:30","13257","13640"
"16.05.2016 02:30 - 16.05.2016 02:45","13238","13648"
"16.05.2016 02:45 - 16.05.2016 03:00","13213","13698"
"16.05.2016 03:00 - 16.05.2016 03:15","13243","13541"
"16.05.2016 03:15 - 16.05.2016 03:30","13272","13561"
"16.05.2016 03:30 - 16.05.2016 03:45","13298","13563"
"16.05.2016 03:45 - 16.05.2016 04:00","13251","13793"
"16.05.2016 04:00 - 16.05.2016 04:15","13320","13813"
"16.05.2016 04:15 - 16.05.2016 04:30","13332","13781"
"16.05.2016 04:30 - 16.05.2016 04:45","13408","13893"
"16.05.2016 04:45 - 16.05.2016 05:00","13356","13913"
"16.05.2016 05:00 - 16.05.2016 05:15","13432","13948"
"16.05.2016 05:15 - 16.05.2016 05:30","13356","13864"
"16.05.2016 05:30 - 16.05.2016 05:45","13279","13858"
"16.05.2016 05:45 - 16.05.2016 06:00","13289","13729"
"16.05.2016 06:00 - 16.05.2016 06:15","13382","13778"
"16.05.2016 06:15 - 16.05.2016 06:30","13373","13904"
"16.05.2016 06:30 - 16.05.2016 06:45","13394","14084"
"16.05.2016 06:45 - 16.05.2016 07:00","13464","14319"
"16.05.2016 07:00 - 16.05.2016 07:15","13578","14356"
"16.05.2016 07:15 - 16.05.2016 07:30","13739","14685"
"16.05.2016 07:30 - 16.05.2016 07:45","13966","14907"
"16.05.2016 07:45 - 16.05.2016 08:00","14205","15092"
"16.05.2016 08:00 - 16.05.2016 08:15","14509","15357"
"16.05.2016 08:15 - 16.05.2016 08:30","14820","15877"
"16.05.2016 08:30 - 16.05.2016 08:45","15226","16177"
"16.05.2016 08:45 - 16.05.2016 09:00","15594","16521"
"16.05.2016 09:00 - 16.05.2016 09:15","15999","17034"
"16.05.2016 09:15 - 16.05.2016 09:30","16317","17285"
"16.05.2016 09:30 - 16.05.2016 09:45","16609","17564"
"16.05.2016 09:45 - 16.05.2016 10:00","16850","17731"
"16.05.2016 10:00 - 16.05.2016 10:15","17101","17947"
"16.05.2016 10:15 - 16.05.2016 10:30","17314","18117"
"16.05.2016 10:30 - 16.05.2016 10:45","17497","18360"
"16.05.2016 10:45 - 16.05.2016 11:00","17662","18526"
"16.05.2016 11:00 - 16.05.2016 11:15","17803","18648"
"16.05.2016 11:15 - 16.05.2016 11:30","18045","18934"
"16.05.2016 11:30 - 16.05.2016 11:45","18320","19143"
"16.05.2016 11:45 - 16.05.2016 12:00","18393","19237"
"16.05.2016 12:00 - 16.05.2016 12:15","18439","19348"
"16.05.2016 12:15 - 16.05.2016 12:30","18487","19348"
"16.05.2016 12:30 - 16.05.2016 12:45","18384","19328"
"16.05.2016 12:45 - 16.05.2016 13:00","18233","19087"
"16.05.2016 13:00 - 16.05.2016 13:15","18113","18859"
"16.05.2016 13:15 - 16.05.2016 13:30","17864","18809"
"16.05.2016 13:30 - 16.05.2016 13:45","17749","18763"
"16.05.2016 13:45 - 16.05.2016 14:00","17576","18321"
"16.05.2016 14:00 - 16.05.2016 14:15","17582","18304"
"16.05.2016 14:15 - 16.05.2016 14:30","17559","18187"
"16.05.2016 14:30 - 16.05.2016 14:45","17529","18185"
"16.05.2016 14:45 - 16.05.2016 15:00","17473","18146"
"16.05.2016 15:00 - 16.05.2016 15:15","17526","18033"
"16.05.2016 15:15 - 16.05.2016 15:30","17363","18192"
"16.05.2016 15:30 - 16.05.2016 15:45","17156","17991"
"16.05.2016 15:45 - 16.05.2016 16:00","17044","17863"
"16.05.2016 16:00 - 16.05.2016 16:15","17007","17821"
"16.05.2016 16:15 - 16.05.2016 16:30","16913","17690"
"16.05.2016 16:30 - 16.05.2016 16:45","16787","17776"
"16.05.2016 16:45 - 16.05.2016 17:00","16748","18002"
"16.05.2016 17:00 - 16.05.2016 17:15","16850","18243"
"16.05.2016 17:15 - 16.05.2016 17:30","16952","18162"
"16.05.2016 17:30 - 16.05.2016 17:45","17095","18097"
"16.05.2016 17:45 - 16.05.2016 18:00","17116","18189"
"16.05.2016 18:00 - 16.05.2016 18:15","17179","18213"
"16.05.2016 18:15 - 16.05.2016 18:30","17264","18210"
"16.05.2016 18:30 - 16.05.2016 18:45","17355","18327"
"16.05.2016 18:45 - 16.05.2016 19:00","17343","18133"
"16.05.2016 19:00 - 16.05.2016 19:15","17430","18223"
"16.05.2016 19:15 - 16.05.2016 19:30","17276","18138"
"16.05.2016 19:30 - 16.05.2016 19:45","17175","18139"
"16.05.2016 19:45 - 16.05.2016 20:00","17081","17734"
"16.05.2016 20:00 - 16.05.2016 20:15","17199","17758"
"16.05.2016 20:15 - 16.05.2016 20:30","17020","17444"
"16.05.2016 20:30 - 16.05.2016 20:45","16913","17424"
"16.05.2016 20:45 - 16.05.2016 21:00","16867","17338"
"16.05.2016 21:00 - 16.05.2016 21:15","16943","17193"
"16.05.2016 21:15 - 16.05.2016 21:30","16900","17254"
"16.05.2016 21:30 - 16.05.2016 21:45","16910","17455"
"16.05.2016 21:45 - 16.05.2016 22:00","17075","17650"
"16.05.2016 22:00 - 16.05.2016 22:15","17150","17355"
"16.05.2016 22:15 - 16.05.2016 22:30","17079","17257"
"16.05.2016 22:30 - 16.05.2016 22:45","16695","17036"
"16.05.2016 22:45 - 16.05.2016 23:00","16436","16740"
"16.05.2016 23:00 - 16.05.2016 23:15","16118","16396"
"16.05.2016 23:15 - 16.05.2016 23:30","15897","16201"
"16.05.2016 23:30 - 16.05.2016 23:45","15591","15862"
"16.05.2016 23:45 - 17.05.2016 00:00","15294","15500"
"17.05.2016 00:00 - 17.05.2016 00:15","14786","15182"
"17.05.2016 00:15 - 17.05.2016 00:30","14549","15168"
"17.05.2016 00:30 - 17.05.2016 00:45","14430","15060"
"17.05.2016 00:45 - 17.05.2016 01:00","14277","14953"
"17.05.2016 01:00 - 17.05.2016 01:15","14072","14729"
"17.05.2016 01:15 - 17.05.2016 01:30","14006","14616"
"17.05.2016 01:30 - 17.05.2016 01:45","14020","14790"
"17.05.2016 01:45 - 17.05.2016 02:00","13997","14739"
"17.05.2016 02:00 - 17.05.2016 02:15","13933","14551"
"17.05.2016 02:15 - 17.05.2016 02:30","13865","14524"
"17.05.2016 02:30 - 17.05.2016 02:45","13867","14566"
"17.05.2016 02:45 - 17.05.2016 03:00","13860","14524"
"17.05.2016 03:00 - 17.05.2016 03:15","13844","14590"
"17.05.2016 03:15 - 17.05.2016 03:30","13945","14657"
"17.05.2016 03:30 - 17.05.2016 03:45","14110","14629"
"17.05.2016 03:45 - 17.05.2016 04:00","14181","14575"
"17.05.2016 04:00 - 17.05.2016 04:15","14291","14953"
"17.05.2016 04:15 - 17.05.2016 04:30","14426","15124"
"17.05.2016 04:30 - 17.05.2016 04:45","14671","15162"
"17.05.2016 04:45 - 17.05.2016 05:00","14956","15396"
"17.05.2016 05:00 - 17.05.2016 05:15","15422","15995"
"17.05.2016 05:15 - 17.05.2016 05:30","15679","16432"
"17.05.2016 05:30 - 17.05.2016 05:45","16109","16558"
"17.05.2016 05:45 - 17.05.2016 06:00","16683","16928"
"17.05.2016 06:00 - 17.05.2016 06:15","18020","18099"
"17.05.2016 06:15 - 17.05.2016 06:30","18813","19030"
"17.05.2016 06:30 - 17.05.2016 06:45","19516","19793"
"17.05.2016 06:45 - 17.05.2016 07:00","20028","20260"
"17.05.2016 07:00 - 17.05.2016 07:15","20692","21060"
"17.05.2016 07:15 - 17.05.2016 07:30","21051","21394"
"17.05.2016 07:30 - 17.05.2016 07:45","21435","21825"
"17.05.2016 07:45 - 17.05.2016 08:00","21768","22231"
"17.05.2016 08:00 - 17.05.2016 08:15","22220","22384"
"17.05.2016 08:15 - 17.05.2016 08:30","22474","22730"
"17.05.2016 08:30 - 17.05.2016 08:45","22676","22937"
"17.05.2016 08:45 - 17.05.2016 09:00","22783","23159"
"17.05.2016 09:00 - 17.05.2016 09:15","22684","22916"
"17.05.2016 09:15 - 17.05.2016 09:30","22911","23144"
"17.05.2016 09:30 - 17.05.2016 09:45","23155","23455"
"17.05.2016 09:45 - 17.05.2016 10:00","23296","23536"
"17.05.2016 10:00 - 17.05.2016 10:15","23320","23434"
"17.05.2016 10:15 - 17.05.2016 10:30","23477","23415"
"17.05.2016 10:30 - 17.05.2016 10:45","23665","23642"
"17.05.2016 10:45 - 17.05.2016 11:00","23758","23840"
"17.05.2016 11:00 - 17.05.2016 11:15","23872","23819"
"17.05.2016 11:15 - 17.05.2016 11:30","24036","24034"
"17.05.2016 11:30 - 17.05.2016 11:45","24163","24439"
"17.05.2016 11:45 - 17.05.2016 12:00","24218","24657"
"17.05.2016 12:00 - 17.05.2016 12:15","24077","24104"
"17.05.2016 12:15 - 17.05.2016 12:30","24096","24251"
"17.05.2016 12:30 - 17.05.2016 12:45","24046","24388"
"17.05.2016 12:45 - 17.05.2016 13:00","24015","24255"
"17.05.2016 13:00 - 17.05.2016 13:15","24010","23947"
"17.05.2016 13:15 - 17.05.2016 13:30","23831","23985"
"17.05.2016 13:30 - 17.05.2016 13:45","23614","23668"
"17.05.2016 13:45 - 17.05.2016 14:00","23379","23425"
"17.05.2016 14:00 - 17.05.2016 14:15","23361","22916"
"17.05.2016 14:15 - 17.05.2016 14:30","23405","23166"
"17.05.2016 14:30 - 17.05.2016 14:45","23341","22847"
"17.05.2016 14:45 - 17.05.2016 15:00","23322","22496"
"17.05.2016 15:00 - 17.05.2016 15:15","23314","22364"
"17.05.2016 15:15 - 17.05.2016 15:30","23183","22268"
"17.05.2016 15:30 - 17.05.2016 15:45","22997","22007"
"17.05.2016 15:45 - 17.05.2016 16:00","22710","22021"
"17.05.2016 16:00 - 17.05.2016 16:15","22583","21932"
"17.05.2016 16:15 - 17.05.2016 16:30","22457","21723"
"17.05.2016 16:30 - 17.05.2016 16:45","22314","21712"
"17.05.2016 16:45 - 17.05.2016 17:00","22125","21524"
"17.05.2016 17:00 - 17.05.2016 17:15","22085","21798"
"17.05.2016 17:15 - 17.05.2016 17:30","22064","21717"
"17.05.2016 17:30 - 17.05.2016 17:45","22056","21746"
"17.05.2016 17:45 - 17.05.2016 18:00","21911","21884"
"17.05.2016 18:00 - 17.05.2016 18:15","21867","22050"
"17.05.2016 18:15 - 17.05.2016 18:30","21816","21973"
"17.05.2016 18:30 - 17.05.2016 18:45","21894","22340"
"17.05.2016 18:45 - 17.05.2016 19:00","21767","22423"
"17.05.2016 19:00 - 17.05.2016 19:15","21687","22273"
"17.05.2016 19:15 - 17.05.2016 19:30","21503","22185"
"17.05.2016 19:30 - 17.05.2016 19:45","21353","22130"
"17.05.2016 19:45 - 17.05.2016 20:00","21211","21967"
"17.05.2016 20:00 - 17.05.2016 20:15","21021","21688"
"17.05.2016 20:15 - 17.05.2016 20:30","20909","21442"
"17.05.2016 20:30 - 17.05.2016 20:45","20734","21364"
"17.05.2016 20:45 - 17.05.2016 21:00","20512","21137"
"17.05.2016 21:00 - 17.05.2016 21:15","20499","20920"
"17.05.2016 21:15 - 17.05.2016 21:30","20399","20750"
"17.05.2016 21:30 - 17.05.2016 21:45","20199","20841"
"17.05.2016 21:45 - 17.05.2016 22:00","19965","20596"
"17.05.2016 22:00 - 17.05.2016 22:15","19675","20180"
"17.05.2016 22:15 - 17.05.2016 22:30","19421","19872"
"17.05.2016 22:30 - 17.05.2016 22:45","18958","19373"
"17.05.2016 22:45 - 17.05.2016 23:00","18621","18955"
"17.05.2016 23:00 - 17.05.2016 23:15","18123","18237"
"17.05.2016 23:15 - 17.05.2016 23:30","17713","17809"
"17.05.2016 23:30 - 17.05.2016 23:45","17346","17599"
"17.05.2016 23:45 - 18.05.2016 00:00","17136","17348"
"18.05.2016 00:00 - 18.05.2016 00:15","16913","17005"
"18.05.2016 00:15 - 18.05.2016 00:30","16710","16785"
"18.05.2016 00:30 - 18.05.2016 00:45","16496","16632"
"18.05.2016 00:45 - 18.05.2016 01:00","16345","16494"
"18.05.2016 01:00 - 18.05.2016 01:15","16130","16233"
"18.05.2016 01:15 - 18.05.2016 01:30","16000","16001"
"18.05.2016 01:30 - 18.05.2016 01:45","15948","15923"
"18.05.2016 01:45 - 18.05.2016 02:00","15904","16014"
"18.05.2016 02:00 - 18.05.2016 02:15","15720","16007"
"18.05.2016 02:15 - 18.05.2016 02:30","15676","15980"
"18.05.2016 02:30 - 18.05.2016 02:45","15726","15829"
"18.05.2016 02:45 - 18.05.2016 03:00","15788","15908"
"18.05.2016 03:00 - 18.05.2016 03:15","15835","15917"
"18.05.2016 03:15 - 18.05.2016 03:30","15861","16006"
"18.05.2016 03:30 - 18.05.2016 03:45","15919","16050"
"18.05.2016 03:45 - 18.05.2016 04:00","15960","16043"
"18.05.2016 04:00 - 18.05.2016 04:15","16111","16442"
"18.05.2016 04:15 - 18.05.2016 04:30","16241","16545"
"18.05.2016 04:30 - 18.05.2016 04:45","16436","16411"
"18.05.2016 04:45 - 18.05.2016 05:00","16621","16671"
