"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"13.09.2017 22:30 - 13.09.2017 22:45","20191","21172"
"13.09.2017 22:45 - 13.09.2017 23:00","19838","20829"
"13.09.2017 23:00 - 13.09.2017 23:15","19327","20039"
"13.09.2017 23:15 - 13.09.2017 23:30","18988","19659"
"13.09.2017 23:30 - 13.09.2017 23:45","18647","19214"
"13.09.2017 23:45 - 14.09.2017 00:00","18346","18872"
"14.09.2017 00:00 - 14.09.2017 00:15","17812","18638"
"14.09.2017 00:15 - 14.09.2017 00:30","17627","18579"
"14.09.2017 00:30 - 14.09.2017 00:45","17435","18288"
"14.09.2017 00:45 - 14.09.2017 01:00","17255","18154"
"14.09.2017 01:00 - 14.09.2017 01:15","17091","18352"
"14.09.2017 01:15 - 14.09.2017 01:30","16982","18060"
"14.09.2017 01:30 - 14.09.2017 01:45","16912","18084"
"14.09.2017 01:45 - 14.09.2017 02:00","16840","17913"
"14.09.2017 02:00 - 14.09.2017 02:15","16706","17934"
"14.09.2017 02:15 - 14.09.2017 02:30","16655","17821"
"14.09.2017 02:30 - 14.09.2017 02:45","16658","17779"
"14.09.2017 02:45 - 14.09.2017 03:00","16681","17706"
"14.09.2017 03:00 - 14.09.2017 03:15","16721","17785"
"14.09.2017 03:15 - 14.09.2017 03:30","16725","17931"
"14.09.2017 03:30 - 14.09.2017 03:45","16769","17706"
"14.09.2017 03:45 - 14.09.2017 04:00","16830","17786"
"14.09.2017 04:00 - 14.09.2017 04:15","16988","17588"
"14.09.2017 04:15 - 14.09.2017 04:30","17103","17758"
"14.09.2017 04:30 - 14.09.2017 04:45","17265","18009"
"14.09.2017 04:45 - 14.09.2017 05:00","17465","18300"
"14.09.2017 05:00 - 14.09.2017 05:15","17975","18721"
"14.09.2017 05:15 - 14.09.2017 05:30","18220","18982"
"14.09.2017 05:30 - 14.09.2017 05:45","18631","19475"
"14.09.2017 05:45 - 14.09.2017 06:00","19142","20050"
"14.09.2017 06:00 - 14.09.2017 06:15","20464","21276"
"14.09.2017 06:15 - 14.09.2017 06:30","21352","22104"
"14.09.2017 06:30 - 14.09.2017 06:45","22050","23066"
"14.09.2017 06:45 - 14.09.2017 07:00","22527","23474"
"14.09.2017 07:00 - 14.09.2017 07:15","23143","23713"
"14.09.2017 07:15 - 14.09.2017 07:30","23422","23710"
"14.09.2017 07:30 - 14.09.2017 07:45","23628","24054"
"14.09.2017 07:45 - 14.09.2017 08:00","23884","24295"
"14.09.2017 08:00 - 14.09.2017 08:15","24311","24674"
"14.09.2017 08:15 - 14.09.2017 08:30","24525","24993"
"14.09.2017 08:30 - 14.09.2017 08:45","24655","25215"
"14.09.2017 08:45 - 14.09.2017 09:00","24713","25240"
"14.09.2017 09:00 - 14.09.2017 09:15","24665","24833"
"14.09.2017 09:15 - 14.09.2017 09:30","24843","25090"
"14.09.2017 09:30 - 14.09.2017 09:45","24989","25428"
"14.09.2017 09:45 - 14.09.2017 10:00","25121","25556"
"14.09.2017 10:00 - 14.09.2017 10:15","25229","25187"
"14.09.2017 10:15 - 14.09.2017 10:30","25349","25496"
"14.09.2017 10:30 - 14.09.2017 10:45","25493","25610"
"14.09.2017 10:45 - 14.09.2017 11:00","25629","25626"
"14.09.2017 11:00 - 14.09.2017 11:15","25767","25480"
"14.09.2017 11:15 - 14.09.2017 11:30","25908","25511"
"14.09.2017 11:30 - 14.09.2017 11:45","26031","25652"
"14.09.2017 11:45 - 14.09.2017 12:00","26078","25555"
"14.09.2017 12:00 - 14.09.2017 12:15","25931","25522"
"14.09.2017 12:15 - 14.09.2017 12:30","25897","25704"
"14.09.2017 12:30 - 14.09.2017 12:45","25893","26081"
"14.09.2017 12:45 - 14.09.2017 13:00","25913","26106"
"14.09.2017 13:00 - 14.09.2017 13:15","25908","26146"
"14.09.2017 13:15 - 14.09.2017 13:30","25825","26026"
"14.09.2017 13:30 - 14.09.2017 13:45","25617","25860"
"14.09.2017 13:45 - 14.09.2017 14:00","25334","25687"
"14.09.2017 14:00 - 14.09.2017 14:15","25242","25776"
"14.09.2017 14:15 - 14.09.2017 14:30","25243","26318"
"14.09.2017 14:30 - 14.09.2017 14:45","25133","26178"
"14.09.2017 14:45 - 14.09.2017 15:00","25004","25985"
"14.09.2017 15:00 - 14.09.2017 15:15","24916","25985"
"14.09.2017 15:15 - 14.09.2017 15:30","24770","25837"
"14.09.2017 15:30 - 14.09.2017 15:45","24599","25598"
"14.09.2017 15:45 - 14.09.2017 16:00","24422","25483"
"14.09.2017 16:00 - 14.09.2017 16:15","24255","25219"
"14.09.2017 16:15 - 14.09.2017 16:30","24126","24949"
"14.09.2017 16:30 - 14.09.2017 16:45","23958","25123"
"14.09.2017 16:45 - 14.09.2017 17:00","23810","25140"
"14.09.2017 17:00 - 14.09.2017 17:15","23740","24963"
"14.09.2017 17:15 - 14.09.2017 17:30","23659","25111"
"14.09.2017 17:30 - 14.09.2017 17:45","23616","24878"
"14.09.2017 17:45 - 14.09.2017 18:00","23588","24967"
"14.09.2017 18:00 - 14.09.2017 18:15","23414","24866"
"14.09.2017 18:15 - 14.09.2017 18:30","23376","24834"
"14.09.2017 18:30 - 14.09.2017 18:45","23443","24919"
"14.09.2017 18:45 - 14.09.2017 19:00","23525","25069"
"14.09.2017 19:00 - 14.09.2017 19:15","23611","25087"
"14.09.2017 19:15 - 14.09.2017 19:30","23676","25017"
"14.09.2017 19:30 - 14.09.2017 19:45","23797","25000"
"14.09.2017 19:45 - 14.09.2017 20:00","23848","25094"
"14.09.2017 20:00 - 14.09.2017 20:15","23694","24992"
"14.09.2017 20:15 - 14.09.2017 20:30","23493","24671"
"14.09.2017 20:30 - 14.09.2017 20:45","23249","24609"
"14.09.2017 20:45 - 14.09.2017 21:00","22972","24214"
"14.09.2017 21:00 - 14.09.2017 21:15","22591","23792"
"14.09.2017 21:15 - 14.09.2017 21:30","22220","23159"
"14.09.2017 21:30 - 14.09.2017 21:45","21814","22882"
"14.09.2017 21:45 - 14.09.2017 22:00","21396","22447"
"14.09.2017 22:00 - 14.09.2017 22:15","20873","22331"
"14.09.2017 22:15 - 14.09.2017 22:30","20538","22030"
"14.09.2017 22:30 - 14.09.2017 22:45","20108","21584"
"14.09.2017 22:45 - 14.09.2017 23:00","19751","21011"
"14.09.2017 23:00 - 14.09.2017 23:15","19232","20526"
"14.09.2017 23:15 - 14.09.2017 23:30","18896","20078"
"14.09.2017 23:30 - 14.09.2017 23:45","18556","19823"
"14.09.2017 23:45 - 15.09.2017 00:00","18254","19529"
"15.09.2017 00:00 - 15.09.2017 00:15","17630","18760"
"15.09.2017 00:15 - 15.09.2017 00:30","17420","18449"
"15.09.2017 00:30 - 15.09.2017 00:45","17236","18272"
"15.09.2017 00:45 - 15.09.2017 01:00","17061","18049"
"15.09.2017 01:00 - 15.09.2017 01:15","16864","17841"
"15.09.2017 01:15 - 15.09.2017 01:30","16762","17689"
"15.09.2017 01:30 - 15.09.2017 01:45","16670","17351"
"15.09.2017 01:45 - 15.09.2017 02:00","16603","17443"
"15.09.2017 02:00 - 15.09.2017 02:15","16455","17302"
"15.09.2017 02:15 - 15.09.2017 02:30","16406","17148"
"15.09.2017 02:30 - 15.09.2017 02:45","16421","17153"
"15.09.2017 02:45 - 15.09.2017 03:00","16437","17297"
"15.09.2017 03:00 - 15.09.2017 03:15","16477","17513"
"15.09.2017 03:15 - 15.09.2017 03:30","16480","17692"
"15.09.2017 03:30 - 15.09.2017 03:45","16525","17802"
"15.09.2017 03:45 - 15.09.2017 04:00","16573","17755"
"15.09.2017 04:00 - 15.09.2017 04:15","16706","17927"
"15.09.2017 04:15 - 15.09.2017 04:30","16817","18160"
"15.09.2017 04:30 - 15.09.2017 04:45","16993","18287"
"15.09.2017 04:45 - 15.09.2017 05:00","17177","18536"
"15.09.2017 05:00 - 15.09.2017 05:15","17636","19154"
"15.09.2017 05:15 - 15.09.2017 05:30","17870","19657"
"15.09.2017 05:30 - 15.09.2017 05:45","18257","19858"
"15.09.2017 05:45 - 15.09.2017 06:00","18759","20319"
"15.09.2017 06:00 - 15.09.2017 06:15","20075","21197"
"15.09.2017 06:15 - 15.09.2017 06:30","20935","22001"
"15.09.2017 06:30 - 15.09.2017 06:45","21612","22580"
"15.09.2017 06:45 - 15.09.2017 07:00","22085","23088"
"15.09.2017 07:00 - 15.09.2017 07:15","22680","23469"
"15.09.2017 07:15 - 15.09.2017 07:30","22973","23846"
"15.09.2017 07:30 - 15.09.2017 07:45","23189","23761"
"15.09.2017 07:45 - 15.09.2017 08:00","23445","24048"
"15.09.2017 08:00 - 15.09.2017 08:15","23879","24329"
"15.09.2017 08:15 - 15.09.2017 08:30","24077","24570"
"15.09.2017 08:30 - 15.09.2017 08:45","24229","24850"
"15.09.2017 08:45 - 15.09.2017 09:00","24272","24978"
"15.09.2017 09:00 - 15.09.2017 09:15","24253","25011"
"15.09.2017 09:15 - 15.09.2017 09:30","24412","25016"
"15.09.2017 09:30 - 15.09.2017 09:45","24542","25209"
"15.09.2017 09:45 - 15.09.2017 10:00","24670","25257"
"15.09.2017 10:00 - 15.09.2017 10:15","24775","25127"
"15.09.2017 10:15 - 15.09.2017 10:30","24899","25042"
"15.09.2017 10:30 - 15.09.2017 10:45","25032","25383"
"15.09.2017 10:45 - 15.09.2017 11:00","25146","25125"
"15.09.2017 11:00 - 15.09.2017 11:15","25211","24887"
"15.09.2017 11:15 - 15.09.2017 11:30","25314","24663"
"15.09.2017 11:30 - 15.09.2017 11:45","25408","24817"
"15.09.2017 11:45 - 15.09.2017 12:00","25409","25017"
"15.09.2017 12:00 - 15.09.2017 12:15","25259","24814"
"15.09.2017 12:15 - 15.09.2017 12:30","25226","25008"
"15.09.2017 12:30 - 15.09.2017 12:45","25175","25368"
"15.09.2017 12:45 - 15.09.2017 13:00","25141","25342"
"15.09.2017 13:00 - 15.09.2017 13:15","25018","24899"
"15.09.2017 13:15 - 15.09.2017 13:30","24872","24679"
"15.09.2017 13:30 - 15.09.2017 13:45","24640","24422"
"15.09.2017 13:45 - 15.09.2017 14:00","24356","24179"
"15.09.2017 14:00 - 15.09.2017 14:15","24202","24053"
"15.09.2017 14:15 - 15.09.2017 14:30","24178","23899"
"15.09.2017 14:30 - 15.09.2017 14:45","24019","23634"
"15.09.2017 14:45 - 15.09.2017 15:00","23862","23485"
"15.09.2017 15:00 - 15.09.2017 15:15","23759","23515"
"15.09.2017 15:15 - 15.09.2017 15:30","23620","23370"
"15.09.2017 15:30 - 15.09.2017 15:45","23461","23226"
"15.09.2017 15:45 - 15.09.2017 16:00","23292","23204"
"15.09.2017 16:00 - 15.09.2017 16:15","23169","23348"
"15.09.2017 16:15 - 15.09.2017 16:30","23079","23080"
"15.09.2017 16:30 - 15.09.2017 16:45","22953","22693"
"15.09.2017 16:45 - 15.09.2017 17:00","22828","22992"
"15.09.2017 17:00 - 15.09.2017 17:15","22808","23111"
"15.09.2017 17:15 - 15.09.2017 17:30","22700","22873"
"15.09.2017 17:30 - 15.09.2017 17:45","22614","22831"
"15.09.2017 17:45 - 15.09.2017 18:00","22554","22591"
"15.09.2017 18:00 - 15.09.2017 18:15","22421","22491"
"15.09.2017 18:15 - 15.09.2017 18:30","22361","22353"
"15.09.2017 18:30 - 15.09.2017 18:45","22407","22288"
"15.09.2017 18:45 - 15.09.2017 19:00","22452","22491"
"15.09.2017 19:00 - 15.09.2017 19:15","22533","22476"
"15.09.2017 19:15 - 15.09.2017 19:30","22579","22223"
"15.09.2017 19:30 - 15.09.2017 19:45","22663","22245"
"15.09.2017 19:45 - 15.09.2017 20:00","22692","22490"
"15.09.2017 20:00 - 15.09.2017 20:15","22526","22633"
"15.09.2017 20:15 - 15.09.2017 20:30","22312","22319"
"15.09.2017 20:30 - 15.09.2017 20:45","22075","21856"
"15.09.2017 20:45 - 15.09.2017 21:00","21770","21462"
"15.09.2017 21:00 - 15.09.2017 21:15","21384","21118"
"15.09.2017 21:15 - 15.09.2017 21:30","21013","20771"
"15.09.2017 21:30 - 15.09.2017 21:45","20615","20356"
"15.09.2017 21:45 - 15.09.2017 22:00","20232","20141"
"15.09.2017 22:00 - 15.09.2017 22:15","19741","19918"
"15.09.2017 22:15 - 15.09.2017 22:30","19476","19662"
"15.09.2017 22:30 - 15.09.2017 22:45","19140","19330"
"15.09.2017 22:45 - 15.09.2017 23:00","18867","19126"
"15.09.2017 23:00 - 15.09.2017 23:15","18417","18578"
"15.09.2017 23:15 - 15.09.2017 23:30","18143","18279"
"15.09.2017 23:30 - 15.09.2017 23:45","17848","17908"
"15.09.2017 23:45 - 16.09.2017 00:00","17583","17702"
"16.09.2017 00:00 - 16.09.2017 00:15","17144","17573"
"16.09.2017 00:15 - 16.09.2017 00:30","16935","17203"
"16.09.2017 00:30 - 16.09.2017 00:45","16753","17082"
"16.09.2017 00:45 - 16.09.2017 01:00","16583","17069"
"16.09.2017 01:00 - 16.09.2017 01:15","16402","16988"
"16.09.2017 01:15 - 16.09.2017 01:30","16260","16806"
"16.09.2017 01:30 - 16.09.2017 01:45","16139","16467"
"16.09.2017 01:45 - 16.09.2017 02:00","16046","16477"
"16.09.2017 02:00 - 16.09.2017 02:15","15899","16430"
"16.09.2017 02:15 - 16.09.2017 02:30","15801","16365"
"16.09.2017 02:30 - 16.09.2017 02:45","15771","16472"
"16.09.2017 02:45 - 16.09.2017 03:00","15740","16609"
"16.09.2017 03:00 - 16.09.2017 03:15","15708","16687"
"16.09.2017 03:15 - 16.09.2017 03:30","15659","16683"
"16.09.2017 03:30 - 16.09.2017 03:45","15644","16697"
"16.09.2017 03:45 - 16.09.2017 04:00","15633","16743"
"16.09.2017 04:00 - 16.09.2017 04:15","15677","16694"
"16.09.2017 04:15 - 16.09.2017 04:30","15675","16673"
"16.09.2017 04:30 - 16.09.2017 04:45","15711","16595"
"16.09.2017 04:45 - 16.09.2017 05:00","15771","16606"
"16.09.2017 05:00 - 16.09.2017 05:15","15897","16622"
"16.09.2017 05:15 - 16.09.2017 05:30","15899","16546"
"16.09.2017 05:30 - 16.09.2017 05:45","15935","16639"
"16.09.2017 05:45 - 16.09.2017 06:00","16047","16806"
"16.09.2017 06:00 - 16.09.2017 06:15","16425","17011"
"16.09.2017 06:15 - 16.09.2017 06:30","16722","17099"
"16.09.2017 06:30 - 16.09.2017 06:45","16987","17399"
"16.09.2017 06:45 - 16.09.2017 07:00","17178","17448"
"16.09.2017 07:00 - 16.09.2017 07:15","17422","17574"
"16.09.2017 07:15 - 16.09.2017 07:30","17598","17782"
"16.09.2017 07:30 - 16.09.2017 07:45","17830","18266"
"16.09.2017 07:45 - 16.09.2017 08:00","18146","18704"
"16.09.2017 08:00 - 16.09.2017 08:15","18648","18980"
"16.09.2017 08:15 - 16.09.2017 08:30","18936","19388"
"16.09.2017 08:30 - 16.09.2017 08:45","19257","19849"
"16.09.2017 08:45 - 16.09.2017 09:00","19527","20117"
"16.09.2017 09:00 - 16.09.2017 09:15","19853","20146"
"16.09.2017 09:15 - 16.09.2017 09:30","20108","20284"
"16.09.2017 09:30 - 16.09.2017 09:45","20344","20517"
"16.09.2017 09:45 - 16.09.2017 10:00","20577","20537"
"16.09.2017 10:00 - 16.09.2017 10:15","20734","20436"
"16.09.2017 10:15 - 16.09.2017 10:30","20855","20501"
"16.09.2017 10:30 - 16.09.2017 10:45","20960","20738"
"16.09.2017 10:45 - 16.09.2017 11:00","21027","20729"
"16.09.2017 11:00 - 16.09.2017 11:15","21105","20960"
"16.09.2017 11:15 - 16.09.2017 11:30","21174","21096"
"16.09.2017 11:30 - 16.09.2017 11:45","21236","21066"
"16.09.2017 11:45 - 16.09.2017 12:00","21194","20598"
"16.09.2017 12:00 - 16.09.2017 12:15","21083","20411"
"16.09.2017 12:15 - 16.09.2017 12:30","21012","20259"
"16.09.2017 12:30 - 16.09.2017 12:45","20930","20351"
"16.09.2017 12:45 - 16.09.2017 13:00","20836","20349"
"16.09.2017 13:00 - 16.09.2017 13:15","20665","20145"
"16.09.2017 13:15 - 16.09.2017 13:30","20521","20168"
"16.09.2017 13:30 - 16.09.2017 13:45","20314","20065"
"16.09.2017 13:45 - 16.09.2017 14:00","20063","19996"
"16.09.2017 14:00 - 16.09.2017 14:15","19891","19739"
"16.09.2017 14:15 - 16.09.2017 14:30","19792","19598"
"16.09.2017 14:30 - 16.09.2017 14:45","19650","19568"
"16.09.2017 14:45 - 16.09.2017 15:00","19552","19350"
"16.09.2017 15:00 - 16.09.2017 15:15","19470","19475"
"16.09.2017 15:15 - 16.09.2017 15:30","19400","19409"
"16.09.2017 15:30 - 16.09.2017 15:45","19308","19209"
"16.09.2017 15:45 - 16.09.2017 16:00","19228","19021"
"16.09.2017 16:00 - 16.09.2017 16:15","19120","18905"
"16.09.2017 16:15 - 16.09.2017 16:30","19099","18674"
"16.09.2017 16:30 - 16.09.2017 16:45","19040","18630"
"16.09.2017 16:45 - 16.09.2017 17:00","18977","18513"
"16.09.2017 17:00 - 16.09.2017 17:15","19043","18754"
"16.09.2017 17:15 - 16.09.2017 17:30","19015","18834"
"16.09.2017 17:30 - 16.09.2017 17:45","19035","18998"
"16.09.2017 17:45 - 16.09.2017 18:00","19058","19083"
"16.09.2017 18:00 - 16.09.2017 18:15","19117","19410"
"16.09.2017 18:15 - 16.09.2017 18:30","19118","19135"
"16.09.2017 18:30 - 16.09.2017 18:45","19191","19230"
"16.09.2017 18:45 - 16.09.2017 19:00","19259","19267"
"16.09.2017 19:00 - 16.09.2017 19:15","19463","19461"
"16.09.2017 19:15 - 16.09.2017 19:30","19599","19604"
"16.09.2017 19:30 - 16.09.2017 19:45","19738","19584"
"16.09.2017 19:45 - 16.09.2017 20:00","19769","19596"
"16.09.2017 20:00 - 16.09.2017 20:15","19717","19531"
"16.09.2017 20:15 - 16.09.2017 20:30","19488","19499"
"16.09.2017 20:30 - 16.09.2017 20:45","19240","19083"
"16.09.2017 20:45 - 16.09.2017 21:00","18983","18647"
"16.09.2017 21:00 - 16.09.2017 21:15","18668","18582"
"16.09.2017 21:15 - 16.09.2017 21:30","18353","18398"
"16.09.2017 21:30 - 16.09.2017 21:45","18083","17965"
"16.09.2017 21:45 - 16.09.2017 22:00","17855","17641"
"16.09.2017 22:00 - 16.09.2017 22:15","17628","17464"
"16.09.2017 22:15 - 16.09.2017 22:30","17415","17212"
"16.09.2017 22:30 - 16.09.2017 22:45","17156","16963"
"16.09.2017 22:45 - 16.09.2017 23:00","16959","16835"
"16.09.2017 23:00 - 16.09.2017 23:15","16624","16592"
"16.09.2017 23:15 - 16.09.2017 23:30","16405","16196"
"16.09.2017 23:30 - 16.09.2017 23:45","16159","15879"
"16.09.2017 23:45 - 17.09.2017 00:00","15926","15629"
"17.09.2017 00:00 - 17.09.2017 00:15","16015","15154"
"17.09.2017 00:15 - 17.09.2017 00:30","15848","14962"
"17.09.2017 00:30 - 17.09.2017 00:45","15694","14802"
"17.09.2017 00:45 - 17.09.2017 01:00","15533","14687"
"17.09.2017 01:00 - 17.09.2017 01:15","15336","14452"
"17.09.2017 01:15 - 17.09.2017 01:30","15226","14357"
"17.09.2017 01:30 - 17.09.2017 01:45","15128","14292"
"17.09.2017 01:45 - 17.09.2017 02:00","15028","14262"
"17.09.2017 02:00 - 17.09.2017 02:15","14917","13876"
"17.09.2017 02:15 - 17.09.2017 02:30","14875","13785"
"17.09.2017 02:30 - 17.09.2017 02:45","14842","13906"
"17.09.2017 02:45 - 17.09.2017 03:00","14797","13988"
"17.09.2017 03:00 - 17.09.2017 03:15","14761","13916"
"17.09.2017 03:15 - 17.09.2017 03:30","14748","13918"
"17.09.2017 03:30 - 17.09.2017 03:45","14752","13864"
"17.09.2017 03:45 - 17.09.2017 04:00","14727","13906"
"17.09.2017 04:00 - 17.09.2017 04:15","14721","13731"
"17.09.2017 04:15 - 17.09.2017 04:30","14729","13750"
"17.09.2017 04:30 - 17.09.2017 04:45","14755","13709"
"17.09.2017 04:45 - 17.09.2017 05:00","14731","13708"
"17.09.2017 05:00 - 17.09.2017 05:15","14732","13931"
"17.09.2017 05:15 - 17.09.2017 05:30","14713","14095"
"17.09.2017 05:30 - 17.09.2017 05:45","14718","13993"
"17.09.2017 05:45 - 17.09.2017 06:00","14794","13989"
"17.09.2017 06:00 - 17.09.2017 06:15","14846","14147"
"17.09.2017 06:15 - 17.09.2017 06:30","14903","14292"
"17.09.2017 06:30 - 17.09.2017 06:45","14987","14244"
"17.09.2017 06:45 - 17.09.2017 07:00","15036","14205"
"17.09.2017 07:00 - 17.09.2017 07:15","15085","14214"
"17.09.2017 07:15 - 17.09.2017 07:30","15214","14390"
"17.09.2017 07:30 - 17.09.2017 07:45","15457","14637"
"17.09.2017 07:45 - 17.09.2017 08:00","15761","15076"
"17.09.2017 08:00 - 17.09.2017 08:15","16113","15596"
"17.09.2017 08:15 - 17.09.2017 08:30","16418","16034"
"17.09.2017 08:30 - 17.09.2017 08:45","16770","16386"
"17.09.2017 08:45 - 17.09.2017 09:00","17088","16807"
"17.09.2017 09:00 - 17.09.2017 09:15","17413","17026"
"17.09.2017 09:15 - 17.09.2017 09:30","17681","17289"
"17.09.2017 09:30 - 17.09.2017 09:45","17953","17547"
"17.09.2017 09:45 - 17.09.2017 10:00","18222","17705"
"17.09.2017 10:00 - 17.09.2017 10:15","18420","17819"
"17.09.2017 10:15 - 17.09.2017 10:30","18615","18030"
"17.09.2017 10:30 - 17.09.2017 10:45","18838","18321"
"17.09.2017 10:45 - 17.09.2017 11:00","19005","18444"
"17.09.2017 11:00 - 17.09.2017 11:15","19192","18449"
"17.09.2017 11:15 - 17.09.2017 11:30","19403","18488"
"17.09.2017 11:30 - 17.09.2017 11:45","19605","18655"
"17.09.2017 11:45 - 17.09.2017 12:00","19659","18994"
"17.09.2017 12:00 - 17.09.2017 12:15","19705","19047"
"17.09.2017 12:15 - 17.09.2017 12:30","19730","19265"
"17.09.2017 12:30 - 17.09.2017 12:45","19651","19368"
"17.09.2017 12:45 - 17.09.2017 13:00","19520","19377"
"17.09.2017 13:00 - 17.09.2017 13:15","19337","19416"
"17.09.2017 13:15 - 17.09.2017 13:30","19184","19212"
"17.09.2017 13:30 - 17.09.2017 13:45","18994","19333"
"17.09.2017 13:45 - 17.09.2017 14:00","18743","19049"
"17.09.2017 14:00 - 17.09.2017 14:15","18571","18696"
"17.09.2017 14:15 - 17.09.2017 14:30","18504","18393"
"17.09.2017 14:30 - 17.09.2017 14:45","18378","18181"
"17.09.2017 14:45 - 17.09.2017 15:00","18242","17594"
"17.09.2017 15:00 - 17.09.2017 15:15","18200","17664"
"17.09.2017 15:15 - 17.09.2017 15:30","18132","17355"
"17.09.2017 15:30 - 17.09.2017 15:45","18067","17208"
"17.09.2017 15:45 - 17.09.2017 16:00","17978","17083"
"17.09.2017 16:00 - 17.09.2017 16:15","17967","17040"
"17.09.2017 16:15 - 17.09.2017 16:30","17927","16879"
"17.09.2017 16:30 - 17.09.2017 16:45","17901","16865"
"17.09.2017 16:45 - 17.09.2017 17:00","17904","17324"
"17.09.2017 17:00 - 17.09.2017 17:15","18055","17575"
"17.09.2017 17:15 - 17.09.2017 17:30","18097","17584"
"17.09.2017 17:30 - 17.09.2017 17:45","18243","17797"
"17.09.2017 17:45 - 17.09.2017 18:00","18377","18035"
"17.09.2017 18:00 - 17.09.2017 18:15","18592","18335"
"17.09.2017 18:15 - 17.09.2017 18:30","18665","18306"
"17.09.2017 18:30 - 17.09.2017 18:45","18755","18258"
"17.09.2017 18:45 - 17.09.2017 19:00","18857","18503"
"17.09.2017 19:00 - 17.09.2017 19:15","19039","18741"
"17.09.2017 19:15 - 17.09.2017 19:30","19165","18739"
"17.09.2017 19:30 - 17.09.2017 19:45","19336","18888"
"17.09.2017 19:45 - 17.09.2017 20:00","19424","19365"
"17.09.2017 20:00 - 17.09.2017 20:15","19563","19496"
"17.09.2017 20:15 - 17.09.2017 20:30","19506","19162"
"17.09.2017 20:30 - 17.09.2017 20:45","19374","18961"
"17.09.2017 20:45 - 17.09.2017 21:00","19177","18725"
"17.09.2017 21:00 - 17.09.2017 21:15","19019","18497"
"17.09.2017 21:15 - 17.09.2017 21:30","18738","18229"
"17.09.2017 21:30 - 17.09.2017 21:45","18473","18044"
"17.09.2017 21:45 - 17.09.2017 22:00","18324","18008"
"17.09.2017 22:00 - 17.09.2017 22:15","18204","17985"
"17.09.2017 22:15 - 17.09.2017 22:30","18028","17556"
"17.09.2017 22:30 - 17.09.2017 22:45","17759","17106"
"17.09.2017 22:45 - 17.09.2017 23:00","17503","17109"
"17.09.2017 23:00 - 17.09.2017 23:15","17159","16671"
"17.09.2017 23:15 - 17.09.2017 23:30","16940","16363"
"17.09.2017 23:30 - 17.09.2017 23:45","16702","16048"
"17.09.2017 23:45 - 18.09.2017 00:00","16463","15859"
"18.09.2017 00:00 - 18.09.2017 00:15","16210","15471"
"18.09.2017 00:15 - 18.09.2017 00:30","16082","15273"
"18.09.2017 00:30 - 18.09.2017 00:45","15955","15204"
"18.09.2017 00:45 - 18.09.2017 01:00","15818","15010"
"18.09.2017 01:00 - 18.09.2017 01:15","15663","14915"
"18.09.2017 01:15 - 18.09.2017 01:30","15610","14741"
"18.09.2017 01:30 - 18.09.2017 01:45","15546","14832"
"18.09.2017 01:45 - 18.09.2017 02:00","15481","14804"
"18.09.2017 02:00 - 18.09.2017 02:15","15389","14637"
"18.09.2017 02:15 - 18.09.2017 02:30","15395","14585"
"18.09.2017 02:30 - 18.09.2017 02:45","15415","14653"
"18.09.2017 02:45 - 18.09.2017 03:00","15427","14792"
"18.09.2017 03:00 - 18.09.2017 03:15","15490","14885"
"18.09.2017 03:15 - 18.09.2017 03:30","15518","14948"
"18.09.2017 03:30 - 18.09.2017 03:45","15604","15268"
"18.09.2017 03:45 - 18.09.2017 04:00","15677","15373"
"18.09.2017 04:00 - 18.09.2017 04:15","15854","15575"
"18.09.2017 04:15 - 18.09.2017 04:30","15985","15647"
"18.09.2017 04:30 - 18.09.2017 04:45","16175","15867"
"18.09.2017 04:45 - 18.09.2017 05:00","16379","16025"
"18.09.2017 05:00 - 18.09.2017 05:15","16873","16539"
"18.09.2017 05:15 - 18.09.2017 05:30","17177","16940"
"18.09.2017 05:30 - 18.09.2017 05:45","17662","17341"
"18.09.2017 05:45 - 18.09.2017 06:00","18339","18008"
"18.09.2017 06:00 - 18.09.2017 06:15","19729","19400"
"18.09.2017 06:15 - 18.09.2017 06:30","20583","20259"
"18.09.2017 06:30 - 18.09.2017 06:45","21330","21235"
"18.09.2017 06:45 - 18.09.2017 07:00","21846","21894"
"18.09.2017 07:00 - 18.09.2017 07:15","22501","22224"
"18.09.2017 07:15 - 18.09.2017 07:30","22798","22554"
"18.09.2017 07:30 - 18.09.2017 07:45","23076","22812"
"18.09.2017 07:45 - 18.09.2017 08:00","23410","22851"
"18.09.2017 08:00 - 18.09.2017 08:15","23841","23408"
"18.09.2017 08:15 - 18.09.2017 08:30","24029","23781"
"18.09.2017 08:30 - 18.09.2017 08:45","24218","24186"
"18.09.2017 08:45 - 18.09.2017 09:00","24281","24194"
"18.09.2017 09:00 - 18.09.2017 09:15","24207","24126"
"18.09.2017 09:15 - 18.09.2017 09:30","24373","24080"
"18.09.2017 09:30 - 18.09.2017 09:45","24506","24041"
"18.09.2017 09:45 - 18.09.2017 10:00","24616","24180"
"18.09.2017 10:00 - 18.09.2017 10:15","24650","24284"
"18.09.2017 10:15 - 18.09.2017 10:30","24724","24267"
"18.09.2017 10:30 - 18.09.2017 10:45","24893","24405"
"18.09.2017 10:45 - 18.09.2017 11:00","25015","24627"
"18.09.2017 11:00 - 18.09.2017 11:15","25067","24883"
