"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"13.04.2017 23:30 - 13.04.2017 23:45","18670","18948"
"13.04.2017 23:45 - 14.04.2017 00:00","18485","18754"
"14.04.2017 00:00 - 14.04.2017 00:15","17386","17924"
"14.04.2017 00:15 - 14.04.2017 00:30","17218","17732"
"14.04.2017 00:30 - 14.04.2017 00:45","17112","17544"
"14.04.2017 00:45 - 14.04.2017 01:00","16967","17341"
"14.04.2017 01:00 - 14.04.2017 01:15","16683","17053"
"14.04.2017 01:15 - 14.04.2017 01:30","16562","16806"
"14.04.2017 01:30 - 14.04.2017 01:45","16512","16650"
"14.04.2017 01:45 - 14.04.2017 02:00","16471","16733"
"14.04.2017 02:00 - 14.04.2017 02:15","16252","16529"
"14.04.2017 02:15 - 14.04.2017 02:30","16218","16296"
"14.04.2017 02:30 - 14.04.2017 02:45","16199","16297"
"14.04.2017 02:45 - 14.04.2017 03:00","16170","16222"
"14.04.2017 03:00 - 14.04.2017 03:15","16162","16307"
"14.04.2017 03:15 - 14.04.2017 03:30","16157","16248"
"14.04.2017 03:30 - 14.04.2017 03:45","16258","16260"
"14.04.2017 03:45 - 14.04.2017 04:00","16236","16095"
"14.04.2017 04:00 - 14.04.2017 04:15","16332","16284"
"14.04.2017 04:15 - 14.04.2017 04:30","16353","16356"
"14.04.2017 04:30 - 14.04.2017 04:45","16396","16378"
"14.04.2017 04:45 - 14.04.2017 05:00","16442","16210"
"14.04.2017 05:00 - 14.04.2017 05:15","16388","16254"
"14.04.2017 05:15 - 14.04.2017 05:30","16362","16042"
"14.04.2017 05:30 - 14.04.2017 05:45","16351","16196"
"14.04.2017 05:45 - 14.04.2017 06:00","16281","15898"
"14.04.2017 06:00 - 14.04.2017 06:15","16249","15683"
"14.04.2017 06:15 - 14.04.2017 06:30","16188","15716"
"14.04.2017 06:30 - 14.04.2017 06:45","16236","15646"
"14.04.2017 06:45 - 14.04.2017 07:00","16285","15676"
"14.04.2017 07:00 - 14.04.2017 07:15","16398","16182"
"14.04.2017 07:15 - 14.04.2017 07:30","16529","16246"
"14.04.2017 07:30 - 14.04.2017 07:45","16800","16454"
"14.04.2017 07:45 - 14.04.2017 08:00","17172","16752"
"14.04.2017 08:00 - 14.04.2017 08:15","17522","17356"
"14.04.2017 08:15 - 14.04.2017 08:30","17819","17587"
"14.04.2017 08:30 - 14.04.2017 08:45","18239","17839"
"14.04.2017 08:45 - 14.04.2017 09:00","18598","18082"
"14.04.2017 09:00 - 14.04.2017 09:15","18893","18203"
"14.04.2017 09:15 - 14.04.2017 09:30","19108","18732"
"14.04.2017 09:30 - 14.04.2017 09:45","19383","18884"
"14.04.2017 09:45 - 14.04.2017 10:00","19577","19137"
"14.04.2017 10:00 - 14.04.2017 10:15","19687","19729"
"14.04.2017 10:15 - 14.04.2017 10:30","19897","19839"
"14.04.2017 10:30 - 14.04.2017 10:45","20116","19823"
"14.04.2017 10:45 - 14.04.2017 11:00","20356","19737"
"14.04.2017 11:00 - 14.04.2017 11:15","20454","19932"
"14.04.2017 11:15 - 14.04.2017 11:30","20664","20273"
"14.04.2017 11:30 - 14.04.2017 11:45","20877","20633"
"14.04.2017 11:45 - 14.04.2017 12:00","20931","20697"
"14.04.2017 12:00 - 14.04.2017 12:15","20890","20693"
"14.04.2017 12:15 - 14.04.2017 12:30","20896","20770"
"14.04.2017 12:30 - 14.04.2017 12:45","20794","20712"
"14.04.2017 12:45 - 14.04.2017 13:00","20647","20556"
"14.04.2017 13:00 - 14.04.2017 13:15","20387","20541"
"14.04.2017 13:15 - 14.04.2017 13:30","20254","20183"
"14.04.2017 13:30 - 14.04.2017 13:45","20094","19809"
"14.04.2017 13:45 - 14.04.2017 14:00","19784","19384"
"14.04.2017 14:00 - 14.04.2017 14:15","19594","19307"
"14.04.2017 14:15 - 14.04.2017 14:30","19404","19067"
"14.04.2017 14:30 - 14.04.2017 14:45","19299","19120"
"14.04.2017 14:45 - 14.04.2017 15:00","19130","18936"
"14.04.2017 15:00 - 14.04.2017 15:15","19100","18836"
"14.04.2017 15:15 - 14.04.2017 15:30","19028","18871"
"14.04.2017 15:30 - 14.04.2017 15:45","18909","18728"
"14.04.2017 15:45 - 14.04.2017 16:00","18719","18828"
"14.04.2017 16:00 - 14.04.2017 16:15","18630","18574"
"14.04.2017 16:15 - 14.04.2017 16:30","18523","18554"
"14.04.2017 16:30 - 14.04.2017 16:45","18446","18493"
"14.04.2017 16:45 - 14.04.2017 17:00","18351","18408"
"14.04.2017 17:00 - 14.04.2017 17:15","18409","18714"
"14.04.2017 17:15 - 14.04.2017 17:30","18415","18784"
"14.04.2017 17:30 - 14.04.2017 17:45","18526","18980"
"14.04.2017 17:45 - 14.04.2017 18:00","18458","18880"
"14.04.2017 18:00 - 14.04.2017 18:15","18452","19029"
"14.04.2017 18:15 - 14.04.2017 18:30","18266","18894"
"14.04.2017 18:30 - 14.04.2017 18:45","18230","18839"
"14.04.2017 18:45 - 14.04.2017 19:00","18217","18928"
"14.04.2017 19:00 - 14.04.2017 19:15","18498","19138"
"14.04.2017 19:15 - 14.04.2017 19:30","18587","19016"
"14.04.2017 19:30 - 14.04.2017 19:45","18692","19008"
"14.04.2017 19:45 - 14.04.2017 20:00","18671","18957"
"14.04.2017 20:00 - 14.04.2017 20:15","18794","18832"
"14.04.2017 20:15 - 14.04.2017 20:30","18746","18849"
"14.04.2017 20:30 - 14.04.2017 20:45","18746","18899"
"14.04.2017 20:45 - 14.04.2017 21:00","18778","18953"
"14.04.2017 21:00 - 14.04.2017 21:15","18858","18680"
"14.04.2017 21:15 - 14.04.2017 21:30","18778","18447"
"14.04.2017 21:30 - 14.04.2017 21:45","18520","18444"
"14.04.2017 21:45 - 14.04.2017 22:00","18306","18224"
"14.04.2017 22:00 - 14.04.2017 22:15","18124","17973"
"14.04.2017 22:15 - 14.04.2017 22:30","17892","17919"
"14.04.2017 22:30 - 14.04.2017 22:45","17634","17897"
"14.04.2017 22:45 - 14.04.2017 23:00","17420","17847"
"14.04.2017 23:00 - 14.04.2017 23:15","17039","17180"
"14.04.2017 23:15 - 14.04.2017 23:30","16748","17316"
"14.04.2017 23:30 - 14.04.2017 23:45","16474","17106"
"14.04.2017 23:45 - 15.04.2017 00:00","16273","16971"
"15.04.2017 00:00 - 15.04.2017 00:15","16378","16438"
"15.04.2017 00:15 - 15.04.2017 00:30","16190","16204"
"15.04.2017 00:30 - 15.04.2017 00:45","16120","15943"
"15.04.2017 00:45 - 15.04.2017 01:00","15961","15996"
"15.04.2017 01:00 - 15.04.2017 01:15","15822","15912"
"15.04.2017 01:15 - 15.04.2017 01:30","15711","15811"
"15.04.2017 01:30 - 15.04.2017 01:45","15630","15743"
"15.04.2017 01:45 - 15.04.2017 02:00","15555","15615"
"15.04.2017 02:00 - 15.04.2017 02:15","15470","15619"
"15.04.2017 02:15 - 15.04.2017 02:30","15444","15612"
"15.04.2017 02:30 - 15.04.2017 02:45","15409","15751"
"15.04.2017 02:45 - 15.04.2017 03:00","15387","15751"
"15.04.2017 03:00 - 15.04.2017 03:15","15458","15630"
"15.04.2017 03:15 - 15.04.2017 03:30","15480","15473"
"15.04.2017 03:30 - 15.04.2017 03:45","15490","15657"
"15.04.2017 03:45 - 15.04.2017 04:00","15500","15814"
"15.04.2017 04:00 - 15.04.2017 04:15","15608","16063"
"15.04.2017 04:15 - 15.04.2017 04:30","15652","15974"
"15.04.2017 04:30 - 15.04.2017 04:45","15757","16078"
"15.04.2017 04:45 - 15.04.2017 05:00","15789","16146"
"15.04.2017 05:00 - 15.04.2017 05:15","15872","16489"
"15.04.2017 05:15 - 15.04.2017 05:30","15969","16364"
"15.04.2017 05:30 - 15.04.2017 05:45","16039","16665"
"15.04.2017 05:45 - 15.04.2017 06:00","16169","16717"
"15.04.2017 06:00 - 15.04.2017 06:15","16232","16819"
"15.04.2017 06:15 - 15.04.2017 06:30","16160","16665"
"15.04.2017 06:30 - 15.04.2017 06:45","16194","16656"
"15.04.2017 06:45 - 15.04.2017 07:00","16332","16757"
"15.04.2017 07:00 - 15.04.2017 07:15","16615","17147"
"15.04.2017 07:15 - 15.04.2017 07:30","16891","17242"
"15.04.2017 07:30 - 15.04.2017 07:45","17320","17674"
"15.04.2017 07:45 - 15.04.2017 08:00","17749","18051"
"15.04.2017 08:00 - 15.04.2017 08:15","18285","18258"
"15.04.2017 08:15 - 15.04.2017 08:30","18678","18583"
"15.04.2017 08:30 - 15.04.2017 08:45","19185","18934"
"15.04.2017 08:45 - 15.04.2017 09:00","19600","19283"
"15.04.2017 09:00 - 15.04.2017 09:15","19990","19533"
"15.04.2017 09:15 - 15.04.2017 09:30","20219","19861"
"15.04.2017 09:30 - 15.04.2017 09:45","20569","20080"
"15.04.2017 09:45 - 15.04.2017 10:00","20766","20219"
"15.04.2017 10:00 - 15.04.2017 10:15","20960","20352"
"15.04.2017 10:15 - 15.04.2017 10:30","21052","20480"
"15.04.2017 10:30 - 15.04.2017 10:45","21184","20596"
"15.04.2017 10:45 - 15.04.2017 11:00","21304","20836"
"15.04.2017 11:00 - 15.04.2017 11:15","21320","21074"
"15.04.2017 11:15 - 15.04.2017 11:30","21468","21475"
"15.04.2017 11:30 - 15.04.2017 11:45","21586","21655"
"15.04.2017 11:45 - 15.04.2017 12:00","21666","21909"
"15.04.2017 12:00 - 15.04.2017 12:15","21620","21858"
"15.04.2017 12:15 - 15.04.2017 12:30","21638","21907"
"15.04.2017 12:30 - 15.04.2017 12:45","21653","21881"
"15.04.2017 12:45 - 15.04.2017 13:00","21539","21742"
"15.04.2017 13:00 - 15.04.2017 13:15","21399","21539"
"15.04.2017 13:15 - 15.04.2017 13:30","21192","21494"
"15.04.2017 13:30 - 15.04.2017 13:45","21071","21267"
"15.04.2017 13:45 - 15.04.2017 14:00","20832","21143"
"15.04.2017 14:00 - 15.04.2017 14:15","20653","21048"
"15.04.2017 14:15 - 15.04.2017 14:30","20472","20836"
"15.04.2017 14:30 - 15.04.2017 14:45","20355","20417"
"15.04.2017 14:45 - 15.04.2017 15:00","20253","20465"
"15.04.2017 15:00 - 15.04.2017 15:15","20281","20369"
"15.04.2017 15:15 - 15.04.2017 15:30","20204","20192"
"15.04.2017 15:30 - 15.04.2017 15:45","20105","20008"
"15.04.2017 15:45 - 15.04.2017 16:00","19973","19901"
"15.04.2017 16:00 - 15.04.2017 16:15","19934","19622"
"15.04.2017 16:15 - 15.04.2017 16:30","19880","19789"
"15.04.2017 16:30 - 15.04.2017 16:45","19804","19824"
"15.04.2017 16:45 - 15.04.2017 17:00","19796","19716"
"15.04.2017 17:00 - 15.04.2017 17:15","19882","19570"
"15.04.2017 17:15 - 15.04.2017 17:30","19882","19837"
"15.04.2017 17:30 - 15.04.2017 17:45","19913","19726"
"15.04.2017 17:45 - 15.04.2017 18:00","19954","20102"
"15.04.2017 18:00 - 15.04.2017 18:15","20012","20325"
"15.04.2017 18:15 - 15.04.2017 18:30","19850","20529"
"15.04.2017 18:30 - 15.04.2017 18:45","19704","20741"
"15.04.2017 18:45 - 15.04.2017 19:00","19713","20651"
"15.04.2017 19:00 - 15.04.2017 19:15","19915","20314"
"15.04.2017 19:15 - 15.04.2017 19:30","19956","20319"
"15.04.2017 19:30 - 15.04.2017 19:45","19942","20204"
"15.04.2017 19:45 - 15.04.2017 20:00","19901","20101"
"15.04.2017 20:00 - 15.04.2017 20:15","19858","19995"
"15.04.2017 20:15 - 15.04.2017 20:30","19663","19550"
"15.04.2017 20:30 - 15.04.2017 20:45","19618","19416"
"15.04.2017 20:45 - 15.04.2017 21:00","19546","19400"
"15.04.2017 21:00 - 15.04.2017 21:15","19532","19206"
"15.04.2017 21:15 - 15.04.2017 21:30","19347","19045"
"15.04.2017 21:30 - 15.04.2017 21:45","19138","18968"
"15.04.2017 21:45 - 15.04.2017 22:00","18901","18788"
"15.04.2017 22:00 - 15.04.2017 22:15","18765","18696"
"15.04.2017 22:15 - 15.04.2017 22:30","18606","18441"
"15.04.2017 22:30 - 15.04.2017 22:45","18354","18160"
"15.04.2017 22:45 - 15.04.2017 23:00","18075","17882"
"15.04.2017 23:00 - 15.04.2017 23:15","17681","17610"
"15.04.2017 23:15 - 15.04.2017 23:30","17386","17372"
"15.04.2017 23:30 - 15.04.2017 23:45","17136","17113"
"15.04.2017 23:45 - 16.04.2017 00:00","16946","16643"
"16.04.2017 00:00 - 16.04.2017 00:15","16639","16423"
"16.04.2017 00:15 - 16.04.2017 00:30","16464","16218"
"16.04.2017 00:30 - 16.04.2017 00:45","16340","15865"
"16.04.2017 00:45 - 16.04.2017 01:00","16189","15655"
"16.04.2017 01:00 - 16.04.2017 01:15","15957","15471"
"16.04.2017 01:15 - 16.04.2017 01:30","15792","15266"
"16.04.2017 01:30 - 16.04.2017 01:45","15728","15179"
"16.04.2017 01:45 - 16.04.2017 02:00","15650","15085"
"16.04.2017 02:00 - 16.04.2017 02:15","15477","14993"
"16.04.2017 02:15 - 16.04.2017 02:30","15509","14844"
"16.04.2017 02:30 - 16.04.2017 02:45","15414","14881"
"16.04.2017 02:45 - 16.04.2017 03:00","15386","14749"
"16.04.2017 03:00 - 16.04.2017 03:15","15387","14848"
"16.04.2017 03:15 - 16.04.2017 03:30","15409","14778"
"16.04.2017 03:30 - 16.04.2017 03:45","15443","14728"
"16.04.2017 03:45 - 16.04.2017 04:00","15379","14799"
"16.04.2017 04:00 - 16.04.2017 04:15","15455","15009"
"16.04.2017 04:15 - 16.04.2017 04:30","15505","14893"
"16.04.2017 04:30 - 16.04.2017 04:45","15569","14758"
"16.04.2017 04:45 - 16.04.2017 05:00","15562","14837"
"16.04.2017 05:00 - 16.04.2017 05:15","15577","14771"
"16.04.2017 05:15 - 16.04.2017 05:30","15538","14681"
"16.04.2017 05:30 - 16.04.2017 05:45","15471","14638"
"16.04.2017 05:45 - 16.04.2017 06:00","15424","14636"
"16.04.2017 06:00 - 16.04.2017 06:15","15258","14560"
"16.04.2017 06:15 - 16.04.2017 06:30","15228","14480"
"16.04.2017 06:30 - 16.04.2017 06:45","15211","14548"
"16.04.2017 06:45 - 16.04.2017 07:00","15308","14428"
"16.04.2017 07:00 - 16.04.2017 07:15","15443","14635"
"16.04.2017 07:15 - 16.04.2017 07:30","15671","15080"
"16.04.2017 07:30 - 16.04.2017 07:45","16000","15448"
"16.04.2017 07:45 - 16.04.2017 08:00","16331","15670"
"16.04.2017 08:00 - 16.04.2017 08:15","16725","16246"
"16.04.2017 08:15 - 16.04.2017 08:30","17097","16777"
"16.04.2017 08:30 - 16.04.2017 08:45","17494","17081"
"16.04.2017 08:45 - 16.04.2017 09:00","17900","17305"
"16.04.2017 09:00 - 16.04.2017 09:15","18275","17809"
"16.04.2017 09:15 - 16.04.2017 09:30","18554","18025"
"16.04.2017 09:30 - 16.04.2017 09:45","18778","18511"
"16.04.2017 09:45 - 16.04.2017 10:00","19002","18707"
"16.04.2017 10:00 - 16.04.2017 10:15","19203","18818"
"16.04.2017 10:15 - 16.04.2017 10:30","19407","18881"
"16.04.2017 10:30 - 16.04.2017 10:45","19582","18988"
"16.04.2017 10:45 - 16.04.2017 11:00","19796","19166"
"16.04.2017 11:00 - 16.04.2017 11:15","19987","19450"
"16.04.2017 11:15 - 16.04.2017 11:30","20265","19596"
"16.04.2017 11:30 - 16.04.2017 11:45","20466","19859"
"16.04.2017 11:45 - 16.04.2017 12:00","20519","19777"
"16.04.2017 12:00 - 16.04.2017 12:15","20569","19543"
"16.04.2017 12:15 - 16.04.2017 12:30","20582","19524"
"16.04.2017 12:30 - 16.04.2017 12:45","20459","19396"
"16.04.2017 12:45 - 16.04.2017 13:00","20311","19060"
"16.04.2017 13:00 - 16.04.2017 13:15","20015","18727"
"16.04.2017 13:15 - 16.04.2017 13:30","19910","18631"
"16.04.2017 13:30 - 16.04.2017 13:45","19800","18568"
"16.04.2017 13:45 - 16.04.2017 14:00","19478","18313"
"16.04.2017 14:00 - 16.04.2017 14:15","19314","18150"
"16.04.2017 14:15 - 16.04.2017 14:30","19124","18140"
"16.04.2017 14:30 - 16.04.2017 14:45","18969","18005"
"16.04.2017 14:45 - 16.04.2017 15:00","18781","18018"
"16.04.2017 15:00 - 16.04.2017 15:15","18752","17769"
"16.04.2017 15:15 - 16.04.2017 15:30","18708","17559"
"16.04.2017 15:30 - 16.04.2017 15:45","18601","17649"
"16.04.2017 15:45 - 16.04.2017 16:00","18433","17481"
"16.04.2017 16:00 - 16.04.2017 16:15","18419","17433"
"16.04.2017 16:15 - 16.04.2017 16:30","18352","17686"
"16.04.2017 16:30 - 16.04.2017 16:45","18298","17786"
"16.04.2017 16:45 - 16.04.2017 17:00","18258","17827"
"16.04.2017 17:00 - 16.04.2017 17:15","18319","17868"
"16.04.2017 17:15 - 16.04.2017 17:30","18261","17940"
"16.04.2017 17:30 - 16.04.2017 17:45","18321","17994"
"16.04.2017 17:45 - 16.04.2017 18:00","18353","18028"
"16.04.2017 18:00 - 16.04.2017 18:15","18482","18115"
"16.04.2017 18:15 - 16.04.2017 18:30","18485","18034"
"16.04.2017 18:30 - 16.04.2017 18:45","18478","18080"
"16.04.2017 18:45 - 16.04.2017 19:00","18581","18220"
"16.04.2017 19:00 - 16.04.2017 19:15","18802","18325"
"16.04.2017 19:15 - 16.04.2017 19:30","18844","18038"
"16.04.2017 19:30 - 16.04.2017 19:45","18829","18110"
"16.04.2017 19:45 - 16.04.2017 20:00","18768","17976"
"16.04.2017 20:00 - 16.04.2017 20:15","18790","18102"
"16.04.2017 20:15 - 16.04.2017 20:30","18715","18108"
"16.04.2017 20:30 - 16.04.2017 20:45","18653","18062"
"16.04.2017 20:45 - 16.04.2017 21:00","18698","18097"
"16.04.2017 21:00 - 16.04.2017 21:15","18743","18127"
"16.04.2017 21:15 - 16.04.2017 21:30","18700","18028"
"16.04.2017 21:30 - 16.04.2017 21:45","18568","17932"
"16.04.2017 21:45 - 16.04.2017 22:00","18470","17729"
"16.04.2017 22:00 - 16.04.2017 22:15","18466","17787"
"16.04.2017 22:15 - 16.04.2017 22:30","18250","17603"
"16.04.2017 22:30 - 16.04.2017 22:45","17960","17276"
"16.04.2017 22:45 - 16.04.2017 23:00","17712","17137"
"16.04.2017 23:00 - 16.04.2017 23:15","17345","16874"
"16.04.2017 23:15 - 16.04.2017 23:30","17072","16608"
"16.04.2017 23:30 - 16.04.2017 23:45","16810","16367"
"16.04.2017 23:45 - 17.04.2017 00:00","16627","16130"
"17.04.2017 00:00 - 17.04.2017 00:15","16624","15615"
"17.04.2017 00:15 - 17.04.2017 00:30","16444","15401"
"17.04.2017 00:30 - 17.04.2017 00:45","16359","15231"
"17.04.2017 00:45 - 17.04.2017 01:00","16210","15136"
"17.04.2017 01:00 - 17.04.2017 01:15","15995","14978"
"17.04.2017 01:15 - 17.04.2017 01:30","15865","14851"
"17.04.2017 01:30 - 17.04.2017 01:45","15815","14733"
"17.04.2017 01:45 - 17.04.2017 02:00","15692","14705"
"17.04.2017 02:00 - 17.04.2017 02:15","15544","14520"
"17.04.2017 02:15 - 17.04.2017 02:30","15542","14546"
"17.04.2017 02:30 - 17.04.2017 02:45","15541","14567"
"17.04.2017 02:45 - 17.04.2017 03:00","15549","14569"
"17.04.2017 03:00 - 17.04.2017 03:15","15584","14337"
"17.04.2017 03:15 - 17.04.2017 03:30","15679","14294"
"17.04.2017 03:30 - 17.04.2017 03:45","15734","14278"
"17.04.2017 03:45 - 17.04.2017 04:00","15771","14324"
"17.04.2017 04:00 - 17.04.2017 04:15","15850","14379"
"17.04.2017 04:15 - 17.04.2017 04:30","15859","14486"
"17.04.2017 04:30 - 17.04.2017 04:45","15918","14429"
"17.04.2017 04:45 - 17.04.2017 05:00","15898","14366"
"17.04.2017 05:00 - 17.04.2017 05:15","15955","14458"
"17.04.2017 05:15 - 17.04.2017 05:30","15914","14417"
"17.04.2017 05:30 - 17.04.2017 05:45","15902","14404"
"17.04.2017 05:45 - 17.04.2017 06:00","15943","14572"
"17.04.2017 06:00 - 17.04.2017 06:15","15875","14398"
"17.04.2017 06:15 - 17.04.2017 06:30","15789","14285"
"17.04.2017 06:30 - 17.04.2017 06:45","15803","14264"
"17.04.2017 06:45 - 17.04.2017 07:00","15893","14403"
"17.04.2017 07:00 - 17.04.2017 07:15","15983","14337"
"17.04.2017 07:15 - 17.04.2017 07:30","16220","14439"
"17.04.2017 07:30 - 17.04.2017 07:45","16482","14785"
"17.04.2017 07:45 - 17.04.2017 08:00","16815","15103"
"17.04.2017 08:00 - 17.04.2017 08:15","17151","15537"
"17.04.2017 08:15 - 17.04.2017 08:30","17489","15822"
"17.04.2017 08:30 - 17.04.2017 08:45","17896","15969"
"17.04.2017 08:45 - 17.04.2017 09:00","18296","16310"
"17.04.2017 09:00 - 17.04.2017 09:15","18716","16738"
"17.04.2017 09:15 - 17.04.2017 09:30","18992","16970"
"17.04.2017 09:30 - 17.04.2017 09:45","19249","17490"
"17.04.2017 09:45 - 17.04.2017 10:00","19472","17830"
"17.04.2017 10:00 - 17.04.2017 10:15","19682","17944"
"17.04.2017 10:15 - 17.04.2017 10:30","19830","18308"
"17.04.2017 10:30 - 17.04.2017 10:45","20039","18730"
"17.04.2017 10:45 - 17.04.2017 11:00","20202","19039"
"17.04.2017 11:00 - 17.04.2017 11:15","20359","19217"
"17.04.2017 11:15 - 17.04.2017 11:30","20592","19312"
"17.04.2017 11:30 - 17.04.2017 11:45","20815","19672"
"17.04.2017 11:45 - 17.04.2017 12:00","20897","19586"
"17.04.2017 12:00 - 17.04.2017 12:15","20951","19679"
"17.04.2017 12:15 - 17.04.2017 12:30","20987","19754"
"17.04.2017 12:30 - 17.04.2017 12:45","20910","19597"
"17.04.2017 12:45 - 17.04.2017 13:00","20771","19265"
"17.04.2017 13:00 - 17.04.2017 13:15","20582","19192"
"17.04.2017 13:15 - 17.04.2017 13:30","20382","18969"
"17.04.2017 13:30 - 17.04.2017 13:45","20303","18532"
"17.04.2017 13:45 - 17.04.2017 14:00","19959","18368"
"17.04.2017 14:00 - 17.04.2017 14:15","19781","18244"
"17.04.2017 14:15 - 17.04.2017 14:30","19669","18396"
"17.04.2017 14:30 - 17.04.2017 14:45","19656","18147"
"17.04.2017 14:45 - 17.04.2017 15:00","19555","17920"
"17.04.2017 15:00 - 17.04.2017 15:15","19670","18146"
"17.04.2017 15:15 - 17.04.2017 15:30","19546","18272"
"17.04.2017 15:30 - 17.04.2017 15:45","19341","18255"
"17.04.2017 15:45 - 17.04.2017 16:00","19194","18039"
"17.04.2017 16:00 - 17.04.2017 16:15","19152","18032"
"17.04.2017 16:15 - 17.04.2017 16:30","19037","17989"
"17.04.2017 16:30 - 17.04.2017 16:45","18995","18015"
"17.04.2017 16:45 - 17.04.2017 17:00","18973","17993"
"17.04.2017 17:00 - 17.04.2017 17:15","19122","18359"
"17.04.2017 17:15 - 17.04.2017 17:30","19129","18548"
"17.04.2017 17:30 - 17.04.2017 17:45","19203","18568"
"17.04.2017 17:45 - 17.04.2017 18:00","19276","18324"
"17.04.2017 18:00 - 17.04.2017 18:15","19439","18772"
"17.04.2017 18:15 - 17.04.2017 18:30","19499","18795"
"17.04.2017 18:30 - 17.04.2017 18:45","19582","18765"
"17.04.2017 18:45 - 17.04.2017 19:00","19657","19038"
"17.04.2017 19:00 - 17.04.2017 19:15","19960","19249"
"17.04.2017 19:15 - 17.04.2017 19:30","19971","19020"
"17.04.2017 19:30 - 17.04.2017 19:45","19991","19147"
"17.04.2017 19:45 - 17.04.2017 20:00","19853","19155"
"17.04.2017 20:00 - 17.04.2017 20:15","19886","19348"
"17.04.2017 20:15 - 17.04.2017 20:30","19741","19234"
"17.04.2017 20:30 - 17.04.2017 20:45","19678","19128"
"17.04.2017 20:45 - 17.04.2017 21:00","19725","19282"
"17.04.2017 21:00 - 17.04.2017 21:15","19784","19292"
"17.04.2017 21:15 - 17.04.2017 21:30","19759","19213"
"17.04.2017 21:30 - 17.04.2017 21:45","19568","18892"
"17.04.2017 21:45 - 17.04.2017 22:00","19544","18975"
"17.04.2017 22:00 - 17.04.2017 22:15","19436","19008"
"17.04.2017 22:15 - 17.04.2017 22:30","19248","18890"
"17.04.2017 22:30 - 17.04.2017 22:45","18873","18342"
"17.04.2017 22:45 - 17.04.2017 23:00","18607","18145"
"17.04.2017 23:00 - 17.04.2017 23:15","18210","17798"
"17.04.2017 23:15 - 17.04.2017 23:30","17951","17490"
"17.04.2017 23:30 - 17.04.2017 23:45","17596","17157"
"17.04.2017 23:45 - 18.04.2017 00:00","17370","16950"
"18.04.2017 00:00 - 18.04.2017 00:15","17300","16702"
"18.04.2017 00:15 - 18.04.2017 00:30","17119","16486"
"18.04.2017 00:30 - 18.04.2017 00:45","17083","16488"
"18.04.2017 00:45 - 18.04.2017 01:00","16969","16489"
"18.04.2017 01:00 - 18.04.2017 01:15","16741","16128"
"18.04.2017 01:15 - 18.04.2017 01:30","16680","16068"
"18.04.2017 01:30 - 18.04.2017 01:45","16673","16112"
"18.04.2017 01:45 - 18.04.2017 02:00","16637","16122"
"18.04.2017 02:00 - 18.04.2017 02:15","16565","16001"
"18.04.2017 02:15 - 18.04.2017 02:30","16551","15978"
"18.04.2017 02:30 - 18.04.2017 02:45","16517","15888"
"18.04.2017 02:45 - 18.04.2017 03:00","16512","15899"
"18.04.2017 03:00 - 18.04.2017 03:15","16632","15967"
"18.04.2017 03:15 - 18.04.2017 03:30","16721","16204"
"18.04.2017 03:30 - 18.04.2017 03:45","16862","16293"
"18.04.2017 03:45 - 18.04.2017 04:00","16880","16444"
"18.04.2017 04:00 - 18.04.2017 04:15","17132","16663"
"18.04.2017 04:15 - 18.04.2017 04:30","17295","16831"
"18.04.2017 04:30 - 18.04.2017 04:45","17469","16875"
"18.04.2017 04:45 - 18.04.2017 05:00","17685","17125"
"18.04.2017 05:00 - 18.04.2017 05:15","18122","17489"
"18.04.2017 05:15 - 18.04.2017 05:30","18507","17597"
"18.04.2017 05:30 - 18.04.2017 05:45","18895","17959"
"18.04.2017 05:45 - 18.04.2017 06:00","19429","18573"
"18.04.2017 06:00 - 18.04.2017 06:15","20583","19887"
"18.04.2017 06:15 - 18.04.2017 06:30","21323","20461"
"18.04.2017 06:30 - 18.04.2017 06:45","21940","20926"
"18.04.2017 06:45 - 18.04.2017 07:00","22426","21553"
"18.04.2017 07:00 - 18.04.2017 07:15","23121","22582"
"18.04.2017 07:15 - 18.04.2017 07:30","23513","22794"
"18.04.2017 07:30 - 18.04.2017 07:45","23892","23380"
"18.04.2017 07:45 - 18.04.2017 08:00","24292","23792"
"18.04.2017 08:00 - 18.04.2017 08:15","24756","24249"
"18.04.2017 08:15 - 18.04.2017 08:30","25036","24220"
"18.04.2017 08:30 - 18.04.2017 08:45","25259","24375"
"18.04.2017 08:45 - 18.04.2017 09:00","25373","24481"
"18.04.2017 09:00 - 18.04.2017 09:15","25269","24325"
"18.04.2017 09:15 - 18.04.2017 09:30","25407","24431"
"18.04.2017 09:30 - 18.04.2017 09:45","25614","24890"
"18.04.2017 09:45 - 18.04.2017 10:00","25718","25048"
"18.04.2017 10:00 - 18.04.2017 10:15","25671","24951"
"18.04.2017 10:15 - 18.04.2017 10:30","25848","25104"
"18.04.2017 10:30 - 18.04.2017 10:45","26074","25243"
"18.04.2017 10:45 - 18.04.2017 11:00","26205","25476"
"18.04.2017 11:00 - 18.04.2017 11:15","26174","25465"
"18.04.2017 11:15 - 18.04.2017 11:30","26316","25479"
"18.04.2017 11:30 - 18.04.2017 11:45","26466","25473"
"18.04.2017 11:45 - 18.04.2017 12:00","26542","25499"
"18.04.2017 12:00 - 18.04.2017 12:15","26403","25463"
