"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"28.06.2015 16:45 - 28.06.2015 17:00","16947","16961"
"28.06.2015 17:00 - 28.06.2015 17:15","17103","17026"
"28.06.2015 17:15 - 28.06.2015 17:30","17158","17193"
"28.06.2015 17:30 - 28.06.2015 17:45","17288","17341"
"28.06.2015 17:45 - 28.06.2015 18:00","17351","17384"
"28.06.2015 18:00 - 28.06.2015 18:15","17460","17613"
"28.06.2015 18:15 - 28.06.2015 18:30","17489","17724"
"28.06.2015 18:30 - 28.06.2015 18:45","17525","17645"
"28.06.2015 18:45 - 28.06.2015 19:00","17526","17769"
"28.06.2015 19:00 - 28.06.2015 19:15","17556","18012"
"28.06.2015 19:15 - 28.06.2015 19:30","17441","17977"
"28.06.2015 19:30 - 28.06.2015 19:45","17427","18050"
"28.06.2015 19:45 - 28.06.2015 20:00","17328","17942"
"28.06.2015 20:00 - 28.06.2015 20:15","17423","17971"
"28.06.2015 20:15 - 28.06.2015 20:30","17265","17785"
"28.06.2015 20:30 - 28.06.2015 20:45","17087","17569"
"28.06.2015 20:45 - 28.06.2015 21:00","16924","17491"
"28.06.2015 21:00 - 28.06.2015 21:15","16797","17537"
"28.06.2015 21:15 - 28.06.2015 21:30","16659","17522"
"28.06.2015 21:30 - 28.06.2015 21:45","16591","17488"
"28.06.2015 21:45 - 28.06.2015 22:00","16769","17482"
"28.06.2015 22:00 - 28.06.2015 22:15","16978","17580"
"28.06.2015 22:15 - 28.06.2015 22:30","16993","17585"
"28.06.2015 22:30 - 28.06.2015 22:45","16844","17420"
"28.06.2015 22:45 - 28.06.2015 23:00","16657","17134"
"28.06.2015 23:00 - 28.06.2015 23:15","16367","16916"
"28.06.2015 23:15 - 28.06.2015 23:30","16082","16536"
"28.06.2015 23:30 - 28.06.2015 23:45","15794","16001"
"28.06.2015 23:45 - 29.06.2015 00:00","15575","15788"
"29.06.2015 00:00 - 29.06.2015 00:15","15520","15739"
"29.06.2015 00:15 - 29.06.2015 00:30","15352","15604"
"29.06.2015 00:30 - 29.06.2015 00:45","15178","15433"
"29.06.2015 00:45 - 29.06.2015 01:00","14996","15244"
"29.06.2015 01:00 - 29.06.2015 01:15","14842","15112"
"29.06.2015 01:15 - 29.06.2015 01:30","14710","14902"
"29.06.2015 01:30 - 29.06.2015 01:45","14612","14806"
"29.06.2015 01:45 - 29.06.2015 02:00","14513","14858"
"29.06.2015 02:00 - 29.06.2015 02:15","14411","14807"
"29.06.2015 02:15 - 29.06.2015 02:30","14331","14744"
"29.06.2015 02:30 - 29.06.2015 02:45","14326","14771"
"29.06.2015 02:45 - 29.06.2015 03:00","14292","14842"
"29.06.2015 03:00 - 29.06.2015 03:15","14319","14897"
"29.06.2015 03:15 - 29.06.2015 03:30","14303","14977"
"29.06.2015 03:30 - 29.06.2015 03:45","14300","14983"
"29.06.2015 03:45 - 29.06.2015 04:00","14344","15072"
"29.06.2015 04:00 - 29.06.2015 04:15","14497","15163"
"29.06.2015 04:15 - 29.06.2015 04:30","14580","15250"
"29.06.2015 04:30 - 29.06.2015 04:45","14760","15401"
"29.06.2015 04:45 - 29.06.2015 05:00","14997","15701"
"29.06.2015 05:00 - 29.06.2015 05:15","15322","16150"
"29.06.2015 05:15 - 29.06.2015 05:30","15500","16267"
"29.06.2015 05:30 - 29.06.2015 05:45","15919","16573"
"29.06.2015 05:45 - 29.06.2015 06:00","16484","17130"
"29.06.2015 06:00 - 29.06.2015 06:15","17935","18692"
"29.06.2015 06:15 - 29.06.2015 06:30","18826","19353"
"29.06.2015 06:30 - 29.06.2015 06:45","19533","20074"
"29.06.2015 06:45 - 29.06.2015 07:00","20083","20642"
"29.06.2015 07:00 - 29.06.2015 07:15","20858","21539"
"29.06.2015 07:15 - 29.06.2015 07:30","21241","21986"
"29.06.2015 07:30 - 29.06.2015 07:45","21590","22243"
"29.06.2015 07:45 - 29.06.2015 08:00","21926","22589"
"29.06.2015 08:00 - 29.06.2015 08:15","22419","23099"
"29.06.2015 08:15 - 29.06.2015 08:30","22704","23255"
"29.06.2015 08:30 - 29.06.2015 08:45","22922","22326"
"29.06.2015 08:45 - 29.06.2015 09:00","22966","22560"
"29.06.2015 09:00 - 29.06.2015 09:15","22909","22582"
"29.06.2015 09:15 - 29.06.2015 09:30","23122","22759"
"29.06.2015 09:30 - 29.06.2015 09:45","23311","22885"
"29.06.2015 09:45 - 29.06.2015 10:00","23441","22922"
"29.06.2015 10:00 - 29.06.2015 10:15","23577","23018"
"29.06.2015 10:15 - 29.06.2015 10:30","23748","23014"
"29.06.2015 10:30 - 29.06.2015 10:45","23960","23275"
"29.06.2015 10:45 - 29.06.2015 11:00","24106","23361"
"29.06.2015 11:00 - 29.06.2015 11:15","24255","23502"
"29.06.2015 11:15 - 29.06.2015 11:30","24358","23720"
"29.06.2015 11:30 - 29.06.2015 11:45","24460","24048"
"29.06.2015 11:45 - 29.06.2015 12:00","24494","23850"
"29.06.2015 12:00 - 29.06.2015 12:15","24300","23857"
"29.06.2015 12:15 - 29.06.2015 12:30","24223","23696"
"29.06.2015 12:30 - 29.06.2015 12:45","24245","23641"
"29.06.2015 12:45 - 29.06.2015 13:00","24251","23532"
"29.06.2015 13:00 - 29.06.2015 13:15","24259","23555"
"29.06.2015 13:15 - 29.06.2015 13:30","24166","23377"
"29.06.2015 13:30 - 29.06.2015 13:45","23960","23267"
"29.06.2015 13:45 - 29.06.2015 14:00","23726","22981"
"29.06.2015 14:00 - 29.06.2015 14:15","23686","22962"
"29.06.2015 14:15 - 29.06.2015 14:30","23657","22903"
"29.06.2015 14:30 - 29.06.2015 14:45","23600","23066"
"29.06.2015 14:45 - 29.06.2015 15:00","23479","22949"
"29.06.2015 15:00 - 29.06.2015 15:15","23431","22762"
"29.06.2015 15:15 - 29.06.2015 15:30","23286","22423"
"29.06.2015 15:30 - 29.06.2015 15:45","23101","22381"
"29.06.2015 15:45 - 29.06.2015 16:00","22959","22212"
"29.06.2015 16:00 - 29.06.2015 16:15","22826","22153"
"29.06.2015 16:15 - 29.06.2015 16:30","22685","22010"
"29.06.2015 16:30 - 29.06.2015 16:45","22503","21953"
"29.06.2015 16:45 - 29.06.2015 17:00","22325","21898"
"29.06.2015 17:00 - 29.06.2015 17:15","22314","21749"
"29.06.2015 17:15 - 29.06.2015 17:30","22291","21704"
"29.06.2015 17:30 - 29.06.2015 17:45","22290","21764"
"29.06.2015 17:45 - 29.06.2015 18:00","22247","21792"
"29.06.2015 18:00 - 29.06.2015 18:15","22046","21719"
"29.06.2015 18:15 - 29.06.2015 18:30","21986","21442"
"29.06.2015 18:30 - 29.06.2015 18:45","22024","21510"
"29.06.2015 18:45 - 29.06.2015 19:00","22051","21529"
"29.06.2015 19:00 - 29.06.2015 19:15","22003","21424"
"29.06.2015 19:15 - 29.06.2015 19:30","21789","21214"
"29.06.2015 19:30 - 29.06.2015 19:45","21680","21085"
"29.06.2015 19:45 - 29.06.2015 20:00","21479","21100"
"29.06.2015 20:00 - 29.06.2015 20:15","21274","20632"
"29.06.2015 20:15 - 29.06.2015 20:30","21018","20213"
"29.06.2015 20:30 - 29.06.2015 20:45","20761","20127"
"29.06.2015 20:45 - 29.06.2015 21:00","20530","19966"
"29.06.2015 21:00 - 29.06.2015 21:15","20248","19754"
"29.06.2015 21:15 - 29.06.2015 21:30","19994","19425"
"29.06.2015 21:30 - 29.06.2015 21:45","19730","19310"
"29.06.2015 21:45 - 29.06.2015 22:00","19550","19191"
"29.06.2015 22:00 - 29.06.2015 22:15","19392","19013"
"29.06.2015 22:15 - 29.06.2015 22:30","19279","18828"
"29.06.2015 22:30 - 29.06.2015 22:45","18980","18548"
"29.06.2015 22:45 - 29.06.2015 23:00","18673","18093"
"29.06.2015 23:00 - 29.06.2015 23:15","18196","17503"
"29.06.2015 23:15 - 29.06.2015 23:30","17840","17146"
"29.06.2015 23:30 - 29.06.2015 23:45","17513","16793"
"29.06.2015 23:45 - 30.06.2015 00:00","17275","16591"
"30.06.2015 00:00 - 30.06.2015 00:15","17135","16321"
"30.06.2015 00:15 - 30.06.2015 00:30","16955","16144"
"30.06.2015 00:30 - 30.06.2015 00:45","16729","15987"
"30.06.2015 00:45 - 30.06.2015 01:00","16536","15778"
"30.06.2015 01:00 - 30.06.2015 01:15","16329","15587"
"30.06.2015 01:15 - 30.06.2015 01:30","16188","15489"
"30.06.2015 01:30 - 30.06.2015 01:45","16094","15299"
"30.06.2015 01:45 - 30.06.2015 02:00","15991","15289"
"30.06.2015 02:00 - 30.06.2015 02:15","15855","15046"
"30.06.2015 02:15 - 30.06.2015 02:30","15754","14890"
"30.06.2015 02:30 - 30.06.2015 02:45","15768","15092"
"30.06.2015 02:45 - 30.06.2015 03:00","15759","15100"
"30.06.2015 03:00 - 30.06.2015 03:15","15761","15002"
"30.06.2015 03:15 - 30.06.2015 03:30","15707","15052"
"30.06.2015 03:30 - 30.06.2015 03:45","15700","15091"
"30.06.2015 03:45 - 30.06.2015 04:00","15719","15154"
"30.06.2015 04:00 - 30.06.2015 04:15","15821","15107"
"30.06.2015 04:15 - 30.06.2015 04:30","15863","15346"
"30.06.2015 04:30 - 30.06.2015 04:45","15993","15525"
"30.06.2015 04:45 - 30.06.2015 05:00","16167","15553"
"30.06.2015 05:00 - 30.06.2015 05:15","16407","15835"
"30.06.2015 05:15 - 30.06.2015 05:30","16522","16192"
"30.06.2015 05:30 - 30.06.2015 05:45","16841","16398"
"30.06.2015 05:45 - 30.06.2015 06:00","17292","16868"
"30.06.2015 06:00 - 30.06.2015 06:15","18628","18006"
"30.06.2015 06:15 - 30.06.2015 06:30","19456","18727"
"30.06.2015 06:30 - 30.06.2015 06:45","20095","19348"
"30.06.2015 06:45 - 30.06.2015 07:00","20589","19896"
"30.06.2015 07:00 - 30.06.2015 07:15","21285","20519"
"30.06.2015 07:15 - 30.06.2015 07:30","21669","20811"
"30.06.2015 07:30 - 30.06.2015 07:45","21953","21493"
"30.06.2015 07:45 - 30.06.2015 08:00","22268","21820"
"30.06.2015 08:00 - 30.06.2015 08:15","22690","22018"
"30.06.2015 08:15 - 30.06.2015 08:30","22937","22177"
"30.06.2015 08:30 - 30.06.2015 08:45","23115","22466"
"30.06.2015 08:45 - 30.06.2015 09:00","23126","22747"
"30.06.2015 09:00 - 30.06.2015 09:15","23058","22456"
"30.06.2015 09:15 - 30.06.2015 09:30","23229","22767"
"30.06.2015 09:30 - 30.06.2015 09:45","23396","23054"
"30.06.2015 09:45 - 30.06.2015 10:00","23563","23256"
"30.06.2015 10:00 - 30.06.2015 10:15","23691","23400"
"30.06.2015 10:15 - 30.06.2015 10:30","23888","23303"
"30.06.2015 10:30 - 30.06.2015 10:45","24094","23572"
"30.06.2015 10:45 - 30.06.2015 11:00","24242","23733"
"30.06.2015 11:00 - 30.06.2015 11:15","24313","23813"
"30.06.2015 11:15 - 30.06.2015 11:30","24396","24015"
"30.06.2015 11:30 - 30.06.2015 11:45","24536","24161"
"30.06.2015 11:45 - 30.06.2015 12:00","24547","24121"
"30.06.2015 12:00 - 30.06.2015 12:15","24362","23764"
"30.06.2015 12:15 - 30.06.2015 12:30","24301","23661"
"30.06.2015 12:30 - 30.06.2015 12:45","24334","23824"
"30.06.2015 12:45 - 30.06.2015 13:00","24354","23774"
"30.06.2015 13:00 - 30.06.2015 13:15","24366","23844"
"30.06.2015 13:15 - 30.06.2015 13:30","24245","23765"
"30.06.2015 13:30 - 30.06.2015 13:45","24023","23590"
"30.06.2015 13:45 - 30.06.2015 14:00","23781","23381"
"30.06.2015 14:00 - 30.06.2015 14:15","23706","22968"
"30.06.2015 14:15 - 30.06.2015 14:30","23634","23021"
"30.06.2015 14:30 - 30.06.2015 14:45","23624","22953"
"30.06.2015 14:45 - 30.06.2015 15:00","23547","22791"
"30.06.2015 15:00 - 30.06.2015 15:15","23474","22853"
"30.06.2015 15:15 - 30.06.2015 15:30","23289","22671"
"30.06.2015 15:30 - 30.06.2015 15:45","23143","22768"
"30.06.2015 15:45 - 30.06.2015 16:00","22999","22489"
"30.06.2015 16:00 - 30.06.2015 16:15","22851","22363"
"30.06.2015 16:15 - 30.06.2015 16:30","22715","22091"
"30.06.2015 16:30 - 30.06.2015 16:45","22589","22105"
"30.06.2015 16:45 - 30.06.2015 17:00","22429","21961"
"30.06.2015 17:00 - 30.06.2015 17:15","22391","21805"
"30.06.2015 17:15 - 30.06.2015 17:30","22377","21713"
"30.06.2015 17:30 - 30.06.2015 17:45","22383","21927"
"30.06.2015 17:45 - 30.06.2015 18:00","22374","21766"
"30.06.2015 18:00 - 30.06.2015 18:15","22117","21777"
"30.06.2015 18:15 - 30.06.2015 18:30","22050","21582"
"30.06.2015 18:30 - 30.06.2015 18:45","22092","21668"
"30.06.2015 18:45 - 30.06.2015 19:00","22123","21634"
"30.06.2015 19:00 - 30.06.2015 19:15","22045","21581"
"30.06.2015 19:15 - 30.06.2015 19:30","21853","21438"
"30.06.2015 19:30 - 30.06.2015 19:45","21753","21386"
"30.06.2015 19:45 - 30.06.2015 20:00","21584","21249"
"30.06.2015 20:00 - 30.06.2015 20:15","21402","20958"
"30.06.2015 20:15 - 30.06.2015 20:30","21153","20837"
"30.06.2015 20:30 - 30.06.2015 20:45","20933","20599"
"30.06.2015 20:45 - 30.06.2015 21:00","20721","20456"
"30.06.2015 21:00 - 30.06.2015 21:15","20407","20392"
"30.06.2015 21:15 - 30.06.2015 21:30","20161","20079"
"30.06.2015 21:30 - 30.06.2015 21:45","19900","19947"
"30.06.2015 21:45 - 30.06.2015 22:00","19703","19576"
"30.06.2015 22:00 - 30.06.2015 22:15","19609","19221"
"30.06.2015 22:15 - 30.06.2015 22:30","19477","19082"
"30.06.2015 22:30 - 30.06.2015 22:45","19195","18864"
"30.06.2015 22:45 - 30.06.2015 23:00","18902","18702"
"30.06.2015 23:00 - 30.06.2015 23:15","18463","18035"
"30.06.2015 23:15 - 30.06.2015 23:30","18083","17602"
"30.06.2015 23:30 - 30.06.2015 23:45","17752","17220"
"30.06.2015 23:45 - 01.07.2015 00:00","17494","16667"
"01.07.2015 00:00 - 01.07.2015 00:15","17518","16439"
"01.07.2015 00:15 - 01.07.2015 00:30","17323","16275"
"01.07.2015 00:30 - 01.07.2015 00:45","17070","16167"
"01.07.2015 00:45 - 01.07.2015 01:00","16889","15866"
"01.07.2015 01:00 - 01.07.2015 01:15","16676","15710"
"01.07.2015 01:15 - 01.07.2015 01:30","16532","15681"
"01.07.2015 01:30 - 01.07.2015 01:45","16442","15660"
"01.07.2015 01:45 - 01.07.2015 02:00","16333","15493"
"01.07.2015 02:00 - 01.07.2015 02:15","16190","15376"
"01.07.2015 02:15 - 01.07.2015 02:30","16095","15396"
"01.07.2015 02:30 - 01.07.2015 02:45","16115","15511"
"01.07.2015 02:45 - 01.07.2015 03:00","16086","15286"
"01.07.2015 03:00 - 01.07.2015 03:15","16079","15227"
"01.07.2015 03:15 - 01.07.2015 03:30","15995","15369"
"01.07.2015 03:30 - 01.07.2015 03:45","15990","15222"
"01.07.2015 03:45 - 01.07.2015 04:00","15992","15250"
"01.07.2015 04:00 - 01.07.2015 04:15","16128","15380"
"01.07.2015 04:15 - 01.07.2015 04:30","16137","15436"
"01.07.2015 04:30 - 01.07.2015 04:45","16269","15544"
"01.07.2015 04:45 - 01.07.2015 05:00","16421","15688"
"01.07.2015 05:00 - 01.07.2015 05:15","16663","16049"
"01.07.2015 05:15 - 01.07.2015 05:30","16782","16131"
"01.07.2015 05:30 - 01.07.2015 05:45","17095","16563"
"01.07.2015 05:45 - 01.07.2015 06:00","17569","17038"
"01.07.2015 06:00 - 01.07.2015 06:15","18897","18144"
"01.07.2015 06:15 - 01.07.2015 06:30","19753","19057"
"01.07.2015 06:30 - 01.07.2015 06:45","20424","18644"
"01.07.2015 06:45 - 01.07.2015 07:00","20914","19045"
"01.07.2015 07:00 - 01.07.2015 07:15","21602","19665"
"01.07.2015 07:15 - 01.07.2015 07:30","21988","20177"
"01.07.2015 07:30 - 01.07.2015 07:45","22286","20521"
"01.07.2015 07:45 - 01.07.2015 08:00","22572","22206"
"01.07.2015 08:00 - 01.07.2015 08:15","22979","22656"
"01.07.2015 08:15 - 01.07.2015 08:30","23246","22997"
"01.07.2015 08:30 - 01.07.2015 08:45","23469","23206"
"01.07.2015 08:45 - 01.07.2015 09:00","23517","23258"
"01.07.2015 09:00 - 01.07.2015 09:15","23420","23755"
"01.07.2015 09:15 - 01.07.2015 09:30","23617","23984"
"01.07.2015 09:30 - 01.07.2015 09:45","23792","24103"
"01.07.2015 09:45 - 01.07.2015 10:00","23949","24318"
"01.07.2015 10:00 - 01.07.2015 10:15","24098","25203"
"01.07.2015 10:15 - 01.07.2015 10:30","24292","25184"
"01.07.2015 10:30 - 01.07.2015 10:45","24474","25362"
"01.07.2015 10:45 - 01.07.2015 11:00","24632","25331"
"01.07.2015 11:00 - 01.07.2015 11:15","24738","25438"
"01.07.2015 11:15 - 01.07.2015 11:30","24837","25696"
"01.07.2015 11:30 - 01.07.2015 11:45","24926","25825"
"01.07.2015 11:45 - 01.07.2015 12:00","24957","25883"
"01.07.2015 12:00 - 01.07.2015 12:15","24766","25551"
"01.07.2015 12:15 - 01.07.2015 12:30","24699","25439"
"01.07.2015 12:30 - 01.07.2015 12:45","24764","25530"
"01.07.2015 12:45 - 01.07.2015 13:00","24776","25421"
"01.07.2015 13:00 - 01.07.2015 13:15","24802","25466"
"01.07.2015 13:15 - 01.07.2015 13:30","24681","25418"
"01.07.2015 13:30 - 01.07.2015 13:45","24477","25340"
"01.07.2015 13:45 - 01.07.2015 14:00","24236","25158"
"01.07.2015 14:00 - 01.07.2015 14:15","24201","24982"
"01.07.2015 14:15 - 01.07.2015 14:30","24167","24816"
"01.07.2015 14:30 - 01.07.2015 14:45","24136","24697"
"01.07.2015 14:45 - 01.07.2015 15:00","24044","24657"
"01.07.2015 15:00 - 01.07.2015 15:15","23982","24634"
"01.07.2015 15:15 - 01.07.2015 15:30","23816","24611"
"01.07.2015 15:30 - 01.07.2015 15:45","23672","24429"
"01.07.2015 15:45 - 01.07.2015 16:00","23565","24123"
"01.07.2015 16:00 - 01.07.2015 16:15","23415","23904"
"01.07.2015 16:15 - 01.07.2015 16:30","23274","23647"
"01.07.2015 16:30 - 01.07.2015 16:45","23153","23607"
"01.07.2015 16:45 - 01.07.2015 17:00","22989","23523"
"01.07.2015 17:00 - 01.07.2015 17:15","22920","23529"
"01.07.2015 17:15 - 01.07.2015 17:30","22915","23455"
"01.07.2015 17:30 - 01.07.2015 17:45","22929","23406"
"01.07.2015 17:45 - 01.07.2015 18:00","22899","23438"
"01.07.2015 18:00 - 01.07.2015 18:15","22579","23314"
"01.07.2015 18:15 - 01.07.2015 18:30","22515","23232"
"01.07.2015 18:30 - 01.07.2015 18:45","22564","23272"
"01.07.2015 18:45 - 01.07.2015 19:00","22603","23413"
"01.07.2015 19:00 - 01.07.2015 19:15","22494","23116"
"01.07.2015 19:15 - 01.07.2015 19:30","22323","22920"
"01.07.2015 19:30 - 01.07.2015 19:45","22226","23067"
"01.07.2015 19:45 - 01.07.2015 20:00","22062","23167"
"01.07.2015 20:00 - 01.07.2015 20:15","21856","22944"
"01.07.2015 20:15 - 01.07.2015 20:30","21590","22679"
"01.07.2015 20:30 - 01.07.2015 20:45","21346","22483"
"01.07.2015 20:45 - 01.07.2015 21:00","21160","22118"
"01.07.2015 21:00 - 01.07.2015 21:15","20837","22102"
"01.07.2015 21:15 - 01.07.2015 21:30","20593","21765"
"01.07.2015 21:30 - 01.07.2015 21:45","20373","21614"
"01.07.2015 21:45 - 01.07.2015 22:00","20196","21452"
"01.07.2015 22:00 - 01.07.2015 22:15","20164","21203"
"01.07.2015 22:15 - 01.07.2015 22:30","20076","21255"
"01.07.2015 22:30 - 01.07.2015 22:45","19789","21099"
"01.07.2015 22:45 - 01.07.2015 23:00","19504","20753"
"01.07.2015 23:00 - 01.07.2015 23:15","19025","20358"
"01.07.2015 23:15 - 01.07.2015 23:30","18637","20032"
"01.07.2015 23:30 - 01.07.2015 23:45","18298","19591"
"01.07.2015 23:45 - 02.07.2015 00:00","18027","19178"
"02.07.2015 00:00 - 02.07.2015 00:15","17820","18859"
"02.07.2015 00:15 - 02.07.2015 00:30","17613","18690"
"02.07.2015 00:30 - 02.07.2015 00:45","17400","18386"
"02.07.2015 00:45 - 02.07.2015 01:00","17192","18157"
"02.07.2015 01:00 - 02.07.2015 01:15","16959","17792"
"02.07.2015 01:15 - 02.07.2015 01:30","16835","17674"
"02.07.2015 01:30 - 02.07.2015 01:45","16744","17617"
"02.07.2015 01:45 - 02.07.2015 02:00","16651","17441"
"02.07.2015 02:00 - 02.07.2015 02:15","16485","17344"
"02.07.2015 02:15 - 02.07.2015 02:30","16400","17211"
"02.07.2015 02:30 - 02.07.2015 02:45","16414","17210"
"02.07.2015 02:45 - 02.07.2015 03:00","16351","17179"
"02.07.2015 03:00 - 02.07.2015 03:15","16321","17061"
"02.07.2015 03:15 - 02.07.2015 03:30","16268","17068"
"02.07.2015 03:30 - 02.07.2015 03:45","16249","17046"
"02.07.2015 03:45 - 02.07.2015 04:00","16213","16958"
"02.07.2015 04:00 - 02.07.2015 04:15","16322","17179"
"02.07.2015 04:15 - 02.07.2015 04:30","16342","17349"
"02.07.2015 04:30 - 02.07.2015 04:45","16480","17418"
"02.07.2015 04:45 - 02.07.2015 05:00","16616","17480"
"02.07.2015 05:00 - 02.07.2015 05:15","16828","17768"
"02.07.2015 05:15 - 02.07.2015 05:30","16981","17948"
"02.07.2015 05:30 - 02.07.2015 05:45","17265","18261"
"02.07.2015 05:45 - 02.07.2015 06:00","17708","18739"
"02.07.2015 06:00 - 02.07.2015 06:15","19063","20147"
"02.07.2015 06:15 - 02.07.2015 06:30","19946","20863"
"02.07.2015 06:30 - 02.07.2015 06:45","20659","21453"
"02.07.2015 06:45 - 02.07.2015 07:00","21162","21975"
"02.07.2015 07:00 - 02.07.2015 07:15","21875","22683"
"02.07.2015 07:15 - 02.07.2015 07:30","22305","23297"
"02.07.2015 07:30 - 02.07.2015 07:45","22594","23780"
"02.07.2015 07:45 - 02.07.2015 08:00","22874","24081"
"02.07.2015 08:00 - 02.07.2015 08:15","23272","24539"
"02.07.2015 08:15 - 02.07.2015 08:30","23520","24823"
"02.07.2015 08:30 - 02.07.2015 08:45","23778","25072"
"02.07.2015 08:45 - 02.07.2015 09:00","23851","25170"
"02.07.2015 09:00 - 02.07.2015 09:15","23783","25086"
"02.07.2015 09:15 - 02.07.2015 09:30","24019","25387"
"02.07.2015 09:30 - 02.07.2015 09:45","24218","25458"
"02.07.2015 09:45 - 02.07.2015 10:00","24410","25640"
"02.07.2015 10:00 - 02.07.2015 10:15","24493","25651"
"02.07.2015 10:15 - 02.07.2015 10:30","24659","25783"
"02.07.2015 10:30 - 02.07.2015 10:45","24871","26030"
"02.07.2015 10:45 - 02.07.2015 11:00","25035","26013"
"02.07.2015 11:00 - 02.07.2015 11:15","25200","26027"
"02.07.2015 11:15 - 02.07.2015 11:30","25292","26120"
"02.07.2015 11:30 - 02.07.2015 11:45","25380","26263"
"02.07.2015 11:45 - 02.07.2015 12:00","25412","26286"
"02.07.2015 12:00 - 02.07.2015 12:15","25226","25995"
"02.07.2015 12:15 - 02.07.2015 12:30","25191","25800"
"02.07.2015 12:30 - 02.07.2015 12:45","25261","25965"
"02.07.2015 12:45 - 02.07.2015 13:00","25287","25941"
"02.07.2015 13:00 - 02.07.2015 13:15","25327","25831"
"02.07.2015 13:15 - 02.07.2015 13:30","25227","25817"
"02.07.2015 13:30 - 02.07.2015 13:45","25038","25660"
"02.07.2015 13:45 - 02.07.2015 14:00","24788","25288"
"02.07.2015 14:00 - 02.07.2015 14:15","24764","25067"
"02.07.2015 14:15 - 02.07.2015 14:30","24748","25189"
"02.07.2015 14:30 - 02.07.2015 14:45","24740","25121"
"02.07.2015 14:45 - 02.07.2015 15:00","24663","24901"
"02.07.2015 15:00 - 02.07.2015 15:15","24606","24929"
"02.07.2015 15:15 - 02.07.2015 15:30","24453","24771"
"02.07.2015 15:30 - 02.07.2015 15:45","24303","24791"
"02.07.2015 15:45 - 02.07.2015 16:00","24171","24639"
"02.07.2015 16:00 - 02.07.2015 16:15","23983","24139"
"02.07.2015 16:15 - 02.07.2015 16:30","23834","23973"
"02.07.2015 16:30 - 02.07.2015 16:45","23710","23928"
"02.07.2015 16:45 - 02.07.2015 17:00","23579","23947"
"02.07.2015 17:00 - 02.07.2015 17:15","23530","23865"
"02.07.2015 17:15 - 02.07.2015 17:30","23452","23834"
"02.07.2015 17:30 - 02.07.2015 17:45","23387","23740"
"02.07.2015 17:45 - 02.07.2015 18:00","23307","23637"
"02.07.2015 18:00 - 02.07.2015 18:15","22917","23239"
"02.07.2015 18:15 - 02.07.2015 18:30","22847","23255"
"02.07.2015 18:30 - 02.07.2015 18:45","22867","23332"
"02.07.2015 18:45 - 02.07.2015 19:00","22926","22981"
"02.07.2015 19:00 - 02.07.2015 19:15","22782","22879"
"02.07.2015 19:15 - 02.07.2015 19:30","22627","22683"
"02.07.2015 19:30 - 02.07.2015 19:45","22531","22629"
"02.07.2015 19:45 - 02.07.2015 20:00","22335","22576"
"02.07.2015 20:00 - 02.07.2015 20:15","22123","22774"
"02.07.2015 20:15 - 02.07.2015 20:30","21845","22683"
"02.07.2015 20:30 - 02.07.2015 20:45","21560","22443"
"02.07.2015 20:45 - 02.07.2015 21:00","21366","22235"
"02.07.2015 21:00 - 02.07.2015 21:15","20991","22084"
"02.07.2015 21:15 - 02.07.2015 21:30","20734","21796"
"02.07.2015 21:30 - 02.07.2015 21:45","20467","21631"
"02.07.2015 21:45 - 02.07.2015 22:00","20354","21470"
"02.07.2015 22:00 - 02.07.2015 22:15","20347","21455"
"02.07.2015 22:15 - 02.07.2015 22:30","20314","21215"
"02.07.2015 22:30 - 02.07.2015 22:45","20012","20874"
"02.07.2015 22:45 - 02.07.2015 23:00","19750","20447"
"02.07.2015 23:00 - 02.07.2015 23:15","19324","20122"
"02.07.2015 23:15 - 02.07.2015 23:30","18920","19729"
"02.07.2015 23:30 - 02.07.2015 23:45","18612","19340"
"02.07.2015 23:45 - 03.07.2015 00:00","18373","18936"
"03.07.2015 00:00 - 03.07.2015 00:15","17716","18616"
"03.07.2015 00:15 - 03.07.2015 00:30","17497","18495"
"03.07.2015 00:30 - 03.07.2015 00:45","17287","18140"
"03.07.2015 00:45 - 03.07.2015 01:00","17118","17781"
"03.07.2015 01:00 - 03.07.2015 01:15","16890","17648"
"03.07.2015 01:15 - 03.07.2015 01:30","16739","17494"
"03.07.2015 01:30 - 03.07.2015 01:45","16643","17332"
"03.07.2015 01:45 - 03.07.2015 02:00","16556","17139"
"03.07.2015 02:00 - 03.07.2015 02:15","16375","17029"
"03.07.2015 02:15 - 03.07.2015 02:30","16269","16909"
"03.07.2015 02:30 - 03.07.2015 02:45","16256","17011"
"03.07.2015 02:45 - 03.07.2015 03:00","16198","16964"
"03.07.2015 03:00 - 03.07.2015 03:15","16197","16901"
"03.07.2015 03:15 - 03.07.2015 03:30","16156","16837"
"03.07.2015 03:30 - 03.07.2015 03:45","16114","16737"
"03.07.2015 03:45 - 03.07.2015 04:00","16083","16790"
"03.07.2015 04:00 - 03.07.2015 04:15","16182","16961"
"03.07.2015 04:15 - 03.07.2015 04:30","16197","17116"
"03.07.2015 04:30 - 03.07.2015 04:45","16316","17298"
"03.07.2015 04:45 - 03.07.2015 05:00","16445","17449"
"03.07.2015 05:00 - 03.07.2015 05:15","16677","17727"
"03.07.2015 05:15 - 03.07.2015 05:30","16831","17760"
