"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"13.12.2015 12:00 - 13.12.2015 12:15","19491","17389"
"13.12.2015 12:15 - 13.12.2015 12:30","19150","17199"
"13.12.2015 12:30 - 13.12.2015 12:45","18845","17149"
"13.12.2015 12:45 - 13.12.2015 13:00","18763","16923"
"13.12.2015 13:00 - 13.12.2015 13:15","18618","16751"
"13.12.2015 13:15 - 13.12.2015 13:30","18538","16502"
"13.12.2015 13:30 - 13.12.2015 13:45","18373","16302"
"13.12.2015 13:45 - 13.12.2015 14:00","18400","16138"
"13.12.2015 14:00 - 13.12.2015 14:15","17981","15998"
"13.12.2015 14:15 - 13.12.2015 14:30","17962","16031"
"13.12.2015 14:30 - 13.12.2015 14:45","17961","15910"
"13.12.2015 14:45 - 13.12.2015 15:00","17794","15927"
"13.12.2015 15:00 - 13.12.2015 15:15","17818","16039"
"13.12.2015 15:15 - 13.12.2015 15:30","18140","15973"
"13.12.2015 15:30 - 13.12.2015 15:45","17520","16010"
"13.12.2015 15:45 - 13.12.2015 16:00","18078","16114"
"13.12.2015 16:00 - 13.12.2015 16:15","17817","16308"
"13.12.2015 16:15 - 13.12.2015 16:30","18315","16665"
"13.12.2015 16:30 - 13.12.2015 16:45","18606","17110"
"13.12.2015 16:45 - 13.12.2015 17:00","19179","17492"
"13.12.2015 17:00 - 13.12.2015 17:15","19704","17729"
"13.12.2015 17:15 - 13.12.2015 17:30","19799","17888"
"13.12.2015 17:30 - 13.12.2015 17:45","19878","18200"
"13.12.2015 17:45 - 13.12.2015 18:00","19981","18283"
"13.12.2015 18:00 - 13.12.2015 18:15","20338","18348"
"13.12.2015 18:15 - 13.12.2015 18:30","19872","18322"
"13.12.2015 18:30 - 13.12.2015 18:45","20270","18227"
"13.12.2015 18:45 - 13.12.2015 19:00","20100","18154"
"13.12.2015 19:00 - 13.12.2015 19:15","19864","18096"
"13.12.2015 19:15 - 13.12.2015 19:30","20028","17918"
"13.12.2015 19:30 - 13.12.2015 19:45","19634","17695"
"13.12.2015 19:45 - 13.12.2015 20:00","19462","17529"
"13.12.2015 20:00 - 13.12.2015 20:15","19292","17416"
"13.12.2015 20:15 - 13.12.2015 20:30","18969","17114"
"13.12.2015 20:30 - 13.12.2015 20:45","18824","16837"
"13.12.2015 20:45 - 13.12.2015 21:00","18556","16628"
"13.12.2015 21:00 - 13.12.2015 21:15","18251","16640"
"13.12.2015 21:15 - 13.12.2015 21:30","18253","16531"
"13.12.2015 21:30 - 13.12.2015 21:45","18026","16428"
"13.12.2015 21:45 - 13.12.2015 22:00","17965","16333"
"13.12.2015 22:00 - 13.12.2015 22:15","18075","16897"
"13.12.2015 22:15 - 13.12.2015 22:30","17965","16710"
"13.12.2015 22:30 - 13.12.2015 22:45","17620","16400"
"13.12.2015 22:45 - 13.12.2015 23:00","17322","16161"
"13.12.2015 23:00 - 13.12.2015 23:15","16878","15841"
"13.12.2015 23:15 - 13.12.2015 23:30","16516","15519"
"13.12.2015 23:30 - 13.12.2015 23:45","16108","15192"
"13.12.2015 23:45 - 14.12.2015 00:00","15803","14963"
"14.12.2015 00:00 - 14.12.2015 00:15","15474","14865"
"14.12.2015 00:15 - 14.12.2015 00:30","15250","14552"
"14.12.2015 00:30 - 14.12.2015 00:45","14999","14381"
"14.12.2015 00:45 - 14.12.2015 01:00","14768","14227"
"14.12.2015 01:00 - 14.12.2015 01:15","14583","13968"
"14.12.2015 01:15 - 14.12.2015 01:30","14423","13970"
"14.12.2015 01:30 - 14.12.2015 01:45","14330","13897"
"14.12.2015 01:45 - 14.12.2015 02:00","14256","13699"
"14.12.2015 02:00 - 14.12.2015 02:15","14156","13626"
"14.12.2015 02:15 - 14.12.2015 02:30","13983","13512"
"14.12.2015 02:30 - 14.12.2015 02:45","13901","13471"
"14.12.2015 02:45 - 14.12.2015 03:00","13872","13513"
"14.12.2015 03:00 - 14.12.2015 03:15","14064","13567"
"14.12.2015 03:15 - 14.12.2015 03:30","14058","13701"
"14.12.2015 03:30 - 14.12.2015 03:45","13885","13698"
"14.12.2015 03:45 - 14.12.2015 04:00","13935","13755"
"14.12.2015 04:00 - 14.12.2015 04:15","14177","13893"
"14.12.2015 04:15 - 14.12.2015 04:30","14493","13990"
"14.12.2015 04:30 - 14.12.2015 04:45","14300","14245"
"14.12.2015 04:45 - 14.12.2015 05:00","14520","14434"
"14.12.2015 05:00 - 14.12.2015 05:15","15310","14887"
"14.12.2015 05:15 - 14.12.2015 05:30","15180","15316"
"14.12.2015 05:30 - 14.12.2015 05:45","15818","15907"
"14.12.2015 05:45 - 14.12.2015 06:00","16476","16664"
"14.12.2015 06:00 - 14.12.2015 06:15","17582","17652"
"14.12.2015 06:15 - 14.12.2015 06:30","18251","18575"
"14.12.2015 06:30 - 14.12.2015 06:45","19201","19474"
"14.12.2015 06:45 - 14.12.2015 07:00","19866","20157"
"14.12.2015 07:00 - 14.12.2015 07:15","20650","20983"
"14.12.2015 07:15 - 14.12.2015 07:30","21072","21436"
"14.12.2015 07:30 - 14.12.2015 07:45","21520","21923"
"14.12.2015 07:45 - 14.12.2015 08:00","21615","22152"
"14.12.2015 08:00 - 14.12.2015 08:15","22133","22229"
"14.12.2015 08:15 - 14.12.2015 08:30","22222","22229"
"14.12.2015 08:30 - 14.12.2015 08:45","22110","22410"
"14.12.2015 08:45 - 14.12.2015 09:00","22169","22408"
"14.12.2015 09:00 - 14.12.2015 09:15","22015","22369"
"14.12.2015 09:15 - 14.12.2015 09:30","22086","22488"
"14.12.2015 09:30 - 14.12.2015 09:45","22201","22540"
"14.12.2015 09:45 - 14.12.2015 10:00","22218","22463"
"14.12.2015 10:00 - 14.12.2015 10:15","22217","22634"
"14.12.2015 10:15 - 14.12.2015 10:30","22051","22753"
"14.12.2015 10:30 - 14.12.2015 10:45","22362","23016"
"14.12.2015 10:45 - 14.12.2015 11:00","22278","23092"
"14.12.2015 11:00 - 14.12.2015 11:15","22537","23001"
"14.12.2015 11:15 - 14.12.2015 11:30","22296","23014"
"14.12.2015 11:30 - 14.12.2015 11:45","22734","22982"
"14.12.2015 11:45 - 14.12.2015 12:00","22548","22949"
"14.12.2015 12:00 - 14.12.2015 12:15","22131","22846"
"14.12.2015 12:15 - 14.12.2015 12:30","22029","22724"
"14.12.2015 12:30 - 14.12.2015 12:45","22106","22725"
"14.12.2015 12:45 - 14.12.2015 13:00","22579","22654"
"14.12.2015 13:00 - 14.12.2015 13:15","22593","22705"
"14.12.2015 13:15 - 14.12.2015 13:30","22495","22682"
"14.12.2015 13:30 - 14.12.2015 13:45","22533","22473"
"14.12.2015 13:45 - 14.12.2015 14:00","22294","22301"
"14.12.2015 14:00 - 14.12.2015 14:15","21841","22249"
"14.12.2015 14:15 - 14.12.2015 14:30","22101","21946"
"14.12.2015 14:30 - 14.12.2015 14:45","22136","21828"
"14.12.2015 14:45 - 14.12.2015 15:00","21879","21907"
"14.12.2015 15:00 - 14.12.2015 15:15","22473","21824"
"14.12.2015 15:15 - 14.12.2015 15:30","21885","21774"
"14.12.2015 15:30 - 14.12.2015 15:45","21966","21801"
"14.12.2015 15:45 - 14.12.2015 16:00","21614","21949"
"14.12.2015 16:00 - 14.12.2015 16:15","22225","21968"
"14.12.2015 16:15 - 14.12.2015 16:30","22229","22335"
"14.12.2015 16:30 - 14.12.2015 16:45","22608","22897"
"14.12.2015 16:45 - 14.12.2015 17:00","23052","23204"
"14.12.2015 17:00 - 14.12.2015 17:15","22935","23085"
"14.12.2015 17:15 - 14.12.2015 17:30","23477","23163"
"14.12.2015 17:30 - 14.12.2015 17:45","23109","23149"
"14.12.2015 17:45 - 14.12.2015 18:00","23337","23112"
"14.12.2015 18:00 - 14.12.2015 18:15","23483","23012"
"14.12.2015 18:15 - 14.12.2015 18:30","22794","22910"
"14.12.2015 18:30 - 14.12.2015 18:45","23212","22936"
"14.12.2015 18:45 - 14.12.2015 19:00","22887","22771"
"14.12.2015 19:00 - 14.12.2015 19:15","22891","22560"
"14.12.2015 19:15 - 14.12.2015 19:30","22802","22199"
"14.12.2015 19:30 - 14.12.2015 19:45","22649","22052"
"14.12.2015 19:45 - 14.12.2015 20:00","22295","21764"
"14.12.2015 20:00 - 14.12.2015 20:15","22081","21462"
"14.12.2015 20:15 - 14.12.2015 20:30","21424","21084"
"14.12.2015 20:30 - 14.12.2015 20:45","21113","20557"
"14.12.2015 20:45 - 14.12.2015 21:00","20954","20123"
"14.12.2015 21:00 - 14.12.2015 21:15","20388","20032"
"14.12.2015 21:15 - 14.12.2015 21:30","20263","19709"
"14.12.2015 21:30 - 14.12.2015 21:45","20027","19285"
"14.12.2015 21:45 - 14.12.2015 22:00","19573","18924"
"14.12.2015 22:00 - 14.12.2015 22:15","19437","19260"
"14.12.2015 22:15 - 14.12.2015 22:30","19417","19102"
"14.12.2015 22:30 - 14.12.2015 22:45","18997","18561"
"14.12.2015 22:45 - 14.12.2015 23:00","18534","18143"
"14.12.2015 23:00 - 14.12.2015 23:15","18052","17782"
"14.12.2015 23:15 - 14.12.2015 23:30","17510","17273"
"14.12.2015 23:30 - 14.12.2015 23:45","17188","16890"
"14.12.2015 23:45 - 15.12.2015 00:00","16845","16594"
"15.12.2015 00:00 - 15.12.2015 00:15","16043","16316"
"15.12.2015 00:15 - 15.12.2015 00:30","15643","16047"
"15.12.2015 00:30 - 15.12.2015 00:45","15428","15670"
"15.12.2015 00:45 - 15.12.2015 01:00","15533","15484"
"15.12.2015 01:00 - 15.12.2015 01:15","14884","15450"
"15.12.2015 01:15 - 15.12.2015 01:30","14815","15231"
"15.12.2015 01:30 - 15.12.2015 01:45","14698","15112"
"15.12.2015 01:45 - 15.12.2015 02:00","14705","14934"
"15.12.2015 02:00 - 15.12.2015 02:15","14855","14619"
"15.12.2015 02:15 - 15.12.2015 02:30","14419","14478"
"15.12.2015 02:30 - 15.12.2015 02:45","14247","14468"
"15.12.2015 02:45 - 15.12.2015 03:00","14097","14389"
"15.12.2015 03:00 - 15.12.2015 03:15","14382","14510"
"15.12.2015 03:15 - 15.12.2015 03:30","14659","14473"
"15.12.2015 03:30 - 15.12.2015 03:45","14358","14448"
"15.12.2015 03:45 - 15.12.2015 04:00","14696","14510"
"15.12.2015 04:00 - 15.12.2015 04:15","14659","14664"
"15.12.2015 04:15 - 15.12.2015 04:30","15106","14906"
"15.12.2015 04:30 - 15.12.2015 04:45","14681","15096"
"15.12.2015 04:45 - 15.12.2015 05:00","14786","15184"
"15.12.2015 05:00 - 15.12.2015 05:15","15635","15588"
"15.12.2015 05:15 - 15.12.2015 05:30","15572","15746"
"15.12.2015 05:30 - 15.12.2015 05:45","16271","16176"
"15.12.2015 05:45 - 15.12.2015 06:00","16650","16823"
"15.12.2015 06:00 - 15.12.2015 06:15","17693","17625"
"15.12.2015 06:15 - 15.12.2015 06:30","18472","18555"
"15.12.2015 06:30 - 15.12.2015 06:45","19540","19386"
"15.12.2015 06:45 - 15.12.2015 07:00","20190","20108"
"15.12.2015 07:00 - 15.12.2015 07:15","20940","20824"
"15.12.2015 07:15 - 15.12.2015 07:30","20802","21158"
"15.12.2015 07:30 - 15.12.2015 07:45","21300","21526"
"15.12.2015 07:45 - 15.12.2015 08:00","21468","22011"
"15.12.2015 08:00 - 15.12.2015 08:15","21879","22299"
"15.12.2015 08:15 - 15.12.2015 08:30","21866","22289"
"15.12.2015 08:30 - 15.12.2015 08:45","21621","22289"
"15.12.2015 08:45 - 15.12.2015 09:00","21707","22267"
"15.12.2015 09:00 - 15.12.2015 09:15","21683","22063"
"15.12.2015 09:15 - 15.12.2015 09:30","21735","22079"
"15.12.2015 09:30 - 15.12.2015 09:45","21666","22122"
"15.12.2015 09:45 - 15.12.2015 10:00","21480","22221"
"15.12.2015 10:00 - 15.12.2015 10:15","21587","22279"
"15.12.2015 10:15 - 15.12.2015 10:30","21394","22317"
"15.12.2015 10:30 - 15.12.2015 10:45","21663","22266"
"15.12.2015 10:45 - 15.12.2015 11:00","21749","22328"
"15.12.2015 11:00 - 15.12.2015 11:15","21867","22489"
"15.12.2015 11:15 - 15.12.2015 11:30","21743","22498"
"15.12.2015 11:30 - 15.12.2015 11:45","21849","22584"
"15.12.2015 11:45 - 15.12.2015 12:00","22015","22529"
"15.12.2015 12:00 - 15.12.2015 12:15","21895","22312"
"15.12.2015 12:15 - 15.12.2015 12:30","21479","22171"
"15.12.2015 12:30 - 15.12.2015 12:45","21395","22180"
"15.12.2015 12:45 - 15.12.2015 13:00","22100","22100"
"15.12.2015 13:00 - 15.12.2015 13:15","21957","22156"
"15.12.2015 13:15 - 15.12.2015 13:30","21786","22185"
"15.12.2015 13:30 - 15.12.2015 13:45","21851","22010"
"15.12.2015 13:45 - 15.12.2015 14:00","21397","21812"
"15.12.2015 14:00 - 15.12.2015 14:15","21374","21751"
"15.12.2015 14:15 - 15.12.2015 14:30","21467","21517"
"15.12.2015 14:30 - 15.12.2015 14:45","21422","21541"
"15.12.2015 14:45 - 15.12.2015 15:00","21562","21494"
"15.12.2015 15:00 - 15.12.2015 15:15","21469","21690"
"15.12.2015 15:15 - 15.12.2015 15:30","21082","21707"
"15.12.2015 15:30 - 15.12.2015 15:45","21303","21669"
"15.12.2015 15:45 - 15.12.2015 16:00","20817","21661"
"15.12.2015 16:00 - 15.12.2015 16:15","21428","22017"
"15.12.2015 16:15 - 15.12.2015 16:30","21492","22293"
"15.12.2015 16:30 - 15.12.2015 16:45","22048","22627"
"15.12.2015 16:45 - 15.12.2015 17:00","22605","22708"
"15.12.2015 17:00 - 15.12.2015 17:15","22711","22788"
"15.12.2015 17:15 - 15.12.2015 17:30","23201","22864"
"15.12.2015 17:30 - 15.12.2015 17:45","23096","22971"
"15.12.2015 17:45 - 15.12.2015 18:00","23090","22967"
"15.12.2015 18:00 - 15.12.2015 18:15","23111","22664"
"15.12.2015 18:15 - 15.12.2015 18:30","22349","22626"
"15.12.2015 18:30 - 15.12.2015 18:45","22845","22552"
"15.12.2015 18:45 - 15.12.2015 19:00","22475","22445"
"15.12.2015 19:00 - 15.12.2015 19:15","22462","22426"
"15.12.2015 19:15 - 15.12.2015 19:30","22146","22160"
"15.12.2015 19:30 - 15.12.2015 19:45","22013","22050"
"15.12.2015 19:45 - 15.12.2015 20:00","21661","21756"
"15.12.2015 20:00 - 15.12.2015 20:15","21353","21266"
"15.12.2015 20:15 - 15.12.2015 20:30","20810","20817"
"15.12.2015 20:30 - 15.12.2015 20:45","20227","20327"
"15.12.2015 20:45 - 15.12.2015 21:00","20023","19873"
"15.12.2015 21:00 - 15.12.2015 21:15","19775","19853"
"15.12.2015 21:15 - 15.12.2015 21:30","19787","19732"
"15.12.2015 21:30 - 15.12.2015 21:45","19555","19322"
"15.12.2015 21:45 - 15.12.2015 22:00","18977","19012"
"15.12.2015 22:00 - 15.12.2015 22:15","18985","19355"
"15.12.2015 22:15 - 15.12.2015 22:30","18950","19015"
"15.12.2015 22:30 - 15.12.2015 22:45","18407","18563"
"15.12.2015 22:45 - 15.12.2015 23:00","18005","18035"
"15.12.2015 23:00 - 15.12.2015 23:15","17754","17478"
"15.12.2015 23:15 - 15.12.2015 23:30","17267","17071"
"15.12.2015 23:30 - 15.12.2015 23:45","16748","16946"
"15.12.2015 23:45 - 16.12.2015 00:00","16498","16533"
"16.12.2015 00:00 - 16.12.2015 00:15","16312","16271"
"16.12.2015 00:15 - 16.12.2015 00:30","15941","15959"
"16.12.2015 00:30 - 16.12.2015 00:45","15688","15765"
"16.12.2015 00:45 - 16.12.2015 01:00","15618","15602"
"16.12.2015 01:00 - 16.12.2015 01:15","15156","15398"
"16.12.2015 01:15 - 16.12.2015 01:30","14990","15269"
"16.12.2015 01:30 - 16.12.2015 01:45","14778","15091"
"16.12.2015 01:45 - 16.12.2015 02:00","14747","14925"
"16.12.2015 02:00 - 16.12.2015 02:15","14814","14686"
"16.12.2015 02:15 - 16.12.2015 02:30","14565","14509"
"16.12.2015 02:30 - 16.12.2015 02:45","14347","14586"
"16.12.2015 02:45 - 16.12.2015 03:00","14107","14645"
"16.12.2015 03:00 - 16.12.2015 03:15","14415","14612"
"16.12.2015 03:15 - 16.12.2015 03:30","14598","14727"
"16.12.2015 03:30 - 16.12.2015 03:45","14245","14819"
"16.12.2015 03:45 - 16.12.2015 04:00","14450","14785"
"16.12.2015 04:00 - 16.12.2015 04:15","14664","14973"
"16.12.2015 04:15 - 16.12.2015 04:30","15121","15144"
"16.12.2015 04:30 - 16.12.2015 04:45","14585","15283"
"16.12.2015 04:45 - 16.12.2015 05:00","14865","15452"
"16.12.2015 05:00 - 16.12.2015 05:15","15821","15807"
"16.12.2015 05:15 - 16.12.2015 05:30","15451","16081"
"16.12.2015 05:30 - 16.12.2015 05:45","16191","16543"
"16.12.2015 05:45 - 16.12.2015 06:00","16472","17233"
"16.12.2015 06:00 - 16.12.2015 06:15","17235","18214"
"16.12.2015 06:15 - 16.12.2015 06:30","18124","19180"
"16.12.2015 06:30 - 16.12.2015 06:45","19341","19827"
"16.12.2015 06:45 - 16.12.2015 07:00","19742","20371"
"16.12.2015 07:00 - 16.12.2015 07:15","20622","21144"
"16.12.2015 07:15 - 16.12.2015 07:30","20740","21543"
"16.12.2015 07:30 - 16.12.2015 07:45","21468","22017"
"16.12.2015 07:45 - 16.12.2015 08:00","21395","22342"
"16.12.2015 08:00 - 16.12.2015 08:15","22032","22694"
"16.12.2015 08:15 - 16.12.2015 08:30","22028","22712"
"16.12.2015 08:30 - 16.12.2015 08:45","21923","22559"
"16.12.2015 08:45 - 16.12.2015 09:00","22082","22600"
"16.12.2015 09:00 - 16.12.2015 09:15","22120","22482"
"16.12.2015 09:15 - 16.12.2015 09:30","22114","22414"
"16.12.2015 09:30 - 16.12.2015 09:45","22286","22481"
"16.12.2015 09:45 - 16.12.2015 10:00","21898","22538"
"16.12.2015 10:00 - 16.12.2015 10:15","22262","22714"
"16.12.2015 10:15 - 16.12.2015 10:30","21866","22884"
"16.12.2015 10:30 - 16.12.2015 10:45","22417","22989"
"16.12.2015 10:45 - 16.12.2015 11:00","22435","23050"
"16.12.2015 11:00 - 16.12.2015 11:15","22646","22983"
"16.12.2015 11:15 - 16.12.2015 11:30","22665","23164"
"16.12.2015 11:30 - 16.12.2015 11:45","22464","23322"
"16.12.2015 11:45 - 16.12.2015 12:00","22418","23326"
"16.12.2015 12:00 - 16.12.2015 12:15","22395","23285"
"16.12.2015 12:15 - 16.12.2015 12:30","22291","23237"
"16.12.2015 12:30 - 16.12.2015 12:45","22035","22995"
"16.12.2015 12:45 - 16.12.2015 13:00","22501","22808"
"16.12.2015 13:00 - 16.12.2015 13:15","22410","22905"
"16.12.2015 13:15 - 16.12.2015 13:30","21990","22995"
"16.12.2015 13:30 - 16.12.2015 13:45","22151","22677"
"16.12.2015 13:45 - 16.12.2015 14:00","22088","22610"
"16.12.2015 14:00 - 16.12.2015 14:15","21301","22463"
"16.12.2015 14:15 - 16.12.2015 14:30","21153","22431"
"16.12.2015 14:30 - 16.12.2015 14:45","20929","22410"
"16.12.2015 14:45 - 16.12.2015 15:00","21440","22351"
"16.12.2015 15:00 - 16.12.2015 15:15","21181","22374"
"16.12.2015 15:15 - 16.12.2015 15:30","20957","22248"
"16.12.2015 15:30 - 16.12.2015 15:45","21147","22280"
"16.12.2015 15:45 - 16.12.2015 16:00","20674","22391"
"16.12.2015 16:00 - 16.12.2015 16:15","21109","22431"
"16.12.2015 16:15 - 16.12.2015 16:30","21288","22679"
"16.12.2015 16:30 - 16.12.2015 16:45","21867","22974"
"16.12.2015 16:45 - 16.12.2015 17:00","22414","23113"
"16.12.2015 17:00 - 16.12.2015 17:15","22288","23279"
"16.12.2015 17:15 - 16.12.2015 17:30","22220","23433"
"16.12.2015 17:30 - 16.12.2015 17:45","22419","23437"
"16.12.2015 17:45 - 16.12.2015 18:00","22448","23334"
"16.12.2015 18:00 - 16.12.2015 18:15","22523","23019"
"16.12.2015 18:15 - 16.12.2015 18:30","21871","22794"
"16.12.2015 18:30 - 16.12.2015 18:45","22311","22820"
"16.12.2015 18:45 - 16.12.2015 19:00","21922","22705"
"16.12.2015 19:00 - 16.12.2015 19:15","22140","22301"
"16.12.2015 19:15 - 16.12.2015 19:30","21744","22124"
"16.12.2015 19:30 - 16.12.2015 19:45","21562","21824"
"16.12.2015 19:45 - 16.12.2015 20:00","21248","21497"
"16.12.2015 20:00 - 16.12.2015 20:15","20717","21172"
"16.12.2015 20:15 - 16.12.2015 20:30","20486","20567"
"16.12.2015 20:30 - 16.12.2015 20:45","19869","20253"
"16.12.2015 20:45 - 16.12.2015 21:00","19851","19813"
"16.12.2015 21:00 - 16.12.2015 21:15","19410","19584"
"16.12.2015 21:15 - 16.12.2015 21:30","19414","19336"
"16.12.2015 21:30 - 16.12.2015 21:45","19116","18964"
"16.12.2015 21:45 - 16.12.2015 22:00","18558","18673"
"16.12.2015 22:00 - 16.12.2015 22:15","18698","19012"
"16.12.2015 22:15 - 16.12.2015 22:30","18734","18652"
"16.12.2015 22:30 - 16.12.2015 22:45","18219","18094"
"16.12.2015 22:45 - 16.12.2015 23:00","17828","17651"
"16.12.2015 23:00 - 16.12.2015 23:15","17462","17255"
"16.12.2015 23:15 - 16.12.2015 23:30","16998","16841"
"16.12.2015 23:30 - 16.12.2015 23:45","16591","16512"
"16.12.2015 23:45 - 17.12.2015 00:00","16295","16045"
"17.12.2015 00:00 - 17.12.2015 00:15","16312","15639"
"17.12.2015 00:15 - 17.12.2015 00:30","15996","15323"
"17.12.2015 00:30 - 17.12.2015 00:45","15787","15104"
"17.12.2015 00:45 - 17.12.2015 01:00","15819","15052"
"17.12.2015 01:00 - 17.12.2015 01:15","15486","14815"
"17.12.2015 01:15 - 17.12.2015 01:30","15078","14754"
"17.12.2015 01:30 - 17.12.2015 01:45","14939","14490"
"17.12.2015 01:45 - 17.12.2015 02:00","15023","14247"
"17.12.2015 02:00 - 17.12.2015 02:15","15086","14293"
"17.12.2015 02:15 - 17.12.2015 02:30","14846","14188"
"17.12.2015 02:30 - 17.12.2015 02:45","14596","14193"
"17.12.2015 02:45 - 17.12.2015 03:00","14399","14042"
"17.12.2015 03:00 - 17.12.2015 03:15","14625","14278"
"17.12.2015 03:15 - 17.12.2015 03:30","14925","14322"
"17.12.2015 03:30 - 17.12.2015 03:45","14573","14307"
"17.12.2015 03:45 - 17.12.2015 04:00","14747","14354"
"17.12.2015 04:00 - 17.12.2015 04:15","14859","14575"
"17.12.2015 04:15 - 17.12.2015 04:30","15283","14519"
"17.12.2015 04:30 - 17.12.2015 04:45","14614","14649"
"17.12.2015 04:45 - 17.12.2015 05:00","14941","14945"
"17.12.2015 05:00 - 17.12.2015 05:15","15923","15173"
"17.12.2015 05:15 - 17.12.2015 05:30","15698","15463"
"17.12.2015 05:30 - 17.12.2015 05:45","16353","16007"
"17.12.2015 05:45 - 17.12.2015 06:00","16600","16643"
"17.12.2015 06:00 - 17.12.2015 06:15","17580","17576"
"17.12.2015 06:15 - 17.12.2015 06:30","18571","18406"
"17.12.2015 06:30 - 17.12.2015 06:45","19619","19014"
"17.12.2015 06:45 - 17.12.2015 07:00","20247","19800"
"17.12.2015 07:00 - 17.12.2015 07:15","20670","20582"
"17.12.2015 07:15 - 17.12.2015 07:30","20673","21130"
"17.12.2015 07:30 - 17.12.2015 07:45","21425","21434"
"17.12.2015 07:45 - 17.12.2015 08:00","21631","21662"
"17.12.2015 08:00 - 17.12.2015 08:15","22332","21921"
"17.12.2015 08:15 - 17.12.2015 08:30","22353","22075"
"17.12.2015 08:30 - 17.12.2015 08:45","21967","22286"
"17.12.2015 08:45 - 17.12.2015 09:00","22188","22280"
"17.12.2015 09:00 - 17.12.2015 09:15","22184","22100"
"17.12.2015 09:15 - 17.12.2015 09:30","22053","22121"
"17.12.2015 09:30 - 17.12.2015 09:45","22108","22069"
"17.12.2015 09:45 - 17.12.2015 10:00","21979","22513"
"17.12.2015 10:00 - 17.12.2015 10:15","22412","22230"
"17.12.2015 10:15 - 17.12.2015 10:30","21843","22356"
"17.12.2015 10:30 - 17.12.2015 10:45","22190","22595"
"17.12.2015 10:45 - 17.12.2015 11:00","22271","22652"
"17.12.2015 11:00 - 17.12.2015 11:15","22505","22671"
"17.12.2015 11:15 - 17.12.2015 11:30","22584","22750"
"17.12.2015 11:30 - 17.12.2015 11:45","22401","23125"
"17.12.2015 11:45 - 17.12.2015 12:00","22564","22953"
"17.12.2015 12:00 - 17.12.2015 12:15","22360","22685"
"17.12.2015 12:15 - 17.12.2015 12:30","21940","22804"
"17.12.2015 12:30 - 17.12.2015 12:45","21949","22933"
"17.12.2015 12:45 - 17.12.2015 13:00","22424","22934"
"17.12.2015 13:00 - 17.12.2015 13:15","22148","22972"
"17.12.2015 13:15 - 17.12.2015 13:30","21941","22824"
"17.12.2015 13:30 - 17.12.2015 13:45","21877","22568"
"17.12.2015 13:45 - 17.12.2015 14:00","21692","22334"
"17.12.2015 14:00 - 17.12.2015 14:15","21275","22086"
"17.12.2015 14:15 - 17.12.2015 14:30","21117","22108"
"17.12.2015 14:30 - 17.12.2015 14:45","21160","21997"
"17.12.2015 14:45 - 17.12.2015 15:00","21294","21692"
"17.12.2015 15:00 - 17.12.2015 15:15","21308","21717"
"17.12.2015 15:15 - 17.12.2015 15:30","21050","21547"
"17.12.2015 15:30 - 17.12.2015 15:45","21304","21360"
"17.12.2015 15:45 - 17.12.2015 16:00","20665","21379"
"17.12.2015 16:00 - 17.12.2015 16:15","21405","21639"
"17.12.2015 16:15 - 17.12.2015 16:30","21559","21838"
"17.12.2015 16:30 - 17.12.2015 16:45","21878","22485"
"17.12.2015 16:45 - 17.12.2015 17:00","22318","22759"
"17.12.2015 17:00 - 17.12.2015 17:15","22287","22975"
"17.12.2015 17:15 - 17.12.2015 17:30","22693","23087"
"17.12.2015 17:30 - 17.12.2015 17:45","22843","22100"
"17.12.2015 17:45 - 17.12.2015 18:00","22744","22169"
"17.12.2015 18:00 - 17.12.2015 18:15","22763","22245"
"17.12.2015 18:15 - 17.12.2015 18:30","22478","22534"
"17.12.2015 18:30 - 17.12.2015 18:45","22634","21833"
"17.12.2015 18:45 - 17.12.2015 19:00","22312","21561"
"17.12.2015 19:00 - 17.12.2015 19:15","22432","21252"
"17.12.2015 19:15 - 17.12.2015 19:30","22250","21073"
"17.12.2015 19:30 - 17.12.2015 19:45","22045","20859"
"17.12.2015 19:45 - 17.12.2015 20:00","21489","20551"
"17.12.2015 20:00 - 17.12.2015 20:15","21193","20064"
"17.12.2015 20:15 - 17.12.2015 20:30","20591","19535"
"17.12.2015 20:30 - 17.12.2015 20:45","19742","19139"
"17.12.2015 20:45 - 17.12.2015 21:00","19688","18780"
"17.12.2015 21:00 - 17.12.2015 21:15","19393","18535"
"17.12.2015 21:15 - 17.12.2015 21:30","19445","18258"
"17.12.2015 21:30 - 17.12.2015 21:45","19115","17762"
"17.12.2015 21:45 - 17.12.2015 22:00","18637","17303"
"17.12.2015 22:00 - 17.12.2015 22:15","18837","17706"
"17.12.2015 22:15 - 17.12.2015 22:30","18739","17272"
"17.12.2015 22:30 - 17.12.2015 22:45","18291","16761"
"17.12.2015 22:45 - 17.12.2015 23:00","17862","16610"
"17.12.2015 23:00 - 17.12.2015 23:15","17384","16255"
"17.12.2015 23:15 - 17.12.2015 23:30","16959","15845"
"17.12.2015 23:30 - 17.12.2015 23:45","16754","15445"
"17.12.2015 23:45 - 18.12.2015 00:00","16497","15150"
"18.12.2015 00:00 - 18.12.2015 00:15","15973","14991"
"18.12.2015 00:15 - 18.12.2015 00:30","15620","14568"
"18.12.2015 00:30 - 18.12.2015 00:45","15509","14505"
