"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"18.07.2016 07:00 - 18.07.2016 07:15","17719","17178"
"18.07.2016 07:15 - 18.07.2016 07:30","17999","17529"
"18.07.2016 07:30 - 18.07.2016 07:45","18434","17841"
"18.07.2016 07:45 - 18.07.2016 08:00","18679","18229"
"18.07.2016 08:00 - 18.07.2016 08:15","18991","18591"
"18.07.2016 08:15 - 18.07.2016 08:30","19390","18774"
"18.07.2016 08:30 - 18.07.2016 08:45","19396","18835"
"18.07.2016 08:45 - 18.07.2016 09:00","19542","18956"
"18.07.2016 09:00 - 18.07.2016 09:15","19754","18943"
"18.07.2016 09:15 - 18.07.2016 09:30","19951","19027"
"18.07.2016 09:30 - 18.07.2016 09:45","19829","19207"
"18.07.2016 09:45 - 18.07.2016 10:00","19877","19287"
"18.07.2016 10:00 - 18.07.2016 10:15","19942","19314"
"18.07.2016 10:15 - 18.07.2016 10:30","20253","19364"
"18.07.2016 10:30 - 18.07.2016 10:45","20364","19495"
"18.07.2016 10:45 - 18.07.2016 11:00","20533","19523"
"18.07.2016 11:00 - 18.07.2016 11:15","20674","19789"
"18.07.2016 11:15 - 18.07.2016 11:30","20902","19876"
"18.07.2016 11:30 - 18.07.2016 11:45","20930","19901"
"18.07.2016 11:45 - 18.07.2016 12:00","20832","19919"
"18.07.2016 12:00 - 18.07.2016 12:15","20549","19918"
"18.07.2016 12:15 - 18.07.2016 12:30","20520","19712"
"18.07.2016 12:30 - 18.07.2016 12:45","20438","19659"
"18.07.2016 12:45 - 18.07.2016 13:00","20520","19765"
"18.07.2016 13:00 - 18.07.2016 13:15","20772","19609"
"18.07.2016 13:15 - 18.07.2016 13:30","20573","19493"
"18.07.2016 13:30 - 18.07.2016 13:45","20777","19408"
"18.07.2016 13:45 - 18.07.2016 14:00","20634","19269"
"18.07.2016 14:00 - 18.07.2016 14:15","20443","19196"
"18.07.2016 14:15 - 18.07.2016 14:30","20188","19203"
"18.07.2016 14:30 - 18.07.2016 14:45","20157","19297"
"18.07.2016 14:45 - 18.07.2016 15:00","20238","19226"
"18.07.2016 15:00 - 18.07.2016 15:15","20429","19171"
"18.07.2016 15:15 - 18.07.2016 15:30","20037","19085"
"18.07.2016 15:30 - 18.07.2016 15:45","20012","18768"
"18.07.2016 15:45 - 18.07.2016 16:00","19941","18460"
"18.07.2016 16:00 - 18.07.2016 16:15","19877","18425"
"18.07.2016 16:15 - 18.07.2016 16:30","19660","18381"
"18.07.2016 16:30 - 18.07.2016 16:45","19553","18289"
"18.07.2016 16:45 - 18.07.2016 17:00","19640","18234"
"18.07.2016 17:00 - 18.07.2016 17:15","19499","18270"
"18.07.2016 17:15 - 18.07.2016 17:30","19684","18269"
"18.07.2016 17:30 - 18.07.2016 17:45","19803","18450"
"18.07.2016 17:45 - 18.07.2016 18:00","19746","18602"
"18.07.2016 18:00 - 18.07.2016 18:15","19582","18568"
"18.07.2016 18:15 - 18.07.2016 18:30","19759","18569"
"18.07.2016 18:30 - 18.07.2016 18:45","19735","18478"
"18.07.2016 18:45 - 18.07.2016 19:00","19694","18494"
"18.07.2016 19:00 - 18.07.2016 19:15","19554","18377"
"18.07.2016 19:15 - 18.07.2016 19:30","19365","18144"
"18.07.2016 19:30 - 18.07.2016 19:45","19325","18004"
"18.07.2016 19:45 - 18.07.2016 20:00","19249","17963"
"18.07.2016 20:00 - 18.07.2016 20:15","18891","17756"
"18.07.2016 20:15 - 18.07.2016 20:30","18379","17536"
"18.07.2016 20:30 - 18.07.2016 20:45","18183","17300"
"18.07.2016 20:45 - 18.07.2016 21:00","17941","16972"
"18.07.2016 21:00 - 18.07.2016 21:15","17716","16850"
"18.07.2016 21:15 - 18.07.2016 21:30","17353","16645"
"18.07.2016 21:30 - 18.07.2016 21:45","17278","16596"
"18.07.2016 21:45 - 18.07.2016 22:00","17151","16567"
"18.07.2016 22:00 - 18.07.2016 22:15","17239","16591"
"18.07.2016 22:15 - 18.07.2016 22:30","16875","16369"
"18.07.2016 22:30 - 18.07.2016 22:45","16443","16056"
"18.07.2016 22:45 - 18.07.2016 23:00","16031","15714"
"18.07.2016 23:00 - 18.07.2016 23:15","15615","15343"
"18.07.2016 23:15 - 18.07.2016 23:30","15215","14980"
"18.07.2016 23:30 - 18.07.2016 23:45","14995","14538"
"18.07.2016 23:45 - 19.07.2016 00:00","14752","14158"
"19.07.2016 00:00 - 19.07.2016 00:15","13876","13900"
"19.07.2016 00:15 - 19.07.2016 00:30","13556","13654"
"19.07.2016 00:30 - 19.07.2016 00:45","13544","13501"
"19.07.2016 00:45 - 19.07.2016 01:00","13500","13335"
"19.07.2016 01:00 - 19.07.2016 01:15","13346","13240"
"19.07.2016 01:15 - 19.07.2016 01:30","13099","13114"
"19.07.2016 01:30 - 19.07.2016 01:45","12944","12942"
"19.07.2016 01:45 - 19.07.2016 02:00","12857","12731"
"19.07.2016 02:00 - 19.07.2016 02:15","12779","12628"
"19.07.2016 02:15 - 19.07.2016 02:30","12634","12649"
"19.07.2016 02:30 - 19.07.2016 02:45","12587","12640"
"19.07.2016 02:45 - 19.07.2016 03:00","12615","12630"
"19.07.2016 03:00 - 19.07.2016 03:15","12729","12759"
"19.07.2016 03:15 - 19.07.2016 03:30","12639","12791"
"19.07.2016 03:30 - 19.07.2016 03:45","12747","12784"
"19.07.2016 03:45 - 19.07.2016 04:00","12758","12779"
"19.07.2016 04:00 - 19.07.2016 04:15","12884","12902"
"19.07.2016 04:15 - 19.07.2016 04:30","13017","13017"
"19.07.2016 04:30 - 19.07.2016 04:45","13011","13159"
"19.07.2016 04:45 - 19.07.2016 05:00","13166","13472"
"19.07.2016 05:00 - 19.07.2016 05:15","13547","13745"
"19.07.2016 05:15 - 19.07.2016 05:30","13646","13766"
"19.07.2016 05:30 - 19.07.2016 05:45","13911","14154"
"19.07.2016 05:45 - 19.07.2016 06:00","14391","14648"
"19.07.2016 06:00 - 19.07.2016 06:15","15087","15606"
"19.07.2016 06:15 - 19.07.2016 06:30","15859","16151"
"19.07.2016 06:30 - 19.07.2016 06:45","16272","16641"
"19.07.2016 06:45 - 19.07.2016 07:00","16680","17030"
"19.07.2016 07:00 - 19.07.2016 07:15","17315","17668"
"19.07.2016 07:15 - 19.07.2016 07:30","18171","18091"
"19.07.2016 07:30 - 19.07.2016 07:45","18641","18422"
"19.07.2016 07:45 - 19.07.2016 08:00","18926","18749"
"19.07.2016 08:00 - 19.07.2016 08:15","19218","19021"
"19.07.2016 08:15 - 19.07.2016 08:30","19607","19235"
"19.07.2016 08:30 - 19.07.2016 08:45","19683","19420"
"19.07.2016 08:45 - 19.07.2016 09:00","19756","19443"
"19.07.2016 09:00 - 19.07.2016 09:15","19982","19286"
"19.07.2016 09:15 - 19.07.2016 09:30","20176","19296"
"19.07.2016 09:30 - 19.07.2016 09:45","20058","19511"
"19.07.2016 09:45 - 19.07.2016 10:00","20088","19651"
"19.07.2016 10:00 - 19.07.2016 10:15","20112","19703"
"19.07.2016 10:15 - 19.07.2016 10:30","20460","19769"
"19.07.2016 10:30 - 19.07.2016 10:45","20527","19860"
"19.07.2016 10:45 - 19.07.2016 11:00","20686","19934"
"19.07.2016 11:00 - 19.07.2016 11:15","20850","19844"
"19.07.2016 11:15 - 19.07.2016 11:30","21012","20026"
"19.07.2016 11:30 - 19.07.2016 11:45","21049","20187"
"19.07.2016 11:45 - 19.07.2016 12:00","20963","20138"
"19.07.2016 12:00 - 19.07.2016 12:15","20675","19973"
"19.07.2016 12:15 - 19.07.2016 12:30","20479","19893"
"19.07.2016 12:30 - 19.07.2016 12:45","20558","19857"
"19.07.2016 12:45 - 19.07.2016 13:00","20661","19829"
"19.07.2016 13:00 - 19.07.2016 13:15","20674","19910"
"19.07.2016 13:15 - 19.07.2016 13:30","20587","19830"
"19.07.2016 13:30 - 19.07.2016 13:45","20721","19735"
"19.07.2016 13:45 - 19.07.2016 14:00","20555","19541"
"19.07.2016 14:00 - 19.07.2016 14:15","20388","19581"
"19.07.2016 14:15 - 19.07.2016 14:30","20147","19619"
"19.07.2016 14:30 - 19.07.2016 14:45","20110","19549"
"19.07.2016 14:45 - 19.07.2016 15:00","20215","19414"
"19.07.2016 15:00 - 19.07.2016 15:15","20189","19511"
"19.07.2016 15:15 - 19.07.2016 15:30","19866","19376"
"19.07.2016 15:30 - 19.07.2016 15:45","19882","19200"
"19.07.2016 15:45 - 19.07.2016 16:00","19871","19090"
"19.07.2016 16:00 - 19.07.2016 16:15","19748","18975"
"19.07.2016 16:15 - 19.07.2016 16:30","19593","18871"
"19.07.2016 16:30 - 19.07.2016 16:45","19553","18657"
"19.07.2016 16:45 - 19.07.2016 17:00","19624","18579"
"19.07.2016 17:00 - 19.07.2016 17:15","19523","18618"
"19.07.2016 17:15 - 19.07.2016 17:30","19609","18707"
"19.07.2016 17:30 - 19.07.2016 17:45","19850","18801"
"19.07.2016 17:45 - 19.07.2016 18:00","19663","18891"
"19.07.2016 18:00 - 19.07.2016 18:15","19518","18898"
"19.07.2016 18:15 - 19.07.2016 18:30","19734","18958"
"19.07.2016 18:30 - 19.07.2016 18:45","19670","18929"
"19.07.2016 18:45 - 19.07.2016 19:00","19611","18975"
"19.07.2016 19:00 - 19.07.2016 19:15","19453","19030"
"19.07.2016 19:15 - 19.07.2016 19:30","19106","18893"
"19.07.2016 19:30 - 19.07.2016 19:45","19196","18745"
"19.07.2016 19:45 - 19.07.2016 20:00","19077","18606"
"19.07.2016 20:00 - 19.07.2016 20:15","18735","18364"
"19.07.2016 20:15 - 19.07.2016 20:30","18233","18073"
"19.07.2016 20:30 - 19.07.2016 20:45","18017","17896"
"19.07.2016 20:45 - 19.07.2016 21:00","17739","17701"
"19.07.2016 21:00 - 19.07.2016 21:15","17544","17445"
"19.07.2016 21:15 - 19.07.2016 21:30","17307","17290"
"19.07.2016 21:30 - 19.07.2016 21:45","17230","17312"
"19.07.2016 21:45 - 19.07.2016 22:00","17095","17150"
"19.07.2016 22:00 - 19.07.2016 22:15","17125","17312"
"19.07.2016 22:15 - 19.07.2016 22:30","16737","17067"
"19.07.2016 22:30 - 19.07.2016 22:45","16322","16711"
"19.07.2016 22:45 - 19.07.2016 23:00","15906","16357"
"19.07.2016 23:00 - 19.07.2016 23:15","15551","15833"
"19.07.2016 23:15 - 19.07.2016 23:30","15106","15519"
"19.07.2016 23:30 - 19.07.2016 23:45","14876","15190"
"19.07.2016 23:45 - 20.07.2016 00:00","14582","14738"
"20.07.2016 00:00 - 20.07.2016 00:15","13713","14400"
"20.07.2016 00:15 - 20.07.2016 00:30","13600","14303"
"20.07.2016 00:30 - 20.07.2016 00:45","13442","14125"
"20.07.2016 00:45 - 20.07.2016 01:00","13255","14057"
"20.07.2016 01:00 - 20.07.2016 01:15","13121","13902"
"20.07.2016 01:15 - 20.07.2016 01:30","12998","13605"
"20.07.2016 01:30 - 20.07.2016 01:45","12842","13454"
"20.07.2016 01:45 - 20.07.2016 02:00","12705","13411"
"20.07.2016 02:00 - 20.07.2016 02:15","12616","13293"
"20.07.2016 02:15 - 20.07.2016 02:30","12496","13220"
"20.07.2016 02:30 - 20.07.2016 02:45","12503","13278"
"20.07.2016 02:45 - 20.07.2016 03:00","12503","13269"
"20.07.2016 03:00 - 20.07.2016 03:15","12583","13335"
"20.07.2016 03:15 - 20.07.2016 03:30","12551","13369"
"20.07.2016 03:30 - 20.07.2016 03:45","12665","13291"
"20.07.2016 03:45 - 20.07.2016 04:00","12645","13322"
"20.07.2016 04:00 - 20.07.2016 04:15","12827","13495"
"20.07.2016 04:15 - 20.07.2016 04:30","12883","13562"
"20.07.2016 04:30 - 20.07.2016 04:45","13024","13720"
"20.07.2016 04:45 - 20.07.2016 05:00","13256","13972"
"20.07.2016 05:00 - 20.07.2016 05:15","13616","14256"
"20.07.2016 05:15 - 20.07.2016 05:30","13602","14294"
"20.07.2016 05:30 - 20.07.2016 05:45","13962","14621"
"20.07.2016 05:45 - 20.07.2016 06:00","14411","15142"
"20.07.2016 06:00 - 20.07.2016 06:15","15284","15888"
"20.07.2016 06:15 - 20.07.2016 06:30","15800","16579"
"20.07.2016 06:30 - 20.07.2016 06:45","16303","17200"
"20.07.2016 06:45 - 20.07.2016 07:00","16662","17582"
"20.07.2016 07:00 - 20.07.2016 07:15","17435","18143"
"20.07.2016 07:15 - 20.07.2016 07:30","17410","18498"
"20.07.2016 07:30 - 20.07.2016 07:45","17696","18796"
"20.07.2016 07:45 - 20.07.2016 08:00","18087","19063"
"20.07.2016 08:00 - 20.07.2016 08:15","18374","19287"
"20.07.2016 08:15 - 20.07.2016 08:30","18690","19410"
"20.07.2016 08:30 - 20.07.2016 08:45","18786","19468"
"20.07.2016 08:45 - 20.07.2016 09:00","18830","19511"
"20.07.2016 09:00 - 20.07.2016 09:15","18819","19378"
"20.07.2016 09:15 - 20.07.2016 09:30","19117","19440"
"20.07.2016 09:30 - 20.07.2016 09:45","19160","19673"
"20.07.2016 09:45 - 20.07.2016 10:00","19184","19841"
"20.07.2016 10:00 - 20.07.2016 10:15","19224","19887"
"20.07.2016 10:15 - 20.07.2016 10:30","19366","19968"
"20.07.2016 10:30 - 20.07.2016 10:45","19379","20037"
"20.07.2016 10:45 - 20.07.2016 11:00","19445","20217"
"20.07.2016 11:00 - 20.07.2016 11:15","19729","20312"
"20.07.2016 11:15 - 20.07.2016 11:30","19790","20414"
"20.07.2016 11:30 - 20.07.2016 11:45","19822","20553"
"20.07.2016 11:45 - 20.07.2016 12:00","19744","20567"
"20.07.2016 12:00 - 20.07.2016 12:15","19765","20164"
"20.07.2016 12:15 - 20.07.2016 12:30","19667","20194"
"20.07.2016 12:30 - 20.07.2016 12:45","19482","20317"
"20.07.2016 12:45 - 20.07.2016 13:00","19477","20296"
"20.07.2016 13:00 - 20.07.2016 13:15","19580","20314"
"20.07.2016 13:15 - 20.07.2016 13:30","19383","20243"
"20.07.2016 13:30 - 20.07.2016 13:45","19244","20124"
"20.07.2016 13:45 - 20.07.2016 14:00","19277","19881"
"20.07.2016 14:00 - 20.07.2016 14:15","18874","19776"
"20.07.2016 14:15 - 20.07.2016 14:30","18985","19829"
"20.07.2016 14:30 - 20.07.2016 14:45","18880","19683"
"20.07.2016 14:45 - 20.07.2016 15:00","18966","19704"
"20.07.2016 15:00 - 20.07.2016 15:15","18935","19694"
"20.07.2016 15:15 - 20.07.2016 15:30","18786","19687"
"20.07.2016 15:30 - 20.07.2016 15:45","18636","19533"
"20.07.2016 15:45 - 20.07.2016 16:00","18403","19374"
"20.07.2016 16:00 - 20.07.2016 16:15","18350","19249"
"20.07.2016 16:15 - 20.07.2016 16:30","18346","19212"
"20.07.2016 16:30 - 20.07.2016 16:45","18153","19084"
"20.07.2016 16:45 - 20.07.2016 17:00","18333","19079"
"20.07.2016 17:00 - 20.07.2016 17:15","18198","18971"
"20.07.2016 17:15 - 20.07.2016 17:30","18202","19107"
"20.07.2016 17:30 - 20.07.2016 17:45","18333","19150"
"20.07.2016 17:45 - 20.07.2016 18:00","18450","19136"
"20.07.2016 18:00 - 20.07.2016 18:15","18568","19132"
"20.07.2016 18:15 - 20.07.2016 18:30","18493","19081"
"20.07.2016 18:30 - 20.07.2016 18:45","18458","19242"
"20.07.2016 18:45 - 20.07.2016 19:00","18367","19273"
"20.07.2016 19:00 - 20.07.2016 19:15","18337","19045"
"20.07.2016 19:15 - 20.07.2016 19:30","17987","18889"
"20.07.2016 19:30 - 20.07.2016 19:45","18024","18650"
"20.07.2016 19:45 - 20.07.2016 20:00","17940","18454"
"20.07.2016 20:00 - 20.07.2016 20:15","17501","18168"
"20.07.2016 20:15 - 20.07.2016 20:30","17410","17960"
"20.07.2016 20:30 - 20.07.2016 20:45","17212","17829"
"20.07.2016 20:45 - 20.07.2016 21:00","17006","17655"
"20.07.2016 21:00 - 20.07.2016 21:15","16793","17659"
"20.07.2016 21:15 - 20.07.2016 21:30","16668","17597"
"20.07.2016 21:30 - 20.07.2016 21:45","16486","17754"
"20.07.2016 21:45 - 20.07.2016 22:00","16482","17656"
"20.07.2016 22:00 - 20.07.2016 22:15","16495","17971"
"20.07.2016 22:15 - 20.07.2016 22:30","16301","17280"
"20.07.2016 22:30 - 20.07.2016 22:45","15936","17140"
"20.07.2016 22:45 - 20.07.2016 23:00","15578","16818"
"20.07.2016 23:00 - 20.07.2016 23:15","15159","16277"
"20.07.2016 23:15 - 20.07.2016 23:30","14760","15730"
"20.07.2016 23:30 - 20.07.2016 23:45","14387","15496"
"20.07.2016 23:45 - 21.07.2016 00:00","14078","15241"
"21.07.2016 00:00 - 21.07.2016 00:15","14301","14963"
"21.07.2016 00:15 - 21.07.2016 00:30","14187","14575"
"21.07.2016 00:30 - 21.07.2016 00:45","14004","14310"
"21.07.2016 00:45 - 21.07.2016 01:00","13838","14292"
"21.07.2016 01:00 - 21.07.2016 01:15","13669","13895"
"21.07.2016 01:15 - 21.07.2016 01:30","13466","13474"
"21.07.2016 01:30 - 21.07.2016 01:45","13350","13628"
"21.07.2016 01:45 - 21.07.2016 02:00","13196","13585"
"21.07.2016 02:00 - 21.07.2016 02:15","13135","13430"
"21.07.2016 02:15 - 21.07.2016 02:30","13020","13248"
"21.07.2016 02:30 - 21.07.2016 02:45","13036","13237"
"21.07.2016 02:45 - 21.07.2016 03:00","13026","13287"
"21.07.2016 03:00 - 21.07.2016 03:15","13087","13449"
"21.07.2016 03:15 - 21.07.2016 03:30","13080","13533"
"21.07.2016 03:30 - 21.07.2016 03:45","13147","13535"
"21.07.2016 03:45 - 21.07.2016 04:00","13139","13529"
"21.07.2016 04:00 - 21.07.2016 04:15","13300","13570"
"21.07.2016 04:15 - 21.07.2016 04:30","13345","13672"
"21.07.2016 04:30 - 21.07.2016 04:45","13496","13851"
"21.07.2016 04:45 - 21.07.2016 05:00","13706","13987"
"21.07.2016 05:00 - 21.07.2016 05:15","14064","14174"
"21.07.2016 05:15 - 21.07.2016 05:30","14077","14296"
"21.07.2016 05:30 - 21.07.2016 05:45","14427","14555"
"21.07.2016 05:45 - 21.07.2016 06:00","14875","14832"
"21.07.2016 06:00 - 21.07.2016 06:15","15656","15805"
"21.07.2016 06:15 - 21.07.2016 06:30","16312","16332"
"21.07.2016 06:30 - 21.07.2016 06:45","16925","16865"
"21.07.2016 06:45 - 21.07.2016 07:00","17247","17384"
"21.07.2016 07:00 - 21.07.2016 07:15","18130","18018"
"21.07.2016 07:15 - 21.07.2016 07:30","17918","18470"
"21.07.2016 07:30 - 21.07.2016 07:45","18274","18880"
"21.07.2016 07:45 - 21.07.2016 08:00","18579","19224"
"21.07.2016 08:00 - 21.07.2016 08:15","18863","19546"
"21.07.2016 08:15 - 21.07.2016 08:30","19126","19614"
"21.07.2016 08:30 - 21.07.2016 08:45","19338","19805"
"21.07.2016 08:45 - 21.07.2016 09:00","19276","19943"
"21.07.2016 09:00 - 21.07.2016 09:15","19189","20017"
"21.07.2016 09:15 - 21.07.2016 09:30","19369","20134"
"21.07.2016 09:30 - 21.07.2016 09:45","19430","20245"
"21.07.2016 09:45 - 21.07.2016 10:00","19524","20385"
"21.07.2016 10:00 - 21.07.2016 10:15","19725","20466"
"21.07.2016 10:15 - 21.07.2016 10:30","19788","20528"
"21.07.2016 10:30 - 21.07.2016 10:45","19835","20554"
"21.07.2016 10:45 - 21.07.2016 11:00","19929","20634"
"21.07.2016 11:00 - 21.07.2016 11:15","19936","20781"
"21.07.2016 11:15 - 21.07.2016 11:30","20068","20808"
"21.07.2016 11:30 - 21.07.2016 11:45","20161","20911"
"21.07.2016 11:45 - 21.07.2016 12:00","20144","20841"
"21.07.2016 12:00 - 21.07.2016 12:15","20065","20668"
"21.07.2016 12:15 - 21.07.2016 12:30","19843","20560"
"21.07.2016 12:30 - 21.07.2016 12:45","19794","20536"
"21.07.2016 12:45 - 21.07.2016 13:00","19762","20682"
"21.07.2016 13:00 - 21.07.2016 13:15","19863","20638"
"21.07.2016 13:15 - 21.07.2016 13:30","19747","20694"
"21.07.2016 13:30 - 21.07.2016 13:45","19493","20503"
"21.07.2016 13:45 - 21.07.2016 14:00","19485","20319"
"21.07.2016 14:00 - 21.07.2016 14:15","19334","20279"
"21.07.2016 14:15 - 21.07.2016 14:30","19467","20348"
"21.07.2016 14:30 - 21.07.2016 14:45","19289","20211"
"21.07.2016 14:45 - 21.07.2016 15:00","19256","20256"
"21.07.2016 15:00 - 21.07.2016 15:15","19282","20070"
"21.07.2016 15:15 - 21.07.2016 15:30","19076","19866"
"21.07.2016 15:30 - 21.07.2016 15:45","19011","19678"
"21.07.2016 15:45 - 21.07.2016 16:00","18794","19604"
"21.07.2016 16:00 - 21.07.2016 16:15","18816","19344"
"21.07.2016 16:15 - 21.07.2016 16:30","18749","19154"
"21.07.2016 16:30 - 21.07.2016 16:45","18515","19134"
"21.07.2016 16:45 - 21.07.2016 17:00","18673","19116"
"21.07.2016 17:00 - 21.07.2016 17:15","18425","19023"
"21.07.2016 17:15 - 21.07.2016 17:30","18579","19139"
"21.07.2016 17:30 - 21.07.2016 17:45","18638","19107"
"21.07.2016 17:45 - 21.07.2016 18:00","18770","19144"
"21.07.2016 18:00 - 21.07.2016 18:15","18790","18944"
"21.07.2016 18:15 - 21.07.2016 18:30","18840","18871"
"21.07.2016 18:30 - 21.07.2016 18:45","18845","18886"
"21.07.2016 18:45 - 21.07.2016 19:00","18763","18845"
"21.07.2016 19:00 - 21.07.2016 19:15","18856","18644"
"21.07.2016 19:15 - 21.07.2016 19:30","18663","18456"
"21.07.2016 19:30 - 21.07.2016 19:45","18565","18385"
"21.07.2016 19:45 - 21.07.2016 20:00","18391","18234"
"21.07.2016 20:00 - 21.07.2016 20:15","18130","18178"
"21.07.2016 20:15 - 21.07.2016 20:30","17846","18002"
"21.07.2016 20:30 - 21.07.2016 20:45","17641","17878"
"21.07.2016 20:45 - 21.07.2016 21:00","17429","17732"
"21.07.2016 21:00 - 21.07.2016 21:15","17190","17645"
"21.07.2016 21:15 - 21.07.2016 21:30","17068","17601"
"21.07.2016 21:30 - 21.07.2016 21:45","16991","17489"
"21.07.2016 21:45 - 21.07.2016 22:00","16886","17270"
"21.07.2016 22:00 - 21.07.2016 22:15","17038","17325"
"21.07.2016 22:15 - 21.07.2016 22:30","16825","16930"
"21.07.2016 22:30 - 21.07.2016 22:45","16457","16511"
"21.07.2016 22:45 - 21.07.2016 23:00","16093","16148"
"21.07.2016 23:00 - 21.07.2016 23:15","15606","15712"
"21.07.2016 23:15 - 21.07.2016 23:30","15240","15301"
"21.07.2016 23:30 - 21.07.2016 23:45","14978","14905"
"21.07.2016 23:45 - 22.07.2016 00:00","14629","14691"
"22.07.2016 00:00 - 22.07.2016 00:15","14725","14477"
"22.07.2016 00:15 - 22.07.2016 00:30","14518","14295"
"22.07.2016 00:30 - 22.07.2016 00:45","14374","14106"
"22.07.2016 00:45 - 22.07.2016 01:00","14198","13939"
"22.07.2016 01:00 - 22.07.2016 01:15","13994","13762"
"22.07.2016 01:15 - 22.07.2016 01:30","13751","13554"
"22.07.2016 01:30 - 22.07.2016 01:45","13714","13363"
"22.07.2016 01:45 - 22.07.2016 02:00","13614","13211"
"22.07.2016 02:00 - 22.07.2016 02:15","13499","13183"
"22.07.2016 02:15 - 22.07.2016 02:30","13351","13111"
"22.07.2016 02:30 - 22.07.2016 02:45","13337","13096"
"22.07.2016 02:45 - 22.07.2016 03:00","13331","13064"
"22.07.2016 03:00 - 22.07.2016 03:15","13423","13212"
"22.07.2016 03:15 - 22.07.2016 03:30","13406","13195"
"22.07.2016 03:30 - 22.07.2016 03:45","13491","13187"
"22.07.2016 03:45 - 22.07.2016 04:00","13465","13240"
"22.07.2016 04:00 - 22.07.2016 04:15","13590","13344"
"22.07.2016 04:15 - 22.07.2016 04:30","13701","13435"
"22.07.2016 04:30 - 22.07.2016 04:45","13768","13600"
"22.07.2016 04:45 - 22.07.2016 05:00","13901","13666"
"22.07.2016 05:00 - 22.07.2016 05:15","14201","13999"
"22.07.2016 05:15 - 22.07.2016 05:30","14283","14033"
"22.07.2016 05:30 - 22.07.2016 05:45","14555","14389"
"22.07.2016 05:45 - 22.07.2016 06:00","14824","14824"
"22.07.2016 06:00 - 22.07.2016 06:15","15717","15587"
"22.07.2016 06:15 - 22.07.2016 06:30","16275","16203"
"22.07.2016 06:30 - 22.07.2016 06:45","16761","16743"
"22.07.2016 06:45 - 22.07.2016 07:00","17293","17147"
"22.07.2016 07:00 - 22.07.2016 07:15","18052","17854"
"22.07.2016 07:15 - 22.07.2016 07:30","18317","18195"
"22.07.2016 07:30 - 22.07.2016 07:45","18647","18515"
"22.07.2016 07:45 - 22.07.2016 08:00","18863","18812"
"22.07.2016 08:00 - 22.07.2016 08:15","19177","19049"
"22.07.2016 08:15 - 22.07.2016 08:30","19350","19185"
"22.07.2016 08:30 - 22.07.2016 08:45","19457","19461"
"22.07.2016 08:45 - 22.07.2016 09:00","19442","19583"
"22.07.2016 09:00 - 22.07.2016 09:15","19358","19599"
"22.07.2016 09:15 - 22.07.2016 09:30","19652","19701"
"22.07.2016 09:30 - 22.07.2016 09:45","19639","19973"
"22.07.2016 09:45 - 22.07.2016 10:00","19744","20123"
"22.07.2016 10:00 - 22.07.2016 10:15","19909","20036"
"22.07.2016 10:15 - 22.07.2016 10:30","19994","19956"
"22.07.2016 10:30 - 22.07.2016 10:45","19960","20145"
"22.07.2016 10:45 - 22.07.2016 11:00","20200","20315"
"22.07.2016 11:00 - 22.07.2016 11:15","20287","20558"
"22.07.2016 11:15 - 22.07.2016 11:30","20408","20564"
"22.07.2016 11:30 - 22.07.2016 11:45","20497","20655"
"22.07.2016 11:45 - 22.07.2016 12:00","20488","20530"
"22.07.2016 12:00 - 22.07.2016 12:15","20216","20516"
"22.07.2016 12:15 - 22.07.2016 12:30","20184","20536"
"22.07.2016 12:30 - 22.07.2016 12:45","20183","20367"
"22.07.2016 12:45 - 22.07.2016 13:00","20126","20316"
"22.07.2016 13:00 - 22.07.2016 13:15","20214","20278"
"22.07.2016 13:15 - 22.07.2016 13:30","20114","20122"
"22.07.2016 13:30 - 22.07.2016 13:45","19882","19724"
"22.07.2016 13:45 - 22.07.2016 14:00","19732","19530"
"22.07.2016 14:00 - 22.07.2016 14:15","19325","19560"
"22.07.2016 14:15 - 22.07.2016 14:30","19575","19242"
"22.07.2016 14:30 - 22.07.2016 14:45","19280","19402"
"22.07.2016 14:45 - 22.07.2016 15:00","19636","19285"
"22.07.2016 15:00 - 22.07.2016 15:15","19430","19232"
"22.07.2016 15:15 - 22.07.2016 15:30","19241","19155"
"22.07.2016 15:30 - 22.07.2016 15:45","19169","18989"
"22.07.2016 15:45 - 22.07.2016 16:00","18956","18912"
"22.07.2016 16:00 - 22.07.2016 16:15","18821","18729"
"22.07.2016 16:15 - 22.07.2016 16:30","18948","18806"
"22.07.2016 16:30 - 22.07.2016 16:45","18579","18777"
"22.07.2016 16:45 - 22.07.2016 17:00","18934","18803"
"22.07.2016 17:00 - 22.07.2016 17:15","18592","18894"
"22.07.2016 17:15 - 22.07.2016 17:30","18577","18969"
"22.07.2016 17:30 - 22.07.2016 17:45","18853","18923"
"22.07.2016 17:45 - 22.07.2016 18:00","18728","18741"
"22.07.2016 18:00 - 22.07.2016 18:15","18858","18559"
"22.07.2016 18:15 - 22.07.2016 18:30","18721","18529"
"22.07.2016 18:30 - 22.07.2016 18:45","18849","18559"
"22.07.2016 18:45 - 22.07.2016 19:00","18765","18258"
"22.07.2016 19:00 - 22.07.2016 19:15","18562","18070"
"22.07.2016 19:15 - 22.07.2016 19:30","18345","18064"
"22.07.2016 19:30 - 22.07.2016 19:45","18186","17822"
