"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"11.03.2017 22:30 - 11.03.2017 22:45","16314","14979"
"11.03.2017 22:45 - 11.03.2017 23:00","16084","14800"
"11.03.2017 23:00 - 11.03.2017 23:15","15641","14534"
"11.03.2017 23:15 - 11.03.2017 23:30","15434","14175"
"11.03.2017 23:30 - 11.03.2017 23:45","15103","14149"
"11.03.2017 23:45 - 12.03.2017 00:00","14759","13903"
"12.03.2017 00:00 - 12.03.2017 00:15","12944","13767"
"12.03.2017 00:15 - 12.03.2017 00:30","12957","13664"
"12.03.2017 00:30 - 12.03.2017 00:45","12859","13511"
"12.03.2017 00:45 - 12.03.2017 01:00","12735","13283"
"12.03.2017 01:00 - 12.03.2017 01:15","12593","12855"
"12.03.2017 01:15 - 12.03.2017 01:30","12400","12566"
"12.03.2017 01:30 - 12.03.2017 01:45","12373","12408"
"12.03.2017 01:45 - 12.03.2017 02:00","12353","12270"
"12.03.2017 02:00 - 12.03.2017 02:15","12252","12203"
"12.03.2017 02:15 - 12.03.2017 02:30","12172","12196"
"12.03.2017 02:30 - 12.03.2017 02:45","12195","12290"
"12.03.2017 02:45 - 12.03.2017 03:00","12055","12290"
"12.03.2017 03:00 - 12.03.2017 03:15","11979","12302"
"12.03.2017 03:15 - 12.03.2017 03:30","11880","12334"
"12.03.2017 03:30 - 12.03.2017 03:45","12117","12298"
"12.03.2017 03:45 - 12.03.2017 04:00","12000","12258"
"12.03.2017 04:00 - 12.03.2017 04:15","12143","12591"
"12.03.2017 04:15 - 12.03.2017 04:30","12026","12608"
"12.03.2017 04:30 - 12.03.2017 04:45","12123","12607"
"12.03.2017 04:45 - 12.03.2017 05:00","12172","12585"
"12.03.2017 05:00 - 12.03.2017 05:15","12346","12508"
"12.03.2017 05:15 - 12.03.2017 05:30","12226","12428"
"12.03.2017 05:30 - 12.03.2017 05:45","12319","12501"
"12.03.2017 05:45 - 12.03.2017 06:00","12471","12525"
"12.03.2017 06:00 - 12.03.2017 06:15","12688","12209"
"12.03.2017 06:15 - 12.03.2017 06:30","12726","12149"
"12.03.2017 06:30 - 12.03.2017 06:45","12888","12182"
"12.03.2017 06:45 - 12.03.2017 07:00","12654","12275"
"12.03.2017 07:00 - 12.03.2017 07:15","12790","12623"
"12.03.2017 07:15 - 12.03.2017 07:30","13223","12969"
"12.03.2017 07:30 - 12.03.2017 07:45","13578","13413"
"12.03.2017 07:45 - 12.03.2017 08:00","13805","13558"
"12.03.2017 08:00 - 12.03.2017 08:15","14228","13975"
"12.03.2017 08:15 - 12.03.2017 08:30","14430","14309"
"12.03.2017 08:30 - 12.03.2017 08:45","14645","14753"
"12.03.2017 08:45 - 12.03.2017 09:00","15160","15055"
"12.03.2017 09:00 - 12.03.2017 09:15","15622","15378"
"12.03.2017 09:15 - 12.03.2017 09:30","15777","15564"
"12.03.2017 09:30 - 12.03.2017 09:45","16071","15721"
"12.03.2017 09:45 - 12.03.2017 10:00","16426","15964"
"12.03.2017 10:00 - 12.03.2017 10:15","16720","16226"
"12.03.2017 10:15 - 12.03.2017 10:30","17040","16371"
"12.03.2017 10:30 - 12.03.2017 10:45","17239","16596"
"12.03.2017 10:45 - 12.03.2017 11:00","17434","16731"
"12.03.2017 11:00 - 12.03.2017 11:15","17531","16851"
"12.03.2017 11:15 - 12.03.2017 11:30","17568","17126"
"12.03.2017 11:30 - 12.03.2017 11:45","17785","17181"
"12.03.2017 11:45 - 12.03.2017 12:00","17663","17211"
"12.03.2017 12:00 - 12.03.2017 12:15","17614","17650"
"12.03.2017 12:15 - 12.03.2017 12:30","17498","17559"
"12.03.2017 12:30 - 12.03.2017 12:45","17290","17363"
"12.03.2017 12:45 - 12.03.2017 13:00","17250","17257"
"12.03.2017 13:00 - 12.03.2017 13:15","17151","17104"
"12.03.2017 13:15 - 12.03.2017 13:30","17022","16892"
"12.03.2017 13:30 - 12.03.2017 13:45","16699","16481"
"12.03.2017 13:45 - 12.03.2017 14:00","16819","16201"
"12.03.2017 14:00 - 12.03.2017 14:15","16770","16299"
"12.03.2017 14:15 - 12.03.2017 14:30","16690","16059"
"12.03.2017 14:30 - 12.03.2017 14:45","17073","16068"
"12.03.2017 14:45 - 12.03.2017 15:00","15900","15820"
"12.03.2017 15:00 - 12.03.2017 15:15","16360","15830"
"12.03.2017 15:15 - 12.03.2017 15:30","16414","15803"
"12.03.2017 15:30 - 12.03.2017 15:45","15979","15742"
"12.03.2017 15:45 - 12.03.2017 16:00","16431","15432"
"12.03.2017 16:00 - 12.03.2017 16:15","15846","15287"
"12.03.2017 16:15 - 12.03.2017 16:30","15876","15193"
"12.03.2017 16:30 - 12.03.2017 16:45","15825","15190"
"12.03.2017 16:45 - 12.03.2017 17:00","15425","15248"
"12.03.2017 17:00 - 12.03.2017 17:15","15884","15377"
"12.03.2017 17:15 - 12.03.2017 17:30","15524","15637"
"12.03.2017 17:30 - 12.03.2017 17:45","15880","15858"
"12.03.2017 17:45 - 12.03.2017 18:00","15937","16012"
"12.03.2017 18:00 - 12.03.2017 18:15","15914","16559"
"12.03.2017 18:15 - 12.03.2017 18:30","16410","17190"
"12.03.2017 18:30 - 12.03.2017 18:45","16523","17493"
"12.03.2017 18:45 - 12.03.2017 19:00","16477","17678"
"12.03.2017 19:00 - 12.03.2017 19:15","16819","17751"
"12.03.2017 19:15 - 12.03.2017 19:30","16609","17680"
"12.03.2017 19:30 - 12.03.2017 19:45","16459","17663"
"12.03.2017 19:45 - 12.03.2017 20:00","16290","17282"
"12.03.2017 20:00 - 12.03.2017 20:15","16245","17213"
"12.03.2017 20:15 - 12.03.2017 20:30","15958","16882"
"12.03.2017 20:30 - 12.03.2017 20:45","15954","16621"
"12.03.2017 20:45 - 12.03.2017 21:00","15912","16272"
"12.03.2017 21:00 - 12.03.2017 21:15","15904","16355"
"12.03.2017 21:15 - 12.03.2017 21:30","16018","16354"
"12.03.2017 21:30 - 12.03.2017 21:45","15708","16052"
"12.03.2017 21:45 - 12.03.2017 22:00","15671","16030"
"12.03.2017 22:00 - 12.03.2017 22:15","15445","16581"
"12.03.2017 22:15 - 12.03.2017 22:30","15532","16272"
"12.03.2017 22:30 - 12.03.2017 22:45","15219","15986"
"12.03.2017 22:45 - 12.03.2017 23:00","14895","15792"
"12.03.2017 23:00 - 12.03.2017 23:15","14414","15531"
"12.03.2017 23:15 - 12.03.2017 23:30","14027","15175"
"12.03.2017 23:30 - 12.03.2017 23:45","13816","14946"
"12.03.2017 23:45 - 13.03.2017 00:00","13616","14673"
"13.03.2017 00:00 - 13.03.2017 00:15","14047","14394"
"13.03.2017 00:15 - 13.03.2017 00:30","13888","14236"
"13.03.2017 00:30 - 13.03.2017 00:45","13736","14178"
"13.03.2017 00:45 - 13.03.2017 01:00","13637","13987"
"13.03.2017 01:00 - 13.03.2017 01:15","13605","13765"
"13.03.2017 01:15 - 13.03.2017 01:30","13406","13569"
"13.03.2017 01:30 - 13.03.2017 01:45","13331","13391"
"13.03.2017 01:45 - 13.03.2017 02:00","13303","13391"
"13.03.2017 02:00 - 13.03.2017 02:15","13334","13377"
"13.03.2017 02:15 - 13.03.2017 02:30","13231","13244"
"13.03.2017 02:30 - 13.03.2017 02:45","13316","13267"
"13.03.2017 02:45 - 13.03.2017 03:00","13175","13297"
"13.03.2017 03:00 - 13.03.2017 03:15","13325","13378"
"13.03.2017 03:15 - 13.03.2017 03:30","13230","13435"
"13.03.2017 03:30 - 13.03.2017 03:45","13430","13560"
"13.03.2017 03:45 - 13.03.2017 04:00","13213","13590"
"13.03.2017 04:00 - 13.03.2017 04:15","13326","13677"
"13.03.2017 04:15 - 13.03.2017 04:30","13471","13787"
"13.03.2017 04:30 - 13.03.2017 04:45","13542","13900"
"13.03.2017 04:45 - 13.03.2017 05:00","13623","14038"
"13.03.2017 05:00 - 13.03.2017 05:15","14308","14621"
"13.03.2017 05:15 - 13.03.2017 05:30","14152","15034"
"13.03.2017 05:30 - 13.03.2017 05:45","14658","15536"
"13.03.2017 05:45 - 13.03.2017 06:00","15168","16243"
"13.03.2017 06:00 - 13.03.2017 06:15","16032","17211"
"13.03.2017 06:15 - 13.03.2017 06:30","16685","17982"
"13.03.2017 06:30 - 13.03.2017 06:45","17325","18515"
"13.03.2017 06:45 - 13.03.2017 07:00","17803","19002"
"13.03.2017 07:00 - 13.03.2017 07:15","18280","19669"
"13.03.2017 07:15 - 13.03.2017 07:30","18700","20372"
"13.03.2017 07:30 - 13.03.2017 07:45","19044","20728"
"13.03.2017 07:45 - 13.03.2017 08:00","19154","20899"
"13.03.2017 08:00 - 13.03.2017 08:15","19411","21267"
"13.03.2017 08:15 - 13.03.2017 08:30","19683","21422"
"13.03.2017 08:30 - 13.03.2017 08:45","19773","21572"
"13.03.2017 08:45 - 13.03.2017 09:00","20184","21401"
"13.03.2017 09:00 - 13.03.2017 09:15","20205","21208"
"13.03.2017 09:15 - 13.03.2017 09:30","20340","21167"
"13.03.2017 09:30 - 13.03.2017 09:45","20803","21221"
"13.03.2017 09:45 - 13.03.2017 10:00","21442","21242"
"13.03.2017 10:00 - 13.03.2017 10:15","21155","21286"
"13.03.2017 10:15 - 13.03.2017 10:30","20760","21304"
"13.03.2017 10:30 - 13.03.2017 10:45","20992","21463"
"13.03.2017 10:45 - 13.03.2017 11:00","21381","21482"
"13.03.2017 11:00 - 13.03.2017 11:15","21499","21588"
"13.03.2017 11:15 - 13.03.2017 11:30","21501","21681"
"13.03.2017 11:30 - 13.03.2017 11:45","21593","21809"
"13.03.2017 11:45 - 13.03.2017 12:00","21707","21717"
"13.03.2017 12:00 - 13.03.2017 12:15","21375","21820"
"13.03.2017 12:15 - 13.03.2017 12:30","21490","21738"
"13.03.2017 12:30 - 13.03.2017 12:45","21253","21598"
"13.03.2017 12:45 - 13.03.2017 13:00","21014","21678"
"13.03.2017 13:00 - 13.03.2017 13:15","21287","21691"
"13.03.2017 13:15 - 13.03.2017 13:30","21467","21609"
"13.03.2017 13:30 - 13.03.2017 13:45","21361","21338"
"13.03.2017 13:45 - 13.03.2017 14:00","21037","21056"
"13.03.2017 14:00 - 13.03.2017 14:15","20866","21142"
"13.03.2017 14:15 - 13.03.2017 14:30","20840","20939"
"13.03.2017 14:30 - 13.03.2017 14:45","20886","20893"
"13.03.2017 14:45 - 13.03.2017 15:00","20478","20651"
"13.03.2017 15:00 - 13.03.2017 15:15","20824","20622"
"13.03.2017 15:15 - 13.03.2017 15:30","20726","20584"
"13.03.2017 15:30 - 13.03.2017 15:45","20786","20592"
"13.03.2017 15:45 - 13.03.2017 16:00","20520","20373"
"13.03.2017 16:00 - 13.03.2017 16:15","20608","20076"
"13.03.2017 16:15 - 13.03.2017 16:30","20433","19935"
"13.03.2017 16:30 - 13.03.2017 16:45","20446","19819"
"13.03.2017 16:45 - 13.03.2017 17:00","20392","19810"
"13.03.2017 17:00 - 13.03.2017 17:15","20288","19775"
"13.03.2017 17:15 - 13.03.2017 17:30","20200","19902"
"13.03.2017 17:30 - 13.03.2017 17:45","20372","20125"
"13.03.2017 17:45 - 13.03.2017 18:00","20435","20400"
"13.03.2017 18:00 - 13.03.2017 18:15","20501","20578"
"13.03.2017 18:15 - 13.03.2017 18:30","20706","20806"
"13.03.2017 18:30 - 13.03.2017 18:45","20732","21346"
"13.03.2017 18:45 - 13.03.2017 19:00","20860","21627"
"13.03.2017 19:00 - 13.03.2017 19:15","20887","21349"
"13.03.2017 19:15 - 13.03.2017 19:30","20682","21115"
"13.03.2017 19:30 - 13.03.2017 19:45","20118","20863"
"13.03.2017 19:45 - 13.03.2017 20:00","20308","20461"
"13.03.2017 20:00 - 13.03.2017 20:15","20066","20141"
"13.03.2017 20:15 - 13.03.2017 20:30","19594","19639"
"13.03.2017 20:30 - 13.03.2017 20:45","19222","19189"
"13.03.2017 20:45 - 13.03.2017 21:00","19136","18945"
"13.03.2017 21:00 - 13.03.2017 21:15","19058","18702"
"13.03.2017 21:15 - 13.03.2017 21:30","18890","18367"
"13.03.2017 21:30 - 13.03.2017 21:45","18393","17957"
"13.03.2017 21:45 - 13.03.2017 22:00","18002","17671"
"13.03.2017 22:00 - 13.03.2017 22:15","17604","17802"
"13.03.2017 22:15 - 13.03.2017 22:30","17432","17418"
"13.03.2017 22:30 - 13.03.2017 22:45","17088","16995"
"13.03.2017 22:45 - 13.03.2017 23:00","16807","16640"
"13.03.2017 23:00 - 13.03.2017 23:15","16226","16160"
"13.03.2017 23:15 - 13.03.2017 23:30","15947","15744"
"13.03.2017 23:30 - 13.03.2017 23:45","15630","15389"
"13.03.2017 23:45 - 14.03.2017 00:00","15226","15119"
"14.03.2017 00:00 - 14.03.2017 00:15","15114","14855"
"14.03.2017 00:15 - 14.03.2017 00:30","15011","14598"
"14.03.2017 00:30 - 14.03.2017 00:45","14887","14403"
"14.03.2017 00:45 - 14.03.2017 01:00","14923","14180"
"14.03.2017 01:00 - 14.03.2017 01:15","14686","14147"
"14.03.2017 01:15 - 14.03.2017 01:30","14394","14021"
"14.03.2017 01:30 - 14.03.2017 01:45","14300","13914"
"14.03.2017 01:45 - 14.03.2017 02:00","14332","13838"
"14.03.2017 02:00 - 14.03.2017 02:15","14259","13658"
"14.03.2017 02:15 - 14.03.2017 02:30","14116","13593"
"14.03.2017 02:30 - 14.03.2017 02:45","14204","13558"
"14.03.2017 02:45 - 14.03.2017 03:00","14107","13526"
"14.03.2017 03:00 - 14.03.2017 03:15","14058","13485"
"14.03.2017 03:15 - 14.03.2017 03:30","14000","13584"
"14.03.2017 03:30 - 14.03.2017 03:45","14071","13617"
"14.03.2017 03:45 - 14.03.2017 04:00","14170","13796"
"14.03.2017 04:00 - 14.03.2017 04:15","14173","14013"
"14.03.2017 04:15 - 14.03.2017 04:30","14300","14112"
"14.03.2017 04:30 - 14.03.2017 04:45","14345","14208"
"14.03.2017 04:45 - 14.03.2017 05:00","14383","14529"
"14.03.2017 05:00 - 14.03.2017 05:15","14862","14994"
"14.03.2017 05:15 - 14.03.2017 05:30","15015","15328"
"14.03.2017 05:30 - 14.03.2017 05:45","15577","15760"
"14.03.2017 05:45 - 14.03.2017 06:00","16087","16475"
"14.03.2017 06:00 - 14.03.2017 06:15","17013","17274"
"14.03.2017 06:15 - 14.03.2017 06:30","17562","18050"
"14.03.2017 06:30 - 14.03.2017 06:45","18090","18806"
"14.03.2017 06:45 - 14.03.2017 07:00","18663","19153"
"14.03.2017 07:00 - 14.03.2017 07:15","19282","19657"
"14.03.2017 07:15 - 14.03.2017 07:30","18688","20081"
"14.03.2017 07:30 - 14.03.2017 07:45","18893","20594"
"14.03.2017 07:45 - 14.03.2017 08:00","19223","20973"
"14.03.2017 08:00 - 14.03.2017 08:15","19364","21079"
"14.03.2017 08:15 - 14.03.2017 08:30","19547","21316"
"14.03.2017 08:30 - 14.03.2017 08:45","19713","21273"
"14.03.2017 08:45 - 14.03.2017 09:00","19901","21306"
"14.03.2017 09:00 - 14.03.2017 09:15","19816","21194"
"14.03.2017 09:15 - 14.03.2017 09:30","20010","21157"
"14.03.2017 09:30 - 14.03.2017 09:45","20208","21295"
"14.03.2017 09:45 - 14.03.2017 10:00","20566","21267"
"14.03.2017 10:00 - 14.03.2017 10:15","20606","21400"
"14.03.2017 10:15 - 14.03.2017 10:30","20510","21634"
"14.03.2017 10:30 - 14.03.2017 10:45","20704","21647"
"14.03.2017 10:45 - 14.03.2017 11:00","20963","21914"
"14.03.2017 11:00 - 14.03.2017 11:15","21001","22041"
"14.03.2017 11:15 - 14.03.2017 11:30","21040","22254"
"14.03.2017 11:30 - 14.03.2017 11:45","21078","22343"
"14.03.2017 11:45 - 14.03.2017 12:00","21297","22224"
"14.03.2017 12:00 - 14.03.2017 12:15","21423","22224"
"14.03.2017 12:15 - 14.03.2017 12:30","21357","22369"
"14.03.2017 12:30 - 14.03.2017 12:45","21020","22312"
"14.03.2017 12:45 - 14.03.2017 13:00","20900","22525"
"14.03.2017 13:00 - 14.03.2017 13:15","20954","22482"
"14.03.2017 13:15 - 14.03.2017 13:30","21087","22206"
"14.03.2017 13:30 - 14.03.2017 13:45","21069","22407"
"14.03.2017 13:45 - 14.03.2017 14:00","20656","22275"
"14.03.2017 14:00 - 14.03.2017 14:15","20542","22329"
"14.03.2017 14:15 - 14.03.2017 14:30","20568","22088"
"14.03.2017 14:30 - 14.03.2017 14:45","20538","22067"
"14.03.2017 14:45 - 14.03.2017 15:00","20391","22082"
"14.03.2017 15:00 - 14.03.2017 15:15","20155","21932"
"14.03.2017 15:15 - 14.03.2017 15:30","20162","22047"
"14.03.2017 15:30 - 14.03.2017 15:45","20312","22251"
"14.03.2017 15:45 - 14.03.2017 16:00","20162","22137"
"14.03.2017 16:00 - 14.03.2017 16:15","20212","21752"
"14.03.2017 16:15 - 14.03.2017 16:30","20105","21396"
"14.03.2017 16:30 - 14.03.2017 16:45","20124","20920"
"14.03.2017 16:45 - 14.03.2017 17:00","20134","20853"
"14.03.2017 17:00 - 14.03.2017 17:15","20184","20840"
"14.03.2017 17:15 - 14.03.2017 17:30","20064","20890"
"14.03.2017 17:30 - 14.03.2017 17:45","20576","21069"
"14.03.2017 17:45 - 14.03.2017 18:00","20582","21271"
"14.03.2017 18:00 - 14.03.2017 18:15","20665","21233"
"14.03.2017 18:15 - 14.03.2017 18:30","20778","21546"
"14.03.2017 18:30 - 14.03.2017 18:45","20998","22149"
"14.03.2017 18:45 - 14.03.2017 19:00","21194","22339"
"14.03.2017 19:00 - 14.03.2017 19:15","21094","22399"
"14.03.2017 19:15 - 14.03.2017 19:30","20825","21985"
"14.03.2017 19:30 - 14.03.2017 19:45","20222","21654"
"14.03.2017 19:45 - 14.03.2017 20:00","20418","21385"
"14.03.2017 20:00 - 14.03.2017 20:15","20070","21367"
"14.03.2017 20:15 - 14.03.2017 20:30","19646","20992"
"14.03.2017 20:30 - 14.03.2017 20:45","19133","20650"
"14.03.2017 20:45 - 14.03.2017 21:00","18813","20249"
"14.03.2017 21:00 - 14.03.2017 21:15","18550","19870"
"14.03.2017 21:15 - 14.03.2017 21:30","18469","19590"
"14.03.2017 21:30 - 14.03.2017 21:45","18020","18893"
"14.03.2017 21:45 - 14.03.2017 22:00","17505","18416"
"14.03.2017 22:00 - 14.03.2017 22:15","17392","18691"
"14.03.2017 22:15 - 14.03.2017 22:30","17331","18152"
"14.03.2017 22:30 - 14.03.2017 22:45","16897","17849"
"14.03.2017 22:45 - 14.03.2017 23:00","16609","17427"
"14.03.2017 23:00 - 14.03.2017 23:15","16313","17124"
"14.03.2017 23:15 - 14.03.2017 23:30","15929","16690"
"14.03.2017 23:30 - 14.03.2017 23:45","15429","16332"
"14.03.2017 23:45 - 15.03.2017 00:00","15080","16075"
"15.03.2017 00:00 - 15.03.2017 00:15","14709","15831"
"15.03.2017 00:15 - 15.03.2017 00:30","14660","15569"
"15.03.2017 00:30 - 15.03.2017 00:45","14541","15413"
"15.03.2017 00:45 - 15.03.2017 01:00","14384","15196"
"15.03.2017 01:00 - 15.03.2017 01:15","14353","15248"
"15.03.2017 01:15 - 15.03.2017 01:30","14122","15031"
"15.03.2017 01:30 - 15.03.2017 01:45","13996","14962"
"15.03.2017 01:45 - 15.03.2017 02:00","13950","14771"
"15.03.2017 02:00 - 15.03.2017 02:15","13885","14777"
"15.03.2017 02:15 - 15.03.2017 02:30","13649","14718"
"15.03.2017 02:30 - 15.03.2017 02:45","13674","14685"
"15.03.2017 02:45 - 15.03.2017 03:00","13605","14740"
"15.03.2017 03:00 - 15.03.2017 03:15","13643","14813"
"15.03.2017 03:15 - 15.03.2017 03:30","13532","14853"
"15.03.2017 03:30 - 15.03.2017 03:45","13604","14815"
"15.03.2017 03:45 - 15.03.2017 04:00","13584","14822"
"15.03.2017 04:00 - 15.03.2017 04:15","13903","14958"
"15.03.2017 04:15 - 15.03.2017 04:30","13981","14976"
"15.03.2017 04:30 - 15.03.2017 04:45","14108","15155"
"15.03.2017 04:45 - 15.03.2017 05:00","14249","15375"
"15.03.2017 05:00 - 15.03.2017 05:15","14612","15704"
"15.03.2017 05:15 - 15.03.2017 05:30","14762","15814"
"15.03.2017 05:30 - 15.03.2017 05:45","15324","16351"
"15.03.2017 05:45 - 15.03.2017 06:00","15804","16674"
"15.03.2017 06:00 - 15.03.2017 06:15","16570","17475"
"15.03.2017 06:15 - 15.03.2017 06:30","17212","17939"
"15.03.2017 06:30 - 15.03.2017 06:45","17927","18575"
"15.03.2017 06:45 - 15.03.2017 07:00","17870","19336"
"15.03.2017 07:00 - 15.03.2017 07:15","18879","20054"
"15.03.2017 07:15 - 15.03.2017 07:30","19570","20308"
"15.03.2017 07:30 - 15.03.2017 07:45","19759","20331"
"15.03.2017 07:45 - 15.03.2017 08:00","19960","20535"
"15.03.2017 08:00 - 15.03.2017 08:15","20311","20749"
"15.03.2017 08:15 - 15.03.2017 08:30","20404","20938"
"15.03.2017 08:30 - 15.03.2017 08:45","20727","20946"
"15.03.2017 08:45 - 15.03.2017 09:00","20471","20986"
"15.03.2017 09:00 - 15.03.2017 09:15","20272","20857"
"15.03.2017 09:15 - 15.03.2017 09:30","20433","20824"
"15.03.2017 09:30 - 15.03.2017 09:45","20577","20911"
"15.03.2017 09:45 - 15.03.2017 10:00","20532","21005"
"15.03.2017 10:00 - 15.03.2017 10:15","20502","21196"
"15.03.2017 10:15 - 15.03.2017 10:30","20846","21149"
"15.03.2017 10:30 - 15.03.2017 10:45","20870","20993"
"15.03.2017 10:45 - 15.03.2017 11:00","20903","21211"
"15.03.2017 11:00 - 15.03.2017 11:15","21174","21326"
"15.03.2017 11:15 - 15.03.2017 11:30","21226","21236"
"15.03.2017 11:30 - 15.03.2017 11:45","21316","21485"
"15.03.2017 11:45 - 15.03.2017 12:00","21070","21449"
"15.03.2017 12:00 - 15.03.2017 12:15","21251","21344"
"15.03.2017 12:15 - 15.03.2017 12:30","21360","21395"
"15.03.2017 12:30 - 15.03.2017 12:45","21179","21473"
"15.03.2017 12:45 - 15.03.2017 13:00","21083","21642"
"15.03.2017 13:00 - 15.03.2017 13:15","21223","21892"
"15.03.2017 13:15 - 15.03.2017 13:30","20992","21672"
"15.03.2017 13:30 - 15.03.2017 13:45","20841","21444"
"15.03.2017 13:45 - 15.03.2017 14:00","20592","21218"
"15.03.2017 14:00 - 15.03.2017 14:15","20322","21282"
"15.03.2017 14:15 - 15.03.2017 14:30","20199","21530"
"15.03.2017 14:30 - 15.03.2017 14:45","19999","21230"
"15.03.2017 14:45 - 15.03.2017 15:00","20118","21184"
"15.03.2017 15:00 - 15.03.2017 15:15","19846","21160"
"15.03.2017 15:15 - 15.03.2017 15:30","20122","21040"
"15.03.2017 15:30 - 15.03.2017 15:45","19956","20623"
"15.03.2017 15:45 - 15.03.2017 16:00","19814","20589"
"15.03.2017 16:00 - 15.03.2017 16:15","19593","20445"
"15.03.2017 16:15 - 15.03.2017 16:30","19536","20294"
"15.03.2017 16:30 - 15.03.2017 16:45","19373","20008"
"15.03.2017 16:45 - 15.03.2017 17:00","19590","20064"
"15.03.2017 17:00 - 15.03.2017 17:15","19803","19925"
"15.03.2017 17:15 - 15.03.2017 17:30","19394","19845"
"15.03.2017 17:30 - 15.03.2017 17:45","19815","19978"
"15.03.2017 17:45 - 15.03.2017 18:00","19982","19981"
"15.03.2017 18:00 - 15.03.2017 18:15","20129","19719"
"15.03.2017 18:15 - 15.03.2017 18:30","20187","20164"
"15.03.2017 18:30 - 15.03.2017 18:45","20748","20748"
"15.03.2017 18:45 - 15.03.2017 19:00","20996","21054"
"15.03.2017 19:00 - 15.03.2017 19:15","20810","20978"
"15.03.2017 19:15 - 15.03.2017 19:30","20568","20809"
"15.03.2017 19:30 - 15.03.2017 19:45","20131","20511"
"15.03.2017 19:45 - 15.03.2017 20:00","19959","20124"
"15.03.2017 20:00 - 15.03.2017 20:15","19220","19779"
"15.03.2017 20:15 - 15.03.2017 20:30","19070","19492"
"15.03.2017 20:30 - 15.03.2017 20:45","18744","18990"
"15.03.2017 20:45 - 15.03.2017 21:00","18557","18593"
"15.03.2017 21:00 - 15.03.2017 21:15","18316","18260"
"15.03.2017 21:15 - 15.03.2017 21:30","18137","18007"
"15.03.2017 21:30 - 15.03.2017 21:45","17713","17722"
"15.03.2017 21:45 - 15.03.2017 22:00","17315","17409"
"15.03.2017 22:00 - 15.03.2017 22:15","17166","17727"
"15.03.2017 22:15 - 15.03.2017 22:30","17132","17361"
"15.03.2017 22:30 - 15.03.2017 22:45","16728","17077"
"15.03.2017 22:45 - 15.03.2017 23:00","16386","16693"
"15.03.2017 23:00 - 15.03.2017 23:15","15962","16285"
"15.03.2017 23:15 - 15.03.2017 23:30","15598","15885"
"15.03.2017 23:30 - 15.03.2017 23:45","15189","15866"
"15.03.2017 23:45 - 16.03.2017 00:00","14953","15589"
"16.03.2017 00:00 - 16.03.2017 00:15","15586","15566"
"16.03.2017 00:15 - 16.03.2017 00:30","15452","15153"
"16.03.2017 00:30 - 16.03.2017 00:45","15292","14765"
"16.03.2017 00:45 - 16.03.2017 01:00","15154","14535"
"16.03.2017 01:00 - 16.03.2017 01:15","15041","14597"
"16.03.2017 01:15 - 16.03.2017 01:30","14732","14721"
"16.03.2017 01:30 - 16.03.2017 01:45","14644","14636"
"16.03.2017 01:45 - 16.03.2017 02:00","14558","14454"
"16.03.2017 02:00 - 16.03.2017 02:15","14445","14372"
"16.03.2017 02:15 - 16.03.2017 02:30","14322","14438"
"16.03.2017 02:30 - 16.03.2017 02:45","14337","14503"
"16.03.2017 02:45 - 16.03.2017 03:00","14249","14430"
"16.03.2017 03:00 - 16.03.2017 03:15","14298","14623"
"16.03.2017 03:15 - 16.03.2017 03:30","14145","14624"
"16.03.2017 03:30 - 16.03.2017 03:45","14142","14641"
"16.03.2017 03:45 - 16.03.2017 04:00","14119","14570"
"16.03.2017 04:00 - 16.03.2017 04:15","14155","14624"
"16.03.2017 04:15 - 16.03.2017 04:30","14328","14702"
"16.03.2017 04:30 - 16.03.2017 04:45","14346","14727"
"16.03.2017 04:45 - 16.03.2017 05:00","14539","14981"
"16.03.2017 05:00 - 16.03.2017 05:15","14928","15436"
"16.03.2017 05:15 - 16.03.2017 05:30","15172","15626"
"16.03.2017 05:30 - 16.03.2017 05:45","15562","16093"
"16.03.2017 05:45 - 16.03.2017 06:00","15939","16738"
"16.03.2017 06:00 - 16.03.2017 06:15","16849","17691"
"16.03.2017 06:15 - 16.03.2017 06:30","17460","18193"
"16.03.2017 06:30 - 16.03.2017 06:45","18119","18598"
"16.03.2017 06:45 - 16.03.2017 07:00","18694","19031"
"16.03.2017 07:00 - 16.03.2017 07:15","19545","19511"
"16.03.2017 07:15 - 16.03.2017 07:30","19890","19771"
"16.03.2017 07:30 - 16.03.2017 07:45","20260","20004"
"16.03.2017 07:45 - 16.03.2017 08:00","20650","20262"
"16.03.2017 08:00 - 16.03.2017 08:15","20698","20531"
"16.03.2017 08:15 - 16.03.2017 08:30","20775","20691"
"16.03.2017 08:30 - 16.03.2017 08:45","20771","20543"
"16.03.2017 08:45 - 16.03.2017 09:00","20691","20411"
"16.03.2017 09:00 - 16.03.2017 09:15","20665","20468"
"16.03.2017 09:15 - 16.03.2017 09:30","20830","20839"
"16.03.2017 09:30 - 16.03.2017 09:45","20899","20894"
"16.03.2017 09:45 - 16.03.2017 10:00","20868","20979"
"16.03.2017 10:00 - 16.03.2017 10:15","21185","20892"
"16.03.2017 10:15 - 16.03.2017 10:30","21340","20915"
"16.03.2017 10:30 - 16.03.2017 10:45","21327","21153"
"16.03.2017 10:45 - 16.03.2017 11:00","21640","21395"
"16.03.2017 11:00 - 16.03.2017 11:15","21775","21456"
