"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"21.10.2017 20:00 - 21.10.2017 20:15","17928","17833"
"21.10.2017 20:15 - 21.10.2017 20:30","17468","17434"
"21.10.2017 20:30 - 21.10.2017 20:45","17149","17072"
"21.10.2017 20:45 - 21.10.2017 21:00","16954","16805"
"21.10.2017 21:00 - 21.10.2017 21:15","16679","16558"
"21.10.2017 21:15 - 21.10.2017 21:30","16556","16154"
"21.10.2017 21:30 - 21.10.2017 21:45","16411","15917"
"21.10.2017 21:45 - 21.10.2017 22:00","16177","15636"
"21.10.2017 22:00 - 21.10.2017 22:15","16363","15935"
"21.10.2017 22:15 - 21.10.2017 22:30","16280","15863"
"21.10.2017 22:30 - 21.10.2017 22:45","15977","15462"
"21.10.2017 22:45 - 21.10.2017 23:00","15667","14995"
"21.10.2017 23:00 - 21.10.2017 23:15","15430","14470"
"21.10.2017 23:15 - 21.10.2017 23:30","15019","14203"
"21.10.2017 23:30 - 21.10.2017 23:45","14799","13901"
"21.10.2017 23:45 - 22.10.2017 00:00","14382","13861"
"22.10.2017 00:00 - 22.10.2017 00:15","13366","13748"
"22.10.2017 00:15 - 22.10.2017 00:30","13170","13417"
"22.10.2017 00:30 - 22.10.2017 00:45","12990","13243"
"22.10.2017 00:45 - 22.10.2017 01:00","12832","13341"
"22.10.2017 01:00 - 22.10.2017 01:15","12643","13190"
"22.10.2017 01:15 - 22.10.2017 01:30","12513","13052"
"22.10.2017 01:30 - 22.10.2017 01:45","12394","12906"
"22.10.2017 01:45 - 22.10.2017 02:00","12288","12706"
"22.10.2017 02:00 - 22.10.2017 02:15","12202","12594"
"22.10.2017 02:15 - 22.10.2017 02:30","12095","12489"
"22.10.2017 02:30 - 22.10.2017 02:45","12063","12495"
"22.10.2017 02:45 - 22.10.2017 03:00","12025","12505"
"22.10.2017 03:00 - 22.10.2017 03:15","12007","12500"
"22.10.2017 03:15 - 22.10.2017 03:30","11994","12526"
"22.10.2017 03:30 - 22.10.2017 03:45","12007","12594"
"22.10.2017 03:45 - 22.10.2017 04:00","11978","12519"
"22.10.2017 04:00 - 22.10.2017 04:15","12046","12492"
"22.10.2017 04:15 - 22.10.2017 04:30","12086","12512"
"22.10.2017 04:30 - 22.10.2017 04:45","12136","12710"
"22.10.2017 04:45 - 22.10.2017 05:00","12167","12858"
"22.10.2017 05:00 - 22.10.2017 05:15","12281","12926"
"22.10.2017 05:15 - 22.10.2017 05:30","12289","13048"
"22.10.2017 05:30 - 22.10.2017 05:45","12297","12886"
"22.10.2017 05:45 - 22.10.2017 06:00","12356","13026"
"22.10.2017 06:00 - 22.10.2017 06:15","12583","12805"
"22.10.2017 06:15 - 22.10.2017 06:30","12650","13036"
"22.10.2017 06:30 - 22.10.2017 06:45","12694","13220"
"22.10.2017 06:45 - 22.10.2017 07:00","12645","13339"
"22.10.2017 07:00 - 22.10.2017 07:15","13220","13879"
"22.10.2017 07:15 - 22.10.2017 07:30","13277","14166"
"22.10.2017 07:30 - 22.10.2017 07:45","13356","14316"
"22.10.2017 07:45 - 22.10.2017 08:00","13539","14384"
"22.10.2017 08:00 - 22.10.2017 08:15","13984","14686"
"22.10.2017 08:15 - 22.10.2017 08:30","14362","14992"
"22.10.2017 08:30 - 22.10.2017 08:45","14617","15400"
"22.10.2017 08:45 - 22.10.2017 09:00","14902","15682"
"22.10.2017 09:00 - 22.10.2017 09:15","15278","16172"
"22.10.2017 09:15 - 22.10.2017 09:30","15426","16390"
"22.10.2017 09:30 - 22.10.2017 09:45","15572","16768"
"22.10.2017 09:45 - 22.10.2017 10:00","15881","16896"
"22.10.2017 10:00 - 22.10.2017 10:15","16014","17055"
"22.10.2017 10:15 - 22.10.2017 10:30","16172","17407"
"22.10.2017 10:30 - 22.10.2017 10:45","16398","17525"
"22.10.2017 10:45 - 22.10.2017 11:00","16597","17851"
"22.10.2017 11:00 - 22.10.2017 11:15","16684","18136"
"22.10.2017 11:15 - 22.10.2017 11:30","16826","18235"
"22.10.2017 11:30 - 22.10.2017 11:45","17144","18380"
"22.10.2017 11:45 - 22.10.2017 12:00","16987","18346"
"22.10.2017 12:00 - 22.10.2017 12:15","16982","17995"
"22.10.2017 12:15 - 22.10.2017 12:30","16897","17930"
"22.10.2017 12:30 - 22.10.2017 12:45","16886","17746"
"22.10.2017 12:45 - 22.10.2017 13:00","16718","17632"
"22.10.2017 13:00 - 22.10.2017 13:15","16439","17365"
"22.10.2017 13:15 - 22.10.2017 13:30","16304","17178"
"22.10.2017 13:30 - 22.10.2017 13:45","16115","17051"
"22.10.2017 13:45 - 22.10.2017 14:00","15899","16866"
"22.10.2017 14:00 - 22.10.2017 14:15","15759","16835"
"22.10.2017 14:15 - 22.10.2017 14:30","15723","16772"
"22.10.2017 14:30 - 22.10.2017 14:45","15731","16592"
"22.10.2017 14:45 - 22.10.2017 15:00","15375","16571"
"22.10.2017 15:00 - 22.10.2017 15:15","15429","16385"
"22.10.2017 15:15 - 22.10.2017 15:30","15262","16423"
"22.10.2017 15:30 - 22.10.2017 15:45","15126","16450"
"22.10.2017 15:45 - 22.10.2017 16:00","15293","16371"
"22.10.2017 16:00 - 22.10.2017 16:15","15269","16285"
"22.10.2017 16:15 - 22.10.2017 16:30","15171","16255"
"22.10.2017 16:30 - 22.10.2017 16:45","15172","16372"
"22.10.2017 16:45 - 22.10.2017 17:00","15216","16444"
"22.10.2017 17:00 - 22.10.2017 17:15","15511","16794"
"22.10.2017 17:15 - 22.10.2017 17:30","15665","17028"
"22.10.2017 17:30 - 22.10.2017 17:45","15977","17309"
"22.10.2017 17:45 - 22.10.2017 18:00","16169","17381"
"22.10.2017 18:00 - 22.10.2017 18:15","16198","17364"
"22.10.2017 18:15 - 22.10.2017 18:30","16723","17814"
"22.10.2017 18:30 - 22.10.2017 18:45","17065","18198"
"22.10.2017 18:45 - 22.10.2017 19:00","17377","18237"
"22.10.2017 19:00 - 22.10.2017 19:15","17697","18160"
"22.10.2017 19:15 - 22.10.2017 19:30","17647","17948"
"22.10.2017 19:30 - 22.10.2017 19:45","17517","17659"
"22.10.2017 19:45 - 22.10.2017 20:00","17384","17472"
"22.10.2017 20:00 - 22.10.2017 20:15","17244","17460"
"22.10.2017 20:15 - 22.10.2017 20:30","17183","17066"
"22.10.2017 20:30 - 22.10.2017 20:45","16945","16928"
"22.10.2017 20:45 - 22.10.2017 21:00","16822","16695"
"22.10.2017 21:00 - 22.10.2017 21:15","16756","16611"
"22.10.2017 21:15 - 22.10.2017 21:30","16485","16569"
"22.10.2017 21:30 - 22.10.2017 21:45","16308","16386"
"22.10.2017 21:45 - 22.10.2017 22:00","16187","16401"
"22.10.2017 22:00 - 22.10.2017 22:15","16405","16544"
"22.10.2017 22:15 - 22.10.2017 22:30","16216","16362"
"22.10.2017 22:30 - 22.10.2017 22:45","15829","15958"
"22.10.2017 22:45 - 22.10.2017 23:00","15468","15560"
"22.10.2017 23:00 - 22.10.2017 23:15","15075","15223"
"22.10.2017 23:15 - 22.10.2017 23:30","14703","14913"
"22.10.2017 23:30 - 22.10.2017 23:45","14520","14494"
"22.10.2017 23:45 - 23.10.2017 00:00","14178","14232"
"23.10.2017 00:00 - 23.10.2017 00:15","14287","13848"
"23.10.2017 00:15 - 23.10.2017 00:30","14051","13552"
"23.10.2017 00:30 - 23.10.2017 00:45","13900","13464"
"23.10.2017 00:45 - 23.10.2017 01:00","13753","13463"
"23.10.2017 01:00 - 23.10.2017 01:15","13576","13074"
"23.10.2017 01:15 - 23.10.2017 01:30","13406","12911"
"23.10.2017 01:30 - 23.10.2017 01:45","13317","12805"
"23.10.2017 01:45 - 23.10.2017 02:00","13207","12590"
"23.10.2017 02:00 - 23.10.2017 02:15","13147","12585"
"23.10.2017 02:15 - 23.10.2017 02:30","13064","12568"
"23.10.2017 02:30 - 23.10.2017 02:45","13054","12621"
"23.10.2017 02:45 - 23.10.2017 03:00","13051","12707"
"23.10.2017 03:00 - 23.10.2017 03:15","13125","12844"
"23.10.2017 03:15 - 23.10.2017 03:30","13084","12798"
"23.10.2017 03:30 - 23.10.2017 03:45","13124","12868"
"23.10.2017 03:45 - 23.10.2017 04:00","13089","12985"
"23.10.2017 04:00 - 23.10.2017 04:15","13260","13007"
"23.10.2017 04:15 - 23.10.2017 04:30","13409","13109"
"23.10.2017 04:30 - 23.10.2017 04:45","13482","13351"
"23.10.2017 04:45 - 23.10.2017 05:00","13685","13649"
"23.10.2017 05:00 - 23.10.2017 05:15","14306","14361"
"23.10.2017 05:15 - 23.10.2017 05:30","14494","14688"
"23.10.2017 05:30 - 23.10.2017 05:45","15036","15223"
"23.10.2017 05:45 - 23.10.2017 06:00","15686","15881"
"23.10.2017 06:00 - 23.10.2017 06:15","16744","17066"
"23.10.2017 06:15 - 23.10.2017 06:30","17582","18280"
"23.10.2017 06:30 - 23.10.2017 06:45","18283","19081"
"23.10.2017 06:45 - 23.10.2017 07:00","18835","19625"
"23.10.2017 07:00 - 23.10.2017 07:15","19688","20306"
"23.10.2017 07:15 - 23.10.2017 07:30","19886","20632"
"23.10.2017 07:30 - 23.10.2017 07:45","20201","20995"
"23.10.2017 07:45 - 23.10.2017 08:00","20340","20851"
"23.10.2017 08:00 - 23.10.2017 08:15","20766","21126"
"23.10.2017 08:15 - 23.10.2017 08:30","20926","21365"
"23.10.2017 08:30 - 23.10.2017 08:45","21131","21596"
"23.10.2017 08:45 - 23.10.2017 09:00","21138","21716"
"23.10.2017 09:00 - 23.10.2017 09:15","21049","21817"
"23.10.2017 09:15 - 23.10.2017 09:30","21172","21974"
"23.10.2017 09:30 - 23.10.2017 09:45","21178","22153"
"23.10.2017 09:45 - 23.10.2017 10:00","21300","22234"
"23.10.2017 10:00 - 23.10.2017 10:15","21447","22237"
"23.10.2017 10:15 - 23.10.2017 10:30","21581","22282"
"23.10.2017 10:30 - 23.10.2017 10:45","21663","22548"
"23.10.2017 10:45 - 23.10.2017 11:00","21824","22575"
"23.10.2017 11:00 - 23.10.2017 11:15","21889","22736"
"23.10.2017 11:15 - 23.10.2017 11:30","21912","23022"
"23.10.2017 11:30 - 23.10.2017 11:45","22139","23220"
"23.10.2017 11:45 - 23.10.2017 12:00","22065","23126"
"23.10.2017 12:00 - 23.10.2017 12:15","21995","23461"
"23.10.2017 12:15 - 23.10.2017 12:30","21881","23227"
"23.10.2017 12:30 - 23.10.2017 12:45","22169","23065"
"23.10.2017 12:45 - 23.10.2017 13:00","22174","23164"
"23.10.2017 13:00 - 23.10.2017 13:15","22186","23038"
"23.10.2017 13:15 - 23.10.2017 13:30","22156","22981"
"23.10.2017 13:30 - 23.10.2017 13:45","22060","22784"
"23.10.2017 13:45 - 23.10.2017 14:00","21810","22640"
"23.10.2017 14:00 - 23.10.2017 14:15","21371","22751"
"23.10.2017 14:15 - 23.10.2017 14:30","21112","22730"
"23.10.2017 14:30 - 23.10.2017 14:45","21029","22485"
"23.10.2017 14:45 - 23.10.2017 15:00","20903","22447"
"23.10.2017 15:00 - 23.10.2017 15:15","20874","22253"
"23.10.2017 15:15 - 23.10.2017 15:30","20657","22167"
"23.10.2017 15:30 - 23.10.2017 15:45","20364","22071"
"23.10.2017 15:45 - 23.10.2017 16:00","20311","21901"
"23.10.2017 16:00 - 23.10.2017 16:15","20001","21589"
"23.10.2017 16:15 - 23.10.2017 16:30","20022","21393"
"23.10.2017 16:30 - 23.10.2017 16:45","19874","21369"
"23.10.2017 16:45 - 23.10.2017 17:00","19888","21387"
"23.10.2017 17:00 - 23.10.2017 17:15","19754","21300"
"23.10.2017 17:15 - 23.10.2017 17:30","19898","21435"
"23.10.2017 17:30 - 23.10.2017 17:45","20042","21419"
"23.10.2017 17:45 - 23.10.2017 18:00","20145","21261"
"23.10.2017 18:00 - 23.10.2017 18:15","20055","21332"
"23.10.2017 18:15 - 23.10.2017 18:30","20388","21497"
"23.10.2017 18:30 - 23.10.2017 18:45","20883","21858"
"23.10.2017 18:45 - 23.10.2017 19:00","21259","21792"
"23.10.2017 19:00 - 23.10.2017 19:15","21406","21630"
"23.10.2017 19:15 - 23.10.2017 19:30","21296","21282"
"23.10.2017 19:30 - 23.10.2017 19:45","21153","21025"
"23.10.2017 19:45 - 23.10.2017 20:00","21051","20640"
"23.10.2017 20:00 - 23.10.2017 20:15","20785","20224"
"23.10.2017 20:15 - 23.10.2017 20:30","20245","19744"
"23.10.2017 20:30 - 23.10.2017 20:45","19961","19175"
"23.10.2017 20:45 - 23.10.2017 21:00","19604","18845"
"23.10.2017 21:00 - 23.10.2017 21:15","19411","18470"
"23.10.2017 21:15 - 23.10.2017 21:30","19169","18197"
"23.10.2017 21:30 - 23.10.2017 21:45","18824","17868"
"23.10.2017 21:45 - 23.10.2017 22:00","18349","17429"
"23.10.2017 22:00 - 23.10.2017 22:15","18345","17613"
"23.10.2017 22:15 - 23.10.2017 22:30","18108","17403"
"23.10.2017 22:30 - 23.10.2017 22:45","17724","16826"
"23.10.2017 22:45 - 23.10.2017 23:00","17262","16446"
"23.10.2017 23:00 - 23.10.2017 23:15","16733","16023"
"23.10.2017 23:15 - 23.10.2017 23:30","16195","15620"
"23.10.2017 23:30 - 23.10.2017 23:45","15891","15277"
"23.10.2017 23:45 - 24.10.2017 00:00","15571","14932"
"24.10.2017 00:00 - 24.10.2017 00:15","15458","14450"
"24.10.2017 00:15 - 24.10.2017 00:30","15267","14137"
"24.10.2017 00:30 - 24.10.2017 00:45","15041","13978"
"24.10.2017 00:45 - 24.10.2017 01:00","14903","13802"
"24.10.2017 01:00 - 24.10.2017 01:15","14677","13548"
"24.10.2017 01:15 - 24.10.2017 01:30","14579","13330"
"24.10.2017 01:30 - 24.10.2017 01:45","14436","13255"
"24.10.2017 01:45 - 24.10.2017 02:00","14361","13207"
"24.10.2017 02:00 - 24.10.2017 02:15","14276","12977"
"24.10.2017 02:15 - 24.10.2017 02:30","14113","12971"
"24.10.2017 02:30 - 24.10.2017 02:45","14060","13044"
"24.10.2017 02:45 - 24.10.2017 03:00","14077","13011"
"24.10.2017 03:00 - 24.10.2017 03:15","14075","13143"
"24.10.2017 03:15 - 24.10.2017 03:30","14119","13155"
"24.10.2017 03:30 - 24.10.2017 03:45","14104","13275"
"24.10.2017 03:45 - 24.10.2017 04:00","14093","13331"
"24.10.2017 04:00 - 24.10.2017 04:15","14257","13347"
"24.10.2017 04:15 - 24.10.2017 04:30","14340","13522"
"24.10.2017 04:30 - 24.10.2017 04:45","14436","13671"
"24.10.2017 04:45 - 24.10.2017 05:00","14588","13838"
"24.10.2017 05:00 - 24.10.2017 05:15","15130","14278"
"24.10.2017 05:15 - 24.10.2017 05:30","15460","14567"
"24.10.2017 05:30 - 24.10.2017 05:45","15957","15127"
"24.10.2017 05:45 - 24.10.2017 06:00","16538","15785"
"24.10.2017 06:00 - 24.10.2017 06:15","17592","16989"
"24.10.2017 06:15 - 24.10.2017 06:30","18594","17785"
"24.10.2017 06:30 - 24.10.2017 06:45","19383","18307"
"24.10.2017 06:45 - 24.10.2017 07:00","19968","19015"
"24.10.2017 07:00 - 24.10.2017 07:15","20706","19837"
"24.10.2017 07:15 - 24.10.2017 07:30","20928","20174"
"24.10.2017 07:30 - 24.10.2017 07:45","20422","20531"
"24.10.2017 07:45 - 24.10.2017 08:00","20546","20687"
"24.10.2017 08:00 - 24.10.2017 08:15","20886","20731"
"24.10.2017 08:15 - 24.10.2017 08:30","20935","20854"
"24.10.2017 08:30 - 24.10.2017 08:45","21068","20991"
"24.10.2017 08:45 - 24.10.2017 09:00","21017","21052"
"24.10.2017 09:00 - 24.10.2017 09:15","20805","21076"
"24.10.2017 09:15 - 24.10.2017 09:30","20846","21097"
"24.10.2017 09:30 - 24.10.2017 09:45","20854","21198"
"24.10.2017 09:45 - 24.10.2017 10:00","20978","21331"
"24.10.2017 10:00 - 24.10.2017 10:15","21127","21465"
"24.10.2017 10:15 - 24.10.2017 10:30","21344","21570"
"24.10.2017 10:30 - 24.10.2017 10:45","21500","21901"
"24.10.2017 10:45 - 24.10.2017 11:00","21565","22197"
"24.10.2017 11:00 - 24.10.2017 11:15","21725","22455"
"24.10.2017 11:15 - 24.10.2017 11:30","21781","22677"
"24.10.2017 11:30 - 24.10.2017 11:45","22091","22718"
"24.10.2017 11:45 - 24.10.2017 12:00","22050","22737"
"24.10.2017 12:00 - 24.10.2017 12:15","22100","22781"
"24.10.2017 12:15 - 24.10.2017 12:30","21850","22708"
"24.10.2017 12:30 - 24.10.2017 12:45","22060","22771"
"24.10.2017 12:45 - 24.10.2017 13:00","22089","22778"
"24.10.2017 13:00 - 24.10.2017 13:15","22023","22846"
"24.10.2017 13:15 - 24.10.2017 13:30","21973","22745"
"24.10.2017 13:30 - 24.10.2017 13:45","21906","22599"
"24.10.2017 13:45 - 24.10.2017 14:00","21553","22432"
"24.10.2017 14:00 - 24.10.2017 14:15","21128","22466"
"24.10.2017 14:15 - 24.10.2017 14:30","20951","22482"
"24.10.2017 14:30 - 24.10.2017 14:45","20804","22292"
"24.10.2017 14:45 - 24.10.2017 15:00","20795","22129"
"24.10.2017 15:00 - 24.10.2017 15:15","20482","22042"
"24.10.2017 15:15 - 24.10.2017 15:30","20266","21889"
"24.10.2017 15:30 - 24.10.2017 15:45","20156","21626"
"24.10.2017 15:45 - 24.10.2017 16:00","20025","21672"
"24.10.2017 16:00 - 24.10.2017 16:15","19837","21477"
"24.10.2017 16:15 - 24.10.2017 16:30","19818","21437"
"24.10.2017 16:30 - 24.10.2017 16:45","19801","21401"
"24.10.2017 16:45 - 24.10.2017 17:00","19727","21497"
"24.10.2017 17:00 - 24.10.2017 17:15","19739","21480"
"24.10.2017 17:15 - 24.10.2017 17:30","19781","21414"
"24.10.2017 17:30 - 24.10.2017 17:45","20049","21755"
"24.10.2017 17:45 - 24.10.2017 18:00","20117","22125"
"24.10.2017 18:00 - 24.10.2017 18:15","20105","22429"
"24.10.2017 18:15 - 24.10.2017 18:30","20435","22863"
"24.10.2017 18:30 - 24.10.2017 18:45","21126","23089"
"24.10.2017 18:45 - 24.10.2017 19:00","21575","23125"
"24.10.2017 19:00 - 24.10.2017 19:15","21730","22979"
"24.10.2017 19:15 - 24.10.2017 19:30","21596","22797"
"24.10.2017 19:30 - 24.10.2017 19:45","21430","22902"
"24.10.2017 19:45 - 24.10.2017 20:00","21318","22539"
"24.10.2017 20:00 - 24.10.2017 20:15","21025","22327"
"24.10.2017 20:15 - 24.10.2017 20:30","20485","21747"
"24.10.2017 20:30 - 24.10.2017 20:45","20178","21122"
"24.10.2017 20:45 - 24.10.2017 21:00","19803","20793"
"24.10.2017 21:00 - 24.10.2017 21:15","19515","20632"
"24.10.2017 21:15 - 24.10.2017 21:30","19328","20136"
"24.10.2017 21:30 - 24.10.2017 21:45","18924","19639"
"24.10.2017 21:45 - 24.10.2017 22:00","18475","19328"
"24.10.2017 22:00 - 24.10.2017 22:15","18544","19426"
"24.10.2017 22:15 - 24.10.2017 22:30","18392","18738"
"24.10.2017 22:30 - 24.10.2017 22:45","17947","18300"
"24.10.2017 22:45 - 24.10.2017 23:00","17519","17838"
"24.10.2017 23:00 - 24.10.2017 23:15","17011","17177"
"24.10.2017 23:15 - 24.10.2017 23:30","16436","16789"
"24.10.2017 23:30 - 24.10.2017 23:45","16097","16476"
"24.10.2017 23:45 - 25.10.2017 00:00","15741","16303"
"25.10.2017 00:00 - 25.10.2017 00:15","14732","16171"
"25.10.2017 00:15 - 25.10.2017 00:30","14498","15943"
"25.10.2017 00:30 - 25.10.2017 00:45","14321","15904"
"25.10.2017 00:45 - 25.10.2017 01:00","14155","15677"
"25.10.2017 01:00 - 25.10.2017 01:15","13990","15553"
"25.10.2017 01:15 - 25.10.2017 01:30","13850","15522"
"25.10.2017 01:30 - 25.10.2017 01:45","13682","15323"
"25.10.2017 01:45 - 25.10.2017 02:00","13592","15229"
"25.10.2017 02:00 - 25.10.2017 02:15","13487","14992"
"25.10.2017 02:15 - 25.10.2017 02:30","13380","14881"
"25.10.2017 02:30 - 25.10.2017 02:45","13379","14854"
"25.10.2017 02:45 - 25.10.2017 03:00","13415","14914"
"25.10.2017 03:00 - 25.10.2017 03:15","13468","14913"
"25.10.2017 03:15 - 25.10.2017 03:30","13462","14929"
"25.10.2017 03:30 - 25.10.2017 03:45","13500","14952"
"25.10.2017 03:45 - 25.10.2017 04:00","13481","15041"
"25.10.2017 04:00 - 25.10.2017 04:15","13686","15113"
"25.10.2017 04:15 - 25.10.2017 04:30","13832","15104"
"25.10.2017 04:30 - 25.10.2017 04:45","13953","15481"
"25.10.2017 04:45 - 25.10.2017 05:00","14098","15724"
"25.10.2017 05:00 - 25.10.2017 05:15","14568","16123"
"25.10.2017 05:15 - 25.10.2017 05:30","14835","16305"
"25.10.2017 05:30 - 25.10.2017 05:45","15280","16769"
"25.10.2017 05:45 - 25.10.2017 06:00","15839","17408"
"25.10.2017 06:00 - 25.10.2017 06:15","17015","18500"
"25.10.2017 06:15 - 25.10.2017 06:30","17887","19495"
"25.10.2017 06:30 - 25.10.2017 06:45","18268","20258"
"25.10.2017 06:45 - 25.10.2017 07:00","18518","21036"
"25.10.2017 07:00 - 25.10.2017 07:15","19765","21568"
"25.10.2017 07:15 - 25.10.2017 07:30","20049","21902"
"25.10.2017 07:30 - 25.10.2017 07:45","20579","22107"
"25.10.2017 07:45 - 25.10.2017 08:00","20382","22377"
"25.10.2017 08:00 - 25.10.2017 08:15","20865","22565"
"25.10.2017 08:15 - 25.10.2017 08:30","21005","22558"
"25.10.2017 08:30 - 25.10.2017 08:45","21343","22721"
"25.10.2017 08:45 - 25.10.2017 09:00","21404","22655"
"25.10.2017 09:00 - 25.10.2017 09:15","21305","22594"
"25.10.2017 09:15 - 25.10.2017 09:30","21463","22771"
"25.10.2017 09:30 - 25.10.2017 09:45","21825","22886"
"25.10.2017 09:45 - 25.10.2017 10:00","21824","23309"
"25.10.2017 10:00 - 25.10.2017 10:15","21621","23540"
"25.10.2017 10:15 - 25.10.2017 10:30","22029","23602"
"25.10.2017 10:30 - 25.10.2017 10:45","22081","23997"
"25.10.2017 10:45 - 25.10.2017 11:00","22051","24249"
"25.10.2017 11:00 - 25.10.2017 11:15","22315","24476"
"25.10.2017 11:15 - 25.10.2017 11:30","22529","24607"
"25.10.2017 11:30 - 25.10.2017 11:45","22848","24701"
"25.10.2017 11:45 - 25.10.2017 12:00","22577","24505"
"25.10.2017 12:00 - 25.10.2017 12:15","22665","24548"
"25.10.2017 12:15 - 25.10.2017 12:30","22561","24588"
"25.10.2017 12:30 - 25.10.2017 12:45","22439","24560"
"25.10.2017 12:45 - 25.10.2017 13:00","22492","24577"
"25.10.2017 13:00 - 25.10.2017 13:15","22454","24424"
"25.10.2017 13:15 - 25.10.2017 13:30","22428","24293"
"25.10.2017 13:30 - 25.10.2017 13:45","22236","24395"
"25.10.2017 13:45 - 25.10.2017 14:00","22036","24093"
"25.10.2017 14:00 - 25.10.2017 14:15","21917","23902"
"25.10.2017 14:15 - 25.10.2017 14:30","21970","23833"
"25.10.2017 14:30 - 25.10.2017 14:45","21690","23434"
"25.10.2017 14:45 - 25.10.2017 15:00","21760","23316"
"25.10.2017 15:00 - 25.10.2017 15:15","21543","23342"
"25.10.2017 15:15 - 25.10.2017 15:30","21773","23108"
"25.10.2017 15:30 - 25.10.2017 15:45","21595","22882"
"25.10.2017 15:45 - 25.10.2017 16:00","21329","22598"
"25.10.2017 16:00 - 25.10.2017 16:15","21169","22535"
"25.10.2017 16:15 - 25.10.2017 16:30","20987","22387"
"25.10.2017 16:30 - 25.10.2017 16:45","20941","22307"
"25.10.2017 16:45 - 25.10.2017 17:00","20943","21627"
"25.10.2017 17:00 - 25.10.2017 17:15","21012","21310"
"25.10.2017 17:15 - 25.10.2017 17:30","20877","21247"
"25.10.2017 17:30 - 25.10.2017 17:45","21024","21150"
"25.10.2017 17:45 - 25.10.2017 18:00","20949","21213"
"25.10.2017 18:00 - 25.10.2017 18:15","20989","21466"
"25.10.2017 18:15 - 25.10.2017 18:30","20815","21702"
"25.10.2017 18:30 - 25.10.2017 18:45","21387","22143"
"25.10.2017 18:45 - 25.10.2017 19:00","21309","22044"
"25.10.2017 19:00 - 25.10.2017 19:15","21322","21967"
"25.10.2017 19:15 - 25.10.2017 19:30","21082","21693"
"25.10.2017 19:30 - 25.10.2017 19:45","20762","21370"
"25.10.2017 19:45 - 25.10.2017 20:00","20505","21228"
"25.10.2017 20:00 - 25.10.2017 20:15","19907","20825"
"25.10.2017 20:15 - 25.10.2017 20:30","19659","20250"
"25.10.2017 20:30 - 25.10.2017 20:45","19239","19961"
"25.10.2017 20:45 - 25.10.2017 21:00","18966","19496"
"25.10.2017 21:00 - 25.10.2017 21:15","18733","19163"
"25.10.2017 21:15 - 25.10.2017 21:30","18543","19026"
"25.10.2017 21:30 - 25.10.2017 21:45","18240","18681"
"25.10.2017 21:45 - 25.10.2017 22:00","17823","18433"
"25.10.2017 22:00 - 25.10.2017 22:15","17808","18515"
"25.10.2017 22:15 - 25.10.2017 22:30","17515","18235"
"25.10.2017 22:30 - 25.10.2017 22:45","17045","17973"
"25.10.2017 22:45 - 25.10.2017 23:00","16620","17661"
"25.10.2017 23:00 - 25.10.2017 23:15","16204","17384"
"25.10.2017 23:15 - 25.10.2017 23:30","15703","17069"
"25.10.2017 23:30 - 25.10.2017 23:45","15358","16594"
"25.10.2017 23:45 - 26.10.2017 00:00","14961","16168"
"26.10.2017 00:00 - 26.10.2017 00:15","16127","15909"
"26.10.2017 00:15 - 26.10.2017 00:30","15770","15615"
"26.10.2017 00:30 - 26.10.2017 00:45","15565","15348"
"26.10.2017 00:45 - 26.10.2017 01:00","15328","15223"
"26.10.2017 01:00 - 26.10.2017 01:15","15160","15152"
"26.10.2017 01:15 - 26.10.2017 01:30","14897","14984"
"26.10.2017 01:30 - 26.10.2017 01:45","14823","14751"
"26.10.2017 01:45 - 26.10.2017 02:00","14613","14599"
"26.10.2017 02:00 - 26.10.2017 02:15","14593","14691"
"26.10.2017 02:15 - 26.10.2017 02:30","14464","14427"
"26.10.2017 02:30 - 26.10.2017 02:45","14452","14354"
"26.10.2017 02:45 - 26.10.2017 03:00","14450","14464"
"26.10.2017 03:00 - 26.10.2017 03:15","14563","14469"
"26.10.2017 03:15 - 26.10.2017 03:30","14572","14441"
"26.10.2017 03:30 - 26.10.2017 03:45","14630","14543"
"26.10.2017 03:45 - 26.10.2017 04:00","14670","14446"
"26.10.2017 04:00 - 26.10.2017 04:15","14828","14597"
"26.10.2017 04:15 - 26.10.2017 04:30","14921","14815"
"26.10.2017 04:30 - 26.10.2017 04:45","15213","14991"
"26.10.2017 04:45 - 26.10.2017 05:00","15379","15167"
"26.10.2017 05:00 - 26.10.2017 05:15","15839","15586"
"26.10.2017 05:15 - 26.10.2017 05:30","16058","15719"
"26.10.2017 05:30 - 26.10.2017 05:45","16661","16159"
"26.10.2017 05:45 - 26.10.2017 06:00","17335","16742"
"26.10.2017 06:00 - 26.10.2017 06:15","18507","17350"
"26.10.2017 06:15 - 26.10.2017 06:30","19524","17940"
"26.10.2017 06:30 - 26.10.2017 06:45","20277","18663"
"26.10.2017 06:45 - 26.10.2017 07:00","21197","19308"
"26.10.2017 07:00 - 26.10.2017 07:15","21788","19898"
"26.10.2017 07:15 - 26.10.2017 07:30","21761","20401"
"26.10.2017 07:30 - 26.10.2017 07:45","20931","20748"
"26.10.2017 07:45 - 26.10.2017 08:00","21007","20857"
"26.10.2017 08:00 - 26.10.2017 08:15","21130","20856"
"26.10.2017 08:15 - 26.10.2017 08:30","21095","20993"
"26.10.2017 08:30 - 26.10.2017 08:45","21229","20866"
