,daily_cost,adjusted_daily_cost
0,2.2724156701617284,2.483715496297463
1,2.4461890123290084,2.9471363482112936
2,2.6533512553566907,2.9723919625281607
3,2.097905476012269,2.198387746348334
4,1.846453635891164,1.9272991667339485
5,2.3043035222203714,2.645411697008675
6,1.9950187831675683,2.159085764544604
7,2.881603713262053,3.0610060062814455
8,2.997456236339655,3.242767831434833
9,3.1863696141538282,3.3911397696771526
10,2.805511654369756,2.8508564424974443
11,2.6677662576241783,3.048150723393346
12,2.106763382758185,2.1857337952124256
13,1.4683692218592093,1.7665242731456625
14,2.269084829593884,2.767139065906272
15,2.4301013736122443,2.7681229093378734
16,2.428800990654365,2.570186733344894
17,2.205979172285001,2.1372833616202946
18,1.760782247394121,1.9221281876707486
19,0.9874138169814208,0.9703885989498824
20,0.5405316264495323,0.6546524201755497
21,2.339939783929692,2.593282440124097
22,2.6652194831448868,3.2023673443186027
23,2.361092777204627,2.8373112457163554
24,2.1396376366659458,2.0050203138921376
25,1.7628293731712965,1.8089658307623815
26,1.2478496655120406,1.2164426697592376
27,1.4961545283310684,1.2874715105852648
28,3.1191839758045754,3.1346015644810876
29,3.00151109028738,3.0186889652224593
30,2.467637741877305,2.3536807317858908
31,2.1635562981027583,1.7361904569438955
32,2.750120316005709,2.5731881073580904
33,1.4781703248736684,1.6572306252841218
34,1.3753052759266409,0.9776534682480493
35,2.6006214439383952,2.2570381214768505
36,2.7854079752689653,2.646257299162371
37,2.3271003107068813,2.6084806798809645
38,2.0485650909504614,2.293507210429226
39,2.2932973335990967,3.078064649691711
40,1.6097955885341857,1.5085207520189627
41,1.4018634648117558,0.9668916959565058
42,1.2140706945175057,1.1686627666269764
43,0.5033456523139512,0.2349888576131928
44,0.5031851692785579,0.06520986166003734
45,1.5820710678813923,1.0525065714052788
46,2.68181220369506,2.6018267255057963
47,1.273493193537763,1.1990065927080211
48,0.8581733608699182,0.8298010804776162
49,2.9003483591476718,2.697492068595819
50,2.720043735267065,2.220214566622386
51,3.1396319181181176,2.8868838482195223
52,1.405703336229285,2.2484157500565125
53,1.1850360632562045,0.8828930958450552
54,0.4930485213549725,0.05316894051383292
55,1.0935097949692447,0.3634872446628517
56,1.7120707077995452,1.192502200129189
57,1.7525920022596986,1.873695151997582
58,1.6187263044756297,1.724976401926849
59,1.169644243797935,1.3828637506416168
60,1.2613130127560337,0.8649283948440867
61,0.16429936622920005,0.0885109253862642
62,0.037902990971669485,-0.11292968029682654
63,1.6283005094572658,1.7407774637535793
64,1.9686475901702691,1.8498777709372656
65,2.4141269296987256,2.509804013376296
66,2.126648961263789,2.2263110321222728
67,-0.2501425078344335,-0.637173191879332
68,-1.4859566850868848,-1.3559235306490423
69,-2.0030397254688297,-2.1154126007184724
70,-1.1703716539827873,-1.1752850622748308
71,-0.1800215240818681,-0.6884105934413205
72,0.4343785464098624,-0.25984192397403627
73,-1.44933478268555,-1.6615407027476592
74,0.5042190502831554,0.17714494570702377
75,2.177129359848931,1.6651988565093343
76,1.5814128636555032,1.541141667652693
77,1.8343347243030208,1.4931353872169717
78,0.7724073084604526,0.8643712470036962
79,-0.17202345672425598,0.3510339967802978
80,-0.5765615383182845,-1.2053854767337244
81,-1.155459868926727,-0.4345876498281691
82,-2.6932579385519015,-2.6378035666044695
83,-2.4439872633784203,-3.065379528629501
84,-2.6920739999012597,-2.717384123002546
85,-2.120157504983257,-2.3721306141155942
86,-0.06958561357348447,-0.22884376952428576
87,-0.9998727596442812,-1.841273848011105
88,-2.265749800132303,-1.9150483183586433
89,-1.4730439162132851,-1.1264652999556632
90,-2.2723523480403403,-2.4344176971652702
91,-1.2380401973059496,-1.4165827535003026
92,-1.89177419618748,-2.1563756844390234
93,-0.2487590985168975,-0.6015373130241278
94,0.07052288710588027,-0.12259491939883699
95,0.3347705550857389,-0.6504049898288842
96,-1.3536352801331275,-2.1304747838486664
97,-4.040031132040816,-3.93588203712183
98,-1.0182610212302814,-1.0852629130463136
99,-0.7922388361253132,-0.9742438789028853
100,-0.5259301449000486,-0.5930164758924525
101,-0.20061514244600165,-0.22902643733432887
102,-1.2459934821057759,-0.8291375116089554
103,-0.4688440639024152,-0.2633474111288258
104,-0.6328107937062741,-0.9135622838156978
105,-1.5602975040119462,-1.2819589442307138
106,-1.7993909293705008,-0.6571386860489448
107,-1.5381090915750035,-0.9787246329510826
108,-2.6222560983477634,-2.883764030142266
109,-0.7841099056232972,-0.851810265123299
110,-0.794337540605472,-0.6256339341278541
111,-2.0735480238153268,-1.9292020808166495
112,-2.0523345911923405,-2.2999719347782177
113,-0.5218560329428721,-0.5809551745918352
114,-1.3611381332908188,-0.6186660433215473
115,-1.6351303832060489,-0.924881630913574
116,-0.6846532087979118,-0.12272172215245483
117,-2.6881281981533505,-2.9492562410013945
118,-4.392048706639901,-4.757610303639135
119,-0.2169737635530362,-0.09256061443123342
120,-0.07293297831141078,0.40885127616672434
121,-0.5117842157704007,-0.47799279867675737
122,0.3166348674487613,0.1950845052822079
123,0.007859197357783287,0.028338432655191426
124,-2.3501172933985743,-3.3322821485067027
125,-0.5472790032712229,-0.7193536566899741
126,0.5172411963574479,0.9411698179156993
127,-2.3562040817937384,-2.425864830293421
128,-3.3712317154337907,-3.9332932838706487
129,-1.6458434676511169,-2.336820757859753
130,-0.8441134009885594,-1.5279301655635043
131,-2.5096327642677374,-2.9450308368654565
132,-3.0471489799002893,-2.8449143188522306
133,-3.180267562339252,-3.5605154840963515
134,-2.148885702853119,-2.6262252347165678
135,-3.4977713805530244,-3.734314912982512
136,-0.3095611432389318,-0.7391431006489689
137,0.4651134831926962,1.0952434163630693
138,-3.2297846021246324,-3.0387683639730034
139,-3.954918132722154,-4.203059056822314
140,-3.371605089613257,-3.9076073361013672
141,-3.1147599471655694,-3.038159832989654
142,-1.6644710885938814,-1.3720103253176437
143,-3.6280048761140096,-4.295269070403352
144,-4.597467032211122,-4.712290824447797
145,-5.067104121696622,-4.926701955211868
146,-4.050540081142033,-3.8265704784094985
147,-3.7419581069216026,-3.6618420921221766
148,-2.713691424989876,-2.228602185799735
149,-2.8996208138814645,-2.9533319195781784
150,-3.849240025795985,-3.7896919067810453
151,-3.012555624852584,-2.8482860002979598
152,-2.6585360513464553,-2.8882754535638044
153,-2.846854987125916,-2.6000510975493216
154,-3.4490824073105846,-3.620638274172874
155,-0.7232405109016229,-0.9407852215543138
156,-1.943207658879324,-1.4314373496403703
157,-2.508034827794563,-2.840114587689887
158,-1.1017082112400542,-1.234569578672392
159,-3.982839567243506,-4.158834872582057
160,-4.166272308353877,-3.80875300440975
161,-2.322321383266341,-1.9426223109909448
162,-2.6228620862812546,-2.2734377904691283
163,-4.273710437110922,-4.250244792256836
164,-3.6951247890336414,-3.2763026436095224
165,-2.3087554834075794,-2.016640301976964
166,-1.5300741209826745,-1.532031476557361
167,-3.9947928324062567,-4.2658552794250255
168,-4.42230185697426,-4.233857684394553
169,-3.8690804374211067,-3.4026704531310017
170,-3.9340867770760246,-3.559708534685673
171,-3.362036978803461,-2.792014969682721
172,-2.739711688668884,-2.597864740565227
173,-2.138904444404569,-1.962142833123365
