"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.08.2013;00:00;01.08.2013;00:15;6261;5846
01.08.2013;00:15;01.08.2013;00:30;6223;5720
01.08.2013;00:30;01.08.2013;00:45;6071;5642
01.08.2013;00:45;01.08.2013;01:00;6038;5506
01.08.2013;01:00;01.08.2013;01:15;5886;5453
01.08.2013;01:15;01.08.2013;01:30;5825;5423
01.08.2013;01:30;01.08.2013;01:45;5765;5337
01.08.2013;01:45;01.08.2013;02:00;5707;5276
01.08.2013;02:00;01.08.2013;02:15;5660;5332
01.08.2013;02:15;01.08.2013;02:30;5611;5323
01.08.2013;02:30;01.08.2013;02:45;5622;5340
01.08.2013;02:45;01.08.2013;03:00;5601;5306
01.08.2013;03:00;01.08.2013;03:15;5644;5384
01.08.2013;03:15;01.08.2013;03:30;5661;5348
01.08.2013;03:30;01.08.2013;03:45;5716;5327
01.08.2013;03:45;01.08.2013;04:00;5715;5325
01.08.2013;04:00;01.08.2013;04:15;5860;5401
01.08.2013;04:15;01.08.2013;04:30;5888;5438
01.08.2013;04:30;01.08.2013;04:45;5940;5476
01.08.2013;04:45;01.08.2013;05:00;6005;5531
01.08.2013;05:00;01.08.2013;05:15;6167;5755
01.08.2013;05:15;01.08.2013;05:30;6306;5797
01.08.2013;05:30;01.08.2013;05:45;6429;5830
01.08.2013;05:45;01.08.2013;06:00;6631;5950
01.08.2013;06:00;01.08.2013;06:15;7033;6371
01.08.2013;06:15;01.08.2013;06:30;7377;6633
01.08.2013;06:30;01.08.2013;06:45;7572;6905
01.08.2013;06:45;01.08.2013;07:00;7883;7120
01.08.2013;07:00;01.08.2013;07:15;8161;7497
01.08.2013;07:15;01.08.2013;07:30;8319;7716
01.08.2013;07:30;01.08.2013;07:45;8466;7884
01.08.2013;07:45;01.08.2013;08:00;8605;7965
01.08.2013;08:00;01.08.2013;08:15;8701;8097
01.08.2013;08:15;01.08.2013;08:30;8814;8293
01.08.2013;08:30;01.08.2013;08:45;8888;8451
01.08.2013;08:45;01.08.2013;09:00;9054;8521
01.08.2013;09:00;01.08.2013;09:15;8879;8350
01.08.2013;09:15;01.08.2013;09:30;8982;8495
01.08.2013;09:30;01.08.2013;09:45;9077;8747
01.08.2013;09:45;01.08.2013;10:00;9164;8883
01.08.2013;10:00;01.08.2013;10:15;9234;8764
01.08.2013;10:15;01.08.2013;10:30;9370;8939
01.08.2013;10:30;01.08.2013;10:45;9520;9011
01.08.2013;10:45;01.08.2013;11:00;9675;9111
01.08.2013;11:00;01.08.2013;11:15;9692;9126
01.08.2013;11:15;01.08.2013;11:30;9788;9343
01.08.2013;11:30;01.08.2013;11:45;9755;9385
01.08.2013;11:45;01.08.2013;12:00;9906;9348
01.08.2013;12:00;01.08.2013;12:15;9760;9050
01.08.2013;12:15;01.08.2013;12:30;9807;9017
01.08.2013;12:30;01.08.2013;12:45;9837;9148
01.08.2013;12:45;01.08.2013;13:00;10040;9088
01.08.2013;13:00;01.08.2013;13:15;10074;9181
01.08.2013;13:15;01.08.2013;13:30;10043;9183
01.08.2013;13:30;01.08.2013;13:45;9957;9169
01.08.2013;13:45;01.08.2013;14:00;9825;9076
01.08.2013;14:00;01.08.2013;14:15;9556;8993
01.08.2013;14:15;01.08.2013;14:30;9321;9046
01.08.2013;14:30;01.08.2013;14:45;9179;9001
01.08.2013;14:45;01.08.2013;15:00;9120;8950
01.08.2013;15:00;01.08.2013;15:15;9068;8908
01.08.2013;15:15;01.08.2013;15:30;8977;8759
01.08.2013;15:30;01.08.2013;15:45;8823;8880
01.08.2013;15:45;01.08.2013;16:00;8687;8771
01.08.2013;16:00;01.08.2013;16:15;8662;8610
01.08.2013;16:15;01.08.2013;16:30;8564;8497
01.08.2013;16:30;01.08.2013;16:45;8459;8429
01.08.2013;16:45;01.08.2013;17:00;8354;8346
01.08.2013;17:00;01.08.2013;17:15;8550;8367
01.08.2013;17:15;01.08.2013;17:30;8412;8309
01.08.2013;17:30;01.08.2013;17:45;8440;8218
01.08.2013;17:45;01.08.2013;18:00;8334;8159
01.08.2013;18:00;01.08.2013;18:15;8449;8003
01.08.2013;18:15;01.08.2013;18:30;8297;8134
01.08.2013;18:30;01.08.2013;18:45;8266;8253
01.08.2013;18:45;01.08.2013;19:00;8215;8078
01.08.2013;19:00;01.08.2013;19:15;8371;7971
01.08.2013;19:15;01.08.2013;19:30;8317;7922
01.08.2013;19:30;01.08.2013;19:45;8133;7875
01.08.2013;19:45;01.08.2013;20:00;8080;7835
01.08.2013;20:00;01.08.2013;20:15;7960;7682
01.08.2013;20:15;01.08.2013;20:30;7858;7572
01.08.2013;20:30;01.08.2013;20:45;7761;7563
01.08.2013;20:45;01.08.2013;21:00;7728;7474
01.08.2013;21:00;01.08.2013;21:15;7670;7381
01.08.2013;21:15;01.08.2013;21:30;7633;7366
01.08.2013;21:30;01.08.2013;21:45;7700;7347
01.08.2013;21:45;01.08.2013;22:00;7642;7279
01.08.2013;22:00;01.08.2013;22:15;7424;7121
01.08.2013;22:15;01.08.2013;22:30;7278;6964
01.08.2013;22:30;01.08.2013;22:45;7127;6830
01.08.2013;22:45;01.08.2013;23:00;7072;6740
01.08.2013;23:00;01.08.2013;23:15;6560;6471
01.08.2013;23:15;01.08.2013;23:30;6467;6293
01.08.2013;23:30;01.08.2013;23:45;6339;6230
01.08.2013;23:45;02.08.2013;00:00;6255;6155
02.08.2013;00:00;02.08.2013;00:15;6259;5898
02.08.2013;00:15;02.08.2013;00:30;6164;5844
02.08.2013;00:30;02.08.2013;00:45;6058;5803
02.08.2013;00:45;02.08.2013;01:00;6018;5659
02.08.2013;01:00;02.08.2013;01:15;5899;5585
02.08.2013;01:15;02.08.2013;01:30;5832;5574
02.08.2013;01:30;02.08.2013;01:45;5734;5499
02.08.2013;01:45;02.08.2013;02:00;5622;5436
02.08.2013;02:00;02.08.2013;02:15;5609;5395
02.08.2013;02:15;02.08.2013;02:30;5615;5343
02.08.2013;02:30;02.08.2013;02:45;5672;5340
02.08.2013;02:45;02.08.2013;03:00;5676;5354
02.08.2013;03:00;02.08.2013;03:15;5645;5339
02.08.2013;03:15;02.08.2013;03:30;5662;5374
02.08.2013;03:30;02.08.2013;03:45;5682;5394
02.08.2013;03:45;02.08.2013;04:00;5659;5433
02.08.2013;04:00;02.08.2013;04:15;5675;5568
02.08.2013;04:15;02.08.2013;04:30;5706;5480
02.08.2013;04:30;02.08.2013;04:45;5758;5495
02.08.2013;04:45;02.08.2013;05:00;5843;5486
02.08.2013;05:00;02.08.2013;05:15;5983;5774
02.08.2013;05:15;02.08.2013;05:30;6070;5953
02.08.2013;05:30;02.08.2013;05:45;6179;5958
02.08.2013;05:45;02.08.2013;06:00;6323;6101
02.08.2013;06:00;02.08.2013;06:15;6852;6393
02.08.2013;06:15;02.08.2013;06:30;7081;6660
02.08.2013;06:30;02.08.2013;06:45;7289;6975
02.08.2013;06:45;02.08.2013;07:00;7471;7130
02.08.2013;07:00;02.08.2013;07:15;7825;7511
02.08.2013;07:15;02.08.2013;07:30;8036;7670
02.08.2013;07:30;02.08.2013;07:45;8225;7820
02.08.2013;07:45;02.08.2013;08:00;8410;7944
