"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.01.2014;00:00;01.01.2014;00:15;5556;5532
01.01.2014;00:15;01.01.2014;00:30;5446;5422
01.01.2014;00:30;01.01.2014;00:45;5377;5397
01.01.2014;00:45;01.01.2014;01:00;5288;5415
01.01.2014;01:00;01.01.2014;01:15;5227;5254
01.01.2014;01:15;01.01.2014;01:30;5129;5300
01.01.2014;01:30;01.01.2014;01:45;5119;5247
01.01.2014;01:45;01.01.2014;02:00;5044;5182
01.01.2014;02:00;01.01.2014;02:15;4986;5114
01.01.2014;02:15;01.01.2014;02:30;4929;5053
01.01.2014;02:30;01.01.2014;02:45;4881;4990
01.01.2014;02:45;01.01.2014;03:00;4863;4951
01.01.2014;03:00;01.01.2014;03:15;4880;4914
01.01.2014;03:15;01.01.2014;03:30;4822;4885
01.01.2014;03:30;01.01.2014;03:45;4850;4902
01.01.2014;03:45;01.01.2014;04:00;4911;4911
01.01.2014;04:00;01.01.2014;04:15;4948;4853
01.01.2014;04:15;01.01.2014;04:30;4909;4786
01.01.2014;04:30;01.01.2014;04:45;4936;4896
01.01.2014;04:45;01.01.2014;05:00;4893;4836
01.01.2014;05:00;01.01.2014;05:15;4898;4729
01.01.2014;05:15;01.01.2014;05:30;4916;4684
01.01.2014;05:30;01.01.2014;05:45;4895;4596
01.01.2014;05:45;01.01.2014;06:00;4855;4471
01.01.2014;06:00;01.01.2014;06:15;4866;4343
01.01.2014;06:15;01.01.2014;06:30;4873;4339
01.01.2014;06:30;01.01.2014;06:45;4880;4338
01.01.2014;06:45;01.01.2014;07:00;4972;4320
01.01.2014;07:00;01.01.2014;07:15;5080;4341
01.01.2014;07:15;01.01.2014;07:30;5139;4301
01.01.2014;07:30;01.01.2014;07:45;5185;4270
01.01.2014;07:45;01.01.2014;08:00;5272;4297
01.01.2014;08:00;01.01.2014;08:15;5377;4305
01.01.2014;08:15;01.01.2014;08:30;5428;4290
01.01.2014;08:30;01.01.2014;08:45;5489;4260
01.01.2014;08:45;01.01.2014;09:00;5569;4271
01.01.2014;09:00;01.01.2014;09:15;5686;4489
01.01.2014;09:15;01.01.2014;09:30;5759;4585
01.01.2014;09:30;01.01.2014;09:45;5806;4612
01.01.2014;09:45;01.01.2014;10:00;5873;4705
01.01.2014;10:00;01.01.2014;10:15;5970;4678
01.01.2014;10:15;01.01.2014;10:30;6024;4691
01.01.2014;10:30;01.01.2014;10:45;6136;4649
01.01.2014;10:45;01.01.2014;11:00;6296;4730
01.01.2014;11:00;01.01.2014;11:15;6409;4733
01.01.2014;11:15;01.01.2014;11:30;6514;4769
01.01.2014;11:30;01.01.2014;11:45;6553;4823
01.01.2014;11:45;01.01.2014;12:00;6575;4921
01.01.2014;12:00;01.01.2014;12:15;6627;5166
01.01.2014;12:15;01.01.2014;12:30;6598;5227
01.01.2014;12:30;01.01.2014;12:45;6489;5210
01.01.2014;12:45;01.01.2014;13:00;6445;5168
01.01.2014;13:00;01.01.2014;13:15;6433;5177
01.01.2014;13:15;01.01.2014;13:30;6383;5150
01.01.2014;13:30;01.01.2014;13:45;6407;5136
