"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"23.08.2015 15:15 - 23.08.2015 15:30","5023","5497"
"23.08.2015 15:30 - 23.08.2015 15:45","5046","5415"
"23.08.2015 15:45 - 23.08.2015 16:00","5009","5323"
"23.08.2015 16:00 - 23.08.2015 16:15","4969","5136"
"23.08.2015 16:15 - 23.08.2015 16:30","4918","5051"
"23.08.2015 16:30 - 23.08.2015 16:45","4919","4997"
"23.08.2015 16:45 - 23.08.2015 17:00","4914","4928"
"23.08.2015 17:00 - 23.08.2015 17:15","4938","5038"
"23.08.2015 17:15 - 23.08.2015 17:30","4999","5110"
"23.08.2015 17:30 - 23.08.2015 17:45","5047","5119"
"23.08.2015 17:45 - 23.08.2015 18:00","5095","5196"
"23.08.2015 18:00 - 23.08.2015 18:15","5114","5253"
"23.08.2015 18:15 - 23.08.2015 18:30","5167","5233"
"23.08.2015 18:30 - 23.08.2015 18:45","5178","5252"
"23.08.2015 18:45 - 23.08.2015 19:00","5140","5197"
"23.08.2015 19:00 - 23.08.2015 19:15","5077","5275"
"23.08.2015 19:15 - 23.08.2015 19:30","5071","5234"
"23.08.2015 19:30 - 23.08.2015 19:45","5126","5318"
"23.08.2015 19:45 - 23.08.2015 20:00","5118","5411"
"23.08.2015 20:00 - 23.08.2015 20:15","5149","5453"
"23.08.2015 20:15 - 23.08.2015 20:30","5172","5462"
"23.08.2015 20:30 - 23.08.2015 20:45","5252","5533"
"23.08.2015 20:45 - 23.08.2015 21:00","5370","5504"
"23.08.2015 21:00 - 23.08.2015 21:15","5459","5527"
"23.08.2015 21:15 - 23.08.2015 21:30","5424","5491"
"23.08.2015 21:30 - 23.08.2015 21:45","5419","5403"
"23.08.2015 21:45 - 23.08.2015 22:00","5418","5449"
"23.08.2015 22:00 - 23.08.2015 22:15","5492","5544"
"23.08.2015 22:15 - 23.08.2015 22:30","5430","5386"
"23.08.2015 22:30 - 23.08.2015 22:45","5355","5344"
"23.08.2015 22:45 - 23.08.2015 23:00","5253","5262"
"23.08.2015 23:00 - 23.08.2015 23:15","5142","5195"
"23.08.2015 23:15 - 23.08.2015 23:30","5068","5132"
"23.08.2015 23:30 - 23.08.2015 23:45","4944","5034"
"23.08.2015 23:45 - 24.08.2015 00:00","4881","5015"
"24.08.2015 00:00 - 24.08.2015 00:15","4775","4859"
"24.08.2015 00:15 - 24.08.2015 00:30","4680","4716"
"24.08.2015 00:30 - 24.08.2015 00:45","4628","4723"
"24.08.2015 00:45 - 24.08.2015 01:00","4508","4612"
"24.08.2015 01:00 - 24.08.2015 01:15","4499","4587"
"24.08.2015 01:15 - 24.08.2015 01:30","4410","4537"
"24.08.2015 01:30 - 24.08.2015 01:45","4376","4477"
"24.08.2015 01:45 - 24.08.2015 02:00","4330","4454"
"24.08.2015 02:00 - 24.08.2015 02:15","4288","4419"
"24.08.2015 02:15 - 24.08.2015 02:30","4320","4420"
"24.08.2015 02:30 - 24.08.2015 02:45","4308","4433"
"24.08.2015 02:45 - 24.08.2015 03:00","4310","4421"
"24.08.2015 03:00 - 24.08.2015 03:15","4321","4438"
"24.08.2015 03:15 - 24.08.2015 03:30","4325","4430"
"24.08.2015 03:30 - 24.08.2015 03:45","4340","4449"
"24.08.2015 03:45 - 24.08.2015 04:00","4328","4475"
"24.08.2015 04:00 - 24.08.2015 04:15","4412","4465"
"24.08.2015 04:15 - 24.08.2015 04:30","4479","4550"
"24.08.2015 04:30 - 24.08.2015 04:45","4495","4617"
"24.08.2015 04:45 - 24.08.2015 05:00","4587","4717"
"24.08.2015 05:00 - 24.08.2015 05:15","4877","5018"
"24.08.2015 05:15 - 24.08.2015 05:30","5056","5122"
"24.08.2015 05:30 - 24.08.2015 05:45","5234","5371"
"24.08.2015 05:45 - 24.08.2015 06:00","5451","5600"
"24.08.2015 06:00 - 24.08.2015 06:15","5861","6090"
"24.08.2015 06:15 - 24.08.2015 06:30","6092","6419"
"24.08.2015 06:30 - 24.08.2015 06:45","6308","6591"
"24.08.2015 06:45 - 24.08.2015 07:00","6509","6813"
"24.08.2015 07:00 - 24.08.2015 07:15","6732","7069"
"24.08.2015 07:15 - 24.08.2015 07:30","6944","7266"
"24.08.2015 07:30 - 24.08.2015 07:45","7138","7520"
"24.08.2015 07:45 - 24.08.2015 08:00","7286","7666"
"24.08.2015 08:00 - 24.08.2015 08:15","7525","7811"
"24.08.2015 08:15 - 24.08.2015 08:30","7594","7947"
"24.08.2015 08:30 - 24.08.2015 08:45","7699","8054"
"24.08.2015 08:45 - 24.08.2015 09:00","7799","8193"
"24.08.2015 09:00 - 24.08.2015 09:15","7767","8193"
"24.08.2015 09:15 - 24.08.2015 09:30","7856","8360"
"24.08.2015 09:30 - 24.08.2015 09:45","8020","8548"
"24.08.2015 09:45 - 24.08.2015 10:00","8158","8632"
"24.08.2015 10:00 - 24.08.2015 10:15","8213","8780"
"24.08.2015 10:15 - 24.08.2015 10:30","8334","8939"
"24.08.2015 10:30 - 24.08.2015 10:45","8378","8961"
"24.08.2015 10:45 - 24.08.2015 11:00","8446","8992"
"24.08.2015 11:00 - 24.08.2015 11:15","8453","8950"
"24.08.2015 11:15 - 24.08.2015 11:30","8553","8978"
"24.08.2015 11:30 - 24.08.2015 11:45","8616","9030"
"24.08.2015 11:45 - 24.08.2015 12:00","8572","8831"
"24.08.2015 12:00 - 24.08.2015 12:15","8481","8663"
"24.08.2015 12:15 - 24.08.2015 12:30","8303","8369"
"24.08.2015 12:30 - 24.08.2015 12:45","8305","8233"
"24.08.2015 12:45 - 24.08.2015 13:00","8255","8322"
"24.08.2015 13:00 - 24.08.2015 13:15","8303","8378"
"24.08.2015 13:15 - 24.08.2015 13:30","8250","8542"
"24.08.2015 13:30 - 24.08.2015 13:45","8176","8602"
"24.08.2015 13:45 - 24.08.2015 14:00","8146","8590"
"24.08.2015 14:00 - 24.08.2015 14:15","8086","8693"
"24.08.2015 14:15 - 24.08.2015 14:30","8110","8790"
"24.08.2015 14:30 - 24.08.2015 14:45","8094","8855"
"24.08.2015 14:45 - 24.08.2015 15:00","7990","9052"
"24.08.2015 15:00 - 24.08.2015 15:15","7986","8977"
"24.08.2015 15:15 - 24.08.2015 15:30","7808","8890"
"24.08.2015 15:30 - 24.08.2015 15:45","7773","8767"
"24.08.2015 15:45 - 24.08.2015 16:00","7574","8574"
"24.08.2015 16:00 - 24.08.2015 16:15","7516","8356"
"24.08.2015 16:15 - 24.08.2015 16:30","7449","8067"
"24.08.2015 16:30 - 24.08.2015 16:45","7381","7879"
"24.08.2015 16:45 - 24.08.2015 17:00","7331","7823"
"24.08.2015 17:00 - 24.08.2015 17:15","7235","7667"
"24.08.2015 17:15 - 24.08.2015 17:30","7272","7676"
"24.08.2015 17:30 - 24.08.2015 17:45","7264","7719"
"24.08.2015 17:45 - 24.08.2015 18:00","7256","7691"
"24.08.2015 18:00 - 24.08.2015 18:15","7182","7682"
"24.08.2015 18:15 - 24.08.2015 18:30","7159","7555"
"24.08.2015 18:30 - 24.08.2015 18:45","7145","7606"
"24.08.2015 18:45 - 24.08.2015 19:00","7063","7640"
"24.08.2015 19:00 - 24.08.2015 19:15","7106","7582"
"24.08.2015 19:15 - 24.08.2015 19:30","6965","7529"
"24.08.2015 19:30 - 24.08.2015 19:45","6907","7464"
"24.08.2015 19:45 - 24.08.2015 20:00","6837","7437"
"24.08.2015 20:00 - 24.08.2015 20:15","6797","7360"
"24.08.2015 20:15 - 24.08.2015 20:30","6793","7232"
"24.08.2015 20:30 - 24.08.2015 20:45","6765","7279"
"24.08.2015 20:45 - 24.08.2015 21:00","6875","7224"
"24.08.2015 21:00 - 24.08.2015 21:15","6943","7142"
"24.08.2015 21:15 - 24.08.2015 21:30","6844","7065"
"24.08.2015 21:30 - 24.08.2015 21:45","6733","6876"
"24.08.2015 21:45 - 24.08.2015 22:00","6626","6768"
"24.08.2015 22:00 - 24.08.2015 22:15","6546","6604"
"24.08.2015 22:15 - 24.08.2015 22:30","6357","6424"
"24.08.2015 22:30 - 24.08.2015 22:45","6181","6306"
"24.08.2015 22:45 - 24.08.2015 23:00","6010","6108"
"24.08.2015 23:00 - 24.08.2015 23:15","5905","5991"
"24.08.2015 23:15 - 24.08.2015 23:30","5758","5835"
"24.08.2015 23:30 - 24.08.2015 23:45","5682","5757"
"24.08.2015 23:45 - 25.08.2015 00:00","5580","5687"
"25.08.2015 00:00 - 25.08.2015 00:15","5477","5558"
"25.08.2015 00:15 - 25.08.2015 00:30","5371","5461"
"25.08.2015 00:30 - 25.08.2015 00:45","5288","5347"
"25.08.2015 00:45 - 25.08.2015 01:00","5179","5257"
"25.08.2015 01:00 - 25.08.2015 01:15","5084","5206"
"25.08.2015 01:15 - 25.08.2015 01:30","5058","5114"
"25.08.2015 01:30 - 25.08.2015 01:45","4978","5120"
"25.08.2015 01:45 - 25.08.2015 02:00","4953","5041"
"25.08.2015 02:00 - 25.08.2015 02:15","4894","4948"
"25.08.2015 02:15 - 25.08.2015 02:30","4867","4957"
"25.08.2015 02:30 - 25.08.2015 02:45","4907","4983"
"25.08.2015 02:45 - 25.08.2015 03:00","4866","4960"
"25.08.2015 03:00 - 25.08.2015 03:15","4907","4946"
"25.08.2015 03:15 - 25.08.2015 03:30","4900","4930"
"25.08.2015 03:30 - 25.08.2015 03:45","4903","4929"
"25.08.2015 03:45 - 25.08.2015 04:00","4926","4937"
"25.08.2015 04:00 - 25.08.2015 04:15","4882","4972"
"25.08.2015 04:15 - 25.08.2015 04:30","4948","5026"
"25.08.2015 04:30 - 25.08.2015 04:45","5032","5093"
"25.08.2015 04:45 - 25.08.2015 05:00","5085","5109"
"25.08.2015 05:00 - 25.08.2015 05:15","5307","5350"
"25.08.2015 05:15 - 25.08.2015 05:30","5392","5460"
"25.08.2015 05:30 - 25.08.2015 05:45","5531","5792"
"25.08.2015 05:45 - 25.08.2015 06:00","5768","5988"
"25.08.2015 06:00 - 25.08.2015 06:15","6086","6419"
"25.08.2015 06:15 - 25.08.2015 06:30","6310","6659"
"25.08.2015 06:30 - 25.08.2015 06:45","6528","6803"
"25.08.2015 06:45 - 25.08.2015 07:00","6612","6997"
"25.08.2015 07:00 - 25.08.2015 07:15","6931","7264"
"25.08.2015 07:15 - 25.08.2015 07:30","7084","7423"
"25.08.2015 07:30 - 25.08.2015 07:45","7238","7582"
"25.08.2015 07:45 - 25.08.2015 08:00","7440","7803"
"25.08.2015 08:00 - 25.08.2015 08:15","7639","7985"
"25.08.2015 08:15 - 25.08.2015 08:30","7783","8033"
"25.08.2015 08:30 - 25.08.2015 08:45","7793","8080"
"25.08.2015 08:45 - 25.08.2015 09:00","7873","8220"
"25.08.2015 09:00 - 25.08.2015 09:15","7807","8125"
"25.08.2015 09:15 - 25.08.2015 09:30","7904","8211"
"25.08.2015 09:30 - 25.08.2015 09:45","8027","8305"
"25.08.2015 09:45 - 25.08.2015 10:00","8095","8434"
"25.08.2015 10:00 - 25.08.2015 10:15","8171","8519"
"25.08.2015 10:15 - 25.08.2015 10:30","8227","8578"
"25.08.2015 10:30 - 25.08.2015 10:45","8293","8728"
"25.08.2015 10:45 - 25.08.2015 11:00","8386","8872"
"25.08.2015 11:00 - 25.08.2015 11:15","8406","8872"
"25.08.2015 11:15 - 25.08.2015 11:30","8492","8951"
"25.08.2015 11:30 - 25.08.2015 11:45","8496","8959"
"25.08.2015 11:45 - 25.08.2015 12:00","8414","8935"
"25.08.2015 12:00 - 25.08.2015 12:15","8330","8824"
"25.08.2015 12:15 - 25.08.2015 12:30","8300","8731"
"25.08.2015 12:30 - 25.08.2015 12:45","8281","8684"
"25.08.2015 12:45 - 25.08.2015 13:00","8315","8626"
"25.08.2015 13:00 - 25.08.2015 13:15","8353","8672"
"25.08.2015 13:15 - 25.08.2015 13:30","8419","8699"
"25.08.2015 13:30 - 25.08.2015 13:45","8369","8674"
"25.08.2015 13:45 - 25.08.2015 14:00","8304","8644"
"25.08.2015 14:00 - 25.08.2015 14:15","8189","8535"
"25.08.2015 14:15 - 25.08.2015 14:30","7993","8514"
"25.08.2015 14:30 - 25.08.2015 14:45","7990","8464"
"25.08.2015 14:45 - 25.08.2015 15:00","7899","8363"
"25.08.2015 15:00 - 25.08.2015 15:15","7863","8364"
"25.08.2015 15:15 - 25.08.2015 15:30","7817","8371"
"25.08.2015 15:30 - 25.08.2015 15:45","7748","8225"
"25.08.2015 15:45 - 25.08.2015 16:00","7706","8217"
"25.08.2015 16:00 - 25.08.2015 16:15","7579","8042"
"25.08.2015 16:15 - 25.08.2015 16:30","7594","8042"
"25.08.2015 16:30 - 25.08.2015 16:45","7508","7898"
"25.08.2015 16:45 - 25.08.2015 17:00","7487","7771"
"25.08.2015 17:00 - 25.08.2015 17:15","7298","7490"
"25.08.2015 17:15 - 25.08.2015 17:30","7263","7551"
"25.08.2015 17:30 - 25.08.2015 17:45","7343","7541"
"25.08.2015 17:45 - 25.08.2015 18:00","7288","7482"
"25.08.2015 18:00 - 25.08.2015 18:15","7233","7363"
"25.08.2015 18:15 - 25.08.2015 18:30","7040","7337"
"25.08.2015 18:30 - 25.08.2015 18:45","7080","7358"
"25.08.2015 18:45 - 25.08.2015 19:00","7086","7352"
"25.08.2015 19:00 - 25.08.2015 19:15","6993","7319"
"25.08.2015 19:15 - 25.08.2015 19:30","6971","7248"
"25.08.2015 19:30 - 25.08.2015 19:45","6941","7240"
"25.08.2015 19:45 - 25.08.2015 20:00","6932","7190"
"25.08.2015 20:00 - 25.08.2015 20:15","6876","7167"
"25.08.2015 20:15 - 25.08.2015 20:30","6851","7158"
"25.08.2015 20:30 - 25.08.2015 20:45","6852","7232"
"25.08.2015 20:45 - 25.08.2015 21:00","6954","7324"
"25.08.2015 21:00 - 25.08.2015 21:15","7015","7302"
"25.08.2015 21:15 - 25.08.2015 21:30","6912","7192"
"25.08.2015 21:30 - 25.08.2015 21:45","6813","7056"
"25.08.2015 21:45 - 25.08.2015 22:00","6676","6916"
"25.08.2015 22:00 - 25.08.2015 22:15","6571","6810"
"25.08.2015 22:15 - 25.08.2015 22:30","6383","6595"
"25.08.2015 22:30 - 25.08.2015 22:45","6233","6463"
"25.08.2015 22:45 - 25.08.2015 23:00","6058","6265"
"25.08.2015 23:00 - 25.08.2015 23:15","5883","6133"
"25.08.2015 23:15 - 25.08.2015 23:30","5821","6030"
"25.08.2015 23:30 - 25.08.2015 23:45","5708","5919"
"25.08.2015 23:45 - 26.08.2015 00:00","5602","5792"
"26.08.2015 00:00 - 26.08.2015 00:15","5456","5726"
"26.08.2015 00:15 - 26.08.2015 00:30","5383","5586"
"26.08.2015 00:30 - 26.08.2015 00:45","5295","5534"
"26.08.2015 00:45 - 26.08.2015 01:00","5185","5445"
"26.08.2015 01:00 - 26.08.2015 01:15","5120","5356"
"26.08.2015 01:15 - 26.08.2015 01:30","5053","5310"
"26.08.2015 01:30 - 26.08.2015 01:45","4991","5232"
"26.08.2015 01:45 - 26.08.2015 02:00","4947","5172"
"26.08.2015 02:00 - 26.08.2015 02:15","4919","5142"
"26.08.2015 02:15 - 26.08.2015 02:30","4885","5112"
"26.08.2015 02:30 - 26.08.2015 02:45","4876","5116"
"26.08.2015 02:45 - 26.08.2015 03:00","4878","5132"
"26.08.2015 03:00 - 26.08.2015 03:15","4874","5093"
"26.08.2015 03:15 - 26.08.2015 03:30","4882","5133"
"26.08.2015 03:30 - 26.08.2015 03:45","4902","5101"
"26.08.2015 03:45 - 26.08.2015 04:00","4896","5122"
"26.08.2015 04:00 - 26.08.2015 04:15","4927","5205"
"26.08.2015 04:15 - 26.08.2015 04:30","4991","5164"
"26.08.2015 04:30 - 26.08.2015 04:45","5033","5265"
"26.08.2015 04:45 - 26.08.2015 05:00","5117","5391"
"26.08.2015 05:00 - 26.08.2015 05:15","5279","5516"
"26.08.2015 05:15 - 26.08.2015 05:30","5396","5700"
"26.08.2015 05:30 - 26.08.2015 05:45","5582","5892"
"26.08.2015 05:45 - 26.08.2015 06:00","5753","6103"
"26.08.2015 06:00 - 26.08.2015 06:15","6133","6574"
"26.08.2015 06:15 - 26.08.2015 06:30","6346","6780"
"26.08.2015 06:30 - 26.08.2015 06:45","6481","6894"
"26.08.2015 06:45 - 26.08.2015 07:00","6712","7056"
"26.08.2015 07:00 - 26.08.2015 07:15","6935","7359"
"26.08.2015 07:15 - 26.08.2015 07:30","7148","7560"
"26.08.2015 07:30 - 26.08.2015 07:45","7364","7736"
"26.08.2015 07:45 - 26.08.2015 08:00","7457","7933"
"26.08.2015 08:00 - 26.08.2015 08:15","7619","8073"
"26.08.2015 08:15 - 26.08.2015 08:30","7723","8158"
"26.08.2015 08:30 - 26.08.2015 08:45","7824","8276"
"26.08.2015 08:45 - 26.08.2015 09:00","7957","8326"
"26.08.2015 09:00 - 26.08.2015 09:15","7881","8323"
"26.08.2015 09:15 - 26.08.2015 09:30","7957","8441"
"26.08.2015 09:30 - 26.08.2015 09:45","8055","8594"
"26.08.2015 09:45 - 26.08.2015 10:00","8146","8695"
"26.08.2015 10:00 - 26.08.2015 10:15","8222","8831"
"26.08.2015 10:15 - 26.08.2015 10:30","8248","8937"
"26.08.2015 10:30 - 26.08.2015 10:45","8380","8956"
"26.08.2015 10:45 - 26.08.2015 11:00","8487","8977"
"26.08.2015 11:00 - 26.08.2015 11:15","8515","9092"
"26.08.2015 11:15 - 26.08.2015 11:30","8623","9225"
"26.08.2015 11:30 - 26.08.2015 11:45","8623","9231"
"26.08.2015 11:45 - 26.08.2015 12:00","8541","9224"
"26.08.2015 12:00 - 26.08.2015 12:15","8322","9094"
"26.08.2015 12:15 - 26.08.2015 12:30","8156","9010"
"26.08.2015 12:30 - 26.08.2015 12:45","8063","9019"
"26.08.2015 12:45 - 26.08.2015 13:00","8049","8951"
"26.08.2015 13:00 - 26.08.2015 13:15","8057","9030"
"26.08.2015 13:15 - 26.08.2015 13:30","8026","9016"
"26.08.2015 13:30 - 26.08.2015 13:45","8111","9042"
"26.08.2015 13:45 - 26.08.2015 14:00","8114","8936"
"26.08.2015 14:00 - 26.08.2015 14:15","8169","8899"
"26.08.2015 14:15 - 26.08.2015 14:30","8113","8866"
"26.08.2015 14:30 - 26.08.2015 14:45","8033","8814"
"26.08.2015 14:45 - 26.08.2015 15:00","7983","8767"
"26.08.2015 15:00 - 26.08.2015 15:15","7847","8724"
"26.08.2015 15:15 - 26.08.2015 15:30","7763","8604"
"26.08.2015 15:30 - 26.08.2015 15:45","7665","8539"
"26.08.2015 15:45 - 26.08.2015 16:00","7643","8378"
"26.08.2015 16:00 - 26.08.2015 16:15","7618","8263"
"26.08.2015 16:15 - 26.08.2015 16:30","7548","8161"
"26.08.2015 16:30 - 26.08.2015 16:45","7514","8047"
"26.08.2015 16:45 - 26.08.2015 17:00","7479","7966"
"26.08.2015 17:00 - 26.08.2015 17:15","7425","7870"
"26.08.2015 17:15 - 26.08.2015 17:30","7423","7836"
"26.08.2015 17:30 - 26.08.2015 17:45","7380","7804"
"26.08.2015 17:45 - 26.08.2015 18:00","7334","7757"
"26.08.2015 18:00 - 26.08.2015 18:15","7249","7648"
"26.08.2015 18:15 - 26.08.2015 18:30","7148","7583"
"26.08.2015 18:30 - 26.08.2015 18:45","7178","7582"
"26.08.2015 18:45 - 26.08.2015 19:00","7113","7568"
"26.08.2015 19:00 - 26.08.2015 19:15","7100","7529"
"26.08.2015 19:15 - 26.08.2015 19:30","7049","7418"
"26.08.2015 19:30 - 26.08.2015 19:45","6950","7350"
"26.08.2015 19:45 - 26.08.2015 20:00","6943","7278"
"26.08.2015 20:00 - 26.08.2015 20:15","6838","7194"
"26.08.2015 20:15 - 26.08.2015 20:30","6812","7189"
"26.08.2015 20:30 - 26.08.2015 20:45","6804","7286"
"26.08.2015 20:45 - 26.08.2015 21:00","6921","7331"
"26.08.2015 21:00 - 26.08.2015 21:15","6943","7288"
"26.08.2015 21:15 - 26.08.2015 21:30","6841","7206"
"26.08.2015 21:30 - 26.08.2015 21:45","6717","7092"
"26.08.2015 21:45 - 26.08.2015 22:00","6590","6957"
"26.08.2015 22:00 - 26.08.2015 22:15","6487","6816"
"26.08.2015 22:15 - 26.08.2015 22:30","6349","6626"
"26.08.2015 22:30 - 26.08.2015 22:45","6145","6448"
"26.08.2015 22:45 - 26.08.2015 23:00","5959","6267"
"26.08.2015 23:00 - 26.08.2015 23:15","5847","6166"
"26.08.2015 23:15 - 26.08.2015 23:30","5745","6003"
"26.08.2015 23:30 - 26.08.2015 23:45","5654","5919"
"26.08.2015 23:45 - 27.08.2015 00:00","5537","5793"
"27.08.2015 00:00 - 27.08.2015 00:15","5455","5669"
"27.08.2015 00:15 - 27.08.2015 00:30","5317","5572"
"27.08.2015 00:30 - 27.08.2015 00:45","5220","5493"
"27.08.2015 00:45 - 27.08.2015 01:00","5129","5432"
"27.08.2015 01:00 - 27.08.2015 01:15","5076","5323"
"27.08.2015 01:15 - 27.08.2015 01:30","5030","5273"
"27.08.2015 01:30 - 27.08.2015 01:45","4938","5235"
"27.08.2015 01:45 - 27.08.2015 02:00","4917","5181"
"27.08.2015 02:00 - 27.08.2015 02:15","4842","5095"
"27.08.2015 02:15 - 27.08.2015 02:30","4839","5075"
"27.08.2015 02:30 - 27.08.2015 02:45","4838","5067"
"27.08.2015 02:45 - 27.08.2015 03:00","4793","5059"
"27.08.2015 03:00 - 27.08.2015 03:15","4810","5061"
"27.08.2015 03:15 - 27.08.2015 03:30","4829","5041"
"27.08.2015 03:30 - 27.08.2015 03:45","4776","5041"
"27.08.2015 03:45 - 27.08.2015 04:00","4797","5058"
"27.08.2015 04:00 - 27.08.2015 04:15","4843","5109"
"27.08.2015 04:15 - 27.08.2015 04:30","4863","5128"
"27.08.2015 04:30 - 27.08.2015 04:45","4934","5187"
"27.08.2015 04:45 - 27.08.2015 05:00","5014","5257"
"27.08.2015 05:00 - 27.08.2015 05:15","5172","5440"
"27.08.2015 05:15 - 27.08.2015 05:30","5266","5568"
"27.08.2015 05:30 - 27.08.2015 05:45","5445","5752"
"27.08.2015 05:45 - 27.08.2015 06:00","5661","6000"
"27.08.2015 06:00 - 27.08.2015 06:15","6009","6437"
"27.08.2015 06:15 - 27.08.2015 06:30","6204","6678"
"27.08.2015 06:30 - 27.08.2015 06:45","6393","6834"
"27.08.2015 06:45 - 27.08.2015 07:00","6588","7020"
"27.08.2015 07:00 - 27.08.2015 07:15","6815","7275"
"27.08.2015 07:15 - 27.08.2015 07:30","7015","7421"
"27.08.2015 07:30 - 27.08.2015 07:45","7231","7652"
"27.08.2015 07:45 - 27.08.2015 08:00","7383","7908"
"27.08.2015 08:00 - 27.08.2015 08:15","7519","8094"
"27.08.2015 08:15 - 27.08.2015 08:30","7597","8172"
"27.08.2015 08:30 - 27.08.2015 08:45","7658","8208"
"27.08.2015 08:45 - 27.08.2015 09:00","7726","8301"
"27.08.2015 09:00 - 27.08.2015 09:15","7694","8272"
"27.08.2015 09:15 - 27.08.2015 09:30","7736","8354"
"27.08.2015 09:30 - 27.08.2015 09:45","7831","8473"
"27.08.2015 09:45 - 27.08.2015 10:00","7947","8568"
"27.08.2015 10:00 - 27.08.2015 10:15","8018","8690"
"27.08.2015 10:15 - 27.08.2015 10:30","8109","8793"
"27.08.2015 10:30 - 27.08.2015 10:45","8198","8868"
"27.08.2015 10:45 - 27.08.2015 11:00","8228","8933"
"27.08.2015 11:00 - 27.08.2015 11:15","8286","8988"
"27.08.2015 11:15 - 27.08.2015 11:30","8452","9060"
"27.08.2015 11:30 - 27.08.2015 11:45","8506","9128"
"27.08.2015 11:45 - 27.08.2015 12:00","8533","9111"
"27.08.2015 12:00 - 27.08.2015 12:15","8390","8956"
"27.08.2015 12:15 - 27.08.2015 12:30","8319","8910"
"27.08.2015 12:30 - 27.08.2015 12:45","8281","8954"
"27.08.2015 12:45 - 27.08.2015 13:00","8357","8953"
"27.08.2015 13:00 - 27.08.2015 13:15","8373","9103"
"27.08.2015 13:15 - 27.08.2015 13:30","8353","9141"
"27.08.2015 13:30 - 27.08.2015 13:45","8314","9148"
"27.08.2015 13:45 - 27.08.2015 14:00","8208","9007"
"27.08.2015 14:00 - 27.08.2015 14:15","8112","9019"
"27.08.2015 14:15 - 27.08.2015 14:30","8081","8989"
"27.08.2015 14:30 - 27.08.2015 14:45","7967","8918"
"27.08.2015 14:45 - 27.08.2015 15:00","7883","8785"
"27.08.2015 15:00 - 27.08.2015 15:15","7855","8739"
"27.08.2015 15:15 - 27.08.2015 15:30","7735","8622"
"27.08.2015 15:30 - 27.08.2015 15:45","7712","8425"
"27.08.2015 15:45 - 27.08.2015 16:00","7708","8368"
"27.08.2015 16:00 - 27.08.2015 16:15","7609","8299"
"27.08.2015 16:15 - 27.08.2015 16:30","7573","8196"
"27.08.2015 16:30 - 27.08.2015 16:45","7475","8120"
"27.08.2015 16:45 - 27.08.2015 17:00","7540","8051"
"27.08.2015 17:00 - 27.08.2015 17:15","7436","7944"
"27.08.2015 17:15 - 27.08.2015 17:30","7436","7868"
"27.08.2015 17:30 - 27.08.2015 17:45","7455","7867"
"27.08.2015 17:45 - 27.08.2015 18:00","7389","7839"
"27.08.2015 18:00 - 27.08.2015 18:15","7332","7794"
"27.08.2015 18:15 - 27.08.2015 18:30","7266","7789"
"27.08.2015 18:30 - 27.08.2015 18:45","7172","7813"
"27.08.2015 18:45 - 27.08.2015 19:00","7193","7760"
"27.08.2015 19:00 - 27.08.2015 19:15","7145","7739"
"27.08.2015 19:15 - 27.08.2015 19:30","7022","7585"
"27.08.2015 19:30 - 27.08.2015 19:45","7006","7496"
"27.08.2015 19:45 - 27.08.2015 20:00","6946","7503"
"27.08.2015 20:00 - 27.08.2015 20:15","6920","7389"
"27.08.2015 20:15 - 27.08.2015 20:30","6878","7448"
"27.08.2015 20:30 - 27.08.2015 20:45","6910","7612"
"27.08.2015 20:45 - 27.08.2015 21:00","7031","7555"
"27.08.2015 21:00 - 27.08.2015 21:15","7046","7576"
"27.08.2015 21:15 - 27.08.2015 21:30","6949","7452"
"27.08.2015 21:30 - 27.08.2015 21:45","6821","7308"
"27.08.2015 21:45 - 27.08.2015 22:00","6698","7205"
"27.08.2015 22:00 - 27.08.2015 22:15","6605","7059"
"27.08.2015 22:15 - 27.08.2015 22:30","6423","6905"
"27.08.2015 22:30 - 27.08.2015 22:45","6246","6737"
"27.08.2015 22:45 - 27.08.2015 23:00","6071","6545"
"27.08.2015 23:00 - 27.08.2015 23:15","5942","6422"
"27.08.2015 23:15 - 27.08.2015 23:30","5819","6260"
"27.08.2015 23:30 - 27.08.2015 23:45","5736","6195"
"27.08.2015 23:45 - 28.08.2015 00:00","5576","6074"
"28.08.2015 00:00 - 28.08.2015 00:15","5500","5974"
"28.08.2015 00:15 - 28.08.2015 00:30","5400","5896"
"28.08.2015 00:30 - 28.08.2015 00:45","5346","5778"
"28.08.2015 00:45 - 28.08.2015 01:00","5220","5708"
"28.08.2015 01:00 - 28.08.2015 01:15","5154","5638"
"28.08.2015 01:15 - 28.08.2015 01:30","5086","5533"
"28.08.2015 01:30 - 28.08.2015 01:45","5053","5540"
"28.08.2015 01:45 - 28.08.2015 02:00","5010","5467"
"28.08.2015 02:00 - 28.08.2015 02:15","4941","5415"
"28.08.2015 02:15 - 28.08.2015 02:30","4878","5383"
"28.08.2015 02:30 - 28.08.2015 02:45","4903","5435"
"28.08.2015 02:45 - 28.08.2015 03:00","4905","5431"
"28.08.2015 03:00 - 28.08.2015 03:15","4944","5406"
"28.08.2015 03:15 - 28.08.2015 03:30","4916","5348"
"28.08.2015 03:30 - 28.08.2015 03:45","4842","5367"
"28.08.2015 03:45 - 28.08.2015 04:00","4917","5373"
