"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.02.2011;00:00;01.02.2011;00:15;;7373
01.02.2011;00:15;01.02.2011;00:30;;7370
01.02.2011;00:30;01.02.2011;00:45;;7348
01.02.2011;00:45;01.02.2011;01:00;;7995
01.02.2011;01:00;01.02.2011;01:15;;7962
01.02.2011;01:15;01.02.2011;01:30;;7920
01.02.2011;01:30;01.02.2011;01:45;;7953
01.02.2011;01:45;01.02.2011;02:00;;7987
01.02.2011;02:00;01.02.2011;02:15;;7892
01.02.2011;02:15;01.02.2011;02:30;;7836
01.02.2011;02:30;01.02.2011;02:45;;7799
01.02.2011;02:45;01.02.2011;03:00;;7740
01.02.2011;03:00;01.02.2011;03:15;;7689
01.02.2011;03:15;01.02.2011;03:30;;7645
01.02.2011;03:30;01.02.2011;03:45;;7667
01.02.2011;03:45;01.02.2011;04:00;;7670
01.02.2011;04:00;01.02.2011;04:15;;7701
01.02.2011;04:15;01.02.2011;04:30;;7770
01.02.2011;04:30;01.02.2011;04:45;;7896
01.02.2011;04:45;01.02.2011;05:00;;7893
01.02.2011;05:00;01.02.2011;05:15;;7867
01.02.2011;05:15;01.02.2011;05:30;;7863
01.02.2011;05:30;01.02.2011;05:45;;7986
01.02.2011;05:45;01.02.2011;06:00;;8100
01.02.2011;06:00;01.02.2011;06:15;;8343
01.02.2011;06:15;01.02.2011;06:30;;8663
01.02.2011;06:30;01.02.2011;06:45;;8864
01.02.2011;06:45;01.02.2011;07:00;;8976
01.02.2011;07:00;01.02.2011;07:15;;9292
01.02.2011;07:15;01.02.2011;07:30;;9567
01.02.2011;07:30;01.02.2011;07:45;;9682
01.02.2011;07:45;01.02.2011;08:00;;9957
01.02.2011;08:00;01.02.2011;08:15;;10114
01.02.2011;08:15;01.02.2011;08:30;;10110
01.02.2011;08:30;01.02.2011;08:45;;10120
01.02.2011;08:45;01.02.2011;09:00;;10171
01.02.2011;09:00;01.02.2011;09:15;;10209
01.02.2011;09:15;01.02.2011;09:30;;10318
01.02.2011;09:30;01.02.2011;09:45;;10371
01.02.2011;09:45;01.02.2011;10:00;;10414
01.02.2011;10:00;01.02.2011;10:15;;10428
01.02.2011;10:15;01.02.2011;10:30;;10425
01.02.2011;10:30;01.02.2011;10:45;;10457
01.02.2011;10:45;01.02.2011;11:00;;10448
01.02.2011;11:00;01.02.2011;11:15;;10387
01.02.2011;11:15;01.02.2011;11:30;;10376
01.02.2011;11:30;01.02.2011;11:45;;10387
01.02.2011;11:45;01.02.2011;12:00;;10369
01.02.2011;12:00;01.02.2011;12:15;;10311
01.02.2011;12:15;01.02.2011;12:30;;10306
01.02.2011;12:30;01.02.2011;12:45;;10237
01.02.2011;12:45;01.02.2011;13:00;;10246
01.02.2011;13:00;01.02.2011;13:15;;10354
01.02.2011;13:15;01.02.2011;13:30;;10277
01.02.2011;13:30;01.02.2011;13:45;;10329
01.02.2011;13:45;01.02.2011;14:00;;10236
01.02.2011;14:00;01.02.2011;14:15;;10246
01.02.2011;14:15;01.02.2011;14:30;;10213
01.02.2011;14:30;01.02.2011;14:45;;10181
01.02.2011;14:45;01.02.2011;15:00;;10129
01.02.2011;15:00;01.02.2011;15:15;;10231
01.02.2011;15:15;01.02.2011;15:30;;10188
01.02.2011;15:30;01.02.2011;15:45;;10158
01.02.2011;15:45;01.02.2011;16:00;;10041
01.02.2011;16:00;01.02.2011;16:15;;9943
01.02.2011;16:15;01.02.2011;16:30;;9945
01.02.2011;16:30;01.02.2011;16:45;;9858
01.02.2011;16:45;01.02.2011;17:00;;9875
01.02.2011;17:00;01.02.2011;17:15;;9887
01.02.2011;17:15;01.02.2011;17:30;;9964
01.02.2011;17:30;01.02.2011;17:45;;10065
01.02.2011;17:45;01.02.2011;18:00;;10190
01.02.2011;18:00;01.02.2011;18:15;;10124
01.02.2011;18:15;01.02.2011;18:30;;10160
01.02.2011;18:30;01.02.2011;18:45;;10125
01.02.2011;18:45;01.02.2011;19:00;;10107
01.02.2011;19:00;01.02.2011;19:15;;10206
01.02.2011;19:15;01.02.2011;19:30;;10083
01.02.2011;19:30;01.02.2011;19:45;;10099
01.02.2011;19:45;01.02.2011;20:00;;9996
01.02.2011;20:00;01.02.2011;20:15;;9827
01.02.2011;20:15;01.02.2011;20:30;;9700
01.02.2011;20:30;01.02.2011;20:45;;9564
01.02.2011;20:45;01.02.2011;21:00;;9476
01.02.2011;21:00;01.02.2011;21:15;;9523
01.02.2011;21:15;01.02.2011;21:30;;9457
01.02.2011;21:30;01.02.2011;21:45;;9440
01.02.2011;21:45;01.02.2011;22:00;;9404
01.02.2011;22:00;01.02.2011;22:15;;9474
01.02.2011;22:15;01.02.2011;22:30;;9282
01.02.2011;22:30;01.02.2011;22:45;;9088
01.02.2011;22:45;01.02.2011;23:00;;9027
01.02.2011;23:00;01.02.2011;23:15;;9032
01.02.2011;23:15;01.02.2011;23:30;;8862
01.02.2011;23:30;01.02.2011;23:45;;8737
01.02.2011;23:45;02.02.2011;00:00;;8581
