"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.10.2010;00:00;01.10.2010;00:15;;6255
01.10.2010;00:15;01.10.2010;00:30;;5990
01.10.2010;00:30;01.10.2010;00:45;;5807
01.10.2010;00:45;01.10.2010;01:00;;5797
01.10.2010;01:00;01.10.2010;01:15;;5656
01.10.2010;01:15;01.10.2010;01:30;;5568
01.10.2010;01:30;01.10.2010;01:45;;5443
01.10.2010;01:45;01.10.2010;02:00;;5428
01.10.2010;02:00;01.10.2010;02:15;;5368
01.10.2010;02:15;01.10.2010;02:30;;5419
01.10.2010;02:30;01.10.2010;02:45;;5379
01.10.2010;02:45;01.10.2010;03:00;;5393
01.10.2010;03:00;01.10.2010;03:15;;5355
01.10.2010;03:15;01.10.2010;03:30;;5373
01.10.2010;03:30;01.10.2010;03:45;;5362
01.10.2010;03:45;01.10.2010;04:00;;5484
01.10.2010;04:00;01.10.2010;04:15;;5490
01.10.2010;04:15;01.10.2010;04:30;;5553
01.10.2010;04:30;01.10.2010;04:45;;5675
01.10.2010;04:45;01.10.2010;05:00;;5818
01.10.2010;05:00;01.10.2010;05:15;;5849
01.10.2010;05:15;01.10.2010;05:30;;6008
01.10.2010;05:30;01.10.2010;05:45;;6099
01.10.2010;05:45;01.10.2010;06:00;;6329
01.10.2010;06:00;01.10.2010;06:15;;6674
01.10.2010;06:15;01.10.2010;06:30;;7190
01.10.2010;06:30;01.10.2010;06:45;;7337
01.10.2010;06:45;01.10.2010;07:00;;7619
01.10.2010;07:00;01.10.2010;07:15;;7834
01.10.2010;07:15;01.10.2010;07:30;;8182
01.10.2010;07:30;01.10.2010;07:45;;8242
01.10.2010;07:45;01.10.2010;08:00;;8474
01.10.2010;08:00;01.10.2010;08:15;;8579
01.10.2010;08:15;01.10.2010;08:30;;8680
01.10.2010;08:30;01.10.2010;08:45;;8693
01.10.2010;08:45;01.10.2010;09:00;;8687
01.10.2010;09:00;01.10.2010;09:15;;8603
01.10.2010;09:15;01.10.2010;09:30;;8663
01.10.2010;09:30;01.10.2010;09:45;;8728
01.10.2010;09:45;01.10.2010;10:00;;8753
01.10.2010;10:00;01.10.2010;10:15;;8753
01.10.2010;10:15;01.10.2010;10:30;;8725
01.10.2010;10:30;01.10.2010;10:45;;8728
01.10.2010;10:45;01.10.2010;11:00;;8720
01.10.2010;11:00;01.10.2010;11:15;;8715
01.10.2010;11:15;01.10.2010;11:30;;8707
01.10.2010;11:30;01.10.2010;11:45;;8678
01.10.2010;11:45;01.10.2010;12:00;;8580
01.10.2010;12:00;01.10.2010;12:15;;8407
01.10.2010;12:15;01.10.2010;12:30;;8200
01.10.2010;12:30;01.10.2010;12:45;;8051
01.10.2010;12:45;01.10.2010;13:00;;7966
01.10.2010;13:00;01.10.2010;13:15;;7918
01.10.2010;13:15;01.10.2010;13:30;;7822
01.10.2010;13:30;01.10.2010;13:45;;7616
01.10.2010;13:45;01.10.2010;14:00;;7462
01.10.2010;14:00;01.10.2010;14:15;;7386
01.10.2010;14:15;01.10.2010;14:30;;7354
01.10.2010;14:30;01.10.2010;14:45;;7304
01.10.2010;14:45;01.10.2010;15:00;;7213
01.10.2010;15:00;01.10.2010;15:15;;7173
01.10.2010;15:15;01.10.2010;15:30;;7111
01.10.2010;15:30;01.10.2010;15:45;;7070
01.10.2010;15:45;01.10.2010;16:00;;6950
01.10.2010;16:00;01.10.2010;16:15;;6814
01.10.2010;16:15;01.10.2010;16:30;;6763
01.10.2010;16:30;01.10.2010;16:45;;6874
01.10.2010;16:45;01.10.2010;17:00;;6945
01.10.2010;17:00;01.10.2010;17:15;;7008
01.10.2010;17:15;01.10.2010;17:30;;7112
01.10.2010;17:30;01.10.2010;17:45;;7188
01.10.2010;17:45;01.10.2010;18:00;;7232
01.10.2010;18:00;01.10.2010;18:15;;7238
01.10.2010;18:15;01.10.2010;18:30;;7381
01.10.2010;18:30;01.10.2010;18:45;;7482
01.10.2010;18:45;01.10.2010;19:00;;7592
01.10.2010;19:00;01.10.2010;19:15;;7847
01.10.2010;19:15;01.10.2010;19:30;;8105
01.10.2010;19:30;01.10.2010;19:45;;8223
01.10.2010;19:45;01.10.2010;20:00;;8206
01.10.2010;20:00;01.10.2010;20:15;;8091
01.10.2010;20:15;01.10.2010;20:30;;7943
01.10.2010;20:30;01.10.2010;20:45;;7816
01.10.2010;20:45;01.10.2010;21:00;;7719
01.10.2010;21:00;01.10.2010;21:15;;7694
01.10.2010;21:15;01.10.2010;21:30;;7531
01.10.2010;21:30;01.10.2010;21:45;;7378
01.10.2010;21:45;01.10.2010;22:00;;7296
01.10.2010;22:00;01.10.2010;22:15;;7305
01.10.2010;22:15;01.10.2010;22:30;;7044
01.10.2010;22:30;01.10.2010;22:45;;6887
01.10.2010;22:45;01.10.2010;23:00;;6687
01.10.2010;23:00;01.10.2010;23:15;;6523
01.10.2010;23:15;01.10.2010;23:30;;6322
01.10.2010;23:30;01.10.2010;23:45;;6183
01.10.2010;23:45;02.10.2010;00:00;;6050
02.10.2010;00:00;02.10.2010;00:15;;5897
02.10.2010;00:15;02.10.2010;00:30;;5698
02.10.2010;00:30;02.10.2010;00:45;;5596
02.10.2010;00:45;02.10.2010;01:00;;5470
02.10.2010;01:00;02.10.2010;01:15;;5368
02.10.2010;01:15;02.10.2010;01:30;;5388
02.10.2010;01:30;02.10.2010;01:45;;5330
02.10.2010;01:45;02.10.2010;02:00;;5250
02.10.2010;02:00;02.10.2010;02:15;;5088
02.10.2010;02:15;02.10.2010;02:30;;5000
02.10.2010;02:30;02.10.2010;02:45;;4995
02.10.2010;02:45;02.10.2010;03:00;;5021
02.10.2010;03:00;02.10.2010;03:15;;4901
02.10.2010;03:15;02.10.2010;03:30;;4774
02.10.2010;03:30;02.10.2010;03:45;;4768
02.10.2010;03:45;02.10.2010;04:00;;4768
02.10.2010;04:00;02.10.2010;04:15;;4865
02.10.2010;04:15;02.10.2010;04:30;;4815
02.10.2010;04:30;02.10.2010;04:45;;4838
02.10.2010;04:45;02.10.2010;05:00;;4850
02.10.2010;05:00;02.10.2010;05:15;;4831
02.10.2010;05:15;02.10.2010;05:30;;4816
02.10.2010;05:30;02.10.2010;05:45;;4847
02.10.2010;05:45;02.10.2010;06:00;;4847
02.10.2010;06:00;02.10.2010;06:15;;4964
02.10.2010;06:15;02.10.2010;06:30;;5101
02.10.2010;06:30;02.10.2010;06:45;;5394
02.10.2010;06:45;02.10.2010;07:00;;5532
02.10.2010;07:00;02.10.2010;07:15;;5562
02.10.2010;07:15;02.10.2010;07:30;;5555
02.10.2010;07:30;02.10.2010;07:45;;5596
02.10.2010;07:45;02.10.2010;08:00;;5764
02.10.2010;08:00;02.10.2010;08:15;;5890
02.10.2010;08:15;02.10.2010;08:30;;5908
02.10.2010;08:30;02.10.2010;08:45;;5945
02.10.2010;08:45;02.10.2010;09:00;;5993
02.10.2010;09:00;02.10.2010;09:15;;6145
02.10.2010;09:15;02.10.2010;09:30;;6171
02.10.2010;09:30;02.10.2010;09:45;;6178
02.10.2010;09:45;02.10.2010;10:00;;6205
02.10.2010;10:00;02.10.2010;10:15;;6233
02.10.2010;10:15;02.10.2010;10:30;;6231
02.10.2010;10:30;02.10.2010;10:45;;6213
02.10.2010;10:45;02.10.2010;11:00;;6212
02.10.2010;11:00;02.10.2010;11:15;;6190
02.10.2010;11:15;02.10.2010;11:30;;6197
02.10.2010;11:30;02.10.2010;11:45;;6273
02.10.2010;11:45;02.10.2010;12:00;;6190
02.10.2010;12:00;02.10.2010;12:15;;6192
02.10.2010;12:15;02.10.2010;12:30;;6122
02.10.2010;12:30;02.10.2010;12:45;;6058
02.10.2010;12:45;02.10.2010;13:00;;5980
02.10.2010;13:00;02.10.2010;13:15;;5866
02.10.2010;13:15;02.10.2010;13:30;;5748
02.10.2010;13:30;02.10.2010;13:45;;5691
02.10.2010;13:45;02.10.2010;14:00;;5620
02.10.2010;14:00;02.10.2010;14:15;;5503
02.10.2010;14:15;02.10.2010;14:30;;5420
02.10.2010;14:30;02.10.2010;14:45;;5439
02.10.2010;14:45;02.10.2010;15:00;;5401
02.10.2010;15:00;02.10.2010;15:15;;5373
02.10.2010;15:15;02.10.2010;15:30;;5334
02.10.2010;15:30;02.10.2010;15:45;;5379
02.10.2010;15:45;02.10.2010;16:00;;5259
02.10.2010;16:00;02.10.2010;16:15;;5250
02.10.2010;16:15;02.10.2010;16:30;;5266
02.10.2010;16:30;02.10.2010;16:45;;5321
02.10.2010;16:45;02.10.2010;17:00;;5380
02.10.2010;17:00;02.10.2010;17:15;;5470
02.10.2010;17:15;02.10.2010;17:30;;5558
02.10.2010;17:30;02.10.2010;17:45;;5636
02.10.2010;17:45;02.10.2010;18:00;;5702
02.10.2010;18:00;02.10.2010;18:15;;5890
02.10.2010;18:15;02.10.2010;18:30;;6017
02.10.2010;18:30;02.10.2010;18:45;;6003
02.10.2010;18:45;02.10.2010;19:00;;6086
02.10.2010;19:00;02.10.2010;19:15;;6252
02.10.2010;19:15;02.10.2010;19:30;;6447
02.10.2010;19:30;02.10.2010;19:45;;6552
02.10.2010;19:45;02.10.2010;20:00;;6516
02.10.2010;20:00;02.10.2010;20:15;;6422
02.10.2010;20:15;02.10.2010;20:30;;6274
02.10.2010;20:30;02.10.2010;20:45;;6230
02.10.2010;20:45;02.10.2010;21:00;;5961
02.10.2010;21:00;02.10.2010;21:15;;5904
02.10.2010;21:15;02.10.2010;21:30;;5838
02.10.2010;21:30;02.10.2010;21:45;;5860
02.10.2010;21:45;02.10.2010;22:00;;5857
02.10.2010;22:00;02.10.2010;22:15;;5883
02.10.2010;22:15;02.10.2010;22:30;;5756
02.10.2010;22:30;02.10.2010;22:45;;5612
02.10.2010;22:45;02.10.2010;23:00;;5443
02.10.2010;23:00;02.10.2010;23:15;;5364
02.10.2010;23:15;02.10.2010;23:30;;5230
02.10.2010;23:30;02.10.2010;23:45;;5223
02.10.2010;23:45;03.10.2010;00:00;;5078
03.10.2010;00:00;03.10.2010;00:15;;4896
03.10.2010;00:15;03.10.2010;00:30;;4707
03.10.2010;00:30;03.10.2010;00:45;;4676
03.10.2010;00:45;03.10.2010;01:00;;4563
03.10.2010;01:00;03.10.2010;01:15;;4446
03.10.2010;01:15;03.10.2010;01:30;;4385
03.10.2010;01:30;03.10.2010;01:45;;4321
03.10.2010;01:45;03.10.2010;02:00;;4252
03.10.2010;02:00;03.10.2010;02:15;;4188
03.10.2010;02:15;03.10.2010;02:30;;4143
03.10.2010;02:30;03.10.2010;02:45;;4147
03.10.2010;02:45;03.10.2010;03:00;;4111
03.10.2010;03:00;03.10.2010;03:15;;4061
03.10.2010;03:15;03.10.2010;03:30;;4014
03.10.2010;03:30;03.10.2010;03:45;;4039
03.10.2010;03:45;03.10.2010;04:00;;4064
03.10.2010;04:00;03.10.2010;04:15;;4118
03.10.2010;04:15;03.10.2010;04:30;;4160
03.10.2010;04:30;03.10.2010;04:45;;4253
03.10.2010;04:45;03.10.2010;05:00;;4261
03.10.2010;05:00;03.10.2010;05:15;;4262
03.10.2010;05:15;03.10.2010;05:30;;4261
03.10.2010;05:30;03.10.2010;05:45;;4230
03.10.2010;05:45;03.10.2010;06:00;;4219
03.10.2010;06:00;03.10.2010;06:15;;4218
03.10.2010;06:15;03.10.2010;06:30;;4187
03.10.2010;06:30;03.10.2010;06:45;;4231
03.10.2010;06:45;03.10.2010;07:00;;4288
03.10.2010;07:00;03.10.2010;07:15;;4351
03.10.2010;07:15;03.10.2010;07:30;;4315
03.10.2010;07:30;03.10.2010;07:45;;4251
03.10.2010;07:45;03.10.2010;08:00;;4383
03.10.2010;08:00;03.10.2010;08:15;;4469
03.10.2010;08:15;03.10.2010;08:30;;4499
03.10.2010;08:30;03.10.2010;08:45;;4454
03.10.2010;08:45;03.10.2010;09:00;;4414
03.10.2010;09:00;03.10.2010;09:15;;4467
03.10.2010;09:15;03.10.2010;09:30;;4460
03.10.2010;09:30;03.10.2010;09:45;;4441
03.10.2010;09:45;03.10.2010;10:00;;4366
03.10.2010;10:00;03.10.2010;10:15;;4291
03.10.2010;10:15;03.10.2010;10:30;;4271
03.10.2010;10:30;03.10.2010;10:45;;4279
03.10.2010;10:45;03.10.2010;11:00;;4282
03.10.2010;11:00;03.10.2010;11:15;;4316
03.10.2010;11:15;03.10.2010;11:30;;4349
03.10.2010;11:30;03.10.2010;11:45;;4281
03.10.2010;11:45;03.10.2010;12:00;;4233
03.10.2010;12:00;03.10.2010;12:15;;4138
03.10.2010;12:15;03.10.2010;12:30;;4047
03.10.2010;12:30;03.10.2010;12:45;;3944
03.10.2010;12:45;03.10.2010;13:00;;3867
03.10.2010;13:00;03.10.2010;13:15;;3730
03.10.2010;13:15;03.10.2010;13:30;;3622
03.10.2010;13:30;03.10.2010;13:45;;3563
03.10.2010;13:45;03.10.2010;14:00;;3469
03.10.2010;14:00;03.10.2010;14:15;;3425
03.10.2010;14:15;03.10.2010;14:30;;3389
03.10.2010;14:30;03.10.2010;14:45;;3367
03.10.2010;14:45;03.10.2010;15:00;;3356
03.10.2010;15:00;03.10.2010;15:15;;3434
03.10.2010;15:15;03.10.2010;15:30;;3474
03.10.2010;15:30;03.10.2010;15:45;;3532
03.10.2010;15:45;03.10.2010;16:00;;3515
03.10.2010;16:00;03.10.2010;16:15;;3601
03.10.2010;16:15;03.10.2010;16:30;;3687
03.10.2010;16:30;03.10.2010;16:45;;3817
03.10.2010;16:45;03.10.2010;17:00;;3874
03.10.2010;17:00;03.10.2010;17:15;;4121
03.10.2010;17:15;03.10.2010;17:30;;4280
03.10.2010;17:30;03.10.2010;17:45;;4418
03.10.2010;17:45;03.10.2010;18:00;;4640
03.10.2010;18:00;03.10.2010;18:15;;4872
03.10.2010;18:15;03.10.2010;18:30;;5072
03.10.2010;18:30;03.10.2010;18:45;;5185
03.10.2010;18:45;03.10.2010;19:00;;5320
03.10.2010;19:00;03.10.2010;19:15;;5531
03.10.2010;19:15;03.10.2010;19:30;;5804
03.10.2010;19:30;03.10.2010;19:45;;5805
03.10.2010;19:45;03.10.2010;20:00;;5791
03.10.2010;20:00;03.10.2010;20:15;;5886
03.10.2010;20:15;03.10.2010;20:30;;5812
03.10.2010;20:30;03.10.2010;20:45;;5797
03.10.2010;20:45;03.10.2010;21:00;;5732
03.10.2010;21:00;03.10.2010;21:15;;5756
03.10.2010;21:15;03.10.2010;21:30;;5710
03.10.2010;21:30;03.10.2010;21:45;;5662
