"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"15.01.2017 02:30 - 15.01.2017 02:45","6926","5768"
"15.01.2017 02:45 - 15.01.2017 03:00","6825","5686"
"15.01.2017 03:00 - 15.01.2017 03:15","6756","5618"
"15.01.2017 03:15 - 15.01.2017 03:30","6812","5719"
"15.01.2017 03:30 - 15.01.2017 03:45","6780","5704"
"15.01.2017 03:45 - 15.01.2017 04:00","6808","5779"
"15.01.2017 04:00 - 15.01.2017 04:15","6767","5683"
"15.01.2017 04:15 - 15.01.2017 04:30","6715","5710"
"15.01.2017 04:30 - 15.01.2017 04:45","6658","5636"
"15.01.2017 04:45 - 15.01.2017 05:00","6807","5720"
"15.01.2017 05:00 - 15.01.2017 05:15","6743","5775"
"15.01.2017 05:15 - 15.01.2017 05:30","6579","5478"
"15.01.2017 05:30 - 15.01.2017 05:45","6558","5579"
"15.01.2017 05:45 - 15.01.2017 06:00","6454","5591"
"15.01.2017 06:00 - 15.01.2017 06:15","6279","5234"
"15.01.2017 06:15 - 15.01.2017 06:30","6300","5271"
"15.01.2017 06:30 - 15.01.2017 06:45","6291","5249"
"15.01.2017 06:45 - 15.01.2017 07:00","6358","5450"
"15.01.2017 07:00 - 15.01.2017 07:15","6378","5493"
"15.01.2017 07:15 - 15.01.2017 07:30","6435","5482"
"15.01.2017 07:30 - 15.01.2017 07:45","6502","5522"
"15.01.2017 07:45 - 15.01.2017 08:00","6542","5508"
"15.01.2017 08:00 - 15.01.2017 08:15","6573","5478"
"15.01.2017 08:15 - 15.01.2017 08:30","6644","5702"
"15.01.2017 08:30 - 15.01.2017 08:45","6693","5745"
"15.01.2017 08:45 - 15.01.2017 09:00","6736","5904"
"15.01.2017 09:00 - 15.01.2017 09:15","6822","5972"
"15.01.2017 09:15 - 15.01.2017 09:30","7000","6338"
"15.01.2017 09:30 - 15.01.2017 09:45","7231","6422"
"15.01.2017 09:45 - 15.01.2017 10:00","7321","6479"
"15.01.2017 10:00 - 15.01.2017 10:15","7338","6442"
"15.01.2017 10:15 - 15.01.2017 10:30","7430","6439"
"15.01.2017 10:30 - 15.01.2017 10:45","7524","6711"
"15.01.2017 10:45 - 15.01.2017 11:00","7568","6687"
"15.01.2017 11:00 - 15.01.2017 11:15","7606","6823"
"15.01.2017 11:15 - 15.01.2017 11:30","7667","6749"
"15.01.2017 11:30 - 15.01.2017 11:45","7770","6883"
"15.01.2017 11:45 - 15.01.2017 12:00","7817","6947"
"15.01.2017 12:00 - 15.01.2017 12:15","7729","6883"
"15.01.2017 12:15 - 15.01.2017 12:30","7839","7052"
"15.01.2017 12:30 - 15.01.2017 12:45","7846","6901"
"15.01.2017 12:45 - 15.01.2017 13:00","7805","6863"
"15.01.2017 13:00 - 15.01.2017 13:15","7719","6814"
"15.01.2017 13:15 - 15.01.2017 13:30","7707","6788"
"15.01.2017 13:30 - 15.01.2017 13:45","7600","6637"
"15.01.2017 13:45 - 15.01.2017 14:00","8425","6667"
"15.01.2017 14:00 - 15.01.2017 14:15","7584","6545"
"15.01.2017 14:15 - 15.01.2017 14:30","7531","6461"
"15.01.2017 14:30 - 15.01.2017 14:45","7435","6205"
"15.01.2017 14:45 - 15.01.2017 15:00","7386","6227"
"15.01.2017 15:00 - 15.01.2017 15:15","7375","6218"
"15.01.2017 15:15 - 15.01.2017 15:30","7465","6311"
"15.01.2017 15:30 - 15.01.2017 15:45","7414","6211"
"15.01.2017 15:45 - 15.01.2017 16:00","7440","6163"
"15.01.2017 16:00 - 15.01.2017 16:15","7443","6237"
"15.01.2017 16:15 - 15.01.2017 16:30","7451","6367"
"15.01.2017 16:30 - 15.01.2017 16:45","7525","6388"
"15.01.2017 16:45 - 15.01.2017 17:00","7696","6549"
"15.01.2017 17:00 - 15.01.2017 17:15","7871","6788"
"15.01.2017 17:15 - 15.01.2017 17:30","8080","7080"
"15.01.2017 17:30 - 15.01.2017 17:45","8218","7293"
"15.01.2017 17:45 - 15.01.2017 18:00","8257","7235"
"15.01.2017 18:00 - 15.01.2017 18:15","8280","7282"
"15.01.2017 18:15 - 15.01.2017 18:30","8349","7436"
"15.01.2017 18:30 - 15.01.2017 18:45","8318","7417"
"15.01.2017 18:45 - 15.01.2017 19:00","8300","7462"
"15.01.2017 19:00 - 15.01.2017 19:15","8315","7322"
"15.01.2017 19:15 - 15.01.2017 19:30","8303","7229"
"15.01.2017 19:30 - 15.01.2017 19:45","8193","7341"
"15.01.2017 19:45 - 15.01.2017 20:00","8170","7253"
"15.01.2017 20:00 - 15.01.2017 20:15","8040","7187"
"15.01.2017 20:15 - 15.01.2017 20:30","8123","7097"
"15.01.2017 20:30 - 15.01.2017 20:45","7870","7052"
"15.01.2017 20:45 - 15.01.2017 21:00","7809","6951"
"15.01.2017 21:00 - 15.01.2017 21:15","7831","6931"
"15.01.2017 21:15 - 15.01.2017 21:30","7864","6970"
"15.01.2017 21:30 - 15.01.2017 21:45","7864","7112"
"15.01.2017 21:45 - 15.01.2017 22:00","7919","7214"
"15.01.2017 22:00 - 15.01.2017 22:15","8052","7154"
"15.01.2017 22:15 - 15.01.2017 22:30","8165","7333"
"15.01.2017 22:30 - 15.01.2017 22:45","8010","7400"
"15.01.2017 22:45 - 15.01.2017 23:00","7940","7262"
"15.01.2017 23:00 - 15.01.2017 23:15","7854","7161"
"15.01.2017 23:15 - 15.01.2017 23:30","7878","7334"
"15.01.2017 23:30 - 15.01.2017 23:45","7733","7187"
"15.01.2017 23:45 - 16.01.2017 00:00","7645","7099"
"16.01.2017 00:00 - 16.01.2017 00:15","7259","6924"
"16.01.2017 00:15 - 16.01.2017 00:30","7316","6930"
"16.01.2017 00:30 - 16.01.2017 00:45","7325","6854"
"16.01.2017 00:45 - 16.01.2017 01:00","7178","6673"
"16.01.2017 01:00 - 16.01.2017 01:15","7147","6655"
"16.01.2017 01:15 - 16.01.2017 01:30","7029","6470"
"16.01.2017 01:30 - 16.01.2017 01:45","7078","6464"
"16.01.2017 01:45 - 16.01.2017 02:00","7024","6536"
"16.01.2017 02:00 - 16.01.2017 02:15","7000","6418"
"16.01.2017 02:15 - 16.01.2017 02:30","7041","6440"
"16.01.2017 02:30 - 16.01.2017 02:45","6992","6427"
"16.01.2017 02:45 - 16.01.2017 03:00","7008","6329"
"16.01.2017 03:00 - 16.01.2017 03:15","7016","6298"
"16.01.2017 03:15 - 16.01.2017 03:30","6986","6309"
"16.01.2017 03:30 - 16.01.2017 03:45","6952","6388"
"16.01.2017 03:45 - 16.01.2017 04:00","7022","6499"
"16.01.2017 04:00 - 16.01.2017 04:15","7043","6484"
"16.01.2017 04:15 - 16.01.2017 04:30","7164","6522"
"16.01.2017 04:30 - 16.01.2017 04:45","7147","6549"
"16.01.2017 04:45 - 16.01.2017 05:00","7318","6739"
"16.01.2017 05:00 - 16.01.2017 05:15","7328","6859"
"16.01.2017 05:15 - 16.01.2017 05:30","7443","6931"
"16.01.2017 05:30 - 16.01.2017 05:45","7577","7030"
"16.01.2017 05:45 - 16.01.2017 06:00","7809","7353"
"16.01.2017 06:00 - 16.01.2017 06:15","7879","7523"
"16.01.2017 06:15 - 16.01.2017 06:30","8446","8115"
"16.01.2017 06:30 - 16.01.2017 06:45","8709","8343"
"16.01.2017 06:45 - 16.01.2017 07:00","8955","8531"
"16.01.2017 07:00 - 16.01.2017 07:15","9352","8744"
"16.01.2017 07:15 - 16.01.2017 07:30","9565","9137"
"16.01.2017 07:30 - 16.01.2017 07:45","9681","9378"
"16.01.2017 07:45 - 16.01.2017 08:00","10009","9536"
"16.01.2017 08:00 - 16.01.2017 08:15","10128","9663"
"16.01.2017 08:15 - 16.01.2017 08:30","10157","9578"
"16.01.2017 08:30 - 16.01.2017 08:45","10176","9646"
"16.01.2017 08:45 - 16.01.2017 09:00","10236","9769"
"16.01.2017 09:00 - 16.01.2017 09:15","10235","9728"
"16.01.2017 09:15 - 16.01.2017 09:30","10309","9775"
"16.01.2017 09:30 - 16.01.2017 09:45","10412","9897"
"16.01.2017 09:45 - 16.01.2017 10:00","10507","10014"
"16.01.2017 10:00 - 16.01.2017 10:15","10566","9931"
"16.01.2017 10:15 - 16.01.2017 10:30","10611","9985"
"16.01.2017 10:30 - 16.01.2017 10:45","10639","9971"
"16.01.2017 10:45 - 16.01.2017 11:00","10681","10041"
"16.01.2017 11:00 - 16.01.2017 11:15","10669","10027"
"16.01.2017 11:15 - 16.01.2017 11:30","10672","10000"
"16.01.2017 11:30 - 16.01.2017 11:45","10705","10011"
"16.01.2017 11:45 - 16.01.2017 12:00","10703","9839"
"16.01.2017 12:00 - 16.01.2017 12:15","10681","9937"
"16.01.2017 12:15 - 16.01.2017 12:30","10701","9746"
"16.01.2017 12:30 - 16.01.2017 12:45","10590","9730"
"16.01.2017 12:45 - 16.01.2017 13:00","10600","9898"
"16.01.2017 13:00 - 16.01.2017 13:15","10569","9975"
"16.01.2017 13:15 - 16.01.2017 13:30","10620","9920"
"16.01.2017 13:30 - 16.01.2017 13:45","10505","9942"
"16.01.2017 13:45 - 16.01.2017 14:00","10539","9917"
"16.01.2017 14:00 - 16.01.2017 14:15","10474","9653"
"16.01.2017 14:15 - 16.01.2017 14:30","10547","9821"
"16.01.2017 14:30 - 16.01.2017 14:45","10443","9760"
"16.01.2017 14:45 - 16.01.2017 15:00","10356","9627"
"16.01.2017 15:00 - 16.01.2017 15:15","10377","9630"
"16.01.2017 15:15 - 16.01.2017 15:30","10387","9765"
"16.01.2017 15:30 - 16.01.2017 15:45","10288","9600"
"16.01.2017 15:45 - 16.01.2017 16:00","10242","9629"
"16.01.2017 16:00 - 16.01.2017 16:15","10233","9579"
"16.01.2017 16:15 - 16.01.2017 16:30","10278","9475"
"16.01.2017 16:30 - 16.01.2017 16:45","10286","9482"
"16.01.2017 16:45 - 16.01.2017 17:00","10337","9589"
"16.01.2017 17:00 - 16.01.2017 17:15","10473","9717"
"16.01.2017 17:15 - 16.01.2017 17:30","10601","9737"
"16.01.2017 17:30 - 16.01.2017 17:45","10625","9939"
"16.01.2017 17:45 - 16.01.2017 18:00","10627","10122"
"16.01.2017 18:00 - 16.01.2017 18:15","10543","10050"
"16.01.2017 18:15 - 16.01.2017 18:30","10452","9948"
"16.01.2017 18:30 - 16.01.2017 18:45","10423","9955"
"16.01.2017 18:45 - 16.01.2017 19:00","10418","9958"
"16.01.2017 19:00 - 16.01.2017 19:15","10301","9777"
"16.01.2017 19:15 - 16.01.2017 19:30","10295","9729"
"16.01.2017 19:30 - 16.01.2017 19:45","10164","9567"
"16.01.2017 19:45 - 16.01.2017 20:00","10062","9595"
"16.01.2017 20:00 - 16.01.2017 20:15","9964","9397"
"16.01.2017 20:15 - 16.01.2017 20:30","9802","9307"
"16.01.2017 20:30 - 16.01.2017 20:45","9640","9171"
"16.01.2017 20:45 - 16.01.2017 21:00","9524","9026"
"16.01.2017 21:00 - 16.01.2017 21:15","9398","8996"
"16.01.2017 21:15 - 16.01.2017 21:30","9479","8906"
"16.01.2017 21:30 - 16.01.2017 21:45","9397","8873"
"16.01.2017 21:45 - 16.01.2017 22:00","9355","8782"
"16.01.2017 22:00 - 16.01.2017 22:15","9214","8780"
"16.01.2017 22:15 - 16.01.2017 22:30","9184","8817"
"16.01.2017 22:30 - 16.01.2017 22:45","8969","8564"
"16.01.2017 22:45 - 16.01.2017 23:00","8785","8290"
"16.01.2017 23:00 - 16.01.2017 23:15","8651","8259"
"16.01.2017 23:15 - 16.01.2017 23:30","8626","8229"
"16.01.2017 23:30 - 16.01.2017 23:45","8435","8023"
"16.01.2017 23:45 - 17.01.2017 00:00","8379","8061"
"17.01.2017 00:00 - 17.01.2017 00:15","8153","7850"
"17.01.2017 00:15 - 17.01.2017 00:30","7956","7760"
"17.01.2017 00:30 - 17.01.2017 00:45","7934","7713"
"17.01.2017 00:45 - 17.01.2017 01:00","7794","7649"
"17.01.2017 01:00 - 17.01.2017 01:15","7756","7504"
"17.01.2017 01:15 - 17.01.2017 01:30","7697","7418"
"17.01.2017 01:30 - 17.01.2017 01:45","7638","7324"
"17.01.2017 01:45 - 17.01.2017 02:00","7584","7397"
"17.01.2017 02:00 - 17.01.2017 02:15","7610","7281"
"17.01.2017 02:15 - 17.01.2017 02:30","7475","7182"
"17.01.2017 02:30 - 17.01.2017 02:45","7437","7102"
"17.01.2017 02:45 - 17.01.2017 03:00","7385","7011"
"17.01.2017 03:00 - 17.01.2017 03:15","7355","7064"
"17.01.2017 03:15 - 17.01.2017 03:30","7445","7132"
"17.01.2017 03:30 - 17.01.2017 03:45","7360","7111"
"17.01.2017 03:45 - 17.01.2017 04:00","7405","7138"
"17.01.2017 04:00 - 17.01.2017 04:15","7539","7154"
"17.01.2017 04:15 - 17.01.2017 04:30","7619","7257"
"17.01.2017 04:30 - 17.01.2017 04:45","7636","7230"
"17.01.2017 04:45 - 17.01.2017 05:00","7771","7278"
"17.01.2017 05:00 - 17.01.2017 05:15","7806","7365"
"17.01.2017 05:15 - 17.01.2017 05:30","7839","7365"
"17.01.2017 05:30 - 17.01.2017 05:45","7910","7553"
"17.01.2017 05:45 - 17.01.2017 06:00","8098","7730"
"17.01.2017 06:00 - 17.01.2017 06:15","8153","7765"
"17.01.2017 06:15 - 17.01.2017 06:30","8751","8359"
"17.01.2017 06:30 - 17.01.2017 06:45","9025","8652"
"17.01.2017 06:45 - 17.01.2017 07:00","9326","8835"
"17.01.2017 07:00 - 17.01.2017 07:15","9633","9085"
"17.01.2017 07:15 - 17.01.2017 07:30","9914","9424"
"17.01.2017 07:30 - 17.01.2017 07:45","10146","9767"
"17.01.2017 07:45 - 17.01.2017 08:00","10174","9874"
"17.01.2017 08:00 - 17.01.2017 08:15","10261","9830"
"17.01.2017 08:15 - 17.01.2017 08:30","10173","9908"
"17.01.2017 08:30 - 17.01.2017 08:45","10160","9831"
"17.01.2017 08:45 - 17.01.2017 09:00","10204","9934"
"17.01.2017 09:00 - 17.01.2017 09:15","10212","9976"
"17.01.2017 09:15 - 17.01.2017 09:30","10227","9919"
"17.01.2017 09:30 - 17.01.2017 09:45","10435","10099"
"17.01.2017 09:45 - 17.01.2017 10:00","10554","10148"
"17.01.2017 10:00 - 17.01.2017 10:15","10596","10154"
"17.01.2017 10:15 - 17.01.2017 10:30","10605","10035"
"17.01.2017 10:30 - 17.01.2017 10:45","10542","9976"
"17.01.2017 10:45 - 17.01.2017 11:00","10557","9978"
"17.01.2017 11:00 - 17.01.2017 11:15","10674","9810"
"17.01.2017 11:15 - 17.01.2017 11:30","10689","9839"
"17.01.2017 11:30 - 17.01.2017 11:45","10666","9775"
"17.01.2017 11:45 - 17.01.2017 12:00","10733","9879"
"17.01.2017 12:00 - 17.01.2017 12:15","10645","9842"
"17.01.2017 12:15 - 17.01.2017 12:30","10611","9807"
"17.01.2017 12:30 - 17.01.2017 12:45","10606","9853"
"17.01.2017 12:45 - 17.01.2017 13:00","10662","9896"
"17.01.2017 13:00 - 17.01.2017 13:15","10542","9996"
"17.01.2017 13:15 - 17.01.2017 13:30","10763","9956"
"17.01.2017 13:30 - 17.01.2017 13:45","10667","9829"
"17.01.2017 13:45 - 17.01.2017 14:00","10614","9842"
"17.01.2017 14:00 - 17.01.2017 14:15","10534","9685"
"17.01.2017 14:15 - 17.01.2017 14:30","10644","9794"
"17.01.2017 14:30 - 17.01.2017 14:45","10603","9786"
"17.01.2017 14:45 - 17.01.2017 15:00","10536","9707"
"17.01.2017 15:00 - 17.01.2017 15:15","10363","10212"
"17.01.2017 15:15 - 17.01.2017 15:30","10359","9751"
"17.01.2017 15:30 - 17.01.2017 15:45","10457","9685"
"17.01.2017 15:45 - 17.01.2017 16:00","10378","9607"
"17.01.2017 16:00 - 17.01.2017 16:15","10325","9665"
"17.01.2017 16:15 - 17.01.2017 16:30","10317","9591"
"17.01.2017 16:30 - 17.01.2017 16:45","10244","9609"
"17.01.2017 16:45 - 17.01.2017 17:00","10316","9651"
"17.01.2017 17:00 - 17.01.2017 17:15","10434","9679"
"17.01.2017 17:15 - 17.01.2017 17:30","10585","9849"
"17.01.2017 17:30 - 17.01.2017 17:45","10692","10234"
"17.01.2017 17:45 - 17.01.2017 18:00","10584","10214"
"17.01.2017 18:00 - 17.01.2017 18:15","10523","10032"
"17.01.2017 18:15 - 17.01.2017 18:30","10423","9869"
"17.01.2017 18:30 - 17.01.2017 18:45","10437","10006"
"17.01.2017 18:45 - 17.01.2017 19:00","10457","10030"
"17.01.2017 19:00 - 17.01.2017 19:15","10389","9990"
"17.01.2017 19:15 - 17.01.2017 19:30","10354","9943"
"17.01.2017 19:30 - 17.01.2017 19:45","10180","9772"
"17.01.2017 19:45 - 17.01.2017 20:00","10051","9641"
"17.01.2017 20:00 - 17.01.2017 20:15","9946","9398"
"17.01.2017 20:15 - 17.01.2017 20:30","9871","9465"
"17.01.2017 20:30 - 17.01.2017 20:45","9785","9356"
"17.01.2017 20:45 - 17.01.2017 21:00","9689","9147"
"17.01.2017 21:00 - 17.01.2017 21:15","9475","9106"
"17.01.2017 21:15 - 17.01.2017 21:30","9589","8932"
"17.01.2017 21:30 - 17.01.2017 21:45","9549","8901"
"17.01.2017 21:45 - 17.01.2017 22:00","9406","8837"
"17.01.2017 22:00 - 17.01.2017 22:15","9230","8681"
"17.01.2017 22:15 - 17.01.2017 22:30","9220","8720"
"17.01.2017 22:30 - 17.01.2017 22:45","9002","8479"
"17.01.2017 22:45 - 17.01.2017 23:00","8850","8340"
"17.01.2017 23:00 - 17.01.2017 23:15","8690","8278"
"17.01.2017 23:15 - 17.01.2017 23:30","8714","8343"
"17.01.2017 23:30 - 17.01.2017 23:45","8525","8072"
"17.01.2017 23:45 - 18.01.2017 00:00","8420","7990"
"18.01.2017 00:00 - 18.01.2017 00:15","8116","7814"
"18.01.2017 00:15 - 18.01.2017 00:30","8202","7811"
"18.01.2017 00:30 - 18.01.2017 00:45","8127","7590"
"18.01.2017 00:45 - 18.01.2017 01:00","8067","7528"
"18.01.2017 01:00 - 18.01.2017 01:15","7964","7582"
"18.01.2017 01:15 - 18.01.2017 01:30","7869","7490"
"18.01.2017 01:30 - 18.01.2017 01:45","7746","7475"
"18.01.2017 01:45 - 18.01.2017 02:00","7752","7419"
"18.01.2017 02:00 - 18.01.2017 02:15","7751","7413"
"18.01.2017 02:15 - 18.01.2017 02:30","7713","7276"
"18.01.2017 02:30 - 18.01.2017 02:45","7617","7108"
"18.01.2017 02:45 - 18.01.2017 03:00","7583","7136"
"18.01.2017 03:00 - 18.01.2017 03:15","7643","7227"
"18.01.2017 03:15 - 18.01.2017 03:30","7653","7163"
"18.01.2017 03:30 - 18.01.2017 03:45","7563","7106"
"18.01.2017 03:45 - 18.01.2017 04:00","7680","7087"
"18.01.2017 04:00 - 18.01.2017 04:15","7774","7108"
"18.01.2017 04:15 - 18.01.2017 04:30","7738","7163"
"18.01.2017 04:30 - 18.01.2017 04:45","7840","7276"
"18.01.2017 04:45 - 18.01.2017 05:00","7974","7422"
"18.01.2017 05:00 - 18.01.2017 05:15","7924","7251"
"18.01.2017 05:15 - 18.01.2017 05:30","8025","7333"
"18.01.2017 05:30 - 18.01.2017 05:45","8044","7413"
"18.01.2017 05:45 - 18.01.2017 06:00","8270","7630"
"18.01.2017 06:00 - 18.01.2017 06:15","8532","7926"
"18.01.2017 06:15 - 18.01.2017 06:30","9091","8432"
"18.01.2017 06:30 - 18.01.2017 06:45","9213","8703"
"18.01.2017 06:45 - 18.01.2017 07:00","9287","9108"
"18.01.2017 07:00 - 18.01.2017 07:15","9728","9248"
"18.01.2017 07:15 - 18.01.2017 07:30","10008","9543"
"18.01.2017 07:30 - 18.01.2017 07:45","10133","9668"
"18.01.2017 07:45 - 18.01.2017 08:00","10239","9876"
"18.01.2017 08:00 - 18.01.2017 08:15","10439","9961"
"18.01.2017 08:15 - 18.01.2017 08:30","10365","9958"
"18.01.2017 08:30 - 18.01.2017 08:45","10504","9952"
"18.01.2017 08:45 - 18.01.2017 09:00","10454","10093"
"18.01.2017 09:00 - 18.01.2017 09:15","10405","9894"
"18.01.2017 09:15 - 18.01.2017 09:30","10503","9957"
"18.01.2017 09:30 - 18.01.2017 09:45","10528","10163"
"18.01.2017 09:45 - 18.01.2017 10:00","10648","10161"
"18.01.2017 10:00 - 18.01.2017 10:15","10608","10327"
"18.01.2017 10:15 - 18.01.2017 10:30","10645","10117"
"18.01.2017 10:30 - 18.01.2017 10:45","10623","10113"
"18.01.2017 10:45 - 18.01.2017 11:00","10539","10184"
"18.01.2017 11:00 - 18.01.2017 11:15","10659","10064"
"18.01.2017 11:15 - 18.01.2017 11:30","10622","10213"
"18.01.2017 11:30 - 18.01.2017 11:45","10510","10105"
"18.01.2017 11:45 - 18.01.2017 12:00","10506","10112"
"18.01.2017 12:00 - 18.01.2017 12:15","10431","10028"
"18.01.2017 12:15 - 18.01.2017 12:30","10547","10017"
"18.01.2017 12:30 - 18.01.2017 12:45","10508","9817"
"18.01.2017 12:45 - 18.01.2017 13:00","10618","9928"
"18.01.2017 13:00 - 18.01.2017 13:15","10544","10006"
"18.01.2017 13:15 - 18.01.2017 13:30","10541","10047"
"18.01.2017 13:30 - 18.01.2017 13:45","10455","9925"
"18.01.2017 13:45 - 18.01.2017 14:00","10140","9982"
"18.01.2017 14:00 - 18.01.2017 14:15","10216","9805"
"18.01.2017 14:15 - 18.01.2017 14:30","10286","9865"
"18.01.2017 14:30 - 18.01.2017 14:45","10063","9800"
"18.01.2017 14:45 - 18.01.2017 15:00","10115","9724"
"18.01.2017 15:00 - 18.01.2017 15:15","10165","9859"
"18.01.2017 15:15 - 18.01.2017 15:30","10257","9807"
"18.01.2017 15:30 - 18.01.2017 15:45","10311","9744"
"18.01.2017 15:45 - 18.01.2017 16:00","10199","9771"
"18.01.2017 16:00 - 18.01.2017 16:15","10195","9819"
"18.01.2017 16:15 - 18.01.2017 16:30","10116","9736"
"18.01.2017 16:30 - 18.01.2017 16:45","10043","9705"
"18.01.2017 16:45 - 18.01.2017 17:00","10244","9717"
"18.01.2017 17:00 - 18.01.2017 17:15","10473","9805"
"18.01.2017 17:15 - 18.01.2017 17:30","10626","10045"
"18.01.2017 17:30 - 18.01.2017 17:45","10594","10254"
"18.01.2017 17:45 - 18.01.2017 18:00","10322","10267"
"18.01.2017 18:00 - 18.01.2017 18:15","10318","10161"
"18.01.2017 18:15 - 18.01.2017 18:30","10291","9966"
"18.01.2017 18:30 - 18.01.2017 18:45","10221","9937"
"18.01.2017 18:45 - 18.01.2017 19:00","10310","9974"
"18.01.2017 19:00 - 18.01.2017 19:15","10301","9922"
"18.01.2017 19:15 - 18.01.2017 19:30","10169","9844"
"18.01.2017 19:30 - 18.01.2017 19:45","10056","9728"
"18.01.2017 19:45 - 18.01.2017 20:00","10068","9768"
"18.01.2017 20:00 - 18.01.2017 20:15","9850","9528"
"18.01.2017 20:15 - 18.01.2017 20:30","9716","9547"
"18.01.2017 20:30 - 18.01.2017 20:45","9479","9226"
"18.01.2017 20:45 - 18.01.2017 21:00","9379","9006"
"18.01.2017 21:00 - 18.01.2017 21:15","9297","9052"
"18.01.2017 21:15 - 18.01.2017 21:30","9190","8969"
"18.01.2017 21:30 - 18.01.2017 21:45","9224","8957"
"18.01.2017 21:45 - 18.01.2017 22:00","9037","8785"
"18.01.2017 22:00 - 18.01.2017 22:15","8978","8716"
"18.01.2017 22:15 - 18.01.2017 22:30","9056","8725"
"18.01.2017 22:30 - 18.01.2017 22:45","8931","8589"
"18.01.2017 22:45 - 18.01.2017 23:00","8558","8323"
"18.01.2017 23:00 - 18.01.2017 23:15","8520","8250"
"18.01.2017 23:15 - 18.01.2017 23:30","8584","8390"
"18.01.2017 23:30 - 18.01.2017 23:45","8368","8086"
"18.01.2017 23:45 - 19.01.2017 00:00","8228","8111"
"19.01.2017 00:00 - 19.01.2017 00:15","7817","7813"
"19.01.2017 00:15 - 19.01.2017 00:30","7821","7944"
"19.01.2017 00:30 - 19.01.2017 00:45","7665","7815"
"19.01.2017 00:45 - 19.01.2017 01:00","7478","7644"
"19.01.2017 01:00 - 19.01.2017 01:15","7453","7564"
"19.01.2017 01:15 - 19.01.2017 01:30","7452","7515"
"19.01.2017 01:30 - 19.01.2017 01:45","7270","7429"
"19.01.2017 01:45 - 19.01.2017 02:00","7253","7506"
"19.01.2017 02:00 - 19.01.2017 02:15","7337","7441"
"19.01.2017 02:15 - 19.01.2017 02:30","7247","7339"
"19.01.2017 02:30 - 19.01.2017 02:45","7219","7289"
"19.01.2017 02:45 - 19.01.2017 03:00","7148","7263"
"19.01.2017 03:00 - 19.01.2017 03:15","7110","7216"
"19.01.2017 03:15 - 19.01.2017 03:30","7189","7109"
"19.01.2017 03:30 - 19.01.2017 03:45","7187","6985"
"19.01.2017 03:45 - 19.01.2017 04:00","7264","7069"
"19.01.2017 04:00 - 19.01.2017 04:15","7218","6986"
"19.01.2017 04:15 - 19.01.2017 04:30","7347","7036"
"19.01.2017 04:30 - 19.01.2017 04:45","7410","7100"
"19.01.2017 04:45 - 19.01.2017 05:00","7405","7269"
"19.01.2017 05:00 - 19.01.2017 05:15","7490","7323"
"19.01.2017 05:15 - 19.01.2017 05:30","7545","7447"
"19.01.2017 05:30 - 19.01.2017 05:45","7596","7560"
"19.01.2017 05:45 - 19.01.2017 06:00","7861","7726"
"19.01.2017 06:00 - 19.01.2017 06:15","8074","7893"
"19.01.2017 06:15 - 19.01.2017 06:30","8439","8352"
"19.01.2017 06:30 - 19.01.2017 06:45","8686","8770"
"19.01.2017 06:45 - 19.01.2017 07:00","9114","9103"
"19.01.2017 07:00 - 19.01.2017 07:15","9216","9383"
"19.01.2017 07:15 - 19.01.2017 07:30","9573","9495"
"19.01.2017 07:30 - 19.01.2017 07:45","9849","9763"
"19.01.2017 07:45 - 19.01.2017 08:00","9867","9893"
"19.01.2017 08:00 - 19.01.2017 08:15","9900","9930"
"19.01.2017 08:15 - 19.01.2017 08:30","10082","10022"
"19.01.2017 08:30 - 19.01.2017 08:45","10064","10046"
"19.01.2017 08:45 - 19.01.2017 09:00","10045","10070"
"19.01.2017 09:00 - 19.01.2017 09:15","9973","10069"
"19.01.2017 09:15 - 19.01.2017 09:30","9839","10132"
"19.01.2017 09:30 - 19.01.2017 09:45","9988","10224"
"19.01.2017 09:45 - 19.01.2017 10:00","10034","10318"
"19.01.2017 10:00 - 19.01.2017 10:15","9892","10290"
"19.01.2017 10:15 - 19.01.2017 10:30","10139","10333"
"19.01.2017 10:30 - 19.01.2017 10:45","10167","10321"
"19.01.2017 10:45 - 19.01.2017 11:00","10163","10335"
"19.01.2017 11:00 - 19.01.2017 11:15","10116","10285"
"19.01.2017 11:15 - 19.01.2017 11:30","10148","10265"
"19.01.2017 11:30 - 19.01.2017 11:45","10144","10223"
"19.01.2017 11:45 - 19.01.2017 12:00","10192","10199"
"19.01.2017 12:00 - 19.01.2017 12:15","10070","10190"
"19.01.2017 12:15 - 19.01.2017 12:30","10083","10260"
"19.01.2017 12:30 - 19.01.2017 12:45","9942","9926"
"19.01.2017 12:45 - 19.01.2017 13:00","10094","10003"
"19.01.2017 13:00 - 19.01.2017 13:15","10012","10083"
"19.01.2017 13:15 - 19.01.2017 13:30","10052","10020"
"19.01.2017 13:30 - 19.01.2017 13:45","9979","9947"
"19.01.2017 13:45 - 19.01.2017 14:00","9963","9976"
"19.01.2017 14:00 - 19.01.2017 14:15","9924","9847"
"19.01.2017 14:15 - 19.01.2017 14:30","9967","9829"
"19.01.2017 14:30 - 19.01.2017 14:45","10099","9773"
"19.01.2017 14:45 - 19.01.2017 15:00","9883","9868"
"19.01.2017 15:00 - 19.01.2017 15:15","9921","9836"
