"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"26.05.2017 11:15 - 26.05.2017 11:30","7842","7610"
"26.05.2017 11:30 - 26.05.2017 11:45","7842","7646"
"26.05.2017 11:45 - 26.05.2017 12:00","7842","7651"
"26.05.2017 12:00 - 26.05.2017 12:15","7772","7550"
"26.05.2017 12:15 - 26.05.2017 12:30","7749","7524"
"26.05.2017 12:30 - 26.05.2017 12:45","7711","7455"
"26.05.2017 12:45 - 26.05.2017 13:00","7701","7511"
"26.05.2017 13:00 - 26.05.2017 13:15","7673","7450"
"26.05.2017 13:15 - 26.05.2017 13:30","7583","7338"
"26.05.2017 13:30 - 26.05.2017 13:45","7499","7296"
"26.05.2017 13:45 - 26.05.2017 14:00","7398","7215"
"26.05.2017 14:00 - 26.05.2017 14:15","7268","7185"
"26.05.2017 14:15 - 26.05.2017 14:30","7172","7137"
"26.05.2017 14:30 - 26.05.2017 14:45","7150","6981"
"26.05.2017 14:45 - 26.05.2017 15:00","7032","6985"
"26.05.2017 15:00 - 26.05.2017 15:15","7016","6913"
"26.05.2017 15:15 - 26.05.2017 15:30","7010","6968"
"26.05.2017 15:30 - 26.05.2017 15:45","6908","6876"
"26.05.2017 15:45 - 26.05.2017 16:00","6847","6876"
"26.05.2017 16:00 - 26.05.2017 16:15","6846","6822"
"26.05.2017 16:15 - 26.05.2017 16:30","6846","6702"
"26.05.2017 16:30 - 26.05.2017 16:45","6846","6710"
"26.05.2017 16:45 - 26.05.2017 17:00","6846","6708"
"26.05.2017 17:00 - 26.05.2017 17:15","6846","6720"
"26.05.2017 17:15 - 26.05.2017 17:30","6811","6763"
"26.05.2017 17:30 - 26.05.2017 17:45","6760","6672"
"26.05.2017 17:45 - 26.05.2017 18:00","6760","6702"
"26.05.2017 18:00 - 26.05.2017 18:15","6739","6655"
"26.05.2017 18:15 - 26.05.2017 18:30","6739","6641"
"26.05.2017 18:30 - 26.05.2017 18:45","6739","6557"
"26.05.2017 18:45 - 26.05.2017 19:00","6687","6620"
"26.05.2017 19:00 - 26.05.2017 19:15","6687","6578"
"26.05.2017 19:15 - 26.05.2017 19:30","6631","6530"
"26.05.2017 19:30 - 26.05.2017 19:45","6631","6432"
"26.05.2017 19:45 - 26.05.2017 20:00","6543","6456"
"26.05.2017 20:00 - 26.05.2017 20:15","6518","6382"
"26.05.2017 20:15 - 26.05.2017 20:30","6411","6348"
"26.05.2017 20:30 - 26.05.2017 20:45","6407","6297"
"26.05.2017 20:45 - 26.05.2017 21:00","6358","6205"
"26.05.2017 21:00 - 26.05.2017 21:15","6358","6211"
"26.05.2017 21:15 - 26.05.2017 21:30","6358","6203"
"26.05.2017 21:30 - 26.05.2017 21:45","6315","6272"
"26.05.2017 21:45 - 26.05.2017 22:00","6282","6291"
"26.05.2017 22:00 - 26.05.2017 22:15","6214","6272"
"26.05.2017 22:15 - 26.05.2017 22:30","6061","6163"
"26.05.2017 22:30 - 26.05.2017 22:45","5928","5982"
"26.05.2017 22:45 - 26.05.2017 23:00","5754","5885"
"26.05.2017 23:00 - 26.05.2017 23:15","5667","5757"
"26.05.2017 23:15 - 26.05.2017 23:30","5667","5612"
"26.05.2017 23:30 - 26.05.2017 23:45","5667","5585"
"26.05.2017 23:45 - 27.05.2017 00:00","5667","5459"
"27.05.2017 00:00 - 27.05.2017 00:15","5667","5323"
"27.05.2017 00:15 - 27.05.2017 00:30","5667","5242"
"27.05.2017 00:30 - 27.05.2017 00:45","5573","5150"
"27.05.2017 00:45 - 27.05.2017 01:00","5490","5063"
"27.05.2017 01:00 - 27.05.2017 01:15","5377","4951"
"27.05.2017 01:15 - 27.05.2017 01:30","5299","4953"
"27.05.2017 01:30 - 27.05.2017 01:45","5220","4850"
"27.05.2017 01:45 - 27.05.2017 02:00","5199","4756"
"27.05.2017 02:00 - 27.05.2017 02:15","5137","4766"
"27.05.2017 02:15 - 27.05.2017 02:30","5086","4694"
"27.05.2017 02:30 - 27.05.2017 02:45","5064","4700"
"27.05.2017 02:45 - 27.05.2017 03:00","5061","4713"
"27.05.2017 03:00 - 27.05.2017 03:15","5061","4695"
"27.05.2017 03:15 - 27.05.2017 03:30","5061","4673"
"27.05.2017 03:30 - 27.05.2017 03:45","5061","4642"
"27.05.2017 03:45 - 27.05.2017 04:00","5061","4703"
"27.05.2017 04:00 - 27.05.2017 04:15","5061","4661"
"27.05.2017 04:15 - 27.05.2017 04:30","5061","4715"
"27.05.2017 04:30 - 27.05.2017 04:45","5061","4737"
"27.05.2017 04:45 - 27.05.2017 05:00","5070","4696"
"27.05.2017 05:00 - 27.05.2017 05:15","5070","4771"
"27.05.2017 05:15 - 27.05.2017 05:30","5070","4656"
"27.05.2017 05:30 - 27.05.2017 05:45","5070","4639"
"27.05.2017 05:45 - 27.05.2017 06:00","5070","4728"
"27.05.2017 06:00 - 27.05.2017 06:15","5100","4738"
"27.05.2017 06:15 - 27.05.2017 06:30","5138","4833"
"27.05.2017 06:30 - 27.05.2017 06:45","5138","4872"
"27.05.2017 06:45 - 27.05.2017 07:00","5227","4924"
"27.05.2017 07:00 - 27.05.2017 07:15","5403","5092"
"27.05.2017 07:15 - 27.05.2017 07:30","5468","5234"
"27.05.2017 07:30 - 27.05.2017 07:45","5599","5343"
"27.05.2017 07:45 - 27.05.2017 08:00","5696","5499"
"27.05.2017 08:00 - 27.05.2017 08:15","5874","5591"
"27.05.2017 08:15 - 27.05.2017 08:30","6007","5811"
"27.05.2017 08:30 - 27.05.2017 08:45","6034","5828"
"27.05.2017 08:45 - 27.05.2017 09:00","6195","6091"
"27.05.2017 09:00 - 27.05.2017 09:15","6290","6158"
"27.05.2017 09:15 - 27.05.2017 09:30","6451","6181"
"27.05.2017 09:30 - 27.05.2017 09:45","6558","6235"
"27.05.2017 09:45 - 27.05.2017 10:00","6570","6318"
"27.05.2017 10:00 - 27.05.2017 10:15","6602","6470"
"27.05.2017 10:15 - 27.05.2017 10:30","6624","6478"
"27.05.2017 10:30 - 27.05.2017 10:45","6666","6409"
"27.05.2017 10:45 - 27.05.2017 11:00","6783","6470"
"27.05.2017 11:00 - 27.05.2017 11:15","6794","6561"
"27.05.2017 11:15 - 27.05.2017 11:30","6794","6579"
"27.05.2017 11:30 - 27.05.2017 11:45","6794","6631"
"27.05.2017 11:45 - 27.05.2017 12:00","6794","6597"
"27.05.2017 12:00 - 27.05.2017 12:15","6762","6560"
"27.05.2017 12:15 - 27.05.2017 12:30","6762","6533"
"27.05.2017 12:30 - 27.05.2017 12:45","6686","6484"
"27.05.2017 12:45 - 27.05.2017 13:00","6644","6500"
"27.05.2017 13:00 - 27.05.2017 13:15","6576","6328"
"27.05.2017 13:15 - 27.05.2017 13:30","6428","6256"
"27.05.2017 13:30 - 27.05.2017 13:45","6293","6132"
"27.05.2017 13:45 - 27.05.2017 14:00","6226","6155"
"27.05.2017 14:00 - 27.05.2017 14:15","6110","6121"
"27.05.2017 14:15 - 27.05.2017 14:30","5945","6037"
"27.05.2017 14:30 - 27.05.2017 14:45","5945","5992"
"27.05.2017 14:45 - 27.05.2017 15:00","5816","5907"
"27.05.2017 15:00 - 27.05.2017 15:15","5816","5908"
"27.05.2017 15:15 - 27.05.2017 15:30","5816","5864"
"27.05.2017 15:30 - 27.05.2017 15:45","5709","5856"
"27.05.2017 15:45 - 27.05.2017 16:00","5709","5822"
"27.05.2017 16:00 - 27.05.2017 16:15","5709","5800"
"27.05.2017 16:15 - 27.05.2017 16:30","5709","5780"
"27.05.2017 16:30 - 27.05.2017 16:45","5709","5730"
"27.05.2017 16:45 - 27.05.2017 17:00","5709","5773"
"27.05.2017 17:00 - 27.05.2017 17:15","5709","5830"
"27.05.2017 17:15 - 27.05.2017 17:30","5698","5776"
"27.05.2017 17:30 - 27.05.2017 17:45","5670","5791"
"27.05.2017 17:45 - 27.05.2017 18:00","5670","5819"
"27.05.2017 18:00 - 27.05.2017 18:15","5670","5818"
"27.05.2017 18:15 - 27.05.2017 18:30","5670","5814"
"27.05.2017 18:30 - 27.05.2017 18:45","5670","5812"
"27.05.2017 18:45 - 27.05.2017 19:00","5670","5751"
"27.05.2017 19:00 - 27.05.2017 19:15","5670","5755"
"27.05.2017 19:15 - 27.05.2017 19:30","5670","5726"
"27.05.2017 19:30 - 27.05.2017 19:45","5670","5739"
"27.05.2017 19:45 - 27.05.2017 20:00","5670","5682"
"27.05.2017 20:00 - 27.05.2017 20:15","5627","5647"
"27.05.2017 20:15 - 27.05.2017 20:30","5516","5692"
"27.05.2017 20:30 - 27.05.2017 20:45","5516","5634"
"27.05.2017 20:45 - 27.05.2017 21:00","5516","5572"
"27.05.2017 21:00 - 27.05.2017 21:15","5516","5554"
"27.05.2017 21:15 - 27.05.2017 21:30","5533","5594"
"27.05.2017 21:30 - 27.05.2017 21:45","5533","5638"
"27.05.2017 21:45 - 27.05.2017 22:00","5533","5621"
"27.05.2017 22:00 - 27.05.2017 22:15","5533","5690"
"27.05.2017 22:15 - 27.05.2017 22:30","5520","5596"
"27.05.2017 22:30 - 27.05.2017 22:45","5416","5495"
"27.05.2017 22:45 - 27.05.2017 23:00","5260","5413"
"27.05.2017 23:00 - 27.05.2017 23:15","5211","5297"
"27.05.2017 23:15 - 27.05.2017 23:30","5211","5221"
"27.05.2017 23:30 - 27.05.2017 23:45","5211","5125"
"27.05.2017 23:45 - 28.05.2017 00:00","5211","5030"
"28.05.2017 00:00 - 28.05.2017 00:15","5333","4909"
"28.05.2017 00:15 - 28.05.2017 00:30","5333","4755"
"28.05.2017 00:30 - 28.05.2017 00:45","5333","4654"
"28.05.2017 00:45 - 28.05.2017 01:00","5333","4614"
"28.05.2017 01:00 - 28.05.2017 01:15","5191","4494"
"28.05.2017 01:15 - 28.05.2017 01:30","5190","4412"
"28.05.2017 01:30 - 28.05.2017 01:45","5130","4363"
"28.05.2017 01:45 - 28.05.2017 02:00","5061","4368"
"28.05.2017 02:00 - 28.05.2017 02:15","4963","4256"
"28.05.2017 02:15 - 28.05.2017 02:30","4895","4245"
"28.05.2017 02:30 - 28.05.2017 02:45","4895","4190"
"28.05.2017 02:45 - 28.05.2017 03:00","4895","4189"
"28.05.2017 03:00 - 28.05.2017 03:15","4846","4167"
"28.05.2017 03:15 - 28.05.2017 03:30","4846","4097"
"28.05.2017 03:30 - 28.05.2017 03:45","4828","4080"
"28.05.2017 03:45 - 28.05.2017 04:00","4828","4081"
"28.05.2017 04:00 - 28.05.2017 04:15","4828","4053"
"28.05.2017 04:15 - 28.05.2017 04:30","4781","4044"
"28.05.2017 04:30 - 28.05.2017 04:45","4765","4129"
"28.05.2017 04:45 - 28.05.2017 05:00","4765","4079"
"28.05.2017 05:00 - 28.05.2017 05:15","4747","4131"
"28.05.2017 05:15 - 28.05.2017 05:30","4647","4019"
"28.05.2017 05:30 - 28.05.2017 05:45","4584","4015"
"28.05.2017 05:45 - 28.05.2017 06:00","4495","3971"
"28.05.2017 06:00 - 28.05.2017 06:15","4495","3999"
"28.05.2017 06:15 - 28.05.2017 06:30","4495","4065"
"28.05.2017 06:30 - 28.05.2017 06:45","4495","4139"
"28.05.2017 06:45 - 28.05.2017 07:00","4537","4162"
"28.05.2017 07:00 - 28.05.2017 07:15","4537","4299"
"28.05.2017 07:15 - 28.05.2017 07:30","4664","4388"
"28.05.2017 07:30 - 28.05.2017 07:45","4786","4472"
"28.05.2017 07:45 - 28.05.2017 08:00","4888","4556"
"28.05.2017 08:00 - 28.05.2017 08:15","4929","4660"
"28.05.2017 08:15 - 28.05.2017 08:30","5015","4802"
"28.05.2017 08:30 - 28.05.2017 08:45","5097","4828"
"28.05.2017 08:45 - 28.05.2017 09:00","5124","4954"
"28.05.2017 09:00 - 28.05.2017 09:15","5242","5059"
"28.05.2017 09:15 - 28.05.2017 09:30","5322","5158"
"28.05.2017 09:30 - 28.05.2017 09:45","5322","5266"
"28.05.2017 09:45 - 28.05.2017 10:00","5467","5380"
"28.05.2017 10:00 - 28.05.2017 10:15","5554","5380"
"28.05.2017 10:15 - 28.05.2017 10:30","5693","5475"
"28.05.2017 10:30 - 28.05.2017 10:45","5761","5537"
"28.05.2017 10:45 - 28.05.2017 11:00","5826","5558"
"28.05.2017 11:00 - 28.05.2017 11:15","5902","5711"
"28.05.2017 11:15 - 28.05.2017 11:30","5902","5726"
"28.05.2017 11:30 - 28.05.2017 11:45","5905","5780"
"28.05.2017 11:45 - 28.05.2017 12:00","5905","5834"
"28.05.2017 12:00 - 28.05.2017 12:15","5905","5796"
"28.05.2017 12:15 - 28.05.2017 12:30","5905","5735"
"28.05.2017 12:30 - 28.05.2017 12:45","5775","5703"
"28.05.2017 12:45 - 28.05.2017 13:00","5636","5694"
"28.05.2017 13:00 - 28.05.2017 13:15","5606","5681"
"28.05.2017 13:15 - 28.05.2017 13:30","5550","5548"
"28.05.2017 13:30 - 28.05.2017 13:45","5455","5504"
"28.05.2017 13:45 - 28.05.2017 14:00","5364","5407"
"28.05.2017 14:00 - 28.05.2017 14:15","5364","5334"
"28.05.2017 14:15 - 28.05.2017 14:30","5290","5348"
"28.05.2017 14:30 - 28.05.2017 14:45","5282","5261"
"28.05.2017 14:45 - 28.05.2017 15:00","5282","5292"
"28.05.2017 15:00 - 28.05.2017 15:15","5282","5273"
"28.05.2017 15:15 - 28.05.2017 15:30","5282","5234"
"28.05.2017 15:30 - 28.05.2017 15:45","5245","5286"
"28.05.2017 15:45 - 28.05.2017 16:00","5202","5175"
"28.05.2017 16:00 - 28.05.2017 16:15","5202","5190"
"28.05.2017 16:15 - 28.05.2017 16:30","5202","5169"
"28.05.2017 16:30 - 28.05.2017 16:45","5202","5264"
"28.05.2017 16:45 - 28.05.2017 17:00","5202","5289"
"28.05.2017 17:00 - 28.05.2017 17:15","5202","5173"
"28.05.2017 17:15 - 28.05.2017 17:30","5202","5337"
"28.05.2017 17:30 - 28.05.2017 17:45","5202","5279"
"28.05.2017 17:45 - 28.05.2017 18:00","5202","5330"
"28.05.2017 18:00 - 28.05.2017 18:15","5202","5375"
"28.05.2017 18:15 - 28.05.2017 18:30","5202","5385"
"28.05.2017 18:30 - 28.05.2017 18:45","5274","5481"
"28.05.2017 18:45 - 28.05.2017 19:00","5291","5525"
"28.05.2017 19:00 - 28.05.2017 19:15","5291","5540"
"28.05.2017 19:15 - 28.05.2017 19:30","5291","5577"
"28.05.2017 19:30 - 28.05.2017 19:45","5311","5560"
"28.05.2017 19:45 - 28.05.2017 20:00","5339","5606"
"28.05.2017 20:00 - 28.05.2017 20:15","5339","5672"
"28.05.2017 20:15 - 28.05.2017 20:30","5339","5616"
"28.05.2017 20:30 - 28.05.2017 20:45","5339","5599"
"28.05.2017 20:45 - 28.05.2017 21:00","5339","5643"
"28.05.2017 21:00 - 28.05.2017 21:15","5339","5703"
"28.05.2017 21:15 - 28.05.2017 21:30","5426","5708"
"28.05.2017 21:30 - 28.05.2017 21:45","5519","5840"
"28.05.2017 21:45 - 28.05.2017 22:00","5519","5903"
"28.05.2017 22:00 - 28.05.2017 22:15","5519","6030"
"28.05.2017 22:15 - 28.05.2017 22:30","5519","5954"
"28.05.2017 22:30 - 28.05.2017 22:45","5488","5883"
"28.05.2017 22:45 - 28.05.2017 23:00","5352","5741"
"28.05.2017 23:00 - 28.05.2017 23:15","5206","5680"
"28.05.2017 23:15 - 28.05.2017 23:30","5206","5605"
"28.05.2017 23:30 - 28.05.2017 23:45","5206","5518"
"28.05.2017 23:45 - 29.05.2017 00:00","5206","5453"
"29.05.2017 00:00 - 29.05.2017 00:15","5206","5340"
"29.05.2017 00:15 - 29.05.2017 00:30","5206","5272"
"29.05.2017 00:30 - 29.05.2017 00:45","5135","5198"
"29.05.2017 00:45 - 29.05.2017 01:00","5008","5177"
"29.05.2017 01:00 - 29.05.2017 01:15","4914","5011"
"29.05.2017 01:15 - 29.05.2017 01:30","4906","4967"
"29.05.2017 01:30 - 29.05.2017 01:45","4856","4988"
"29.05.2017 01:45 - 29.05.2017 02:00","4807","4940"
"29.05.2017 02:00 - 29.05.2017 02:15","4770","4875"
"29.05.2017 02:15 - 29.05.2017 02:30","4758","4833"
"29.05.2017 02:30 - 29.05.2017 02:45","4758","4824"
"29.05.2017 02:45 - 29.05.2017 03:00","4758","4839"
"29.05.2017 03:00 - 29.05.2017 03:15","4758","4860"
"29.05.2017 03:15 - 29.05.2017 03:30","4760","4832"
"29.05.2017 03:30 - 29.05.2017 03:45","4816","4728"
"29.05.2017 03:45 - 29.05.2017 04:00","4837","4882"
"29.05.2017 04:00 - 29.05.2017 04:15","4980","5030"
"29.05.2017 04:15 - 29.05.2017 04:30","5026","5048"
"29.05.2017 04:30 - 29.05.2017 04:45","5085","5150"
"29.05.2017 04:45 - 29.05.2017 05:00","5195","5238"
"29.05.2017 05:00 - 29.05.2017 05:15","5443","5392"
"29.05.2017 05:15 - 29.05.2017 05:30","5568","5445"
"29.05.2017 05:30 - 29.05.2017 05:45","5702","5648"
"29.05.2017 05:45 - 29.05.2017 06:00","5913","5940"
"29.05.2017 06:00 - 29.05.2017 06:15","6359","6404"
"29.05.2017 06:15 - 29.05.2017 06:30","6694","6756"
"29.05.2017 06:30 - 29.05.2017 06:45","6999","7039"
"29.05.2017 06:45 - 29.05.2017 07:00","7227","7344"
"29.05.2017 07:00 - 29.05.2017 07:15","7575","7704"
"29.05.2017 07:15 - 29.05.2017 07:30","7813","7882"
"29.05.2017 07:30 - 29.05.2017 07:45","7997","8096"
"29.05.2017 07:45 - 29.05.2017 08:00","8169","8317"
"29.05.2017 08:00 - 29.05.2017 08:15","8290","8467"
"29.05.2017 08:15 - 29.05.2017 08:30","8290","8571"
"29.05.2017 08:30 - 29.05.2017 08:45","8290","8618"
"29.05.2017 08:45 - 29.05.2017 09:00","8290","8730"
"29.05.2017 09:00 - 29.05.2017 09:15","8290","8650"
"29.05.2017 09:15 - 29.05.2017 09:30","8345","8752"
"29.05.2017 09:30 - 29.05.2017 09:45","8518","8889"
"29.05.2017 09:45 - 29.05.2017 10:00","8638","8938"
"29.05.2017 10:00 - 29.05.2017 10:15","8703","9053"
"29.05.2017 10:15 - 29.05.2017 10:30","8703","9120"
"29.05.2017 10:30 - 29.05.2017 10:45","8703","9166"
"29.05.2017 10:45 - 29.05.2017 11:00","8743","9221"
"29.05.2017 11:00 - 29.05.2017 11:15","8763","9309"
"29.05.2017 11:15 - 29.05.2017 11:30","8837","9333"
"29.05.2017 11:30 - 29.05.2017 11:45","8837","9446"
"29.05.2017 11:45 - 29.05.2017 12:00","8837","9482"
"29.05.2017 12:00 - 29.05.2017 12:15","8837","9313"
"29.05.2017 12:15 - 29.05.2017 12:30","8837","9239"
"29.05.2017 12:30 - 29.05.2017 12:45","8837","9195"
"29.05.2017 12:45 - 29.05.2017 13:00","8837","9309"
"29.05.2017 13:00 - 29.05.2017 13:15","8837","9387"
"29.05.2017 13:15 - 29.05.2017 13:30","8837","9410"
"29.05.2017 13:30 - 29.05.2017 13:45","8822","9368"
"29.05.2017 13:45 - 29.05.2017 14:00","8693","9328"
"29.05.2017 14:00 - 29.05.2017 14:15","8473","9325"
"29.05.2017 14:15 - 29.05.2017 14:30","8445","9266"
"29.05.2017 14:30 - 29.05.2017 14:45","8369","9339"
"29.05.2017 14:45 - 29.05.2017 15:00","8324","9264"
"29.05.2017 15:00 - 29.05.2017 15:15","8289","9212"
"29.05.2017 15:15 - 29.05.2017 15:30","8289","9180"
"29.05.2017 15:30 - 29.05.2017 15:45","8199","9019"
"29.05.2017 15:45 - 29.05.2017 16:00","8199","9008"
"29.05.2017 16:00 - 29.05.2017 16:15","8199","8869"
"29.05.2017 16:15 - 29.05.2017 16:30","8199","8761"
"29.05.2017 16:30 - 29.05.2017 16:45","8122","8652"
"29.05.2017 16:45 - 29.05.2017 17:00","8024","8541"
"29.05.2017 17:00 - 29.05.2017 17:15","8005","8571"
"29.05.2017 17:15 - 29.05.2017 17:30","7930","8452"
"29.05.2017 17:30 - 29.05.2017 17:45","7870","8386"
"29.05.2017 17:45 - 29.05.2017 18:00","7841","8385"
"29.05.2017 18:00 - 29.05.2017 18:15","7752","8330"
"29.05.2017 18:15 - 29.05.2017 18:30","7719","8242"
"29.05.2017 18:30 - 29.05.2017 18:45","7717","8192"
"29.05.2017 18:45 - 29.05.2017 19:00","7717","8242"
"29.05.2017 19:00 - 29.05.2017 19:15","7670","8198"
"29.05.2017 19:15 - 29.05.2017 19:30","7638","8081"
"29.05.2017 19:30 - 29.05.2017 19:45","7606","8114"
"29.05.2017 19:45 - 29.05.2017 20:00","7592","8036"
"29.05.2017 20:00 - 29.05.2017 20:15","7525","8011"
"29.05.2017 20:15 - 29.05.2017 20:30","7476","7908"
"29.05.2017 20:30 - 29.05.2017 20:45","7440","7813"
"29.05.2017 20:45 - 29.05.2017 21:00","7405","7806"
"29.05.2017 21:00 - 29.05.2017 21:15","7405","7700"
"29.05.2017 21:15 - 29.05.2017 21:30","7405","7665"
"29.05.2017 21:30 - 29.05.2017 21:45","7405","7724"
"29.05.2017 21:45 - 29.05.2017 22:00","7309","7622"
"29.05.2017 22:00 - 29.05.2017 22:15","7160","7556"
"29.05.2017 22:15 - 29.05.2017 22:30","7029","7411"
"29.05.2017 22:30 - 29.05.2017 22:45","6822","7200"
"29.05.2017 22:45 - 29.05.2017 23:00","6626","7021"
"29.05.2017 23:00 - 29.05.2017 23:15","6485","6933"
"29.05.2017 23:15 - 29.05.2017 23:30","6331","6748"
"29.05.2017 23:30 - 29.05.2017 23:45","6171","6567"
"29.05.2017 23:45 - 30.05.2017 00:00","6068","6423"
"30.05.2017 00:00 - 30.05.2017 00:15","5892","6252"
"30.05.2017 00:15 - 30.05.2017 00:30","5801","6143"
"30.05.2017 00:30 - 30.05.2017 00:45","5699","6104"
"30.05.2017 00:45 - 30.05.2017 01:00","5539","6001"
"30.05.2017 01:00 - 30.05.2017 01:15","5534","5868"
"30.05.2017 01:15 - 30.05.2017 01:30","5494","5848"
"30.05.2017 01:30 - 30.05.2017 01:45","5362","5822"
"30.05.2017 01:45 - 30.05.2017 02:00","5301","5818"
"30.05.2017 02:00 - 30.05.2017 02:15","5280","5701"
"30.05.2017 02:15 - 30.05.2017 02:30","5280","5650"
"30.05.2017 02:30 - 30.05.2017 02:45","5280","5625"
"30.05.2017 02:45 - 30.05.2017 03:00","5280","5564"
"30.05.2017 03:00 - 30.05.2017 03:15","5280","5557"
"30.05.2017 03:15 - 30.05.2017 03:30","5280","5563"
"30.05.2017 03:30 - 30.05.2017 03:45","5298","5576"
"30.05.2017 03:45 - 30.05.2017 04:00","5306","5613"
"30.05.2017 04:00 - 30.05.2017 04:15","5368","5717"
"30.05.2017 04:15 - 30.05.2017 04:30","5394","5823"
"30.05.2017 04:30 - 30.05.2017 04:45","5501","5947"
"30.05.2017 04:45 - 30.05.2017 05:00","5581","6021"
"30.05.2017 05:00 - 30.05.2017 05:15","5726","6214"
"30.05.2017 05:15 - 30.05.2017 05:30","5817","6230"
"30.05.2017 05:30 - 30.05.2017 05:45","6026","6384"
"30.05.2017 05:45 - 30.05.2017 06:00","6127","6596"
"30.05.2017 06:00 - 30.05.2017 06:15","6670","7135"
"30.05.2017 06:15 - 30.05.2017 06:30","6924","7495"
"30.05.2017 06:30 - 30.05.2017 06:45","7152","7731"
"30.05.2017 06:45 - 30.05.2017 07:00","7407","7910"
"30.05.2017 07:00 - 30.05.2017 07:15","7754","8121"
"30.05.2017 07:15 - 30.05.2017 07:30","8046","8322"
"30.05.2017 07:30 - 30.05.2017 07:45","8242","8499"
"30.05.2017 07:45 - 30.05.2017 08:00","8397","8668"
"30.05.2017 08:00 - 30.05.2017 08:15","8565","8732"
"30.05.2017 08:15 - 30.05.2017 08:30","8565","8829"
"30.05.2017 08:30 - 30.05.2017 08:45","8565","8925"
"30.05.2017 08:45 - 30.05.2017 09:00","8565","8958"
"30.05.2017 09:00 - 30.05.2017 09:15","8565","8740"
"30.05.2017 09:15 - 30.05.2017 09:30","8565","8838"
"30.05.2017 09:30 - 30.05.2017 09:45","8565","9019"
"30.05.2017 09:45 - 30.05.2017 10:00","8755","9238"
"30.05.2017 10:00 - 30.05.2017 10:15","8776","9358"
"30.05.2017 10:15 - 30.05.2017 10:30","8876","9350"
"30.05.2017 10:30 - 30.05.2017 10:45","8876","9224"
"30.05.2017 10:45 - 30.05.2017 11:00","8997","9338"
"30.05.2017 11:00 - 30.05.2017 11:15","8997","9349"
"30.05.2017 11:15 - 30.05.2017 11:30","9200","9333"
"30.05.2017 11:30 - 30.05.2017 11:45","9200","9314"
"30.05.2017 11:45 - 30.05.2017 12:00","9200","9238"
"30.05.2017 12:00 - 30.05.2017 12:15","9200","9181"
"30.05.2017 12:15 - 30.05.2017 12:30","9024","9041"
"30.05.2017 12:30 - 30.05.2017 12:45","9024","8963"
"30.05.2017 12:45 - 30.05.2017 13:00","9024","9047"
"30.05.2017 13:00 - 30.05.2017 13:15","9024","9060"
"30.05.2017 13:15 - 30.05.2017 13:30","9024","9150"
"30.05.2017 13:30 - 30.05.2017 13:45","8984","9069"
"30.05.2017 13:45 - 30.05.2017 14:00","8945","9094"
"30.05.2017 14:00 - 30.05.2017 14:15","8902","9040"
"30.05.2017 14:15 - 30.05.2017 14:30","8902","8974"
"30.05.2017 14:30 - 30.05.2017 14:45","8902","8986"
"30.05.2017 14:45 - 30.05.2017 15:00","8879","9005"
"30.05.2017 15:00 - 30.05.2017 15:15","8879","9002"
"30.05.2017 15:15 - 30.05.2017 15:30","8790","9088"
"30.05.2017 15:30 - 30.05.2017 15:45","8787","8925"
"30.05.2017 15:45 - 30.05.2017 16:00","8758","8931"
"30.05.2017 16:00 - 30.05.2017 16:15","8598","8812"
"30.05.2017 16:15 - 30.05.2017 16:30","8598","8936"
"30.05.2017 16:30 - 30.05.2017 16:45","8598","8689"
"30.05.2017 16:45 - 30.05.2017 17:00","8481","8682"
"30.05.2017 17:00 - 30.05.2017 17:15","8395","8776"
"30.05.2017 17:15 - 30.05.2017 17:30","8389","8691"
"30.05.2017 17:30 - 30.05.2017 17:45","8306","8478"
"30.05.2017 17:45 - 30.05.2017 18:00","8240","8489"
"30.05.2017 18:00 - 30.05.2017 18:15","8049","8208"
"30.05.2017 18:15 - 30.05.2017 18:30","7913","8044"
"30.05.2017 18:30 - 30.05.2017 18:45","7912","8148"
"30.05.2017 18:45 - 30.05.2017 19:00","7912","8074"
"30.05.2017 19:00 - 30.05.2017 19:15","7825","8121"
"30.05.2017 19:15 - 30.05.2017 19:30","7777","8070"
"30.05.2017 19:30 - 30.05.2017 19:45","7761","8055"
"30.05.2017 19:45 - 30.05.2017 20:00","7761","7966"
"30.05.2017 20:00 - 30.05.2017 20:15","7618","7795"
"30.05.2017 20:15 - 30.05.2017 20:30","7528","7821"
"30.05.2017 20:30 - 30.05.2017 20:45","7447","7708"
"30.05.2017 20:45 - 30.05.2017 21:00","7442","7603"
"30.05.2017 21:00 - 30.05.2017 21:15","7442","7581"
"30.05.2017 21:15 - 30.05.2017 21:30","7442","7494"
"30.05.2017 21:30 - 30.05.2017 21:45","7442","7508"
"30.05.2017 21:45 - 30.05.2017 22:00","7369","7487"
"30.05.2017 22:00 - 30.05.2017 22:15","7281","7317"
"30.05.2017 22:15 - 30.05.2017 22:30","7093","7272"
"30.05.2017 22:30 - 30.05.2017 22:45","6932","7042"
"30.05.2017 22:45 - 30.05.2017 23:00","6725","6874"
"30.05.2017 23:00 - 30.05.2017 23:15","6573","6668"
"30.05.2017 23:15 - 30.05.2017 23:30","6451","6587"
"30.05.2017 23:30 - 30.05.2017 23:45","6309","6538"
"30.05.2017 23:45 - 31.05.2017 00:00","6178","6432"
