"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.03.2010;00:00;01.03.2010;00:15;;6141
01.03.2010;00:15;01.03.2010;00:30;;5976
01.03.2010;00:30;01.03.2010;00:45;;5891
01.03.2010;00:45;01.03.2010;01:00;;5823
01.03.2010;01:00;01.03.2010;01:15;;5652
01.03.2010;01:15;01.03.2010;01:30;;5604
01.03.2010;01:30;01.03.2010;01:45;;5646
01.03.2010;01:45;01.03.2010;02:00;;5590
01.03.2010;02:00;01.03.2010;02:15;;5563
01.03.2010;02:15;01.03.2010;02:30;;5493
01.03.2010;02:30;01.03.2010;02:45;;5485
01.03.2010;02:45;01.03.2010;03:00;;5543
01.03.2010;03:00;01.03.2010;03:15;;5555
01.03.2010;03:15;01.03.2010;03:30;;5711
01.03.2010;03:30;01.03.2010;03:45;;5838
01.03.2010;03:45;01.03.2010;04:00;;5887
01.03.2010;04:00;01.03.2010;04:15;;5976
01.03.2010;04:15;01.03.2010;04:30;;6040
01.03.2010;04:30;01.03.2010;04:45;;6296
01.03.2010;04:45;01.03.2010;05:00;;6392
01.03.2010;05:00;01.03.2010;05:15;;6423
01.03.2010;05:15;01.03.2010;05:30;;6624
01.03.2010;05:30;01.03.2010;05:45;;6738
01.03.2010;05:45;01.03.2010;06:00;;6828
01.03.2010;06:00;01.03.2010;06:15;;7095
01.03.2010;06:15;01.03.2010;06:30;;7548
01.03.2010;06:30;01.03.2010;06:45;;7834
01.03.2010;06:45;01.03.2010;07:00;;8062
01.03.2010;07:00;01.03.2010;07:15;;8160
01.03.2010;07:15;01.03.2010;07:30;;8347
01.03.2010;07:30;01.03.2010;07:45;;8399
01.03.2010;07:45;01.03.2010;08:00;;8571
01.03.2010;08:00;01.03.2010;08:15;;8626
01.03.2010;08:15;01.03.2010;08:30;;8703
01.03.2010;08:30;01.03.2010;08:45;;8566
01.03.2010;08:45;01.03.2010;09:00;;8529
01.03.2010;09:00;01.03.2010;09:15;;8456
01.03.2010;09:15;01.03.2010;09:30;;8416
01.03.2010;09:30;01.03.2010;09:45;;8453
01.03.2010;09:45;01.03.2010;10:00;;8456
01.03.2010;10:00;01.03.2010;10:15;;8249
01.03.2010;10:15;01.03.2010;10:30;;8221
01.03.2010;10:30;01.03.2010;10:45;;8209
01.03.2010;10:45;01.03.2010;11:00;;8178
01.03.2010;11:00;01.03.2010;11:15;;8178
01.03.2010;11:15;01.03.2010;11:30;;8230
01.03.2010;11:30;01.03.2010;11:45;;8230
01.03.2010;11:45;01.03.2010;12:00;;8238
01.03.2010;12:00;01.03.2010;12:15;;8142
01.03.2010;12:15;01.03.2010;12:30;;8035
01.03.2010;12:30;01.03.2010;12:45;;8003
01.03.2010;12:45;01.03.2010;13:00;;8007
01.03.2010;13:00;01.03.2010;13:15;;8012
01.03.2010;13:15;01.03.2010;13:30;;7969
01.03.2010;13:30;01.03.2010;13:45;;7963
01.03.2010;13:45;01.03.2010;14:00;;7976
01.03.2010;14:00;01.03.2010;14:15;;7971
01.03.2010;14:15;01.03.2010;14:30;;7911
01.03.2010;14:30;01.03.2010;14:45;;7961
01.03.2010;14:45;01.03.2010;15:00;;7975
01.03.2010;15:00;01.03.2010;15:15;;8129
01.03.2010;15:15;01.03.2010;15:30;;8133
01.03.2010;15:30;01.03.2010;15:45;;8128
01.03.2010;15:45;01.03.2010;16:00;;8027
01.03.2010;16:00;01.03.2010;16:15;;8104
01.03.2010;16:15;01.03.2010;16:30;;7916
01.03.2010;16:30;01.03.2010;16:45;;8122
01.03.2010;16:45;01.03.2010;17:00;;8195
01.03.2010;17:00;01.03.2010;17:15;;8304
01.03.2010;17:15;01.03.2010;17:30;;8349
01.03.2010;17:30;01.03.2010;17:45;;8452
01.03.2010;17:45;01.03.2010;18:00;;8532
01.03.2010;18:00;01.03.2010;18:15;;8716
01.03.2010;18:15;01.03.2010;18:30;;8918
01.03.2010;18:30;01.03.2010;18:45;;9225
01.03.2010;18:45;01.03.2010;19:00;;9300
01.03.2010;19:00;01.03.2010;19:15;;9397
01.03.2010;19:15;01.03.2010;19:30;;9411
01.03.2010;19:30;01.03.2010;19:45;;9283
01.03.2010;19:45;01.03.2010;20:00;;9314
01.03.2010;20:00;01.03.2010;20:15;;9095
01.03.2010;20:15;01.03.2010;20:30;;8987
01.03.2010;20:30;01.03.2010;20:45;;8773
01.03.2010;20:45;01.03.2010;21:00;;8763
01.03.2010;21:00;01.03.2010;21:15;;8724
01.03.2010;21:15;01.03.2010;21:30;;8598
01.03.2010;21:30;01.03.2010;21:45;;8509
01.03.2010;21:45;01.03.2010;22:00;;8395
01.03.2010;22:00;01.03.2010;22:15;;8355
01.03.2010;22:15;01.03.2010;22:30;;8170
01.03.2010;22:30;01.03.2010;22:45;;7975
01.03.2010;22:45;01.03.2010;23:00;;7854
01.03.2010;23:00;01.03.2010;23:15;;7827
01.03.2010;23:15;01.03.2010;23:30;;7540
01.03.2010;23:30;01.03.2010;23:45;;7489
01.03.2010;23:45;02.03.2010;00:00;;7357
02.03.2010;00:00;02.03.2010;00:15;;7379
02.03.2010;00:15;02.03.2010;00:30;;7222
02.03.2010;00:30;02.03.2010;00:45;;7119
02.03.2010;00:45;02.03.2010;01:00;;7080
02.03.2010;01:00;02.03.2010;01:15;;6864
02.03.2010;01:15;02.03.2010;01:30;;6742
02.03.2010;01:30;02.03.2010;01:45;;6790
02.03.2010;01:45;02.03.2010;02:00;;6744
02.03.2010;02:00;02.03.2010;02:15;;6710
02.03.2010;02:15;02.03.2010;02:30;;6659
02.03.2010;02:30;02.03.2010;02:45;;6612
02.03.2010;02:45;02.03.2010;03:00;;6671
02.03.2010;03:00;02.03.2010;03:15;;6507
02.03.2010;03:15;02.03.2010;03:30;;6436
02.03.2010;03:30;02.03.2010;03:45;;6525
02.03.2010;03:45;02.03.2010;04:00;;6574
02.03.2010;04:00;02.03.2010;04:15;;6648
02.03.2010;04:15;02.03.2010;04:30;;6642
02.03.2010;04:30;02.03.2010;04:45;;6811
02.03.2010;04:45;02.03.2010;05:00;;6848
02.03.2010;05:00;02.03.2010;05:15;;7036
02.03.2010;05:15;02.03.2010;05:30;;7247
02.03.2010;05:30;02.03.2010;05:45;;7318
02.03.2010;05:45;02.03.2010;06:00;;7452
02.03.2010;06:00;02.03.2010;06:15;;7737
02.03.2010;06:15;02.03.2010;06:30;;8041
02.03.2010;06:30;02.03.2010;06:45;;8322
02.03.2010;06:45;02.03.2010;07:00;;8661
02.03.2010;07:00;02.03.2010;07:15;;8854
02.03.2010;07:15;02.03.2010;07:30;;8986
02.03.2010;07:30;02.03.2010;07:45;;8966
02.03.2010;07:45;02.03.2010;08:00;;9388
02.03.2010;08:00;02.03.2010;08:15;;9540
02.03.2010;08:15;02.03.2010;08:30;;9651
02.03.2010;08:30;02.03.2010;08:45;;9681
02.03.2010;08:45;02.03.2010;09:00;;9592
02.03.2010;09:00;02.03.2010;09:15;;9680
02.03.2010;09:15;02.03.2010;09:30;;9872
02.03.2010;09:30;02.03.2010;09:45;;10006
02.03.2010;09:45;02.03.2010;10:00;;9998
02.03.2010;10:00;02.03.2010;10:15;;10046
02.03.2010;10:15;02.03.2010;10:30;;9975
02.03.2010;10:30;02.03.2010;10:45;;9966
02.03.2010;10:45;02.03.2010;11:00;;9980
02.03.2010;11:00;02.03.2010;11:15;;9967
02.03.2010;11:15;02.03.2010;11:30;;10010
02.03.2010;11:30;02.03.2010;11:45;;10108
02.03.2010;11:45;02.03.2010;12:00;;10054
02.03.2010;12:00;02.03.2010;12:15;;9936
02.03.2010;12:15;02.03.2010;12:30;;10079
02.03.2010;12:30;02.03.2010;12:45;;9997
02.03.2010;12:45;02.03.2010;13:00;;10001
02.03.2010;13:00;02.03.2010;13:15;;9863
02.03.2010;13:15;02.03.2010;13:30;;9750
02.03.2010;13:30;02.03.2010;13:45;;9797
02.03.2010;13:45;02.03.2010;14:00;;9687
02.03.2010;14:00;02.03.2010;14:15;;9687
02.03.2010;14:15;02.03.2010;14:30;;9596
02.03.2010;14:30;02.03.2010;14:45;;9636
02.03.2010;14:45;02.03.2010;15:00;;9614
02.03.2010;15:00;02.03.2010;15:15;;9622
02.03.2010;15:15;02.03.2010;15:30;;9575
02.03.2010;15:30;02.03.2010;15:45;;9499
02.03.2010;15:45;02.03.2010;16:00;;9367
02.03.2010;16:00;02.03.2010;16:15;;9151
02.03.2010;16:15;02.03.2010;16:30;;9055
02.03.2010;16:30;02.03.2010;16:45;;9090
02.03.2010;16:45;02.03.2010;17:00;;9015
02.03.2010;17:00;02.03.2010;17:15;;8996
02.03.2010;17:15;02.03.2010;17:30;;9028
02.03.2010;17:30;02.03.2010;17:45;;9027
02.03.2010;17:45;02.03.2010;18:00;;9044
02.03.2010;18:00;02.03.2010;18:15;;9172
02.03.2010;18:15;02.03.2010;18:30;;9376
02.03.2010;18:30;02.03.2010;18:45;;9561
02.03.2010;18:45;02.03.2010;19:00;;9652
02.03.2010;19:00;02.03.2010;19:15;;9610
02.03.2010;19:15;02.03.2010;19:30;;9511
02.03.2010;19:30;02.03.2010;19:45;;9479
02.03.2010;19:45;02.03.2010;20:00;;9381
02.03.2010;20:00;02.03.2010;20:15;;9269
02.03.2010;20:15;02.03.2010;20:30;;9114
02.03.2010;20:30;02.03.2010;20:45;;8958
02.03.2010;20:45;02.03.2010;21:00;;8834
02.03.2010;21:00;02.03.2010;21:15;;8891
02.03.2010;21:15;02.03.2010;21:30;;8748
02.03.2010;21:30;02.03.2010;21:45;;8683
02.03.2010;21:45;02.03.2010;22:00;;8582
02.03.2010;22:00;02.03.2010;22:15;;8694
02.03.2010;22:15;02.03.2010;22:30;;8399
02.03.2010;22:30;02.03.2010;22:45;;8364
02.03.2010;22:45;02.03.2010;23:00;;8224
02.03.2010;23:00;02.03.2010;23:15;;8016
02.03.2010;23:15;02.03.2010;23:30;;7856
02.03.2010;23:30;02.03.2010;23:45;;7811
02.03.2010;23:45;03.03.2010;00:00;;7628
03.03.2010;00:00;03.03.2010;00:15;;7786
03.03.2010;00:15;03.03.2010;00:30;;7628
03.03.2010;00:30;03.03.2010;00:45;;7469
03.03.2010;00:45;03.03.2010;01:00;;7383
03.03.2010;01:00;03.03.2010;01:15;;7192
03.03.2010;01:15;03.03.2010;01:30;;7113
03.03.2010;01:30;03.03.2010;01:45;;7138
03.03.2010;01:45;03.03.2010;02:00;;7139
03.03.2010;02:00;03.03.2010;02:15;;7042
03.03.2010;02:15;03.03.2010;02:30;;6913
03.03.2010;02:30;03.03.2010;02:45;;6918
03.03.2010;02:45;03.03.2010;03:00;;6910
03.03.2010;03:00;03.03.2010;03:15;;6939
03.03.2010;03:15;03.03.2010;03:30;;6906
03.03.2010;03:30;03.03.2010;03:45;;6961
03.03.2010;03:45;03.03.2010;04:00;;6961
03.03.2010;04:00;03.03.2010;04:15;;7035
03.03.2010;04:15;03.03.2010;04:30;;7084
03.03.2010;04:30;03.03.2010;04:45;;7208
03.03.2010;04:45;03.03.2010;05:00;;7141
03.03.2010;05:00;03.03.2010;05:15;;7101
03.03.2010;05:15;03.03.2010;05:30;;7160
03.03.2010;05:30;03.03.2010;05:45;;7284
03.03.2010;05:45;03.03.2010;06:00;;7393
