"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TransnetBW)","Actual Total Load [MW] - CTA|DE(TransnetBW)"
"10.08.2016 13:45 - 10.08.2016 14:00","8642","8149"
"10.08.2016 14:00 - 10.08.2016 14:15","8639","8066"
"10.08.2016 14:15 - 10.08.2016 14:30","8412","8226"
"10.08.2016 14:30 - 10.08.2016 14:45","8609","8128"
"10.08.2016 14:45 - 10.08.2016 15:00","8629","7911"
"10.08.2016 15:00 - 10.08.2016 15:15","8466","7717"
"10.08.2016 15:15 - 10.08.2016 15:30","8273","7765"
"10.08.2016 15:30 - 10.08.2016 15:45","8151","7512"
"10.08.2016 15:45 - 10.08.2016 16:00","8011","7576"
"10.08.2016 16:00 - 10.08.2016 16:15","7989","7325"
"10.08.2016 16:15 - 10.08.2016 16:30","8098","7430"
"10.08.2016 16:30 - 10.08.2016 16:45","7840","7207"
"10.08.2016 16:45 - 10.08.2016 17:00","7689","7207"
"10.08.2016 17:00 - 10.08.2016 17:15","7604","7418"
"10.08.2016 17:15 - 10.08.2016 17:30","7465","7280"
"10.08.2016 17:30 - 10.08.2016 17:45","7325","7239"
"10.08.2016 17:45 - 10.08.2016 18:00","7405","7315"
"10.08.2016 18:00 - 10.08.2016 18:15","7322","7177"
"10.08.2016 18:15 - 10.08.2016 18:30","7346","7132"
"10.08.2016 18:30 - 10.08.2016 18:45","7342","7047"
"10.08.2016 18:45 - 10.08.2016 19:00","7262","7046"
"10.08.2016 19:00 - 10.08.2016 19:15","7342","6992"
"10.08.2016 19:15 - 10.08.2016 19:30","7226","6947"
"10.08.2016 19:30 - 10.08.2016 19:45","7159","6881"
"10.08.2016 19:45 - 10.08.2016 20:00","7070","6768"
"10.08.2016 20:00 - 10.08.2016 20:15","6950","6670"
"10.08.2016 20:15 - 10.08.2016 20:30","6907","6670"
"10.08.2016 20:30 - 10.08.2016 20:45","6815","6625"
"10.08.2016 20:45 - 10.08.2016 21:00","6783","6667"
"10.08.2016 21:00 - 10.08.2016 21:15","6842","6772"
"10.08.2016 21:15 - 10.08.2016 21:30","6886","6680"
"10.08.2016 21:30 - 10.08.2016 21:45","6893","6567"
"10.08.2016 21:45 - 10.08.2016 22:00","6820","6444"
"10.08.2016 22:00 - 10.08.2016 22:15","6639","6359"
"10.08.2016 22:15 - 10.08.2016 22:30","6530","6180"
"10.08.2016 22:30 - 10.08.2016 22:45","6358","5998"
"10.08.2016 22:45 - 10.08.2016 23:00","6174","5848"
"10.08.2016 23:00 - 10.08.2016 23:15","6062","5738"
"10.08.2016 23:15 - 10.08.2016 23:30","5936","5591"
"10.08.2016 23:30 - 10.08.2016 23:45","5850","5507"
"10.08.2016 23:45 - 11.08.2016 00:00","5746","5414"
"11.08.2016 00:00 - 11.08.2016 00:15","5632","5283"
"11.08.2016 00:15 - 11.08.2016 00:30","5562","5130"
"11.08.2016 00:30 - 11.08.2016 00:45","5454","5056"
"11.08.2016 00:45 - 11.08.2016 01:00","5373","4972"
"11.08.2016 01:00 - 11.08.2016 01:15","5282","4928"
"11.08.2016 01:15 - 11.08.2016 01:30","5223","4865"
"11.08.2016 01:30 - 11.08.2016 01:45","5161","4832"
"11.08.2016 01:45 - 11.08.2016 02:00","5115","4793"
"11.08.2016 02:00 - 11.08.2016 02:15","5030","4733"
"11.08.2016 02:15 - 11.08.2016 02:30","5022","4727"
"11.08.2016 02:30 - 11.08.2016 02:45","4986","4706"
"11.08.2016 02:45 - 11.08.2016 03:00","5017","4728"
"11.08.2016 03:00 - 11.08.2016 03:15","4975","4737"
"11.08.2016 03:15 - 11.08.2016 03:30","5008","4718"
"11.08.2016 03:30 - 11.08.2016 03:45","5008","4729"
"11.08.2016 03:45 - 11.08.2016 04:00","4964","4668"
"11.08.2016 04:00 - 11.08.2016 04:15","5010","4714"
"11.08.2016 04:15 - 11.08.2016 04:30","5029","4762"
"11.08.2016 04:30 - 11.08.2016 04:45","5072","4809"
"11.08.2016 04:45 - 11.08.2016 05:00","5158","4882"
"11.08.2016 05:00 - 11.08.2016 05:15","5303","5025"
"11.08.2016 05:15 - 11.08.2016 05:30","5421","5131"
"11.08.2016 05:30 - 11.08.2016 05:45","5568","5327"
"11.08.2016 05:45 - 11.08.2016 06:00","5694","5493"
"11.08.2016 06:00 - 11.08.2016 06:15","6118","5811"
"11.08.2016 06:15 - 11.08.2016 06:30","6267","6043"
"11.08.2016 06:30 - 11.08.2016 06:45","6418","6242"
"11.08.2016 06:45 - 11.08.2016 07:00","6586","6421"
"11.08.2016 07:00 - 11.08.2016 07:15","6826","6685"
"11.08.2016 07:15 - 11.08.2016 07:30","7024","6870"
"11.08.2016 07:30 - 11.08.2016 07:45","7259","7045"
"11.08.2016 07:45 - 11.08.2016 08:00","7433","7198"
"11.08.2016 08:00 - 11.08.2016 08:15","7552","7312"
"11.08.2016 08:15 - 11.08.2016 08:30","7693","7408"
"11.08.2016 08:30 - 11.08.2016 08:45","7736","7471"
"11.08.2016 08:45 - 11.08.2016 09:00","7922","7558"
"11.08.2016 09:00 - 11.08.2016 09:15","7870","7515"
"11.08.2016 09:15 - 11.08.2016 09:30","8056","7580"
"11.08.2016 09:30 - 11.08.2016 09:45","8107","7696"
"11.08.2016 09:45 - 11.08.2016 10:00","8196","7771"
"11.08.2016 10:00 - 11.08.2016 10:15","8283","7777"
"11.08.2016 10:15 - 11.08.2016 10:30","8301","7883"
"11.08.2016 10:30 - 11.08.2016 10:45","8368","7892"
"11.08.2016 10:45 - 11.08.2016 11:00","8368","7977"
"11.08.2016 11:00 - 11.08.2016 11:15","8448","8141"
"11.08.2016 11:15 - 11.08.2016 11:30","8574","8213"
"11.08.2016 11:30 - 11.08.2016 11:45","8548","8231"
"11.08.2016 11:45 - 11.08.2016 12:00","8438","8309"
"11.08.2016 12:00 - 11.08.2016 12:15","8493","8083"
"11.08.2016 12:15 - 11.08.2016 12:30","8342","8004"
"11.08.2016 12:30 - 11.08.2016 12:45","8373","8009"
"11.08.2016 12:45 - 11.08.2016 13:00","8385","7935"
"11.08.2016 13:00 - 11.08.2016 13:15","8359","7972"
"11.08.2016 13:15 - 11.08.2016 13:30","8356","7981"
"11.08.2016 13:30 - 11.08.2016 13:45","8303","7885"
"11.08.2016 13:45 - 11.08.2016 14:00","8413","7748"
"11.08.2016 14:00 - 11.08.2016 14:15","8411","7718"
"11.08.2016 14:15 - 11.08.2016 14:30","8343","7703"
"11.08.2016 14:30 - 11.08.2016 14:45","8331","7594"
"11.08.2016 14:45 - 11.08.2016 15:00","8310","7516"
"11.08.2016 15:00 - 11.08.2016 15:15","8364","7474"
"11.08.2016 15:15 - 11.08.2016 15:30","8319","7441"
"11.08.2016 15:30 - 11.08.2016 15:45","8223","7322"
"11.08.2016 15:45 - 11.08.2016 16:00","8181","7263"
"11.08.2016 16:00 - 11.08.2016 16:15","8160","7115"
"11.08.2016 16:15 - 11.08.2016 16:30","7964","7218"
"11.08.2016 16:30 - 11.08.2016 16:45","7980","7150"
"11.08.2016 16:45 - 11.08.2016 17:00","7861","7140"
"11.08.2016 17:00 - 11.08.2016 17:15","7848","7112"
"11.08.2016 17:15 - 11.08.2016 17:30","7776","7146"
"11.08.2016 17:30 - 11.08.2016 17:45","7781","7112"
"11.08.2016 17:45 - 11.08.2016 18:00","7741","7022"
"11.08.2016 18:00 - 11.08.2016 18:15","7604","6883"
"11.08.2016 18:15 - 11.08.2016 18:30","7438","6741"
"11.08.2016 18:30 - 11.08.2016 18:45","7426","6833"
"11.08.2016 18:45 - 11.08.2016 19:00","7474","6833"
"11.08.2016 19:00 - 11.08.2016 19:15","7419","6787"
"11.08.2016 19:15 - 11.08.2016 19:30","7377","6711"
"11.08.2016 19:30 - 11.08.2016 19:45","7279","6671"
"11.08.2016 19:45 - 11.08.2016 20:00","7253","6637"
"11.08.2016 20:00 - 11.08.2016 20:15","7212","6638"
"11.08.2016 20:15 - 11.08.2016 20:30","7095","6522"
"11.08.2016 20:30 - 11.08.2016 20:45","7120","6578"
"11.08.2016 20:45 - 11.08.2016 21:00","7165","6608"
"11.08.2016 21:00 - 11.08.2016 21:15","7046","6703"
"11.08.2016 21:15 - 11.08.2016 21:30","6950","6669"
"11.08.2016 21:30 - 11.08.2016 21:45","6778","6471"
"11.08.2016 21:45 - 11.08.2016 22:00","6662","6400"
"11.08.2016 22:00 - 11.08.2016 22:15","6526","6314"
"11.08.2016 22:15 - 11.08.2016 22:30","6390","6156"
"11.08.2016 22:30 - 11.08.2016 22:45","6243","6029"
"11.08.2016 22:45 - 11.08.2016 23:00","6079","5785"
"11.08.2016 23:00 - 11.08.2016 23:15","5970","5730"
"11.08.2016 23:15 - 11.08.2016 23:30","5832","5631"
"11.08.2016 23:30 - 11.08.2016 23:45","5730","5501"
"11.08.2016 23:45 - 12.08.2016 00:00","5633","5405"
"12.08.2016 00:00 - 12.08.2016 00:15","5538","5266"
"12.08.2016 00:15 - 12.08.2016 00:30","5433","5170"
"12.08.2016 00:30 - 12.08.2016 00:45","5365","5035"
"12.08.2016 00:45 - 12.08.2016 01:00","5285","4884"
"12.08.2016 01:00 - 12.08.2016 01:15","5217","4864"
"12.08.2016 01:15 - 12.08.2016 01:30","5135","4721"
"12.08.2016 01:30 - 12.08.2016 01:45","5078","4684"
"12.08.2016 01:45 - 12.08.2016 02:00","5042","4630"
"12.08.2016 02:00 - 12.08.2016 02:15","4951","4578"
"12.08.2016 02:15 - 12.08.2016 02:30","4940","4559"
"12.08.2016 02:30 - 12.08.2016 02:45","4939","4527"
"12.08.2016 02:45 - 12.08.2016 03:00","4950","4534"
"12.08.2016 03:00 - 12.08.2016 03:15","4937","4585"
"12.08.2016 03:15 - 12.08.2016 03:30","4881","4514"
"12.08.2016 03:30 - 12.08.2016 03:45","4864","4524"
"12.08.2016 03:45 - 12.08.2016 04:00","4966","4507"
"12.08.2016 04:00 - 12.08.2016 04:15","4970","4566"
"12.08.2016 04:15 - 12.08.2016 04:30","5007","4601"
"12.08.2016 04:30 - 12.08.2016 04:45","5063","4626"
"12.08.2016 04:45 - 12.08.2016 05:00","5137","4717"
"12.08.2016 05:00 - 12.08.2016 05:15","5249","4861"
"12.08.2016 05:15 - 12.08.2016 05:30","5346","4954"
"12.08.2016 05:30 - 12.08.2016 05:45","5501","5109"
"12.08.2016 05:45 - 12.08.2016 06:00","5689","5294"
"12.08.2016 06:00 - 12.08.2016 06:15","6047","5678"
"12.08.2016 06:15 - 12.08.2016 06:30","6273","5889"
"12.08.2016 06:30 - 12.08.2016 06:45","6483","6047"
"12.08.2016 06:45 - 12.08.2016 07:00","6694","6266"
"12.08.2016 07:00 - 12.08.2016 07:15","6945","6489"
"12.08.2016 07:15 - 12.08.2016 07:30","7189","6701"
"12.08.2016 07:30 - 12.08.2016 07:45","7367","6890"
"12.08.2016 07:45 - 12.08.2016 08:00","7533","6971"
"12.08.2016 08:00 - 12.08.2016 08:15","7717","7134"
"12.08.2016 08:15 - 12.08.2016 08:30","7738","7243"
"12.08.2016 08:30 - 12.08.2016 08:45","7844","7369"
"12.08.2016 08:45 - 12.08.2016 09:00","7892","7466"
"12.08.2016 09:00 - 12.08.2016 09:15","7900","7397"
"12.08.2016 09:15 - 12.08.2016 09:30","8028","7457"
"12.08.2016 09:30 - 12.08.2016 09:45","8110","7542"
"12.08.2016 09:45 - 12.08.2016 10:00","8241","7581"
"12.08.2016 10:00 - 12.08.2016 10:15","8212","7727"
"12.08.2016 10:15 - 12.08.2016 10:30","8259","7768"
"12.08.2016 10:30 - 12.08.2016 10:45","8275","7830"
"12.08.2016 10:45 - 12.08.2016 11:00","8334","7876"
"12.08.2016 11:00 - 12.08.2016 11:15","8411","7990"
"12.08.2016 11:15 - 12.08.2016 11:30","8479","8158"
"12.08.2016 11:30 - 12.08.2016 11:45","8571","8186"
"12.08.2016 11:45 - 12.08.2016 12:00","8576","8174"
"12.08.2016 12:00 - 12.08.2016 12:15","8372","8081"
"12.08.2016 12:15 - 12.08.2016 12:30","8193","7969"
"12.08.2016 12:30 - 12.08.2016 12:45","8084","7870"
"12.08.2016 12:45 - 12.08.2016 13:00","8031","7825"
"12.08.2016 13:00 - 12.08.2016 13:15","8096","7784"
"12.08.2016 13:15 - 12.08.2016 13:30","8064","7574"
"12.08.2016 13:30 - 12.08.2016 13:45","7943","7502"
"12.08.2016 13:45 - 12.08.2016 14:00","7844","7485"
"12.08.2016 14:00 - 12.08.2016 14:15","7764","7437"
"12.08.2016 14:15 - 12.08.2016 14:30","7785","7397"
"12.08.2016 14:30 - 12.08.2016 14:45","7802","7352"
"12.08.2016 14:45 - 12.08.2016 15:00","7673","7319"
"12.08.2016 15:00 - 12.08.2016 15:15","7610","7404"
"12.08.2016 15:15 - 12.08.2016 15:30","7571","7435"
"12.08.2016 15:30 - 12.08.2016 15:45","7524","7321"
"12.08.2016 15:45 - 12.08.2016 16:00","7398","7282"
"12.08.2016 16:00 - 12.08.2016 16:15","7261","7215"
"12.08.2016 16:15 - 12.08.2016 16:30","7275","7260"
"12.08.2016 16:30 - 12.08.2016 16:45","7478","7201"
"12.08.2016 16:45 - 12.08.2016 17:00","7357","7134"
"12.08.2016 17:00 - 12.08.2016 17:15","7334","7046"
"12.08.2016 17:15 - 12.08.2016 17:30","7336","7095"
"12.08.2016 17:30 - 12.08.2016 17:45","7173","6978"
"12.08.2016 17:45 - 12.08.2016 18:00","7098","6885"
"12.08.2016 18:00 - 12.08.2016 18:15","6963","6833"
"12.08.2016 18:15 - 12.08.2016 18:30","6883","6727"
"12.08.2016 18:30 - 12.08.2016 18:45","6881","6756"
"12.08.2016 18:45 - 12.08.2016 19:00","6921","6651"
"12.08.2016 19:00 - 12.08.2016 19:15","6799","6641"
"12.08.2016 19:15 - 12.08.2016 19:30","6721","6639"
"12.08.2016 19:30 - 12.08.2016 19:45","6616","6530"
"12.08.2016 19:45 - 12.08.2016 20:00","6580","6494"
"12.08.2016 20:00 - 12.08.2016 20:15","6466","6433"
"12.08.2016 20:15 - 12.08.2016 20:30","6367","6314"
"12.08.2016 20:30 - 12.08.2016 20:45","6310","6280"
"12.08.2016 20:45 - 12.08.2016 21:00","6291","6298"
"12.08.2016 21:00 - 12.08.2016 21:15","6386","6369"
"12.08.2016 21:15 - 12.08.2016 21:30","6367","6426"
"12.08.2016 21:30 - 12.08.2016 21:45","6334","6271"
"12.08.2016 21:45 - 12.08.2016 22:00","6230","6211"
"12.08.2016 22:00 - 12.08.2016 22:15","6121","6124"
"12.08.2016 22:15 - 12.08.2016 22:30","6000","5960"
"12.08.2016 22:30 - 12.08.2016 22:45","5840","5810"
"12.08.2016 22:45 - 12.08.2016 23:00","5711","5609"
"12.08.2016 23:00 - 12.08.2016 23:15","5592","5555"
"12.08.2016 23:15 - 12.08.2016 23:30","5478","5451"
"12.08.2016 23:30 - 12.08.2016 23:45","5404","5347"
"12.08.2016 23:45 - 13.08.2016 00:00","5243","5279"
"13.08.2016 00:00 - 13.08.2016 00:15","5143","5125"
"13.08.2016 00:15 - 13.08.2016 00:30","5025","5033"
"13.08.2016 00:30 - 13.08.2016 00:45","4967","4966"
"13.08.2016 00:45 - 13.08.2016 01:00","4917","4864"
"13.08.2016 01:00 - 13.08.2016 01:15","4776","4817"
"13.08.2016 01:15 - 13.08.2016 01:30","4682","4697"
"13.08.2016 01:30 - 13.08.2016 01:45","4639","4648"
"13.08.2016 01:45 - 13.08.2016 02:00","4585","4640"
"13.08.2016 02:00 - 13.08.2016 02:15","4532","4509"
"13.08.2016 02:15 - 13.08.2016 02:30","4491","4502"
"13.08.2016 02:30 - 13.08.2016 02:45","4450","4470"
"13.08.2016 02:45 - 13.08.2016 03:00","4374","4415"
"13.08.2016 03:00 - 13.08.2016 03:15","4394","4436"
"13.08.2016 03:15 - 13.08.2016 03:30","4356","4389"
"13.08.2016 03:30 - 13.08.2016 03:45","4365","4412"
"13.08.2016 03:45 - 13.08.2016 04:00","4335","4399"
"13.08.2016 04:00 - 13.08.2016 04:15","4332","4382"
"13.08.2016 04:15 - 13.08.2016 04:30","4331","4405"
"13.08.2016 04:30 - 13.08.2016 04:45","4333","4391"
"13.08.2016 04:45 - 13.08.2016 05:00","4355","4419"
"13.08.2016 05:00 - 13.08.2016 05:15","4458","4445"
"13.08.2016 05:15 - 13.08.2016 05:30","4438","4459"
"13.08.2016 05:30 - 13.08.2016 05:45","4468","4506"
"13.08.2016 05:45 - 13.08.2016 06:00","4450","4485"
"13.08.2016 06:00 - 13.08.2016 06:15","4546","4542"
"13.08.2016 06:15 - 13.08.2016 06:30","4664","4574"
"13.08.2016 06:30 - 13.08.2016 06:45","4657","4686"
"13.08.2016 06:45 - 13.08.2016 07:00","4793","4664"
"13.08.2016 07:00 - 13.08.2016 07:15","4902","4856"
"13.08.2016 07:15 - 13.08.2016 07:30","5012","4976"
"13.08.2016 07:30 - 13.08.2016 07:45","5153","5117"
"13.08.2016 07:45 - 13.08.2016 08:00","5237","5257"
"13.08.2016 08:00 - 13.08.2016 08:15","5400","5432"
"13.08.2016 08:15 - 13.08.2016 08:30","5476","5542"
"13.08.2016 08:30 - 13.08.2016 08:45","5592","5657"
"13.08.2016 08:45 - 13.08.2016 09:00","5771","5833"
"13.08.2016 09:00 - 13.08.2016 09:15","5817","5961"
"13.08.2016 09:15 - 13.08.2016 09:30","5924","6070"
"13.08.2016 09:30 - 13.08.2016 09:45","6005","6165"
"13.08.2016 09:45 - 13.08.2016 10:00","6109","6227"
"13.08.2016 10:00 - 13.08.2016 10:15","6127","6333"
"13.08.2016 10:15 - 13.08.2016 10:30","6168","6382"
"13.08.2016 10:30 - 13.08.2016 10:45","6194","6417"
"13.08.2016 10:45 - 13.08.2016 11:00","6240","6433"
"13.08.2016 11:00 - 13.08.2016 11:15","6307","6507"
"13.08.2016 11:15 - 13.08.2016 11:30","6371","6505"
"13.08.2016 11:30 - 13.08.2016 11:45","6341","6537"
"13.08.2016 11:45 - 13.08.2016 12:00","6388","6491"
"13.08.2016 12:00 - 13.08.2016 12:15","6373","6459"
"13.08.2016 12:15 - 13.08.2016 12:30","6364","6466"
"13.08.2016 12:30 - 13.08.2016 12:45","6236","6375"
"13.08.2016 12:45 - 13.08.2016 13:00","6257","6324"
"13.08.2016 13:00 - 13.08.2016 13:15","6232","6221"
"13.08.2016 13:15 - 13.08.2016 13:30","6073","6100"
"13.08.2016 13:30 - 13.08.2016 13:45","6148","6118"
"13.08.2016 13:45 - 13.08.2016 14:00","6059","6021"
"13.08.2016 14:00 - 13.08.2016 14:15","6108","5942"
"13.08.2016 14:15 - 13.08.2016 14:30","5887","5862"
"13.08.2016 14:30 - 13.08.2016 14:45","5910","5854"
"13.08.2016 14:45 - 13.08.2016 15:00","5822","5827"
"13.08.2016 15:00 - 13.08.2016 15:15","5738","5671"
"13.08.2016 15:15 - 13.08.2016 15:30","5846","5633"
"13.08.2016 15:30 - 13.08.2016 15:45","5740","5760"
"13.08.2016 15:45 - 13.08.2016 16:00","5603","5727"
"13.08.2016 16:00 - 13.08.2016 16:15","5582","5705"
"13.08.2016 16:15 - 13.08.2016 16:30","5712","5774"
"13.08.2016 16:30 - 13.08.2016 16:45","5572","5744"
"13.08.2016 16:45 - 13.08.2016 17:00","5524","5671"
"13.08.2016 17:00 - 13.08.2016 17:15","5498","5676"
"13.08.2016 17:15 - 13.08.2016 17:30","5501","5647"
"13.08.2016 17:30 - 13.08.2016 17:45","5467","5638"
"13.08.2016 17:45 - 13.08.2016 18:00","5516","5638"
"13.08.2016 18:00 - 13.08.2016 18:15","5466","5560"
"13.08.2016 18:15 - 13.08.2016 18:30","5413","5547"
"13.08.2016 18:30 - 13.08.2016 18:45","5402","5569"
"13.08.2016 18:45 - 13.08.2016 19:00","5413","5523"
"13.08.2016 19:00 - 13.08.2016 19:15","5380","5519"
"13.08.2016 19:15 - 13.08.2016 19:30","5358","5445"
"13.08.2016 19:30 - 13.08.2016 19:45","5336","5408"
"13.08.2016 19:45 - 13.08.2016 20:00","5253","5391"
"13.08.2016 20:00 - 13.08.2016 20:15","5212","5359"
"13.08.2016 20:15 - 13.08.2016 20:30","5167","5301"
"13.08.2016 20:30 - 13.08.2016 20:45","5079","5223"
"13.08.2016 20:45 - 13.08.2016 21:00","5085","5250"
"13.08.2016 21:00 - 13.08.2016 21:15","5149","5369"
"13.08.2016 21:15 - 13.08.2016 21:30","5222","5408"
"13.08.2016 21:30 - 13.08.2016 21:45","5208","5338"
"13.08.2016 21:45 - 13.08.2016 22:00","5166","5340"
"13.08.2016 22:00 - 13.08.2016 22:15","5169","5291"
"13.08.2016 22:15 - 13.08.2016 22:30","5028","5192"
"13.08.2016 22:30 - 13.08.2016 22:45","4925","5065"
"13.08.2016 22:45 - 13.08.2016 23:00","4824","4933"
"13.08.2016 23:00 - 13.08.2016 23:15","4733","4854"
"13.08.2016 23:15 - 13.08.2016 23:30","4641","4720"
"13.08.2016 23:30 - 13.08.2016 23:45","4576","4698"
"13.08.2016 23:45 - 14.08.2016 00:00","4524","4598"
"14.08.2016 00:00 - 14.08.2016 00:15","4451","4503"
"14.08.2016 00:15 - 14.08.2016 00:30","4305","4414"
"14.08.2016 00:30 - 14.08.2016 00:45","4252","4306"
"14.08.2016 00:45 - 14.08.2016 01:00","4133","4238"
"14.08.2016 01:00 - 14.08.2016 01:15","4080","4172"
"14.08.2016 01:15 - 14.08.2016 01:30","4033","4098"
"14.08.2016 01:30 - 14.08.2016 01:45","3972","4056"
"14.08.2016 01:45 - 14.08.2016 02:00","3943","4024"
"14.08.2016 02:00 - 14.08.2016 02:15","3880","3982"
"14.08.2016 02:15 - 14.08.2016 02:30","3878","3964"
"14.08.2016 02:30 - 14.08.2016 02:45","3855","3917"
"14.08.2016 02:45 - 14.08.2016 03:00","3829","3899"
"14.08.2016 03:00 - 14.08.2016 03:15","3812","3903"
"14.08.2016 03:15 - 14.08.2016 03:30","3805","3861"
"14.08.2016 03:30 - 14.08.2016 03:45","3788","3873"
"14.08.2016 03:45 - 14.08.2016 04:00","3753","3836"
"14.08.2016 04:00 - 14.08.2016 04:15","3746","3826"
"14.08.2016 04:15 - 14.08.2016 04:30","3718","3854"
"14.08.2016 04:30 - 14.08.2016 04:45","3741","3821"
"14.08.2016 04:45 - 14.08.2016 05:00","3763","3856"
"14.08.2016 05:00 - 14.08.2016 05:15","3765","3854"
"14.08.2016 05:15 - 14.08.2016 05:30","3782","3861"
"14.08.2016 05:30 - 14.08.2016 05:45","3787","3907"
"14.08.2016 05:45 - 14.08.2016 06:00","3743","3834"
"14.08.2016 06:00 - 14.08.2016 06:15","3731","3869"
"14.08.2016 06:15 - 14.08.2016 06:30","3728","3859"
"14.08.2016 06:30 - 14.08.2016 06:45","3780","3876"
"14.08.2016 06:45 - 14.08.2016 07:00","3818","3933"
"14.08.2016 07:00 - 14.08.2016 07:15","3832","3941"
"14.08.2016 07:15 - 14.08.2016 07:30","3866","4041"
"14.08.2016 07:30 - 14.08.2016 07:45","3966","4122"
"14.08.2016 07:45 - 14.08.2016 08:00","4103","4235"
"14.08.2016 08:00 - 14.08.2016 08:15","4247","4356"
"14.08.2016 08:15 - 14.08.2016 08:30","4366","4440"
"14.08.2016 08:30 - 14.08.2016 08:45","4461","4553"
"14.08.2016 08:45 - 14.08.2016 09:00","4592","4729"
"14.08.2016 09:00 - 14.08.2016 09:15","4773","4894"
"14.08.2016 09:15 - 14.08.2016 09:30","4804","4914"
"14.08.2016 09:30 - 14.08.2016 09:45","4884","5011"
"14.08.2016 09:45 - 14.08.2016 10:00","4995","5131"
"14.08.2016 10:00 - 14.08.2016 10:15","5065","5125"
"14.08.2016 10:15 - 14.08.2016 10:30","5176","5279"
"14.08.2016 10:30 - 14.08.2016 10:45","5175","5301"
"14.08.2016 10:45 - 14.08.2016 11:00","5255","5315"
"14.08.2016 11:00 - 14.08.2016 11:15","5344","5440"
"14.08.2016 11:15 - 14.08.2016 11:30","5446","5490"
"14.08.2016 11:30 - 14.08.2016 11:45","5421","5604"
"14.08.2016 11:45 - 14.08.2016 12:00","5450","5640"
"14.08.2016 12:00 - 14.08.2016 12:15","5414","5618"
"14.08.2016 12:15 - 14.08.2016 12:30","5372","5563"
"14.08.2016 12:30 - 14.08.2016 12:45","5379","5553"
"14.08.2016 12:45 - 14.08.2016 13:00","5353","5562"
"14.08.2016 13:00 - 14.08.2016 13:15","5379","5503"
"14.08.2016 13:15 - 14.08.2016 13:30","5279","5341"
"14.08.2016 13:30 - 14.08.2016 13:45","5226","5316"
"14.08.2016 13:45 - 14.08.2016 14:00","5120","5244"
"14.08.2016 14:00 - 14.08.2016 14:15","5073","5242"
"14.08.2016 14:15 - 14.08.2016 14:30","5102","5219"
"14.08.2016 14:30 - 14.08.2016 14:45","4998","5204"
"14.08.2016 14:45 - 14.08.2016 15:00","4947","5205"
"14.08.2016 15:00 - 14.08.2016 15:15","4954","5113"
"14.08.2016 15:15 - 14.08.2016 15:30","4871","5165"
"14.08.2016 15:30 - 14.08.2016 15:45","4880","5030"
"14.08.2016 15:45 - 14.08.2016 16:00","4842","5036"
"14.08.2016 16:00 - 14.08.2016 16:15","4911","5067"
"14.08.2016 16:15 - 14.08.2016 16:30","4887","5043"
"14.08.2016 16:30 - 14.08.2016 16:45","4873","5021"
"14.08.2016 16:45 - 14.08.2016 17:00","4894","4994"
"14.08.2016 17:00 - 14.08.2016 17:15","4907","5019"
"14.08.2016 17:15 - 14.08.2016 17:30","4934","5090"
"14.08.2016 17:30 - 14.08.2016 17:45","4902","5022"
"14.08.2016 17:45 - 14.08.2016 18:00","4921","5072"
"14.08.2016 18:00 - 14.08.2016 18:15","4982","5107"
"14.08.2016 18:15 - 14.08.2016 18:30","4928","5098"
"14.08.2016 18:30 - 14.08.2016 18:45","4998","5130"
"14.08.2016 18:45 - 14.08.2016 19:00","4967","5040"
"14.08.2016 19:00 - 14.08.2016 19:15","4976","5075"
"14.08.2016 19:15 - 14.08.2016 19:30","4943","5090"
"14.08.2016 19:30 - 14.08.2016 19:45","4932","5078"
"14.08.2016 19:45 - 14.08.2016 20:00","4963","5077"
"14.08.2016 20:00 - 14.08.2016 20:15","5024","5075"
"14.08.2016 20:15 - 14.08.2016 20:30","5001","5108"
"14.08.2016 20:30 - 14.08.2016 20:45","5009","5155"
"14.08.2016 20:45 - 14.08.2016 21:00","4996","5192"
"14.08.2016 21:00 - 14.08.2016 21:15","5148","5407"
"14.08.2016 21:15 - 14.08.2016 21:30","5314","5393"
"14.08.2016 21:30 - 14.08.2016 21:45","5323","5375"
"14.08.2016 21:45 - 14.08.2016 22:00","5349","5401"
"14.08.2016 22:00 - 14.08.2016 22:15","5372","5410"
"14.08.2016 22:15 - 14.08.2016 22:30","5282","5342"
"14.08.2016 22:30 - 14.08.2016 22:45","5204","5259"
"14.08.2016 22:45 - 14.08.2016 23:00","5086","5126"
"14.08.2016 23:00 - 14.08.2016 23:15","5097","5104"
"14.08.2016 23:15 - 14.08.2016 23:30","4965","4998"
"14.08.2016 23:30 - 14.08.2016 23:45","4881","4905"
"14.08.2016 23:45 - 15.08.2016 00:00","4841","4805"
"15.08.2016 00:00 - 15.08.2016 00:15","4739","4731"
"15.08.2016 00:15 - 15.08.2016 00:30","4669","4631"
"15.08.2016 00:30 - 15.08.2016 00:45","4630","4570"
"15.08.2016 00:45 - 15.08.2016 01:00","4506","4510"
"15.08.2016 01:00 - 15.08.2016 01:15","4418","4407"
"15.08.2016 01:15 - 15.08.2016 01:30","4402","4369"
"15.08.2016 01:30 - 15.08.2016 01:45","4295","4283"
"15.08.2016 01:45 - 15.08.2016 02:00","4320","4292"
"15.08.2016 02:00 - 15.08.2016 02:15","4254","4266"
"15.08.2016 02:15 - 15.08.2016 02:30","4270","4232"
