"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.04.2010;00:00;01.04.2010;00:15;;6766
01.04.2010;00:15;01.04.2010;00:30;;6591
01.04.2010;00:30;01.04.2010;00:45;;6428
01.04.2010;00:45;01.04.2010;01:00;;6269
01.04.2010;01:00;01.04.2010;01:15;;6081
01.04.2010;01:15;01.04.2010;01:30;;5948
01.04.2010;01:30;01.04.2010;01:45;;5934
01.04.2010;01:45;01.04.2010;02:00;;5957
01.04.2010;02:00;01.04.2010;02:15;;5926
01.04.2010;02:15;01.04.2010;02:30;;5924
01.04.2010;02:30;01.04.2010;02:45;;5920
01.04.2010;02:45;01.04.2010;03:00;;5981
01.04.2010;03:00;01.04.2010;03:15;;6039
01.04.2010;03:15;01.04.2010;03:30;;6011
01.04.2010;03:30;01.04.2010;03:45;;6077
01.04.2010;03:45;01.04.2010;04:00;;6132
01.04.2010;04:00;01.04.2010;04:15;;6205
01.04.2010;04:15;01.04.2010;04:30;;6288
01.04.2010;04:30;01.04.2010;04:45;;6409
01.04.2010;04:45;01.04.2010;05:00;;6445
01.04.2010;05:00;01.04.2010;05:15;;6528
01.04.2010;05:15;01.04.2010;05:30;;6600
01.04.2010;05:30;01.04.2010;05:45;;6775
01.04.2010;05:45;01.04.2010;06:00;;7206
01.04.2010;06:00;01.04.2010;06:15;;7539
01.04.2010;06:15;01.04.2010;06:30;;7852
01.04.2010;06:30;01.04.2010;06:45;;8046
01.04.2010;06:45;01.04.2010;07:00;;8213
01.04.2010;07:00;01.04.2010;07:15;;8483
01.04.2010;07:15;01.04.2010;07:30;;8617
01.04.2010;07:30;01.04.2010;07:45;;8739
01.04.2010;07:45;01.04.2010;08:00;;8899
01.04.2010;08:00;01.04.2010;08:15;;8891
01.04.2010;08:15;01.04.2010;08:30;;9012
01.04.2010;08:30;01.04.2010;08:45;;9141
01.04.2010;08:45;01.04.2010;09:00;;9188
01.04.2010;09:00;01.04.2010;09:15;;9163
01.04.2010;09:15;01.04.2010;09:30;;9176
01.04.2010;09:30;01.04.2010;09:45;;9275
01.04.2010;09:45;01.04.2010;10:00;;9327
01.04.2010;10:00;01.04.2010;10:15;;9317
01.04.2010;10:15;01.04.2010;10:30;;9310
01.04.2010;10:30;01.04.2010;10:45;;9327
01.04.2010;10:45;01.04.2010;11:00;;9309
01.04.2010;11:00;01.04.2010;11:15;;9257
01.04.2010;11:15;01.04.2010;11:30;;9244
01.04.2010;11:30;01.04.2010;11:45;;9260
01.04.2010;11:45;01.04.2010;12:00;;9213
01.04.2010;12:00;01.04.2010;12:15;;9164
01.04.2010;12:15;01.04.2010;12:30;;8981
01.04.2010;12:30;01.04.2010;12:45;;8896
01.04.2010;12:45;01.04.2010;13:00;;8922
01.04.2010;13:00;01.04.2010;13:15;;8800
01.04.2010;13:15;01.04.2010;13:30;;8763
01.04.2010;13:30;01.04.2010;13:45;;8785
01.04.2010;13:45;01.04.2010;14:00;;8781
01.04.2010;14:00;01.04.2010;14:15;;8667
01.04.2010;14:15;01.04.2010;14:30;;8653
01.04.2010;14:30;01.04.2010;14:45;;8553
01.04.2010;14:45;01.04.2010;15:00;;8464
01.04.2010;15:00;01.04.2010;15:15;;8456
