"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.02.2010;00:00;01.02.2010;00:15;;7302
01.02.2010;00:15;01.02.2010;00:30;;7289
01.02.2010;00:30;01.02.2010;00:45;;7166
01.02.2010;00:45;01.02.2010;01:00;;6902
01.02.2010;01:00;01.02.2010;01:15;;6971
01.02.2010;01:15;01.02.2010;01:30;;7040
01.02.2010;01:30;01.02.2010;01:45;;7113
01.02.2010;01:45;01.02.2010;02:00;;7186
01.02.2010;02:00;01.02.2010;02:15;;7088
01.02.2010;02:15;01.02.2010;02:30;;6943
01.02.2010;02:30;01.02.2010;02:45;;6870
01.02.2010;02:45;01.02.2010;03:00;;6788
01.02.2010;03:00;01.02.2010;03:15;;6806
01.02.2010;03:15;01.02.2010;03:30;;6811
01.02.2010;03:30;01.02.2010;03:45;;6869
01.02.2010;03:45;01.02.2010;04:00;;6941
01.02.2010;04:00;01.02.2010;04:15;;7112
01.02.2010;04:15;01.02.2010;04:30;;7150
01.02.2010;04:30;01.02.2010;04:45;;7214
01.02.2010;04:45;01.02.2010;05:00;;7178
01.02.2010;05:00;01.02.2010;05:15;;7122
01.02.2010;05:15;01.02.2010;05:30;;7257
01.02.2010;05:30;01.02.2010;05:45;;7440
01.02.2010;05:45;01.02.2010;06:00;;7831
01.02.2010;06:00;01.02.2010;06:15;;8156
01.02.2010;06:15;01.02.2010;06:30;;8449
01.02.2010;06:30;01.02.2010;06:45;;8548
01.02.2010;06:45;01.02.2010;07:00;;8708
01.02.2010;07:00;01.02.2010;07:15;;9063
01.02.2010;07:15;01.02.2010;07:30;;9273
01.02.2010;07:30;01.02.2010;07:45;;9401
01.02.2010;07:45;01.02.2010;08:00;;9607
01.02.2010;08:00;01.02.2010;08:15;;9782
01.02.2010;08:15;01.02.2010;08:30;;9828
01.02.2010;08:30;01.02.2010;08:45;;9827
01.02.2010;08:45;01.02.2010;09:00;;9780
01.02.2010;09:00;01.02.2010;09:15;;9827
01.02.2010;09:15;01.02.2010;09:30;;9933
01.02.2010;09:30;01.02.2010;09:45;;9995
01.02.2010;09:45;01.02.2010;10:00;;10113
01.02.2010;10:00;01.02.2010;10:15;;10150
01.02.2010;10:15;01.02.2010;10:30;;10052
01.02.2010;10:30;01.02.2010;10:45;;10090
01.02.2010;10:45;01.02.2010;11:00;;10110
01.02.2010;11:00;01.02.2010;11:15;;9974
01.02.2010;11:15;01.02.2010;11:30;;10080
01.02.2010;11:30;01.02.2010;11:45;;10120
01.02.2010;11:45;01.02.2010;12:00;;10071
01.02.2010;12:00;01.02.2010;12:15;;10133
01.02.2010;12:15;01.02.2010;12:30;;10013
01.02.2010;12:30;01.02.2010;12:45;;9991
01.02.2010;12:45;01.02.2010;13:00;;10035
01.02.2010;13:00;01.02.2010;13:15;;10099
01.02.2010;13:15;01.02.2010;13:30;;10154
01.02.2010;13:30;01.02.2010;13:45;;10161
01.02.2010;13:45;01.02.2010;14:00;;10113
01.02.2010;14:00;01.02.2010;14:15;;10142
01.02.2010;14:15;01.02.2010;14:30;;10145
01.02.2010;14:30;01.02.2010;14:45;;10094
01.02.2010;14:45;01.02.2010;15:00;;10053
01.02.2010;15:00;01.02.2010;15:15;;10202
01.02.2010;15:15;01.02.2010;15:30;;10155
01.02.2010;15:30;01.02.2010;15:45;;10001
01.02.2010;15:45;01.02.2010;16:00;;9822
01.02.2010;16:00;01.02.2010;16:15;;9707
01.02.2010;16:15;01.02.2010;16:30;;9593
01.02.2010;16:30;01.02.2010;16:45;;9596
01.02.2010;16:45;01.02.2010;17:00;;9607
01.02.2010;17:00;01.02.2010;17:15;;9540
01.02.2010;17:15;01.02.2010;17:30;;9569
01.02.2010;17:30;01.02.2010;17:45;;9744
01.02.2010;17:45;01.02.2010;18:00;;9892
01.02.2010;18:00;01.02.2010;18:15;;10036
01.02.2010;18:15;01.02.2010;18:30;;10062
01.02.2010;18:30;01.02.2010;18:45;;9974
01.02.2010;18:45;01.02.2010;19:00;;9962
01.02.2010;19:00;01.02.2010;19:15;;9921
01.02.2010;19:15;01.02.2010;19:30;;9744
01.02.2010;19:30;01.02.2010;19:45;;9802
01.02.2010;19:45;01.02.2010;20:00;;9715
01.02.2010;20:00;01.02.2010;20:15;;9638
01.02.2010;20:15;01.02.2010;20:30;;9556
01.02.2010;20:30;01.02.2010;20:45;;9405
01.02.2010;20:45;01.02.2010;21:00;;9315
01.02.2010;21:00;01.02.2010;21:15;;9265
01.02.2010;21:15;01.02.2010;21:30;;9235
01.02.2010;21:30;01.02.2010;21:45;;9228
01.02.2010;21:45;01.02.2010;22:00;;9087
01.02.2010;22:00;01.02.2010;22:15;;9157
01.02.2010;22:15;01.02.2010;22:30;;8996
01.02.2010;22:30;01.02.2010;22:45;;8802
01.02.2010;22:45;01.02.2010;23:00;;8644
01.02.2010;23:00;01.02.2010;23:15;;8699
01.02.2010;23:15;01.02.2010;23:30;;8519
01.02.2010;23:30;01.02.2010;23:45;;8453
01.02.2010;23:45;02.02.2010;00:00;;8289
02.02.2010;00:00;02.02.2010;00:15;;8154
02.02.2010;00:15;02.02.2010;00:30;;7997
02.02.2010;00:30;02.02.2010;00:45;;7909
02.02.2010;00:45;02.02.2010;01:00;;7771
02.02.2010;01:00;02.02.2010;01:15;;7710
02.02.2010;01:15;02.02.2010;01:30;;7695
02.02.2010;01:30;02.02.2010;01:45;;7768
02.02.2010;01:45;02.02.2010;02:00;;7664
02.02.2010;02:00;02.02.2010;02:15;;7729
02.02.2010;02:15;02.02.2010;02:30;;7692
