"Date from";"Time from";"Date to";"Time to";"Projection (MW)";"Actual value (MW)"
01.06.2014;00:00;01.06.2014;00:15;5066;4890
01.06.2014;00:15;01.06.2014;00:30;4925;4779
01.06.2014;00:30;01.06.2014;00:45;4767;4671
01.06.2014;00:45;01.06.2014;01:00;4714;4564
01.06.2014;01:00;01.06.2014;01:15;4549;4443
01.06.2014;01:15;01.06.2014;01:30;4516;4390
01.06.2014;01:30;01.06.2014;01:45;4491;4332
01.06.2014;01:45;01.06.2014;02:00;4365;4265
01.06.2014;02:00;01.06.2014;02:15;4354;4210
01.06.2014;02:15;01.06.2014;02:30;4357;4183
01.06.2014;02:30;01.06.2014;02:45;4259;4153
01.06.2014;02:45;01.06.2014;03:00;4252;4132
01.06.2014;03:00;01.06.2014;03:15;4178;4104
01.06.2014;03:15;01.06.2014;03:30;4203;4115
01.06.2014;03:30;01.06.2014;03:45;4199;4081
01.06.2014;03:45;01.06.2014;04:00;4191;4072
01.06.2014;04:00;01.06.2014;04:15;4240;4143
01.06.2014;04:15;01.06.2014;04:30;4190;4088
01.06.2014;04:30;01.06.2014;04:45;4258;4155
01.06.2014;04:45;01.06.2014;05:00;4289;4110
01.06.2014;05:00;01.06.2014;05:15;4312;4108
01.06.2014;05:15;01.06.2014;05:30;4268;4054
01.06.2014;05:30;01.06.2014;05:45;4266;3975
01.06.2014;05:45;01.06.2014;06:00;4255;3986
01.06.2014;06:00;01.06.2014;06:15;4277;4016
01.06.2014;06:15;01.06.2014;06:30;4281;4055
01.06.2014;06:30;01.06.2014;06:45;4310;4125
01.06.2014;06:45;01.06.2014;07:00;4338;4117
01.06.2014;07:00;01.06.2014;07:15;4405;4258
01.06.2014;07:15;01.06.2014;07:30;4474;4314
01.06.2014;07:30;01.06.2014;07:45;4560;4318
01.06.2014;07:45;01.06.2014;08:00;4718;4487
01.06.2014;08:00;01.06.2014;08:15;4791;4603
01.06.2014;08:15;01.06.2014;08:30;4939;4696
01.06.2014;08:30;01.06.2014;08:45;5061;4846
01.06.2014;08:45;01.06.2014;09:00;5084;4889
01.06.2014;09:00;01.06.2014;09:15;5220;5032
01.06.2014;09:15;01.06.2014;09:30;5356;5096
01.06.2014;09:30;01.06.2014;09:45;5401;5121
01.06.2014;09:45;01.06.2014;10:00;5489;5178
01.06.2014;10:00;01.06.2014;10:15;5534;5221
01.06.2014;10:15;01.06.2014;10:30;5640;5285
01.06.2014;10:30;01.06.2014;10:45;5637;5290
01.06.2014;10:45;01.06.2014;11:00;5708;5353
01.06.2014;11:00;01.06.2014;11:15;5758;5513
01.06.2014;11:15;01.06.2014;11:30;5869;5580
01.06.2014;11:30;01.06.2014;11:45;5954;5744
01.06.2014;11:45;01.06.2014;12:00;6042;5870
01.06.2014;12:00;01.06.2014;12:15;6082;5924
01.06.2014;12:15;01.06.2014;12:30;6033;5943
01.06.2014;12:30;01.06.2014;12:45;5995;5846
01.06.2014;12:45;01.06.2014;13:00;5914;5848
01.06.2014;13:00;01.06.2014;13:15;5775;5739
01.06.2014;13:15;01.06.2014;13:30;5758;5686
01.06.2014;13:30;01.06.2014;13:45;5623;5588
01.06.2014;13:45;01.06.2014;14:00;5562;5513
01.06.2014;14:00;01.06.2014;14:15;5606;5398
01.06.2014;14:15;01.06.2014;14:30;5583;5377
01.06.2014;14:30;01.06.2014;14:45;5597;5255
01.06.2014;14:45;01.06.2014;15:00;5588;5222
01.06.2014;15:00;01.06.2014;15:15;5397;5228
01.06.2014;15:15;01.06.2014;15:30;5366;5182
01.06.2014;15:30;01.06.2014;15:45;5240;5243
01.06.2014;15:45;01.06.2014;16:00;5203;5219
01.06.2014;16:00;01.06.2014;16:15;5243;5212
01.06.2014;16:15;01.06.2014;16:30;5157;5251
01.06.2014;16:30;01.06.2014;16:45;5167;5262
01.06.2014;16:45;01.06.2014;17:00;5156;5282
01.06.2014;17:00;01.06.2014;17:15;5187;5270
01.06.2014;17:15;01.06.2014;17:30;5285;5320
01.06.2014;17:30;01.06.2014;17:45;5341;5332
01.06.2014;17:45;01.06.2014;18:00;5377;5386
01.06.2014;18:00;01.06.2014;18:15;5432;5365
01.06.2014;18:15;01.06.2014;18:30;5429;5365
01.06.2014;18:30;01.06.2014;18:45;5516;5420
01.06.2014;18:45;01.06.2014;19:00;5544;5417
01.06.2014;19:00;01.06.2014;19:15;5525;5473
01.06.2014;19:15;01.06.2014;19:30;5534;5483
01.06.2014;19:30;01.06.2014;19:45;5560;5516
01.06.2014;19:45;01.06.2014;20:00;5445;5471
01.06.2014;20:00;01.06.2014;20:15;5641;5541
01.06.2014;20:15;01.06.2014;20:30;5569;5528
01.06.2014;20:30;01.06.2014;20:45;5624;5548
01.06.2014;20:45;01.06.2014;21:00;5643;5572
01.06.2014;21:00;01.06.2014;21:15;5722;5549
01.06.2014;21:15;01.06.2014;21:30;5818;5678
01.06.2014;21:30;01.06.2014;21:45;5964;5797
01.06.2014;21:45;01.06.2014;22:00;6060;5951
01.06.2014;22:00;01.06.2014;22:15;6187;6072
01.06.2014;22:15;01.06.2014;22:30;6083;6023
01.06.2014;22:30;01.06.2014;22:45;6012;5967
01.06.2014;22:45;01.06.2014;23:00;5886;5819
01.06.2014;23:00;01.06.2014;23:15;5837;5774
01.06.2014;23:15;01.06.2014;23:30;5677;5642
01.06.2014;23:30;01.06.2014;23:45;5556;5502
01.06.2014;23:45;02.06.2014;00:00;5525;5473
02.06.2014;00:00;02.06.2014;00:15;5394;5420
02.06.2014;00:15;02.06.2014;00:30;5274;5232
02.06.2014;00:30;02.06.2014;00:45;5214;5161
02.06.2014;00:45;02.06.2014;01:00;5150;5030
02.06.2014;01:00;02.06.2014;01:15;5094;5020
02.06.2014;01:15;02.06.2014;01:30;5046;4969
02.06.2014;01:30;02.06.2014;01:45;5006;4882
02.06.2014;01:45;02.06.2014;02:00;4942;4845
02.06.2014;02:00;02.06.2014;02:15;4952;4828
02.06.2014;02:15;02.06.2014;02:30;4932;4773
02.06.2014;02:30;02.06.2014;02:45;4879;4796
