actual_pvgeneration
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
3.0
10.99
23.98
32.98
44.97
67.95
96.93
109.92
128.91
190.86
235.83
257.82
257.82
272.81
289.79
361.74
363.74
375.73
380.73
350.75
365.74
411.71
389.72
345.75
387.72
320.77
233.83
196.86
148.89
111.92
70.95
33.98
15.99
12.99
11.99
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
4.0
11.99
31.98
55.96
90.94
116.92
149.89
171.88
193.86
202.86
232.84
282.8
284.8
305.78
288.8
304.78
355.75
388.72
388.72
365.74
298.79
280.8
261.81
236.83
199.86
167.88
126.91
94.93
70.95
48.96
31.98
13.99
7.0
4.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
10.99
42.97
106.92
262.81
403.71
488.65
632.55
785.44
906.36
982.3
1021.27
1090.22
1179.16
1236.12
1069.24
985.3
996.29
933.34
877.38
900.36
770.45
661.53
627.55
564.6
496.65
404.71
333.76
221.84
139.9
92.93
51.96
28.98
13.99
6.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
6.0
10.99
16.99
46.97
112.92
200.86
305.78
457.68
583.58
675.52
725.48
818.42
848.4
982.3
915.35
